# event_ticker=KXATPCHALLENGERMATCH-26JUN04MATSEA
# final_score=6-2 6-2
# score_resolution=2-6 2-6
# match_winner=Henry Searle
# fav_player=Hayato Matsuoka
# dog_player=Henry Searle
# kalshi_date=2026-06-04
timestamp,Hayato Matsuoka,Henry Searle
2026-06-04T04:30:00Z,,94.00
2026-06-04T04:32:00Z,,94.00
2026-06-04T06:52:00Z,,58.00
2026-06-04T06:55:00Z,46.00,58.00
2026-06-04T10:31:00Z,32.00,58.00
2026-06-04T11:36:00Z,32.00,71.00
2026-06-04T11:51:00Z,32.00,71.00
2026-06-04T11:53:00Z,32.00,71.00
2026-06-04T12:13:00Z,32.00,71.00
2026-06-04T12:18:00Z,32.00,71.00
2026-06-04T12:43:00Z,32.00,71.00
2026-06-04T12:45:00Z,32.00,71.00
2026-06-04T12:58:00Z,29.00,71.00
2026-06-04T13:04:00Z,30.00,71.00
2026-06-04T13:21:00Z,30.00,71.00
2026-06-04T13:23:00Z,29.00,71.00
2026-06-04T13:29:00Z,30.00,71.00
2026-06-04T13:35:00Z,30.00,71.00
2026-06-04T13:47:00Z,31.00,71.00
2026-06-04T13:48:00Z,31.00,71.00
2026-06-04T13:54:00Z,30.00,71.00
2026-06-04T13:57:00Z,30.00,71.00
2026-06-04T13:58:00Z,30.00,71.00
2026-06-04T14:01:00Z,29.14,71.00
2026-06-04T14:02:00Z,29.00,71.00
2026-06-04T14:04:00Z,29.00,71.00
2026-06-04T14:21:00Z,30.00,71.00
2026-06-04T14:24:00Z,30.00,71.00
2026-06-04T14:27:00Z,30.00,71.00
2026-06-04T14:38:00Z,30.00,71.00
2026-06-04T14:39:00Z,30.00,71.00
2026-06-04T14:40:00Z,30.00,71.00
2026-06-04T14:42:00Z,30.00,71.00
2026-06-04T14:51:00Z,29.00,71.00
2026-06-04T14:53:00Z,29.00,71.00
2026-06-04T14:54:00Z,30.00,71.00
2026-06-04T14:58:00Z,31.00,71.00
2026-06-04T15:09:00Z,31.00,71.00
2026-06-04T15:10:00Z,31.00,71.00
2026-06-04T15:12:00Z,30.00,71.31
2026-06-04T15:13:00Z,27.00,73.66
2026-06-04T15:14:00Z,27.94,72.02
2026-06-04T15:15:00Z,25.00,74.97
2026-06-04T15:16:00Z,25.00,76.99
2026-06-04T15:17:00Z,28.26,71.00
2026-06-04T15:18:00Z,29.00,70.62
2026-06-04T15:19:00Z,31.21,68.75
2026-06-04T15:20:00Z,29.41,71.05
2026-06-04T15:21:00Z,31.29,67.71
2026-06-04T15:22:00Z,32.04,70.74
2026-06-04T15:23:00Z,32.19,69.09
2026-06-04T15:24:00Z,29.30,69.60
2026-06-04T15:25:00Z,26.92,74.00
2026-06-04T15:26:00Z,27.00,74.00
2026-06-04T15:27:00Z,27.00,72.63
2026-06-04T15:28:00Z,27.77,73.04
2026-06-04T15:29:00Z,27.27,73.05
2026-06-04T15:30:00Z,26.98,73.08
2026-06-04T15:31:00Z,26.74,73.13
2026-06-04T15:32:00Z,26.00,74.00
2026-06-04T15:33:00Z,27.00,74.22
2026-06-04T15:34:00Z,24.28,76.43
2026-06-04T15:35:00Z,22.13,77.06
2026-06-04T15:36:00Z,15.63,82.76
2026-06-04T15:37:00Z,16.14,84.98
2026-06-04T15:38:00Z,21.02,82.75
2026-06-04T15:39:00Z,17.98,82.33
2026-06-04T15:40:00Z,14.00,86.00
2026-06-04T15:41:00Z,13.00,86.00
2026-06-04T15:42:00Z,13.53,87.00
2026-06-04T15:43:00Z,12.00,88.01
2026-06-04T15:44:00Z,12.32,87.00
2026-06-04T15:45:00Z,14.96,85.00
2026-06-04T15:46:00Z,14.72,86.00
2026-06-04T15:47:00Z,12.99,88.20
2026-06-04T15:48:00Z,12.00,89.00
2026-06-04T15:49:00Z,12.00,89.00
2026-06-04T15:50:00Z,11.89,89.00
2026-06-04T15:51:00Z,10.13,89.00
2026-06-04T15:52:00Z,9.97,90.99
2026-06-04T15:53:00Z,10.98,91.00
2026-06-04T15:54:00Z,11.97,91.00
2026-06-04T15:55:00Z,12.00,89.00
2026-06-04T15:56:00Z,11.00,89.00
2026-06-04T15:57:00Z,9.70,90.00
2026-06-04T15:58:00Z,9.76,91.00
2026-06-04T15:59:00Z,9.05,91.92
2026-06-04T16:00:00Z,8.04,92.86
2026-06-04T16:01:00Z,8.00,93.00
2026-06-04T16:02:00Z,7.75,93.37
2026-06-04T16:03:00Z,8.00,93.94
2026-06-04T16:04:00Z,7.28,93.02
2026-06-04T16:05:00Z,9.20,92.29
2026-06-04T16:06:00Z,9.49,90.96
2026-06-04T16:07:00Z,12.03,90.91
2026-06-04T16:08:00Z,12.83,88.10
2026-06-04T16:09:00Z,13.69,88.73
2026-06-04T16:10:00Z,10.00,90.52
2026-06-04T16:11:00Z,8.48,92.00
2026-06-04T16:12:00Z,9.08,91.14
2026-06-04T16:13:00Z,9.00,92.00
2026-06-04T16:14:00Z,9.00,91.00
2026-06-04T16:15:00Z,11.08,90.31
2026-06-04T16:16:00Z,12.71,87.53
2026-06-04T16:17:00Z,15.38,85.58
2026-06-04T16:18:00Z,12.94,87.03
2026-06-04T16:19:00Z,9.95,90.82
2026-06-04T16:20:00Z,9.14,91.06
2026-06-04T16:21:00Z,8.14,91.78
2026-06-04T16:22:00Z,6.48,93.96
2026-06-04T16:23:00Z,4.12,96.78
2026-06-04T16:24:00Z,2.39,97.22
2026-06-04T16:25:00Z,2.38,97.92
2026-06-04T16:26:00Z,3.20,97.40
2026-06-04T16:27:00Z,2.41,98.10
2026-06-04T16:28:00Z,1.93,99.00
2026-06-04T16:29:00Z,2.00,98.83
2026-06-04T16:30:00Z,2.00,99.00
2026-06-04T16:31:00Z,2.00,99.00
2026-06-04T16:32:00Z,2.00,99.00
2026-06-04T16:33:00Z,2.00,99.00
2026-06-04T16:34:00Z,2.00,99.00
2026-06-04T16:35:00Z,1.01,99.00
2026-06-04T16:36:00Z,1.01,99.00
