# event_ticker=KXATPCHALLENGERMATCH-26JUN06MERPEL
# final_score=6-3 5-7 6-3
# match_winner=Daniel Merida
# fav_player=Daniel Merida
# dog_player=Andrea Pellegrino
# kalshi_date=2026-06-06
timestamp,Daniel Merida,Andrea Pellegrino
2026-06-06T06:49:00Z,62.00,
2026-06-06T06:50:00Z,69.04,37.18
2026-06-06T07:33:00Z,58.63,37.18
2026-06-06T08:14:00Z,58.63,42.00
2026-06-06T08:55:00Z,59.00,42.00
2026-06-06T09:09:00Z,59.00,42.00
2026-06-06T09:11:00Z,59.00,42.00
2026-06-06T09:27:00Z,59.00,42.00
2026-06-06T09:36:00Z,59.00,42.00
2026-06-06T09:52:00Z,59.00,42.00
2026-06-06T10:05:00Z,59.00,42.00
2026-06-06T10:43:00Z,59.00,42.00
2026-06-06T10:50:00Z,59.00,42.00
2026-06-06T10:58:00Z,59.00,42.00
2026-06-06T11:21:00Z,59.00,42.00
2026-06-06T11:29:00Z,59.00,41.00
2026-06-06T11:31:00Z,59.00,41.00
2026-06-06T11:48:00Z,59.00,41.40
2026-06-06T12:09:00Z,59.00,41.40
2026-06-06T12:14:00Z,59.00,42.00
2026-06-06T12:18:00Z,59.00,42.00
2026-06-06T12:19:00Z,59.00,43.00
2026-06-06T12:35:00Z,59.00,43.00
2026-06-06T12:51:00Z,59.00,43.00
2026-06-06T13:03:00Z,58.00,43.00
2026-06-06T13:15:00Z,58.00,43.00
2026-06-06T13:28:00Z,58.00,43.00
2026-06-06T13:34:00Z,58.00,43.00
2026-06-06T13:46:00Z,58.00,43.00
2026-06-06T13:47:00Z,58.00,43.00
2026-06-06T13:48:00Z,59.00,43.00
2026-06-06T13:55:00Z,59.00,43.00
2026-06-06T14:05:00Z,58.00,43.00
2026-06-06T14:19:00Z,58.00,43.00
2026-06-06T14:31:00Z,58.00,43.00
2026-06-06T14:36:00Z,58.74,43.00
2026-06-06T14:38:00Z,58.74,42.00
2026-06-06T14:46:00Z,58.00,42.00
2026-06-06T14:48:00Z,58.00,43.00
2026-06-06T14:50:00Z,58.00,43.00
2026-06-06T14:53:00Z,58.00,43.00
2026-06-06T14:55:00Z,58.00,43.00
2026-06-06T15:01:00Z,58.00,43.00
2026-06-06T15:06:00Z,58.00,43.00
2026-06-06T15:16:00Z,58.00,43.00
2026-06-06T15:19:00Z,58.00,43.00
2026-06-06T15:23:00Z,58.00,43.00
2026-06-06T15:25:00Z,58.00,43.00
2026-06-06T15:27:00Z,58.00,43.00
2026-06-06T15:29:00Z,58.00,43.00
2026-06-06T15:41:00Z,58.00,43.00
2026-06-06T15:43:00Z,58.00,43.00
2026-06-06T15:49:00Z,59.00,43.00
2026-06-06T16:00:00Z,59.00,43.00
2026-06-06T16:02:00Z,59.00,43.00
2026-06-06T16:03:00Z,59.00,43.00
2026-06-06T16:05:00Z,59.00,43.00
2026-06-06T16:07:00Z,59.00,43.00
2026-06-06T16:08:00Z,59.00,43.00
2026-06-06T16:09:00Z,59.00,43.00
2026-06-06T16:12:00Z,59.00,41.00
2026-06-06T16:13:00Z,59.00,41.00
2026-06-06T16:18:00Z,59.00,42.00
2026-06-06T16:19:00Z,59.00,42.00
2026-06-06T16:22:00Z,59.00,41.00
2026-06-06T16:23:00Z,59.00,41.51
2026-06-06T16:24:00Z,59.00,43.00
2026-06-06T16:25:00Z,59.00,43.00
2026-06-06T16:30:00Z,57.89,43.00
2026-06-06T16:35:00Z,58.00,43.00
2026-06-06T16:36:00Z,59.00,43.00
2026-06-06T16:43:00Z,59.00,43.00
2026-06-06T16:51:00Z,59.00,43.00
2026-06-06T16:54:00Z,59.00,43.00
2026-06-06T16:55:00Z,59.00,43.00
2026-06-06T17:06:00Z,59.00,43.00
2026-06-06T17:09:00Z,58.00,43.00
2026-06-06T17:16:00Z,58.00,43.00
2026-06-06T17:20:00Z,58.98,43.00
2026-06-06T17:21:00Z,59.00,43.00
2026-06-06T17:27:00Z,59.00,43.00
2026-06-06T17:30:00Z,59.00,43.00
2026-06-06T17:33:00Z,59.00,43.00
2026-06-06T17:34:00Z,59.00,43.00
2026-06-06T17:38:00Z,59.00,43.00
2026-06-06T17:40:00Z,59.00,43.00
2026-06-06T17:41:00Z,57.54,43.00
2026-06-06T17:42:00Z,59.00,43.00
2026-06-06T17:44:00Z,59.00,43.00
2026-06-06T17:47:00Z,59.00,43.00
2026-06-06T17:49:00Z,59.00,43.00
2026-06-06T17:51:00Z,59.00,43.00
2026-06-06T17:54:00Z,58.21,43.00
2026-06-06T17:55:00Z,58.21,43.56
2026-06-06T17:56:00Z,58.21,43.97
2026-06-06T17:57:00Z,58.21,44.00
2026-06-06T17:58:00Z,56.43,44.00
2026-06-06T17:59:00Z,57.73,44.00
2026-06-06T18:02:00Z,57.00,44.00
2026-06-06T18:03:00Z,58.24,43.00
2026-06-06T18:04:00Z,58.24,43.78
2026-06-06T18:05:00Z,58.02,44.00
2026-06-06T18:06:00Z,58.02,44.00
2026-06-06T18:07:00Z,58.02,44.00
2026-06-06T18:08:00Z,58.00,44.00
2026-06-06T18:09:00Z,58.00,44.00
2026-06-06T18:10:00Z,56.81,44.00
2026-06-06T18:11:00Z,58.00,44.00
2026-06-06T18:12:00Z,56.37,44.00
2026-06-06T18:13:00Z,57.00,44.00
2026-06-06T18:15:00Z,56.00,44.00
2026-06-06T18:16:00Z,56.00,44.00
2026-06-06T18:17:00Z,57.72,44.00
2026-06-06T18:18:00Z,58.00,44.00
2026-06-06T18:19:00Z,58.00,44.00
2026-06-06T18:20:00Z,58.00,44.00
2026-06-06T18:22:00Z,58.00,43.22
2026-06-06T18:23:00Z,57.00,43.22
2026-06-06T18:25:00Z,57.00,44.78
2026-06-06T18:26:00Z,57.00,44.78
2026-06-06T18:27:00Z,57.99,44.00
2026-06-06T18:28:00Z,58.00,43.34
2026-06-06T18:29:00Z,58.00,44.88
2026-06-06T18:30:00Z,57.34,44.88
2026-06-06T18:31:00Z,57.01,45.00
2026-06-06T18:32:00Z,58.00,45.00
2026-06-06T18:33:00Z,58.00,44.81
2026-06-06T18:34:00Z,57.88,44.81
2026-06-06T18:35:00Z,70.74,39.45
2026-06-06T18:36:00Z,61.00,42.14
2026-06-06T18:37:00Z,60.00,41.00
2026-06-06T18:38:00Z,59.57,41.88
2026-06-06T18:39:00Z,61.13,40.11
2026-06-06T18:40:00Z,60.99,39.27
2026-06-06T18:41:00Z,59.29,42.66
2026-06-06T18:42:00Z,60.44,39.00
2026-06-06T18:43:00Z,60.20,39.75
2026-06-06T18:44:00Z,61.49,39.00
2026-06-06T18:45:00Z,60.00,42.98
2026-06-06T18:46:00Z,58.00,43.55
2026-06-06T18:47:00Z,58.02,43.55
2026-06-06T18:48:00Z,53.30,46.75
2026-06-06T18:49:00Z,58.00,41.87
2026-06-06T18:50:00Z,60.00,41.00
2026-06-06T18:51:00Z,58.00,42.98
2026-06-06T18:52:00Z,58.98,41.00
2026-06-06T18:53:00Z,58.57,40.25
2026-06-06T18:54:00Z,59.51,42.91
2026-06-06T18:55:00Z,59.43,42.91
2026-06-06T18:56:00Z,70.27,30.48
2026-06-06T18:57:00Z,74.00,27.00
2026-06-06T18:58:00Z,76.43,25.24
2026-06-06T18:59:00Z,75.98,25.78
2026-06-06T19:00:00Z,77.00,23.00
2026-06-06T19:01:00Z,77.00,24.00
2026-06-06T19:02:00Z,75.86,25.00
2026-06-06T19:03:00Z,74.74,25.43
2026-06-06T19:04:00Z,75.12,26.18
2026-06-06T19:05:00Z,75.85,24.12
2026-06-06T19:06:00Z,76.99,25.20
2026-06-06T19:07:00Z,76.78,23.98
2026-06-06T19:08:00Z,77.00,23.58
2026-06-06T19:09:00Z,75.48,25.44
2026-06-06T19:10:00Z,74.02,26.00
2026-06-06T19:11:00Z,76.76,22.57
2026-06-06T19:12:00Z,78.17,22.93
2026-06-06T19:13:00Z,78.00,23.97
2026-06-06T19:14:00Z,76.76,23.99
2026-06-06T19:15:00Z,76.78,26.29
2026-06-06T19:16:00Z,72.57,28.97
2026-06-06T19:17:00Z,74.05,26.31
