# event_ticker=KXATPMATCH-26MAR06KHAFON
# final_score=4-6 7-6(7) 6-4
# score_resolution=4-6 7-6 6-4
# match_winner=Joao Fonseca
# fav_player=Joao Fonseca
# dog_player=Karen Khachanov
# kalshi_date=2026-03-06
timestamp,Joao Fonseca,Karen Khachanov
2026-03-07T09:26:00Z,,44.00
2026-03-07T09:29:00Z,,44.00
2026-03-07T09:34:00Z,,44.00
2026-03-07T10:05:00Z,,44.00
2026-03-07T10:14:00Z,,44.00
2026-03-07T10:25:00Z,,44.00
2026-03-07T10:27:00Z,,44.00
2026-03-07T10:33:00Z,,44.00
2026-03-07T10:45:00Z,,44.00
2026-03-07T10:48:00Z,,44.00
2026-03-07T10:50:00Z,57.00,44.00
2026-03-07T10:51:00Z,57.00,44.00
2026-03-07T11:13:00Z,57.00,44.00
2026-03-07T11:14:00Z,57.00,43.00
2026-03-07T11:15:00Z,57.00,43.00
2026-03-07T11:17:00Z,57.00,43.00
2026-03-07T11:19:00Z,57.00,44.00
2026-03-07T11:34:00Z,57.00,44.00
2026-03-07T11:35:00Z,57.00,44.00
2026-03-07T11:36:00Z,57.00,44.00
2026-03-07T11:37:00Z,57.00,44.00
2026-03-07T11:42:00Z,57.00,44.00
2026-03-07T11:44:00Z,57.00,44.28
2026-03-07T11:57:00Z,57.00,44.28
2026-03-07T12:12:00Z,57.00,45.00
2026-03-07T12:18:00Z,57.00,45.00
2026-03-07T12:46:00Z,57.00,45.00
2026-03-07T12:48:00Z,57.00,45.00
2026-03-07T12:51:00Z,57.00,45.00
2026-03-07T12:52:00Z,57.00,45.00
2026-03-07T12:58:00Z,57.00,45.00
2026-03-07T13:03:00Z,57.00,45.00
2026-03-07T13:06:00Z,57.00,45.00
2026-03-07T13:22:00Z,57.00,45.00
2026-03-07T13:23:00Z,57.00,45.00
2026-03-07T13:30:00Z,57.00,45.00
2026-03-07T13:35:00Z,57.00,45.00
2026-03-07T13:38:00Z,57.00,45.00
2026-03-07T13:48:00Z,57.00,45.00
2026-03-07T13:49:00Z,57.00,45.00
2026-03-07T14:03:00Z,57.00,45.00
2026-03-07T14:12:00Z,57.00,45.00
2026-03-07T14:15:00Z,57.00,45.00
2026-03-07T14:18:00Z,57.00,45.00
2026-03-07T14:20:00Z,57.00,45.00
2026-03-07T14:21:00Z,57.00,45.00
2026-03-07T14:23:00Z,57.00,44.00
2026-03-07T14:26:00Z,57.00,45.00
2026-03-07T14:29:00Z,57.00,45.00
2026-03-07T14:30:00Z,57.00,45.00
2026-03-07T14:31:00Z,57.00,45.00
2026-03-07T14:34:00Z,57.00,45.00
2026-03-07T14:35:00Z,57.00,45.00
2026-03-07T14:37:00Z,57.00,45.00
2026-03-07T14:40:00Z,57.00,45.00
2026-03-07T14:47:00Z,57.00,45.00
2026-03-07T14:48:00Z,57.00,45.00
2026-03-07T14:50:00Z,57.00,45.00
2026-03-07T14:51:00Z,57.00,45.00
2026-03-07T14:52:00Z,57.00,45.00
2026-03-07T14:54:00Z,57.00,45.00
2026-03-07T14:55:00Z,57.00,45.00
2026-03-07T14:56:00Z,57.10,45.00
2026-03-07T14:57:00Z,58.00,45.00
2026-03-07T15:01:00Z,58.00,45.00
2026-03-07T15:03:00Z,58.00,45.00
2026-03-07T15:05:00Z,58.00,45.00
2026-03-07T15:10:00Z,58.00,45.00
2026-03-07T15:14:00Z,58.00,45.00
2026-03-07T15:15:00Z,57.00,45.00
2026-03-07T15:16:00Z,57.00,45.00
2026-03-07T15:17:00Z,57.00,45.00
2026-03-07T15:18:00Z,57.00,45.00
2026-03-07T15:19:00Z,57.00,45.00
2026-03-07T15:20:00Z,57.00,45.00
2026-03-07T15:21:00Z,57.72,45.00
2026-03-07T15:22:00Z,57.72,45.00
2026-03-07T15:25:00Z,56.00,45.00
2026-03-07T15:26:00Z,56.00,45.00
2026-03-07T15:30:00Z,56.00,45.00
2026-03-07T15:35:00Z,57.00,45.00
2026-03-07T15:36:00Z,57.00,45.00
2026-03-07T15:38:00Z,57.00,45.00
2026-03-07T15:39:00Z,57.00,45.00
2026-03-07T15:41:00Z,57.00,45.00
2026-03-07T15:42:00Z,57.00,45.00
2026-03-07T15:44:00Z,57.00,45.00
2026-03-07T15:48:00Z,56.00,45.00
2026-03-07T15:51:00Z,56.00,45.00
2026-03-07T15:52:00Z,56.00,45.00
2026-03-07T15:54:00Z,56.00,45.00
2026-03-07T15:58:00Z,56.00,45.00
2026-03-07T16:04:00Z,56.00,45.00
2026-03-07T16:05:00Z,56.00,45.00
2026-03-07T16:06:00Z,56.00,43.50
2026-03-07T16:07:00Z,56.00,45.00
2026-03-07T16:09:00Z,56.00,45.00
2026-03-07T16:10:00Z,56.00,45.00
2026-03-07T16:11:00Z,56.00,45.00
2026-03-07T16:15:00Z,56.00,45.00
2026-03-07T16:16:00Z,56.96,45.00
2026-03-07T16:18:00Z,56.96,45.00
2026-03-07T16:19:00Z,56.96,45.00
2026-03-07T16:20:00Z,56.96,45.00
2026-03-07T16:21:00Z,56.96,45.00
2026-03-07T16:22:00Z,56.00,45.00
2026-03-07T16:24:00Z,56.00,45.00
2026-03-07T16:28:00Z,56.00,45.00
2026-03-07T16:30:00Z,56.00,45.00
2026-03-07T16:31:00Z,56.00,45.00
2026-03-07T16:32:00Z,56.00,45.00
