# event_ticker=KXATPCHALLENGERMATCH-26APR30NAVHUR
# final_score=6-4 6-1
# match_winner=Hubert Hurkacz
# fav_player=Hubert Hurkacz
# dog_player=Emilio Nava
# kalshi_date=2026-04-30
timestamp,Emilio Nava,Hubert Hurkacz
2026-04-30T03:04:00Z,37.00,
2026-04-30T03:26:00Z,37.00,66.00
2026-04-30T03:29:00Z,37.00,66.00
2026-04-30T03:34:00Z,37.00,66.00
2026-04-30T03:43:00Z,37.00,66.00
2026-04-30T03:52:00Z,37.00,66.00
2026-04-30T04:03:00Z,37.00,66.00
2026-04-30T04:07:00Z,37.00,66.00
2026-04-30T04:23:00Z,36.00,66.00
2026-04-30T04:24:00Z,36.00,66.00
2026-04-30T04:26:00Z,36.00,66.00
2026-04-30T04:45:00Z,36.51,66.00
2026-04-30T04:47:00Z,37.00,66.00
2026-04-30T04:49:00Z,37.00,66.00
2026-04-30T05:00:00Z,37.00,66.00
2026-04-30T05:03:00Z,37.00,66.00
2026-04-30T05:15:00Z,37.63,65.00
2026-04-30T05:20:00Z,37.63,65.00
2026-04-30T05:37:00Z,37.00,65.00
2026-04-30T05:42:00Z,39.13,65.00
2026-04-30T05:46:00Z,37.00,65.00
2026-04-30T05:47:00Z,38.04,64.00
2026-04-30T05:48:00Z,39.01,63.00
2026-04-30T05:49:00Z,39.01,63.00
2026-04-30T05:55:00Z,39.01,63.00
2026-04-30T05:56:00Z,39.01,63.00
2026-04-30T05:57:00Z,39.01,63.00
2026-04-30T06:10:00Z,39.01,62.00
2026-04-30T06:28:00Z,39.01,63.00
2026-04-30T06:40:00Z,39.00,63.00
2026-04-30T06:53:00Z,39.00,64.00
2026-04-30T06:56:00Z,39.00,64.00
2026-04-30T09:05:00Z,33.00,64.00
2026-04-30T09:06:00Z,33.00,64.00
2026-04-30T09:09:00Z,35.00,64.00
2026-04-30T09:14:00Z,35.00,64.00
2026-04-30T09:21:00Z,35.79,64.00
2026-04-30T09:24:00Z,36.00,64.00
2026-04-30T09:28:00Z,36.00,64.00
2026-04-30T09:38:00Z,36.00,64.00
2026-04-30T10:25:00Z,37.00,64.00
2026-04-30T10:30:00Z,37.00,64.00
2026-04-30T10:43:00Z,37.00,64.00
2026-04-30T11:00:00Z,37.00,64.00
2026-04-30T11:05:00Z,37.00,64.00
2026-04-30T11:18:00Z,37.00,64.00
2026-04-30T11:21:00Z,37.00,64.00
2026-04-30T11:37:00Z,37.00,64.00
2026-04-30T11:41:00Z,37.00,64.00
2026-04-30T11:46:00Z,37.00,64.00
2026-04-30T11:54:00Z,36.00,64.00
2026-04-30T12:07:00Z,36.00,64.00
2026-04-30T12:13:00Z,36.00,64.00
2026-04-30T12:15:00Z,36.00,65.00
2026-04-30T12:27:00Z,36.00,65.00
2026-04-30T12:29:00Z,36.00,65.00
2026-04-30T12:35:00Z,36.00,65.00
2026-04-30T12:39:00Z,37.00,65.00
2026-04-30T12:44:00Z,37.00,65.00
2026-04-30T12:49:00Z,37.00,64.50
2026-04-30T12:50:00Z,37.00,64.50
2026-04-30T12:56:00Z,37.30,64.50
2026-04-30T12:57:00Z,37.64,64.50
2026-04-30T13:00:00Z,37.00,64.50
2026-04-30T13:02:00Z,37.00,65.00
2026-04-30T13:07:00Z,37.00,65.00
2026-04-30T13:10:00Z,37.00,65.00
2026-04-30T13:15:00Z,37.00,64.00
2026-04-30T13:17:00Z,37.00,64.00
2026-04-30T13:27:00Z,37.00,64.00
2026-04-30T13:32:00Z,37.00,64.00
2026-04-30T13:36:00Z,38.00,64.00
2026-04-30T13:37:00Z,38.00,64.00
2026-04-30T13:41:00Z,38.00,64.00
2026-04-30T13:42:00Z,38.00,64.00
2026-04-30T13:43:00Z,38.00,64.00
2026-04-30T13:46:00Z,38.00,64.00
2026-04-30T13:50:00Z,38.00,64.00
2026-04-30T13:51:00Z,38.00,64.00
2026-04-30T13:52:00Z,37.00,64.00
2026-04-30T13:54:00Z,38.00,64.00
2026-04-30T13:55:00Z,38.23,64.00
