# event_ticker=KXATPCHALLENGERMATCH-26MAR03IONDE
# final_score=5-7 6-3 6-3
# match_winner=Michiel De Krom
# fav_player=Michiel De Krom
# dog_player=Nicholas David Ionel
# kalshi_date=2026-03-03
timestamp,Michiel De Krom,Nicholas David Ionel
2026-03-02T22:49:00Z,36.18,
2026-03-02T22:53:00Z,40.00,
2026-03-03T00:19:00Z,36.00,
2026-03-03T01:30:00Z,39.00,63.00
2026-03-03T02:41:00Z,39.00,62.00
2026-03-03T02:56:00Z,39.00,62.00
2026-03-03T04:48:00Z,40.00,62.00
2026-03-03T05:24:00Z,41.29,62.00
2026-03-03T05:25:00Z,41.29,61.00
2026-03-03T05:59:00Z,41.29,61.00
2026-03-03T06:39:00Z,41.29,62.25
2026-03-03T07:14:00Z,40.00,62.25
2026-03-03T07:17:00Z,40.00,62.25
2026-03-03T07:21:00Z,40.00,62.00
2026-03-03T07:52:00Z,40.00,62.00
2026-03-03T08:42:00Z,40.00,62.00
2026-03-03T09:25:00Z,40.00,62.00
2026-03-03T09:38:00Z,40.00,62.00
2026-03-03T09:42:00Z,40.00,62.00
2026-03-03T10:00:00Z,40.00,62.00
2026-03-03T10:10:00Z,40.00,62.00
2026-03-03T10:11:00Z,40.00,62.00
2026-03-03T10:12:00Z,40.91,61.61
2026-03-03T10:13:00Z,43.00,61.61
2026-03-03T10:15:00Z,42.00,61.61
2026-03-03T10:17:00Z,42.00,61.61
2026-03-03T10:18:00Z,42.00,57.00
2026-03-03T10:19:00Z,42.00,59.00
2026-03-03T10:20:00Z,40.00,59.00
2026-03-03T10:21:00Z,40.00,62.00
2026-03-03T10:22:00Z,38.00,64.00
2026-03-03T10:23:00Z,37.17,64.00
2026-03-03T10:24:00Z,36.38,66.00
2026-03-03T10:25:00Z,35.00,67.00
2026-03-03T10:26:00Z,40.91,61.01
2026-03-03T10:27:00Z,40.91,67.00
2026-03-03T10:29:00Z,37.29,63.00
2026-03-03T10:30:00Z,37.29,59.00
2026-03-03T10:31:00Z,37.29,59.00
2026-03-03T10:32:00Z,39.00,63.00
2026-03-03T10:35:00Z,39.00,67.72
2026-03-03T10:36:00Z,31.10,67.72
2026-03-03T10:39:00Z,31.10,74.00
2026-03-03T10:40:00Z,31.10,69.00
2026-03-03T10:42:00Z,38.92,62.00
2026-03-03T10:43:00Z,41.05,61.00
2026-03-03T10:44:00Z,35.92,64.00
2026-03-03T10:46:00Z,34.96,64.00
2026-03-03T10:47:00Z,39.82,61.00
2026-03-03T10:48:00Z,41.00,61.00
2026-03-03T10:49:00Z,40.98,61.00
2026-03-03T10:50:00Z,42.25,57.87
2026-03-03T10:51:00Z,43.72,54.31
2026-03-03T10:52:00Z,39.00,61.85
2026-03-03T10:53:00Z,38.01,65.48
2026-03-03T10:54:00Z,37.17,65.48
2026-03-03T10:55:00Z,37.17,67.00
2026-03-03T10:56:00Z,39.00,61.00
2026-03-03T10:57:00Z,44.71,61.00
2026-03-03T10:58:00Z,44.78,56.09
2026-03-03T10:59:00Z,37.00,63.00
2026-03-03T11:00:00Z,38.93,64.00
2026-03-03T11:01:00Z,35.73,63.19
2026-03-03T11:02:00Z,24.53,70.78
2026-03-03T11:03:00Z,24.25,80.00
2026-03-03T11:04:00Z,16.34,80.15
2026-03-03T11:05:00Z,15.29,83.63
2026-03-03T11:06:00Z,14.56,83.67
2026-03-03T11:07:00Z,15.33,84.87
2026-03-03T11:08:00Z,14.16,84.87
2026-03-03T11:09:00Z,16.00,84.00
2026-03-03T11:10:00Z,20.00,80.01
2026-03-03T11:11:00Z,21.09,80.01
2026-03-03T11:12:00Z,17.00,85.00
2026-03-03T11:14:00Z,22.00,78.94
2026-03-03T11:15:00Z,18.13,84.02
2026-03-03T11:16:00Z,15.89,84.02
2026-03-03T11:17:00Z,15.89,85.99
2026-03-03T11:18:00Z,15.00,84.34
2026-03-03T11:19:00Z,15.76,84.34
2026-03-03T11:20:00Z,16.00,84.11
2026-03-03T11:21:00Z,16.00,85.96
2026-03-03T11:22:00Z,15.00,85.96
2026-03-03T11:23:00Z,15.00,84.00
2026-03-03T11:24:00Z,15.00,85.48
2026-03-03T11:25:00Z,18.00,84.56
2026-03-03T11:27:00Z,18.92,81.71
2026-03-03T11:28:00Z,17.07,84.00
2026-03-03T11:29:00Z,17.07,86.71
2026-03-03T11:30:00Z,15.43,85.48
2026-03-03T11:31:00Z,17.30,82.88
2026-03-03T11:32:00Z,16.14,83.66
2026-03-03T11:33:00Z,20.00,83.66
2026-03-03T11:34:00Z,20.00,81.50
2026-03-03T11:35:00Z,16.00,85.00
2026-03-03T11:36:00Z,22.00,82.36
2026-03-03T11:37:00Z,22.78,75.00
2026-03-03T11:38:00Z,28.03,73.42
2026-03-03T11:39:00Z,23.09,78.39
2026-03-03T11:40:00Z,22.00,78.57
2026-03-03T11:41:00Z,21.00,81.65
2026-03-03T11:42:00Z,22.00,82.00
2026-03-03T11:43:00Z,16.33,83.00
2026-03-03T11:44:00Z,20.42,80.63
2026-03-03T11:45:00Z,23.96,77.18
2026-03-03T11:46:00Z,27.35,71.00
2026-03-03T11:47:00Z,32.56,70.00
2026-03-03T11:48:00Z,36.72,72.00
2026-03-03T11:49:00Z,37.81,64.00
2026-03-03T11:50:00Z,40.60,61.00
2026-03-03T11:51:00Z,39.18,64.18
2026-03-03T11:52:00Z,43.22,60.63
2026-03-03T11:53:00Z,43.69,56.90
2026-03-03T11:54:00Z,46.36,52.17
2026-03-03T11:55:00Z,48.79,52.99
2026-03-03T11:56:00Z,44.58,53.04
2026-03-03T11:57:00Z,46.76,56.00
2026-03-03T11:58:00Z,42.93,55.54
2026-03-03T11:59:00Z,49.83,52.39
2026-03-03T12:00:00Z,46.51,53.04
2026-03-03T12:01:00Z,41.61,60.00
2026-03-03T12:02:00Z,42.21,60.00
2026-03-03T12:03:00Z,42.21,60.00
2026-03-03T12:04:00Z,41.00,61.85
2026-03-03T12:05:00Z,41.00,61.00
2026-03-03T12:06:00Z,43.00,61.00
2026-03-03T12:07:00Z,43.00,58.00
2026-03-03T12:08:00Z,43.39,58.00
2026-03-03T12:09:00Z,47.00,57.23
2026-03-03T12:10:00Z,44.39,60.00
2026-03-03T12:11:00Z,40.55,60.50
2026-03-03T12:12:00Z,39.00,64.99
2026-03-03T12:13:00Z,36.92,70.13
2026-03-03T12:14:00Z,46.71,55.00
2026-03-03T12:15:00Z,46.22,55.49
2026-03-03T12:16:00Z,47.50,54.04
2026-03-03T12:17:00Z,46.98,54.57
2026-03-03T12:18:00Z,45.42,55.40
2026-03-03T12:19:00Z,43.46,60.00
2026-03-03T12:20:00Z,45.60,58.00
2026-03-03T12:21:00Z,46.16,56.11
2026-03-03T12:22:00Z,44.76,57.69
2026-03-03T12:23:00Z,39.78,62.50
2026-03-03T12:24:00Z,40.61,61.43
2026-03-03T12:25:00Z,39.98,61.00
2026-03-03T12:26:00Z,40.50,66.94
2026-03-03T12:27:00Z,38.91,63.28
2026-03-03T12:28:00Z,36.42,65.67
2026-03-03T12:29:00Z,43.73,57.31
2026-03-03T12:30:00Z,43.69,59.93
2026-03-03T12:31:00Z,39.97,61.63
2026-03-03T12:32:00Z,49.60,55.85
2026-03-03T12:33:00Z,54.10,47.38
2026-03-03T12:34:00Z,47.93,52.62
2026-03-03T12:35:00Z,41.49,61.79
2026-03-03T12:36:00Z,40.00,61.93
2026-03-03T12:37:00Z,41.12,59.61
2026-03-03T12:38:00Z,40.49,61.22
2026-03-03T12:39:00Z,45.12,57.19
2026-03-03T12:40:00Z,46.20,56.54
2026-03-03T12:41:00Z,48.41,53.98
2026-03-03T12:42:00Z,48.95,55.11
2026-03-03T12:43:00Z,48.90,53.85
2026-03-03T12:44:00Z,55.75,42.93
2026-03-03T12:45:00Z,75.37,25.20
2026-03-03T12:46:00Z,76.77,24.25
2026-03-03T12:47:00Z,81.30,19.96
2026-03-03T12:48:00Z,83.92,17.28
2026-03-03T12:49:00Z,86.18,13.18
2026-03-03T12:50:00Z,83.80,16.53
2026-03-03T12:51:00Z,82.29,19.42
2026-03-03T12:52:00Z,81.10,19.92
2026-03-03T12:53:00Z,82.47,19.70
2026-03-03T12:54:00Z,88.00,15.10
2026-03-03T12:55:00Z,92.51,8.13
2026-03-03T12:56:00Z,92.87,5.35
2026-03-03T12:57:00Z,98.19,1.44
2026-03-03T12:58:00Z,98.65,2.97
2026-03-03T12:59:00Z,99.00,2.97
2026-03-03T13:00:00Z,99.00,2.97
2026-03-03T13:01:00Z,99.00,2.97
2026-03-03T13:02:00Z,99.00,2.97
