# event_ticker=KXATPCHALLENGERMATCH-26MAY16COLGRI
# final_score=7-5 6-1
# match_winner=Raphael Collignon
# fav_player=Raphael Collignon
# dog_player=Tallon Griekspoor
# kalshi_date=2026-05-16
timestamp,Raphael Collignon,Tallon Griekspoor
2026-05-16T02:46:00Z,64.00,
2026-05-16T03:05:00Z,64.00,40.00
2026-05-16T03:41:00Z,64.00,40.00
2026-05-16T03:49:00Z,64.00,40.00
2026-05-16T04:02:00Z,64.00,40.00
2026-05-16T04:30:00Z,64.00,40.00
2026-05-16T04:33:00Z,64.00,40.00
2026-05-16T04:36:00Z,64.00,40.00
2026-05-16T04:49:00Z,64.00,40.00
2026-05-16T04:50:00Z,64.00,40.00
2026-05-16T04:57:00Z,64.00,40.00
2026-05-16T05:05:00Z,64.00,39.00
2026-05-16T05:18:00Z,64.00,39.00
2026-05-16T05:24:00Z,64.00,40.00
2026-05-16T05:30:00Z,64.00,40.00
2026-05-16T05:43:00Z,64.00,39.00
2026-05-16T05:45:00Z,64.00,39.00
2026-05-16T05:53:00Z,64.00,40.00
2026-05-16T06:29:00Z,61.86,40.00
2026-05-16T07:02:00Z,61.86,40.00
2026-05-16T07:04:00Z,61.00,40.00
2026-05-16T08:03:00Z,61.00,40.00
2026-05-16T08:04:00Z,61.00,39.00
2026-05-16T08:14:00Z,61.00,38.00
2026-05-16T08:19:00Z,61.00,37.00
2026-05-16T08:25:00Z,64.00,37.00
2026-05-16T08:31:00Z,65.80,37.00
2026-05-16T08:36:00Z,65.80,35.00
2026-05-16T08:47:00Z,65.80,35.00
2026-05-16T08:51:00Z,66.85,35.00
2026-05-16T08:52:00Z,66.75,35.00
2026-05-16T08:53:00Z,66.00,35.00
2026-05-16T09:01:00Z,66.00,35.00
2026-05-16T09:18:00Z,66.00,35.00
2026-05-16T10:40:00Z,66.00,35.00
2026-05-16T11:30:00Z,66.00,35.00
2026-05-16T11:32:00Z,66.00,35.00
2026-05-16T11:40:00Z,66.00,35.00
2026-05-16T11:45:00Z,66.00,35.00
2026-05-16T11:50:00Z,66.00,35.00
2026-05-16T11:52:00Z,66.00,35.00
2026-05-16T12:15:00Z,66.00,35.00
2026-05-16T12:22:00Z,66.00,35.00
2026-05-16T12:34:00Z,66.00,35.00
2026-05-16T12:44:00Z,66.00,35.00
2026-05-16T12:45:00Z,66.00,35.00
2026-05-16T12:46:00Z,66.00,35.00
2026-05-16T12:55:00Z,66.00,35.00
2026-05-16T12:56:00Z,64.00,36.44
2026-05-16T12:57:00Z,64.00,36.82
2026-05-16T12:58:00Z,64.00,38.29
2026-05-16T13:02:00Z,64.00,38.00
2026-05-16T13:05:00Z,64.00,38.00
2026-05-16T13:10:00Z,63.57,39.00
2026-05-16T13:11:00Z,63.00,39.00
2026-05-16T13:12:00Z,63.00,39.00
2026-05-16T13:13:00Z,63.00,39.00
2026-05-16T13:14:00Z,63.00,39.00
2026-05-16T13:18:00Z,63.00,39.00
2026-05-16T13:19:00Z,63.00,39.00
2026-05-16T13:26:00Z,63.00,38.00
2026-05-16T13:28:00Z,63.00,38.96
2026-05-16T13:30:00Z,63.00,38.79
2026-05-16T13:31:00Z,63.00,38.00
2026-05-16T13:35:00Z,63.00,38.75
2026-05-16T13:36:00Z,63.00,38.00
2026-05-16T13:37:00Z,63.00,38.00
2026-05-16T13:38:00Z,63.00,38.95
2026-05-16T13:40:00Z,63.00,38.71
2026-05-16T13:41:00Z,63.00,39.00
2026-05-16T13:44:00Z,63.00,37.00
2026-05-16T13:46:00Z,63.00,38.91
2026-05-16T13:49:00Z,63.00,38.00
2026-05-16T13:50:00Z,63.00,38.00
2026-05-16T13:53:00Z,63.00,37.00
2026-05-16T13:56:00Z,63.00,37.32
2026-05-16T13:58:00Z,63.00,38.00
2026-05-16T13:59:00Z,64.00,38.00
2026-05-16T14:00:00Z,64.00,38.00
2026-05-16T14:01:00Z,64.00,38.00
2026-05-16T14:02:00Z,64.00,36.53
2026-05-16T14:03:00Z,70.48,37.62
2026-05-16T14:04:00Z,70.48,39.55
2026-05-16T14:05:00Z,70.48,38.00
2026-05-16T14:06:00Z,65.00,39.22
2026-05-16T14:07:00Z,65.00,38.60
2026-05-16T14:08:00Z,65.00,38.79
2026-05-16T14:09:00Z,65.00,37.20
2026-05-16T14:10:00Z,63.50,37.84
2026-05-16T14:11:00Z,63.50,37.63
2026-05-16T14:12:00Z,63.50,37.00
2026-05-16T14:13:00Z,63.50,35.87
2026-05-16T14:14:00Z,62.56,40.03
2026-05-16T14:15:00Z,55.01,45.00
2026-05-16T14:16:00Z,51.88,50.10
2026-05-16T14:17:00Z,48.48,52.73
2026-05-16T14:18:00Z,46.64,53.88
2026-05-16T14:19:00Z,45.00,56.00
2026-05-16T14:20:00Z,44.99,56.38
2026-05-16T14:21:00Z,47.82,53.19
2026-05-16T14:22:00Z,48.00,53.01
2026-05-16T14:23:00Z,48.49,52.92
2026-05-16T14:24:00Z,47.16,53.58
2026-05-16T14:25:00Z,53.43,48.04
2026-05-16T14:26:00Z,60.96,40.24
2026-05-16T14:27:00Z,60.55,39.05
2026-05-16T14:28:00Z,62.34,39.63
2026-05-16T14:29:00Z,58.84,41.31
2026-05-16T14:30:00Z,57.49,41.47
2026-05-16T14:31:00Z,60.34,39.39
2026-05-16T14:32:00Z,62.59,36.01
2026-05-16T14:33:00Z,63.45,35.57
2026-05-16T14:34:00Z,65.98,35.00
2026-05-16T14:35:00Z,65.57,35.36
2026-05-16T14:36:00Z,65.12,36.43
2026-05-16T14:37:00Z,65.00,35.97
2026-05-16T14:38:00Z,63.00,36.55
2026-05-16T14:39:00Z,61.06,39.99
2026-05-16T14:40:00Z,56.47,45.74
2026-05-16T14:41:00Z,53.29,47.08
2026-05-16T14:42:00Z,47.64,55.36
2026-05-16T14:43:00Z,42.00,59.85
2026-05-16T14:44:00Z,39.44,61.35
2026-05-16T14:45:00Z,34.86,65.94
2026-05-16T14:46:00Z,35.48,65.56
2026-05-16T14:47:00Z,35.00,65.85
2026-05-16T14:48:00Z,34.43,67.15
2026-05-16T14:49:00Z,33.66,67.86
2026-05-16T14:50:00Z,34.00,65.98
2026-05-16T14:51:00Z,37.46,64.68
2026-05-16T14:52:00Z,42.58,60.20
2026-05-16T14:53:00Z,51.14,49.97
2026-05-16T14:54:00Z,48.64,49.06
2026-05-16T14:55:00Z,58.28,40.41
2026-05-16T14:56:00Z,61.05,38.98
2026-05-16T14:57:00Z,60.92,39.13
2026-05-16T14:58:00Z,61.57,38.98
2026-05-16T14:59:00Z,64.52,36.91
2026-05-16T15:00:00Z,70.80,29.46
2026-05-16T15:01:00Z,79.93,17.31
2026-05-16T15:02:00Z,82.35,17.29
2026-05-16T15:03:00Z,82.24,17.76
2026-05-16T15:04:00Z,81.86,18.40
2026-05-16T15:05:00Z,77.32,22.89
2026-05-16T15:06:00Z,76.43,22.81
2026-05-16T15:07:00Z,75.89,28.92
2026-05-16T15:08:00Z,69.35,31.42
2026-05-16T15:09:00Z,69.43,30.67
2026-05-16T15:10:00Z,77.34,23.78
2026-05-16T15:11:00Z,77.25,23.70
2026-05-16T15:12:00Z,80.04,19.93
2026-05-16T15:13:00Z,79.63,21.51
2026-05-16T15:14:00Z,78.45,23.06
2026-05-16T15:15:00Z,75.18,24.90
2026-05-16T15:16:00Z,81.07,19.11
2026-05-16T15:17:00Z,81.76,22.55
2026-05-16T15:18:00Z,77.34,23.50
2026-05-16T15:19:00Z,73.51,23.31
2026-05-16T15:20:00Z,73.99,24.99
2026-05-16T15:21:00Z,79.52,21.21
2026-05-16T15:22:00Z,79.73,20.58
2026-05-16T15:23:00Z,79.80,20.35
2026-05-16T15:24:00Z,80.00,20.97
2026-05-16T15:25:00Z,80.00,21.73
2026-05-16T15:26:00Z,80.30,19.96
2026-05-16T15:27:00Z,88.97,11.91
2026-05-16T15:28:00Z,93.06,7.41
2026-05-16T15:29:00Z,94.80,5.03
2026-05-16T15:30:00Z,96.51,4.05
2026-05-16T15:31:00Z,96.52,4.65
2026-05-16T15:32:00Z,97.05,2.99
2026-05-16T15:33:00Z,96.55,3.04
2026-05-16T15:34:00Z,98.70,1.28
2026-05-16T15:35:00Z,97.32,3.94
2026-05-16T15:36:00Z,96.98,3.66
2026-05-16T15:37:00Z,96.33,3.56
2026-05-16T15:38:00Z,97.01,3.20
2026-05-16T15:39:00Z,96.04,4.05
2026-05-16T15:40:00Z,96.41,3.61
2026-05-16T15:41:00Z,97.69,2.85
2026-05-16T15:42:00Z,97.63,2.07
2026-05-16T15:43:00Z,97.76,2.51
2026-05-16T15:44:00Z,99.00,1.20
2026-05-16T15:45:00Z,99.00,1.00
2026-05-16T15:46:00Z,99.00,1.00
