# event_ticker=KXATPCHALLENGERMATCH-26JUN01BOYJIA
# final_score=7-6(5) 6-4
# score_resolution=7-6 6-4
# match_winner=Tristan Boyer
# fav_player=Tristan Boyer
# dog_player=Filip Cristian Jianu
# kalshi_date=2026-06-01
timestamp,Tristan Boyer,Filip Cristian Jianu
2026-06-01T02:14:00Z,57.00,
2026-06-01T02:24:00Z,57.00,45.00
2026-06-01T02:40:00Z,56.00,45.00
2026-06-01T03:05:00Z,56.00,45.00
2026-06-01T03:23:00Z,56.00,45.00
2026-06-01T04:39:00Z,56.00,45.00
2026-06-01T04:49:00Z,56.00,45.00
2026-06-01T04:53:00Z,56.00,45.00
2026-06-01T05:20:00Z,56.00,44.00
2026-06-01T05:47:00Z,56.00,44.00
2026-06-01T05:51:00Z,56.00,44.00
2026-06-01T06:01:00Z,56.00,44.00
2026-06-01T06:15:00Z,56.00,44.00
2026-06-01T07:32:00Z,56.00,44.00
2026-06-01T07:42:00Z,56.00,44.00
2026-06-01T07:43:00Z,56.00,44.00
2026-06-01T07:47:00Z,56.00,44.00
2026-06-01T09:02:00Z,56.00,45.00
2026-06-01T09:28:00Z,55.00,45.00
2026-06-01T09:55:00Z,55.00,45.00
2026-06-01T10:44:00Z,54.00,45.00
2026-06-01T10:47:00Z,54.00,45.00
2026-06-01T11:49:00Z,54.00,46.00
2026-06-01T11:50:00Z,54.00,46.00
2026-06-01T12:18:00Z,54.00,46.00
2026-06-01T12:21:00Z,54.00,48.00
2026-06-01T12:23:00Z,54.70,48.00
2026-06-01T12:36:00Z,54.00,48.00
2026-06-01T12:44:00Z,54.00,48.00
2026-06-01T12:48:00Z,54.00,48.00
2026-06-01T13:05:00Z,54.00,48.00
2026-06-01T13:19:00Z,54.50,48.00
2026-06-01T13:30:00Z,54.00,48.00
2026-06-01T13:40:00Z,49.78,51.00
2026-06-01T13:41:00Z,44.00,55.90
2026-06-01T13:42:00Z,41.00,56.12
2026-06-01T13:43:00Z,41.00,58.87
2026-06-01T13:44:00Z,45.33,54.55
2026-06-01T13:45:00Z,50.39,50.50
2026-06-01T13:46:00Z,54.20,46.61
2026-06-01T13:47:00Z,50.17,49.27
2026-06-01T13:48:00Z,48.12,51.00
2026-06-01T13:49:00Z,48.39,51.49
2026-06-01T13:50:00Z,42.00,57.19
2026-06-01T13:51:00Z,46.98,57.96
2026-06-01T13:52:00Z,41.97,58.30
2026-06-01T13:53:00Z,37.00,60.89
2026-06-01T13:54:00Z,39.13,59.55
2026-06-01T13:55:00Z,41.46,59.62
2026-06-01T13:56:00Z,50.25,50.04
2026-06-01T13:57:00Z,56.97,44.46
2026-06-01T13:58:00Z,58.76,41.95
2026-06-01T13:59:00Z,60.00,41.95
2026-06-01T14:00:00Z,60.99,40.95
2026-06-01T14:01:00Z,56.35,44.93
2026-06-01T14:02:00Z,51.95,47.64
2026-06-01T14:03:00Z,57.01,42.39
2026-06-01T14:04:00Z,59.00,42.00
2026-06-01T14:05:00Z,59.97,40.00
2026-06-01T14:06:00Z,60.33,41.51
2026-06-01T14:07:00Z,57.40,42.89
2026-06-01T14:08:00Z,56.50,43.41
2026-06-01T14:09:00Z,52.36,47.82
2026-06-01T14:10:00Z,53.17,46.92
2026-06-01T14:11:00Z,58.98,41.00
2026-06-01T14:12:00Z,61.00,40.00
2026-06-01T14:13:00Z,60.80,39.23
2026-06-01T14:14:00Z,58.32,41.20
2026-06-01T14:15:00Z,63.65,37.67
2026-06-01T14:16:00Z,62.87,38.57
2026-06-01T14:17:00Z,63.69,36.26
2026-06-01T14:18:00Z,63.72,37.18
2026-06-01T14:19:00Z,62.27,37.14
2026-06-01T14:20:00Z,56.44,44.54
2026-06-01T14:21:00Z,53.10,47.10
2026-06-01T14:22:00Z,57.09,43.69
2026-06-01T14:23:00Z,54.13,46.70
2026-06-01T14:24:00Z,49.89,50.03
2026-06-01T14:25:00Z,56.06,43.76
2026-06-01T14:26:00Z,53.80,46.19
2026-06-01T14:27:00Z,48.69,49.62
2026-06-01T14:28:00Z,56.48,46.30
2026-06-01T14:29:00Z,60.83,39.89
2026-06-01T14:30:00Z,60.56,41.04
2026-06-01T14:31:00Z,55.32,45.45
2026-06-01T14:32:00Z,54.65,45.43
2026-06-01T14:33:00Z,56.32,44.02
2026-06-01T14:34:00Z,58.40,42.42
2026-06-01T14:35:00Z,57.62,44.76
2026-06-01T14:36:00Z,53.89,44.18
2026-06-01T14:37:00Z,56.99,44.01
2026-06-01T14:38:00Z,65.25,32.86
2026-06-01T14:39:00Z,60.31,34.07
2026-06-01T14:40:00Z,67.43,32.96
2026-06-01T14:41:00Z,71.95,27.16
2026-06-01T14:42:00Z,75.80,24.78
2026-06-01T14:43:00Z,75.90,25.00
2026-06-01T14:44:00Z,81.06,20.43
2026-06-01T14:45:00Z,78.98,20.16
2026-06-01T14:46:00Z,86.58,14.23
2026-06-01T14:47:00Z,85.54,14.22
2026-06-01T14:48:00Z,88.90,12.16
2026-06-01T14:49:00Z,89.41,10.11
2026-06-01T14:50:00Z,86.96,14.89
2026-06-01T14:51:00Z,86.36,14.67
2026-06-01T14:52:00Z,89.98,9.84
2026-06-01T14:53:00Z,90.49,9.64
2026-06-01T14:54:00Z,88.71,12.43
2026-06-01T14:55:00Z,88.00,13.00
2026-06-01T14:56:00Z,88.40,12.75
2026-06-01T14:57:00Z,90.61,10.28
2026-06-01T14:58:00Z,88.90,11.95
2026-06-01T14:59:00Z,91.00,9.68
2026-06-01T15:00:00Z,89.31,11.96
2026-06-01T15:01:00Z,87.65,13.00
2026-06-01T15:02:00Z,85.90,15.25
2026-06-01T15:03:00Z,86.75,13.11
2026-06-01T15:04:00Z,91.37,9.38
2026-06-01T15:05:00Z,92.84,8.11
2026-06-01T15:06:00Z,91.04,9.63
2026-06-01T15:07:00Z,90.95,9.94
2026-06-01T15:08:00Z,90.84,10.00
2026-06-01T15:09:00Z,93.21,7.94
2026-06-01T15:10:00Z,95.56,5.43
2026-06-01T15:11:00Z,96.01,5.00
2026-06-01T15:12:00Z,95.81,4.89
2026-06-01T15:13:00Z,97.81,3.27
2026-06-01T15:14:00Z,97.07,4.20
2026-06-01T15:15:00Z,97.07,3.74
2026-06-01T15:16:00Z,96.92,2.36
2026-06-01T15:17:00Z,95.94,4.92
2026-06-01T15:18:00Z,93.54,6.20
2026-06-01T15:19:00Z,96.36,3.74
2026-06-01T15:20:00Z,99.00,1.15
2026-06-01T15:21:00Z,99.00,1.15
2026-06-01T15:22:00Z,99.00,1.00
2026-06-01T15:23:00Z,99.00,1.00
