# event_ticker=KXATPCHALLENGERMATCH-26MAR03HOUNIJ
# final_score=6-3 6-3
# score_resolution=3-6 3-6
# match_winner=Ryan Nijboer
# fav_player=Max Houkes
# dog_player=Ryan Nijboer
# kalshi_date=2026-03-03
timestamp,Max Houkes,Ryan Nijboer
2026-03-02T22:28:00Z,69.00,
2026-03-02T22:37:00Z,70.00,
2026-03-02T23:17:00Z,69.00,
2026-03-02T23:22:00Z,69.00,
2026-03-02T23:40:00Z,69.00,
2026-03-02T23:45:00Z,69.00,
2026-03-03T00:20:00Z,68.00,32.00
2026-03-03T01:44:00Z,68.00,32.00
2026-03-03T01:54:00Z,70.78,32.00
2026-03-03T01:56:00Z,71.00,32.00
2026-03-03T02:26:00Z,71.00,32.00
2026-03-03T02:28:00Z,71.00,32.00
2026-03-03T02:42:00Z,70.00,32.00
2026-03-03T02:49:00Z,70.00,32.00
2026-03-03T03:00:00Z,70.00,32.00
2026-03-03T03:12:00Z,71.00,32.00
2026-03-03T03:15:00Z,71.00,32.00
2026-03-03T04:00:00Z,70.00,32.00
2026-03-03T04:19:00Z,70.00,32.52
2026-03-03T04:23:00Z,70.00,33.00
2026-03-03T04:46:00Z,70.00,33.00
2026-03-03T04:50:00Z,70.00,32.00
2026-03-03T04:53:00Z,70.00,32.00
2026-03-03T05:00:00Z,70.00,32.00
2026-03-03T05:03:00Z,70.00,32.00
2026-03-03T05:42:00Z,70.00,32.00
2026-03-03T05:43:00Z,70.00,29.00
2026-03-03T05:47:00Z,70.97,29.00
2026-03-03T05:53:00Z,71.00,29.00
2026-03-03T05:54:00Z,71.00,29.00
2026-03-03T05:55:00Z,71.00,29.00
2026-03-03T06:28:00Z,71.31,29.00
2026-03-03T06:35:00Z,71.31,31.00
2026-03-03T06:40:00Z,71.00,31.00
2026-03-03T06:42:00Z,71.00,31.00
2026-03-03T06:46:00Z,71.00,31.00
2026-03-03T06:48:00Z,71.00,31.00
2026-03-03T06:58:00Z,71.00,31.00
2026-03-03T07:03:00Z,71.00,31.00
2026-03-03T07:07:00Z,71.00,31.00
2026-03-03T07:43:00Z,71.00,31.00
2026-03-03T08:02:00Z,71.00,31.80
2026-03-03T08:08:00Z,70.78,31.80
2026-03-03T08:09:00Z,70.00,32.00
2026-03-03T08:10:00Z,70.00,32.00
2026-03-03T08:11:00Z,70.00,32.00
2026-03-03T08:14:00Z,70.00,28.00
2026-03-03T08:15:00Z,70.00,30.00
2026-03-03T08:16:00Z,59.70,37.46
2026-03-03T08:17:00Z,57.00,44.41
2026-03-03T08:18:00Z,54.95,45.00
2026-03-03T08:19:00Z,54.00,48.04
2026-03-03T08:20:00Z,54.00,50.07
2026-03-03T08:21:00Z,50.86,49.48
2026-03-03T08:22:00Z,51.00,49.48
2026-03-03T08:23:00Z,51.00,49.00
2026-03-03T08:24:00Z,51.00,50.54
2026-03-03T08:25:00Z,52.00,50.00
2026-03-03T08:26:00Z,49.97,56.11
2026-03-03T08:27:00Z,47.00,53.96
2026-03-03T08:28:00Z,47.77,50.50
2026-03-03T08:29:00Z,50.36,51.28
2026-03-03T08:30:00Z,47.00,54.03
2026-03-03T08:31:00Z,45.93,55.51
2026-03-03T08:33:00Z,46.28,53.87
2026-03-03T08:34:00Z,46.28,48.87
2026-03-03T08:36:00Z,50.00,50.00
2026-03-03T08:37:00Z,50.00,54.80
2026-03-03T08:38:00Z,45.00,53.00
2026-03-03T08:39:00Z,45.00,55.00
2026-03-03T08:40:00Z,46.00,53.01
2026-03-03T08:42:00Z,54.66,50.00
2026-03-03T08:43:00Z,57.00,41.27
2026-03-03T08:47:00Z,51.04,53.38
2026-03-03T08:48:00Z,45.00,58.00
2026-03-03T08:49:00Z,45.00,59.53
2026-03-03T08:50:00Z,39.00,63.00
2026-03-03T08:51:00Z,43.00,60.00
2026-03-03T08:52:00Z,43.00,56.00
2026-03-03T08:53:00Z,42.00,60.39
2026-03-03T08:54:00Z,46.00,55.28
2026-03-03T08:55:00Z,49.00,51.44
2026-03-03T08:57:00Z,49.00,57.00
2026-03-03T08:59:00Z,49.00,60.00
2026-03-03T09:00:00Z,41.91,62.75
2026-03-03T09:01:00Z,39.00,63.00
2026-03-03T09:02:00Z,39.00,65.08
2026-03-03T09:03:00Z,39.00,68.00
2026-03-03T09:04:00Z,39.00,68.00
2026-03-03T09:05:00Z,33.20,66.00
2026-03-03T09:06:00Z,33.20,68.00
2026-03-03T09:07:00Z,33.20,68.00
2026-03-03T09:08:00Z,32.76,68.00
2026-03-03T09:09:00Z,33.00,68.00
2026-03-03T09:10:00Z,33.00,68.00
2026-03-03T09:11:00Z,33.00,68.00
2026-03-03T09:12:00Z,31.00,71.00
2026-03-03T09:13:00Z,30.64,68.69
2026-03-03T09:14:00Z,37.33,60.18
2026-03-03T09:15:00Z,37.33,58.96
2026-03-03T09:16:00Z,38.56,62.99
2026-03-03T09:17:00Z,37.07,61.45
2026-03-03T09:18:00Z,35.00,66.55
2026-03-03T09:19:00Z,32.18,71.00
2026-03-03T09:20:00Z,30.00,72.78
2026-03-03T09:21:00Z,33.94,64.00
2026-03-03T09:22:00Z,35.03,64.00
2026-03-03T09:23:00Z,35.03,68.02
2026-03-03T09:24:00Z,35.03,70.30
2026-03-03T09:25:00Z,31.66,69.62
2026-03-03T09:26:00Z,32.00,70.00
2026-03-03T09:27:00Z,31.35,70.92
2026-03-03T09:28:00Z,34.64,70.92
2026-03-03T09:29:00Z,34.64,69.19
2026-03-03T09:30:00Z,34.79,66.27
2026-03-03T09:31:00Z,34.97,66.93
2026-03-03T09:32:00Z,39.07,65.02
2026-03-03T09:33:00Z,39.07,67.00
2026-03-03T09:34:00Z,35.00,67.00
