# event_ticker=KXATPCHALLENGERMATCH-26MAR03HOUNIJ
# final_score=6-3 6-3
# score_resolution=3-6 3-6
# match_winner=Ryan Nijboer
# fav_player=Max Houkes
# dog_player=Ryan Nijboer
# kalshi_date=2026-03-03
timestamp,Max Houkes,Ryan Nijboer
2026-03-03T09:35:00Z,32.00,70.17
2026-03-03T09:36:00Z,31.98,70.79
2026-03-03T09:37:00Z,21.56,75.97
2026-03-03T09:38:00Z,10.00,88.56
2026-03-03T09:39:00Z,8.04,91.97
2026-03-03T09:40:00Z,9.85,90.83
2026-03-03T09:41:00Z,7.95,94.41
2026-03-03T09:42:00Z,5.09,95.17
2026-03-03T09:43:00Z,7.08,90.25
2026-03-03T09:44:00Z,22.42,85.86
2026-03-03T09:45:00Z,11.84,86.99
2026-03-03T09:46:00Z,6.63,94.91
2026-03-03T09:47:00Z,4.82,95.99
2026-03-03T09:48:00Z,5.00,95.93
2026-03-03T09:49:00Z,6.82,94.19
2026-03-03T09:50:00Z,6.12,94.23
2026-03-03T09:51:00Z,4.92,96.00
2026-03-03T09:52:00Z,5.87,94.71
2026-03-03T09:53:00Z,10.42,92.08
2026-03-03T09:54:00Z,9.35,91.69
2026-03-03T09:55:00Z,4.73,96.61
2026-03-03T09:56:00Z,1.46,98.94
2026-03-03T09:57:00Z,1.00,99.00
2026-03-03T09:58:00Z,1.00,99.00
2026-03-03T09:59:00Z,1.00,99.00
2026-03-03T10:00:00Z,1.00,99.00
