# event_ticker=KXATPMATCH-25NOV13FRIDE
# final_score=7-6(3) 6-3
# score_resolution=7-6 6-3
# match_winner=Alex de Minaur
# fav_player=Alex de Minaur
# dog_player=Taylor Fritz
# kalshi_date=2025-11-13
timestamp,Alex de Minaur,Taylor Fritz
2025-11-13T01:24:00Z,,71.00
2025-11-13T01:26:00Z,,71.00
2025-11-13T01:29:00Z,,70.95
2025-11-13T01:30:00Z,30.00,71.00
2025-11-13T01:32:00Z,30.00,71.00
2025-11-13T01:34:00Z,30.00,71.00
2025-11-13T01:35:00Z,30.00,71.00
2025-11-13T01:38:00Z,31.00,71.00
2025-11-13T01:42:00Z,31.00,71.00
2025-11-13T01:43:00Z,31.00,71.00
2025-11-13T01:46:00Z,31.00,71.00
2025-11-13T01:49:00Z,31.00,71.00
2025-11-13T01:52:00Z,31.00,71.00
2025-11-13T01:53:00Z,31.00,71.00
2025-11-13T01:54:00Z,31.00,71.00
2025-11-13T01:58:00Z,31.00,71.00
2025-11-13T02:00:00Z,31.00,71.00
2025-11-13T02:01:00Z,31.00,71.00
2025-11-13T02:02:00Z,31.00,71.00
2025-11-13T02:03:00Z,30.00,71.00
2025-11-13T02:11:00Z,30.00,71.00
2025-11-13T02:12:00Z,30.00,71.00
2025-11-13T02:13:00Z,30.00,71.00
2025-11-13T02:14:00Z,30.00,71.00
2025-11-13T02:16:00Z,30.00,71.00
2025-11-13T02:20:00Z,30.00,71.00
2025-11-13T02:24:00Z,29.00,71.00
2025-11-13T02:30:00Z,29.00,71.00
2025-11-13T02:32:00Z,29.00,71.00
2025-11-13T02:33:00Z,30.00,71.00
2025-11-13T02:34:00Z,31.00,71.00
2025-11-13T02:35:00Z,31.00,71.00
2025-11-13T02:39:00Z,31.00,71.00
2025-11-13T02:41:00Z,31.00,71.00
2025-11-13T02:42:00Z,31.00,71.00
2025-11-13T02:44:00Z,31.00,71.00
2025-11-13T02:47:00Z,31.00,71.00
2025-11-13T02:49:00Z,31.00,71.00
2025-11-13T02:50:00Z,31.00,71.00
2025-11-13T02:51:00Z,31.00,71.00
2025-11-13T02:54:00Z,31.00,71.00
2025-11-13T02:55:00Z,31.00,71.00
2025-11-13T02:57:00Z,31.00,71.00
2025-11-13T02:58:00Z,31.00,71.00
2025-11-13T02:59:00Z,31.00,71.00
2025-11-13T03:00:00Z,31.00,71.00
2025-11-13T03:01:00Z,31.00,71.00
2025-11-13T03:03:00Z,31.00,71.00
2025-11-13T03:04:00Z,31.00,71.00
2025-11-13T03:12:00Z,31.00,71.00
2025-11-13T03:13:00Z,31.00,70.00
2025-11-13T03:14:00Z,30.00,70.00
2025-11-13T03:18:00Z,31.00,71.00
2025-11-13T03:19:00Z,31.00,71.00
2025-11-13T03:20:00Z,31.00,71.00
2025-11-13T03:21:00Z,31.00,71.00
2025-11-13T03:22:00Z,31.00,71.00
2025-11-13T03:23:00Z,31.00,71.00
2025-11-13T03:24:00Z,31.00,71.00
2025-11-13T03:25:00Z,31.00,71.00
2025-11-13T03:27:00Z,31.00,70.82
2025-11-13T03:28:00Z,31.00,70.82
2025-11-13T03:29:00Z,31.00,71.00
2025-11-13T03:30:00Z,31.00,71.00
2025-11-13T03:31:00Z,31.00,70.17
2025-11-13T03:32:00Z,31.00,71.00
2025-11-13T03:33:00Z,31.00,71.00
2025-11-13T03:34:00Z,30.00,71.00
2025-11-13T03:35:00Z,29.00,71.00
2025-11-13T03:36:00Z,28.00,71.00
2025-11-13T03:38:00Z,28.00,71.00
2025-11-13T03:39:00Z,28.35,71.00
2025-11-13T03:40:00Z,28.35,71.00
2025-11-13T03:41:00Z,27.00,71.00
2025-11-13T03:42:00Z,27.00,71.00
2025-11-13T03:43:00Z,27.00,71.00
2025-11-13T03:44:00Z,29.00,71.00
2025-11-13T03:45:00Z,29.00,71.00
2025-11-13T03:46:00Z,29.00,71.00
2025-11-13T03:47:00Z,29.00,71.00
2025-11-13T03:48:00Z,29.00,71.00
2025-11-13T03:49:00Z,29.00,72.00
2025-11-13T03:50:00Z,29.00,72.00
2025-11-13T03:51:00Z,29.00,72.00
2025-11-13T03:52:00Z,29.00,72.00
2025-11-13T03:53:00Z,29.00,72.00
2025-11-13T03:54:00Z,29.00,72.00
2025-11-13T03:55:00Z,29.00,72.00
2025-11-13T03:57:00Z,29.00,72.00
2025-11-13T03:58:00Z,29.00,72.00
2025-11-13T03:59:00Z,29.00,72.00
2025-11-13T04:02:00Z,29.00,72.00
2025-11-13T04:04:00Z,29.00,72.00
2025-11-13T04:05:00Z,29.00,72.00
2025-11-13T04:06:00Z,29.00,72.00
2025-11-13T04:08:00Z,29.00,72.00
2025-11-13T04:10:00Z,29.00,72.00
2025-11-13T04:11:00Z,29.00,72.00
2025-11-13T04:12:00Z,29.00,72.00
2025-11-13T04:14:00Z,29.00,72.00
2025-11-13T04:15:00Z,29.00,72.00
2025-11-13T04:16:00Z,29.00,72.00
2025-11-13T04:17:00Z,29.00,72.00
2025-11-13T04:18:00Z,28.33,72.00
2025-11-13T04:21:00Z,28.33,72.00
2025-11-13T04:22:00Z,29.00,72.00
2025-11-13T04:23:00Z,29.00,72.00
2025-11-13T04:26:00Z,29.00,72.00
2025-11-13T04:27:00Z,29.00,72.00
2025-11-13T04:28:00Z,29.00,72.00
2025-11-13T04:30:00Z,28.00,72.00
2025-11-13T04:32:00Z,28.00,72.00
2025-11-13T04:33:00Z,29.00,72.00
2025-11-13T04:35:00Z,29.00,72.00
2025-11-13T04:36:00Z,29.00,72.00
2025-11-13T04:40:00Z,29.00,72.00
2025-11-13T04:41:00Z,29.00,72.00
2025-11-13T04:43:00Z,29.00,72.00
2025-11-13T04:44:00Z,29.00,72.00
2025-11-13T04:45:00Z,29.00,72.00
2025-11-13T04:46:00Z,29.00,72.00
2025-11-13T04:47:00Z,29.00,72.00
2025-11-13T04:48:00Z,29.00,72.00
2025-11-13T04:49:00Z,29.00,72.00
2025-11-13T04:50:00Z,29.00,72.00
2025-11-13T04:51:00Z,29.00,72.00
2025-11-13T04:52:00Z,29.00,72.00
2025-11-13T04:55:00Z,29.00,72.00
2025-11-13T04:56:00Z,29.00,72.00
2025-11-13T04:57:00Z,29.00,72.00
2025-11-13T04:58:00Z,29.00,72.00
2025-11-13T04:59:00Z,29.00,72.00
2025-11-13T05:01:00Z,29.00,72.00
2025-11-13T05:04:00Z,29.00,72.00
2025-11-13T05:05:00Z,29.00,72.00
2025-11-13T05:06:00Z,29.00,72.00
2025-11-13T05:07:00Z,29.00,72.00
2025-11-13T05:10:00Z,29.00,72.00
