# event_ticker=KXATPCHALLENGERMATCH-26MAR16GIUFOR
# final_score=6-2 6-4
# match_winner=Jonas Forejtek
# fav_player=Jonas Forejtek
# dog_player=Lorenzo Giustino
# kalshi_date=2026-03-16
timestamp,Jonas Forejtek,Lorenzo Giustino
2026-03-16T23:16:00Z,,45.00
2026-03-16T23:57:00Z,53.00,45.00
2026-03-17T00:01:00Z,53.00,45.00
2026-03-17T00:07:00Z,53.00,49.00
2026-03-17T00:08:00Z,53.00,49.00
2026-03-17T00:10:00Z,53.00,49.00
2026-03-17T00:11:00Z,53.00,48.00
2026-03-17T00:16:00Z,53.00,45.77
2026-03-17T00:18:00Z,53.00,45.77
2026-03-17T00:29:00Z,53.00,45.00
2026-03-17T00:41:00Z,51.00,45.00
2026-03-17T00:50:00Z,50.00,45.00
2026-03-17T01:02:00Z,52.00,45.00
2026-03-17T01:29:00Z,52.00,46.00
2026-03-17T01:42:00Z,52.00,46.00
2026-03-17T01:47:00Z,52.00,46.00
2026-03-17T01:53:00Z,52.00,46.00
2026-03-17T02:00:00Z,52.00,46.00
2026-03-17T02:32:00Z,55.00,46.00
2026-03-17T02:33:00Z,55.00,46.00
2026-03-17T02:38:00Z,55.00,46.00
2026-03-17T02:46:00Z,55.00,46.00
2026-03-17T02:48:00Z,55.00,46.00
2026-03-17T02:49:00Z,55.00,46.00
2026-03-17T02:57:00Z,55.00,46.00
2026-03-17T03:01:00Z,55.00,46.00
2026-03-17T03:04:00Z,55.00,46.00
2026-03-17T03:18:00Z,55.00,46.00
2026-03-17T03:27:00Z,53.00,46.00
2026-03-17T03:28:00Z,53.00,46.00
2026-03-17T03:32:00Z,55.00,46.00
2026-03-17T04:03:00Z,55.00,46.00
2026-03-17T04:05:00Z,55.00,46.00
2026-03-17T04:06:00Z,55.00,46.78
2026-03-17T04:07:00Z,55.00,47.33
2026-03-17T04:08:00Z,55.00,48.00
2026-03-17T04:09:00Z,55.00,48.00
2026-03-17T04:10:00Z,54.00,48.00
2026-03-17T04:11:00Z,54.00,48.01
2026-03-17T04:12:00Z,54.00,48.01
2026-03-17T04:15:00Z,54.00,46.00
2026-03-17T04:30:00Z,54.00,49.00
2026-03-17T04:34:00Z,54.00,49.00
2026-03-17T04:41:00Z,54.00,49.00
2026-03-17T04:42:00Z,54.00,49.00
2026-03-17T04:45:00Z,54.00,49.00
2026-03-17T04:46:00Z,54.00,49.00
2026-03-17T04:47:00Z,54.00,49.00
2026-03-17T04:48:00Z,54.00,49.00
2026-03-17T04:49:00Z,54.00,49.00
2026-03-17T04:50:00Z,54.00,49.00
2026-03-17T04:51:00Z,54.00,49.00
2026-03-17T04:52:00Z,54.00,49.00
2026-03-17T04:54:00Z,54.00,48.00
2026-03-17T04:59:00Z,54.00,48.75
2026-03-17T05:00:00Z,54.00,49.00
2026-03-17T05:02:00Z,54.00,49.00
2026-03-17T05:04:00Z,45.01,50.63
2026-03-17T05:09:00Z,52.00,50.00
2026-03-17T05:10:00Z,52.00,50.00
2026-03-17T05:16:00Z,52.00,50.00
2026-03-17T05:17:00Z,52.00,50.00
2026-03-17T05:18:00Z,52.00,50.00
2026-03-17T05:19:00Z,52.00,50.73
2026-03-17T05:20:00Z,52.00,51.00
2026-03-17T05:21:00Z,51.00,51.00
2026-03-17T05:30:00Z,51.00,51.00
2026-03-17T05:31:00Z,51.00,51.00
2026-03-17T05:35:00Z,51.00,50.00
2026-03-17T05:36:00Z,51.00,50.00
2026-03-17T05:37:00Z,49.53,50.00
2026-03-17T05:40:00Z,49.53,51.00
2026-03-17T05:41:00Z,49.53,49.48
2026-03-17T05:43:00Z,52.00,49.48
2026-03-17T05:45:00Z,52.00,49.48
2026-03-17T05:46:00Z,52.00,51.00
2026-03-17T05:47:00Z,48.60,51.00
2026-03-17T05:49:00Z,51.00,51.00
2026-03-17T05:53:00Z,51.00,51.00
2026-03-17T05:56:00Z,51.00,51.00
2026-03-17T05:57:00Z,51.00,51.00
2026-03-17T05:59:00Z,51.00,51.00
2026-03-17T06:03:00Z,51.00,51.00
2026-03-17T06:04:00Z,51.00,51.00
2026-03-17T06:07:00Z,52.00,51.00
2026-03-17T06:12:00Z,52.00,51.00
2026-03-17T06:19:00Z,52.00,51.00
2026-03-17T06:25:00Z,52.00,50.00
2026-03-17T06:27:00Z,52.00,50.00
2026-03-17T06:29:00Z,52.00,50.00
