# event_ticker=KXATPMATCH-26FEB22DZUMON
# final_score=6-4 7-6(5)
# score_resolution=4-6 6-7
# match_winner=Gael Monfils
# fav_player=Damir Dzumhur
# dog_player=Gael Monfils
# kalshi_date=2026-02-22
timestamp,Damir Dzumhur,Gael Monfils
2026-02-24T17:03:00Z,,61.00
2026-02-24T17:13:00Z,,61.00
2026-02-24T17:19:00Z,,62.00
2026-02-24T17:20:00Z,,62.00
2026-02-24T17:32:00Z,,60.00
2026-02-24T17:45:00Z,,62.00
2026-02-24T18:01:00Z,39.00,62.00
2026-02-24T18:04:00Z,39.38,62.00
2026-02-24T18:10:00Z,39.38,61.00
2026-02-24T18:14:00Z,39.38,61.00
2026-02-24T18:19:00Z,39.38,61.00
2026-02-24T18:32:00Z,39.38,61.00
2026-02-24T18:33:00Z,39.38,60.92
2026-02-24T18:50:00Z,39.38,62.00
2026-02-24T19:09:00Z,39.38,62.00
2026-02-24T19:12:00Z,39.38,61.00
2026-02-24T19:30:00Z,40.00,61.00
2026-02-24T19:46:00Z,40.00,61.00
2026-02-24T19:57:00Z,40.00,61.00
2026-02-24T20:30:00Z,40.00,61.00
2026-02-24T20:42:00Z,40.00,62.00
2026-02-24T21:03:00Z,40.00,62.00
2026-02-24T21:04:00Z,40.00,62.00
2026-02-24T21:11:00Z,40.00,62.00
2026-02-24T21:31:00Z,40.00,62.00
2026-02-24T21:42:00Z,40.00,62.00
2026-02-24T21:53:00Z,40.00,62.00
2026-02-24T21:54:00Z,40.00,62.00
2026-02-24T21:55:00Z,40.00,62.21
2026-02-24T21:56:00Z,40.00,62.61
2026-02-24T21:57:00Z,39.00,62.61
2026-02-24T22:01:00Z,39.00,62.61
2026-02-24T22:09:00Z,39.00,62.00
2026-02-24T22:23:00Z,39.00,62.00
2026-02-24T22:31:00Z,39.00,62.00
2026-02-24T22:34:00Z,39.00,62.00
2026-02-24T22:37:00Z,39.00,61.00
2026-02-24T22:42:00Z,39.00,61.00
2026-02-24T22:55:00Z,39.00,62.00
2026-02-24T23:06:00Z,39.00,62.00
2026-02-24T23:10:00Z,39.00,62.00
2026-02-24T23:19:00Z,39.00,62.00
2026-02-24T23:23:00Z,39.00,61.00
2026-02-24T23:32:00Z,39.00,62.00
2026-02-24T23:34:00Z,39.00,62.00
2026-02-24T23:40:00Z,39.00,62.00
2026-02-24T23:42:00Z,39.00,62.00
2026-02-24T23:43:00Z,39.00,62.00
2026-02-24T23:46:00Z,39.00,62.00
2026-02-24T23:49:00Z,39.00,62.00
2026-02-24T23:50:00Z,38.00,62.00
2026-02-24T23:53:00Z,38.00,62.00
2026-02-24T23:54:00Z,39.00,62.00
2026-02-24T23:55:00Z,39.00,62.00
2026-02-24T23:58:00Z,39.00,62.00
2026-02-24T23:59:00Z,39.00,62.00
2026-02-25T00:01:00Z,40.00,62.00
2026-02-25T00:02:00Z,40.00,62.00
2026-02-25T00:05:00Z,40.00,62.00
2026-02-25T00:08:00Z,39.00,62.00
2026-02-25T00:18:00Z,39.00,62.00
2026-02-25T00:29:00Z,39.00,62.00
2026-02-25T00:35:00Z,39.00,62.00
2026-02-25T00:43:00Z,39.00,62.00
2026-02-25T00:56:00Z,39.00,62.00
2026-02-25T01:09:00Z,38.00,62.00
2026-02-25T01:14:00Z,38.00,62.00
2026-02-25T01:17:00Z,38.00,61.00
2026-02-25T01:22:00Z,40.00,61.00
2026-02-25T01:29:00Z,40.00,61.00
2026-02-25T01:33:00Z,40.00,61.00
2026-02-25T01:34:00Z,40.00,60.00
2026-02-25T01:40:00Z,40.00,61.60
2026-02-25T01:41:00Z,39.00,63.29
2026-02-25T01:42:00Z,39.00,62.78
2026-02-25T01:43:00Z,39.00,63.00
2026-02-25T01:45:00Z,39.00,63.00
2026-02-25T01:46:00Z,39.00,63.00
2026-02-25T01:50:00Z,39.00,62.00
2026-02-25T01:51:00Z,39.00,62.00
2026-02-25T01:52:00Z,39.00,63.00
2026-02-25T01:53:00Z,39.00,63.00
2026-02-25T01:58:00Z,39.00,63.00
2026-02-25T02:00:00Z,39.00,62.00
2026-02-25T02:03:00Z,39.00,63.00
2026-02-25T02:04:00Z,39.00,63.00
2026-02-25T02:05:00Z,39.00,63.00
2026-02-25T02:07:00Z,39.00,63.00
2026-02-25T02:08:00Z,39.00,63.00
2026-02-25T02:11:00Z,39.00,63.00
2026-02-25T02:13:00Z,39.00,63.00
2026-02-25T02:17:00Z,39.00,63.00
2026-02-25T02:20:00Z,39.00,63.00
2026-02-25T02:25:00Z,39.00,63.00
2026-02-25T02:26:00Z,39.00,63.00
2026-02-25T02:32:00Z,39.00,63.00
2026-02-25T02:33:00Z,39.00,63.00
2026-02-25T02:34:00Z,39.00,63.00
2026-02-25T02:35:00Z,39.00,63.00
2026-02-25T02:36:00Z,39.00,63.00
2026-02-25T02:39:00Z,39.00,63.00
2026-02-25T02:41:00Z,39.00,63.00
2026-02-25T02:43:00Z,39.00,63.00
2026-02-25T02:44:00Z,39.00,63.00
2026-02-25T02:45:00Z,39.00,63.00
2026-02-25T02:47:00Z,39.00,63.00
2026-02-25T02:52:00Z,38.00,63.00
2026-02-25T02:53:00Z,38.20,63.00
2026-02-25T02:57:00Z,38.00,63.00
2026-02-25T02:58:00Z,39.00,63.00
2026-02-25T02:59:00Z,39.00,63.00
2026-02-25T03:03:00Z,39.00,63.00
2026-02-25T03:04:00Z,38.00,63.00
2026-02-25T03:05:00Z,38.00,63.00
2026-02-25T03:06:00Z,39.00,63.00
2026-02-25T03:07:00Z,39.00,63.00
2026-02-25T03:09:00Z,39.00,63.00
2026-02-25T03:10:00Z,39.00,63.00
2026-02-25T03:11:00Z,38.00,63.00
2026-02-25T03:13:00Z,39.00,63.00
