# event_ticker=KXATPMATCH-26FEB22DZUMON
# final_score=6-4 7-6(5)
# score_resolution=4-6 6-7
# match_winner=Gael Monfils
# fav_player=Damir Dzumhur
# dog_player=Gael Monfils
# kalshi_date=2026-02-22
timestamp,Damir Dzumhur,Gael Monfils
2026-02-25T03:14:00Z,39.00,63.00
2026-02-25T03:16:00Z,39.00,63.00
2026-02-25T03:17:00Z,39.00,63.00
2026-02-25T03:18:00Z,39.00,63.00
2026-02-25T03:19:00Z,39.00,63.00
2026-02-25T03:20:00Z,39.00,63.00
2026-02-25T03:21:00Z,39.00,63.00
2026-02-25T03:23:00Z,39.00,63.00
2026-02-25T03:24:00Z,39.00,63.00
2026-02-25T03:28:00Z,39.00,62.32
2026-02-25T03:29:00Z,38.00,63.00
2026-02-25T03:30:00Z,38.00,63.00
2026-02-25T03:31:00Z,38.00,63.00
2026-02-25T03:32:00Z,39.00,63.00
2026-02-25T03:33:00Z,39.00,63.00
2026-02-25T03:34:00Z,39.00,63.00
2026-02-25T03:35:00Z,39.00,63.00
2026-02-25T03:36:00Z,39.00,63.00
2026-02-25T03:38:00Z,39.00,63.00
2026-02-25T03:39:00Z,39.00,62.95
2026-02-25T03:40:00Z,39.00,63.00
2026-02-25T03:41:00Z,39.00,62.94
2026-02-25T03:43:00Z,39.00,63.00
2026-02-25T03:44:00Z,39.00,63.00
2026-02-25T03:45:00Z,39.00,63.00
2026-02-25T03:46:00Z,38.97,62.00
2026-02-25T03:48:00Z,38.00,63.00
2026-02-25T03:49:00Z,38.00,63.00
2026-02-25T03:51:00Z,38.00,63.00
2026-02-25T03:52:00Z,38.00,62.73
2026-02-25T03:53:00Z,38.00,62.00
2026-02-25T03:54:00Z,39.00,62.00
2026-02-25T03:55:00Z,39.00,62.00
2026-02-25T03:56:00Z,39.00,62.00
2026-02-25T03:57:00Z,38.00,62.00
2026-02-25T03:58:00Z,38.00,62.00
2026-02-25T03:59:00Z,38.00,63.00
2026-02-25T04:00:00Z,38.00,62.00
2026-02-25T04:01:00Z,38.00,63.00
2026-02-25T04:03:00Z,39.00,63.00
2026-02-25T04:04:00Z,39.00,62.00
2026-02-25T04:05:00Z,39.00,62.16
2026-02-25T04:06:00Z,38.04,62.00
2026-02-25T04:07:00Z,38.93,62.94
2026-02-25T04:08:00Z,38.00,63.00
2026-02-25T04:09:00Z,38.95,63.04
2026-02-25T04:10:00Z,38.35,64.00
2026-02-25T04:11:00Z,38.00,64.00
2026-02-25T04:12:00Z,38.00,63.00
2026-02-25T04:13:00Z,39.00,63.01
2026-02-25T04:14:00Z,39.00,60.73
2026-02-25T04:15:00Z,39.00,63.51
2026-02-25T04:16:00Z,40.02,62.61
2026-02-25T04:17:00Z,40.37,60.81
2026-02-25T04:18:00Z,36.54,64.73
2026-02-25T04:19:00Z,34.19,67.00
2026-02-25T04:20:00Z,32.54,68.65
2026-02-25T04:21:00Z,26.81,74.08
2026-02-25T04:22:00Z,22.47,79.00
2026-02-25T04:23:00Z,22.03,79.00
2026-02-25T04:24:00Z,22.54,79.03
2026-02-25T04:25:00Z,19.73,82.57
2026-02-25T04:26:00Z,17.57,83.00
2026-02-25T04:27:00Z,17.78,83.00
2026-02-25T04:28:00Z,18.04,82.70
2026-02-25T04:29:00Z,18.17,82.44
2026-02-25T04:30:00Z,18.20,83.28
2026-02-25T04:31:00Z,17.91,83.06
2026-02-25T04:32:00Z,14.25,86.02
2026-02-25T04:33:00Z,16.78,84.34
2026-02-25T04:34:00Z,19.04,82.63
2026-02-25T04:35:00Z,20.67,81.39
2026-02-25T04:36:00Z,19.82,80.73
2026-02-25T04:37:00Z,21.59,81.84
2026-02-25T04:38:00Z,22.79,78.51
2026-02-25T04:39:00Z,31.01,72.09
2026-02-25T04:40:00Z,31.75,68.43
2026-02-25T04:41:00Z,30.76,70.00
2026-02-25T04:42:00Z,28.34,70.24
2026-02-25T04:43:00Z,26.41,73.52
2026-02-25T04:44:00Z,24.46,77.36
2026-02-25T04:45:00Z,31.17,67.33
2026-02-25T04:46:00Z,31.18,71.77
2026-02-25T04:47:00Z,26.88,73.38
2026-02-25T04:48:00Z,25.76,75.00
2026-02-25T04:49:00Z,22.06,78.80
2026-02-25T04:50:00Z,23.44,78.11
2026-02-25T04:51:00Z,27.29,75.93
2026-02-25T04:52:00Z,27.73,76.04
2026-02-25T04:53:00Z,31.86,69.00
2026-02-25T04:54:00Z,32.54,69.00
2026-02-25T04:55:00Z,33.29,68.99
2026-02-25T04:56:00Z,37.04,64.21
2026-02-25T04:57:00Z,38.40,61.25
2026-02-25T04:58:00Z,38.62,62.96
2026-02-25T04:59:00Z,38.32,64.55
2026-02-25T05:00:00Z,34.72,65.21
2026-02-25T05:01:00Z,32.22,69.96
2026-02-25T05:02:00Z,31.99,69.14
2026-02-25T05:03:00Z,27.79,75.83
2026-02-25T05:04:00Z,17.44,84.31
2026-02-25T05:05:00Z,14.79,85.81
2026-02-25T05:06:00Z,14.84,85.62
2026-02-25T05:07:00Z,15.66,84.57
2026-02-25T05:08:00Z,17.22,82.03
2026-02-25T05:09:00Z,20.42,81.85
2026-02-25T05:10:00Z,19.62,80.76
2026-02-25T05:11:00Z,14.31,84.29
2026-02-25T05:12:00Z,12.99,88.00
2026-02-25T05:13:00Z,13.25,87.57
2026-02-25T05:14:00Z,10.77,90.16
2026-02-25T05:15:00Z,11.78,88.08
2026-02-25T05:16:00Z,12.25,88.84
2026-02-25T05:17:00Z,14.38,86.68
2026-02-25T05:18:00Z,16.77,83.30
2026-02-25T05:19:00Z,14.98,85.79
2026-02-25T05:20:00Z,13.50,87.00
2026-02-25T05:21:00Z,12.87,88.00
2026-02-25T05:22:00Z,13.68,86.05
2026-02-25T05:23:00Z,12.52,87.01
2026-02-25T05:24:00Z,16.90,84.00
2026-02-25T05:25:00Z,19.16,84.48
2026-02-25T05:26:00Z,20.84,83.07
2026-02-25T05:27:00Z,17.78,85.12
2026-02-25T05:28:00Z,13.97,86.94
2026-02-25T05:29:00Z,12.99,88.00
2026-02-25T05:30:00Z,13.00,86.67
2026-02-25T05:31:00Z,16.47,85.00
2026-02-25T05:32:00Z,15.87,85.99
2026-02-25T05:33:00Z,16.68,83.62
2026-02-25T05:34:00Z,22.76,78.98
2026-02-25T05:35:00Z,26.96,72.17
2026-02-25T05:36:00Z,34.68,66.14
2026-02-25T05:37:00Z,35.12,67.24
2026-02-25T05:38:00Z,37.82,63.80
2026-02-25T05:39:00Z,31.54,69.85
2026-02-25T05:40:00Z,31.80,69.82
2026-02-25T05:41:00Z,18.58,78.78
2026-02-25T05:42:00Z,15.77,82.24
2026-02-25T05:43:00Z,13.55,82.34
2026-02-25T05:44:00Z,14.96,86.88
2026-02-25T05:45:00Z,14.42,86.32
2026-02-25T05:46:00Z,12.37,87.94
2026-02-25T05:47:00Z,10.87,89.89
2026-02-25T05:48:00Z,6.50,95.40
2026-02-25T05:49:00Z,5.95,95.89
2026-02-25T05:50:00Z,4.25,94.95
2026-02-25T05:51:00Z,17.81,86.95
2026-02-25T05:52:00Z,19.62,81.26
2026-02-25T05:53:00Z,12.37,88.71
2026-02-25T05:54:00Z,12.92,87.24
2026-02-25T05:55:00Z,13.21,86.00
2026-02-25T05:56:00Z,18.37,84.10
2026-02-25T05:57:00Z,15.73,84.09
2026-02-25T05:58:00Z,18.92,82.01
2026-02-25T05:59:00Z,14.38,85.25
2026-02-25T06:00:00Z,12.32,89.94
2026-02-25T06:01:00Z,20.81,78.97
2026-02-25T06:02:00Z,23.97,77.53
2026-02-25T06:03:00Z,21.16,81.62
2026-02-25T06:04:00Z,27.94,74.24
2026-02-25T06:05:00Z,25.47,77.56
2026-02-25T06:06:00Z,28.29,71.59
2026-02-25T06:07:00Z,13.44,88.07
2026-02-25T06:08:00Z,2.93,98.88
2026-02-25T06:09:00Z,1.00,99.00
2026-02-25T06:10:00Z,1.00,99.00
2026-02-25T06:11:00Z,1.00,99.00
2026-02-25T06:12:00Z,1.00,99.00
