# event_ticker=KXATPMATCH-26APR01BENHAN
# final_score=6-4 6-7(3) 6-2
# score_resolution=6-4 6-7 6-2
# match_winner=Yannick Hanfmann
# fav_player=Yannick Hanfmann
# dog_player=Karim Bennani
# kalshi_date=2026-04-01
timestamp,Yannick Hanfmann,Karim Bennani
2026-04-01T12:51:00Z,92.00,7.50
2026-04-01T12:52:00Z,93.00,7.50
2026-04-01T12:53:00Z,93.00,8.00
2026-04-01T12:54:00Z,93.00,8.00
2026-04-01T12:58:00Z,93.00,7.00
2026-04-01T12:59:00Z,93.00,8.00
2026-04-01T13:00:00Z,93.00,8.00
2026-04-01T13:02:00Z,93.00,8.00
2026-04-01T13:05:00Z,93.00,8.00
2026-04-01T13:07:00Z,93.00,8.19
2026-04-01T13:10:00Z,93.00,8.00
2026-04-01T13:13:00Z,93.00,8.00
2026-04-01T13:20:00Z,93.00,8.00
2026-04-01T13:23:00Z,93.00,8.00
2026-04-01T13:25:00Z,93.00,8.00
2026-04-01T13:28:00Z,92.00,8.00
2026-04-01T13:30:00Z,92.00,8.00
2026-04-01T13:32:00Z,93.00,8.00
2026-04-01T13:34:00Z,93.00,8.00
2026-04-01T13:37:00Z,93.00,8.00
2026-04-01T13:38:00Z,93.00,8.00
2026-04-01T13:39:00Z,93.00,8.00
2026-04-01T13:43:00Z,93.00,8.00
2026-04-01T13:44:00Z,93.00,8.00
2026-04-01T13:46:00Z,93.00,8.00
2026-04-01T13:47:00Z,93.00,8.00
2026-04-01T13:49:00Z,93.00,8.00
2026-04-01T13:52:00Z,93.00,8.00
2026-04-01T13:53:00Z,93.00,8.00
2026-04-01T13:54:00Z,92.00,8.00
2026-04-01T13:56:00Z,92.00,8.00
2026-04-01T13:58:00Z,93.00,8.00
2026-04-01T14:02:00Z,93.00,8.00
2026-04-01T14:07:00Z,93.00,8.00
2026-04-01T14:09:00Z,93.00,8.00
2026-04-01T14:10:00Z,93.00,8.00
2026-04-01T14:11:00Z,93.00,8.05
2026-04-01T14:12:00Z,93.00,8.00
2026-04-01T14:15:00Z,93.00,8.00
2026-04-01T14:17:00Z,93.00,7.89
2026-04-01T14:18:00Z,93.00,8.00
2026-04-01T14:20:00Z,93.00,8.00
2026-04-01T14:22:00Z,93.00,8.00
2026-04-01T14:24:00Z,93.00,8.00
2026-04-01T14:27:00Z,93.00,8.00
2026-04-01T14:30:00Z,93.00,8.00
2026-04-01T14:32:00Z,93.00,8.00
2026-04-01T14:33:00Z,93.00,8.00
2026-04-01T14:34:00Z,93.00,8.00
2026-04-01T14:35:00Z,93.00,8.00
2026-04-01T14:37:00Z,93.00,8.34
2026-04-01T14:38:00Z,93.00,8.34
2026-04-01T14:40:00Z,93.00,8.00
2026-04-01T14:41:00Z,93.00,8.00
2026-04-01T14:43:00Z,93.00,8.00
2026-04-01T14:44:00Z,93.83,8.00
2026-04-01T14:46:00Z,93.83,8.00
2026-04-01T14:47:00Z,93.83,8.24
2026-04-01T14:48:00Z,93.00,8.65
2026-04-01T14:49:00Z,93.00,8.00
2026-04-01T14:52:00Z,93.00,8.78
2026-04-01T14:53:00Z,93.00,8.75
2026-04-01T14:54:00Z,93.00,8.74
2026-04-01T14:55:00Z,93.00,8.37
2026-04-01T14:56:00Z,94.44,8.37
2026-04-01T14:57:00Z,93.00,8.00
2026-04-01T14:58:00Z,93.00,8.00
2026-04-01T14:59:00Z,94.00,8.00
2026-04-01T15:00:00Z,94.00,8.00
2026-04-01T15:02:00Z,94.00,8.00
2026-04-01T15:04:00Z,94.00,8.00
2026-04-01T15:05:00Z,94.00,7.00
2026-04-01T15:06:00Z,94.00,7.00
2026-04-01T15:07:00Z,94.00,7.00
2026-04-01T15:10:00Z,94.00,7.00
2026-04-01T15:11:00Z,94.00,7.00
2026-04-01T15:12:00Z,94.00,6.00
2026-04-01T15:13:00Z,94.00,7.00
2026-04-01T15:14:00Z,94.00,6.98
2026-04-01T15:15:00Z,94.00,7.00
2026-04-01T15:16:00Z,94.00,7.30
2026-04-01T15:17:00Z,92.64,8.53
2026-04-01T15:18:00Z,93.09,6.80
2026-04-01T15:19:00Z,92.71,8.13
2026-04-01T15:20:00Z,91.33,9.10
2026-04-01T15:21:00Z,93.00,7.58
2026-04-01T15:22:00Z,94.02,6.72
2026-04-01T15:23:00Z,94.57,7.39
2026-04-01T15:24:00Z,94.80,5.63
2026-04-01T15:25:00Z,93.69,7.02
2026-04-01T15:26:00Z,93.00,7.89
2026-04-01T15:27:00Z,93.09,6.57
2026-04-01T15:28:00Z,94.58,6.38
2026-04-01T15:29:00Z,93.34,6.61
2026-04-01T15:30:00Z,93.07,7.91
2026-04-01T15:31:00Z,92.00,8.99
2026-04-01T15:32:00Z,92.00,9.00
2026-04-01T15:33:00Z,89.96,9.81
2026-04-01T15:34:00Z,89.12,11.95
2026-04-01T15:35:00Z,89.66,11.23
2026-04-01T15:36:00Z,90.08,10.85
2026-04-01T15:37:00Z,90.80,9.01
2026-04-01T15:38:00Z,93.92,6.58
2026-04-01T15:39:00Z,95.78,5.12
2026-04-01T15:40:00Z,96.04,4.86
2026-04-01T15:41:00Z,96.04,4.76
2026-04-01T15:42:00Z,97.00,4.97
2026-04-01T15:43:00Z,95.07,4.20
2026-04-01T15:44:00Z,94.41,4.96
2026-04-01T15:45:00Z,93.91,6.00
2026-04-01T15:46:00Z,94.00,6.54
2026-04-01T15:47:00Z,92.27,7.11
2026-04-01T15:48:00Z,94.74,5.86
2026-04-01T15:49:00Z,95.48,5.97
2026-04-01T15:50:00Z,95.91,5.87
2026-04-01T15:51:00Z,95.00,6.68
2026-04-01T15:52:00Z,95.00,6.67
2026-04-01T15:53:00Z,94.17,6.33
2026-04-01T15:54:00Z,95.19,5.56
2026-04-01T15:55:00Z,95.57,4.99
2026-04-01T15:56:00Z,95.00,5.42
2026-04-01T15:57:00Z,95.00,6.00
2026-04-01T15:58:00Z,95.00,6.02
2026-04-01T15:59:00Z,95.50,5.64
2026-04-01T16:00:00Z,93.06,6.68
2026-04-01T16:01:00Z,95.43,6.04
2026-04-01T16:02:00Z,96.00,5.52
2026-04-01T16:03:00Z,96.00,5.74
2026-04-01T16:04:00Z,95.86,5.18
2026-04-01T16:05:00Z,96.04,3.66
2026-04-01T16:06:00Z,95.00,5.33
2026-04-01T16:07:00Z,95.00,5.01
2026-04-01T16:08:00Z,95.00,6.64
2026-04-01T16:09:00Z,94.00,6.63
2026-04-01T16:10:00Z,94.00,6.40
2026-04-01T16:11:00Z,93.47,6.54
2026-04-01T16:12:00Z,94.87,6.37
2026-04-01T16:13:00Z,95.00,4.90
2026-04-01T16:14:00Z,93.00,7.40
2026-04-01T16:15:00Z,93.07,6.90
2026-04-01T16:16:00Z,93.00,7.99
2026-04-01T16:17:00Z,93.00,8.98
2026-04-01T16:18:00Z,92.81,7.99
2026-04-01T16:19:00Z,93.98,7.22
2026-04-01T16:20:00Z,94.18,6.40
2026-04-01T16:21:00Z,95.00,5.94
2026-04-01T16:22:00Z,96.00,5.00
2026-04-01T16:23:00Z,96.98,3.22
2026-04-01T16:24:00Z,93.72,5.78
2026-04-01T16:25:00Z,93.00,6.90
2026-04-01T16:26:00Z,93.00,6.39
2026-04-01T16:27:00Z,93.00,8.04
2026-04-01T16:28:00Z,93.00,8.62
2026-04-01T16:29:00Z,93.25,7.88
2026-04-01T16:30:00Z,94.00,5.92
2026-04-01T16:31:00Z,95.00,5.93
2026-04-01T16:32:00Z,94.04,6.77
2026-04-01T16:33:00Z,93.00,8.00
2026-04-01T16:34:00Z,92.39,8.72
2026-04-01T16:35:00Z,91.85,8.69
2026-04-01T16:36:00Z,91.95,8.76
2026-04-01T16:37:00Z,92.17,6.96
2026-04-01T16:38:00Z,94.00,6.87
2026-04-01T16:39:00Z,95.04,5.06
2026-04-01T16:40:00Z,94.81,4.04
2026-04-01T16:41:00Z,92.92,8.07
2026-04-01T16:42:00Z,91.58,8.71
2026-04-01T16:43:00Z,92.00,8.09
2026-04-01T16:44:00Z,91.47,9.25
2026-04-01T16:45:00Z,90.04,9.14
2026-04-01T16:46:00Z,93.91,7.47
2026-04-01T16:47:00Z,92.00,9.45
2026-04-01T16:48:00Z,91.00,10.22
2026-04-01T16:49:00Z,90.27,10.26
2026-04-01T16:50:00Z,90.00,10.56
2026-04-01T16:51:00Z,88.05,9.70
2026-04-01T16:52:00Z,91.38,9.17
2026-04-01T16:53:00Z,92.97,9.03
2026-04-01T16:54:00Z,91.55,10.15
2026-04-01T16:55:00Z,85.34,14.87
2026-04-01T16:56:00Z,89.02,12.70
2026-04-01T16:57:00Z,81.36,18.05
2026-04-01T16:58:00Z,84.55,16.38
2026-04-01T16:59:00Z,80.71,19.24
2026-04-01T17:00:00Z,72.61,26.75
2026-04-01T17:01:00Z,72.52,27.43
2026-04-01T17:02:00Z,71.59,28.71
2026-04-01T17:03:00Z,71.17,30.20
2026-04-01T17:04:00Z,70.13,31.71
2026-04-01T17:05:00Z,70.99,28.50
2026-04-01T17:06:00Z,72.08,28.46
2026-04-01T17:07:00Z,75.48,22.82
2026-04-01T17:08:00Z,72.42,26.42
2026-04-01T17:09:00Z,65.18,33.99
2026-04-01T17:10:00Z,65.61,35.25
2026-04-01T17:11:00Z,66.69,31.65
2026-04-01T17:12:00Z,69.82,34.99
2026-04-01T17:13:00Z,71.26,29.38
2026-04-01T17:14:00Z,71.29,31.57
2026-04-01T17:15:00Z,65.29,35.39
2026-04-01T17:16:00Z,69.71,33.94
2026-04-01T17:17:00Z,69.62,31.38
2026-04-01T17:18:00Z,74.53,27.58
2026-04-01T17:19:00Z,75.60,26.51
2026-04-01T17:20:00Z,78.78,21.32
2026-04-01T17:21:00Z,88.65,11.66
2026-04-01T17:22:00Z,93.84,4.89
2026-04-01T17:23:00Z,97.01,2.72
2026-04-01T17:24:00Z,98.14,1.05
2026-04-01T17:25:00Z,98.75,2.19
2026-04-01T17:26:00Z,97.71,1.70
2026-04-01T17:27:00Z,98.72,1.34
2026-04-01T17:28:00Z,98.74,1.42
2026-04-01T17:29:00Z,98.89,1.25
2026-04-01T17:30:00Z,98.95,1.00
2026-04-01T17:31:00Z,99.00,1.00
2026-04-01T17:32:00Z,99.00,1.00
2026-04-01T17:33:00Z,99.00,1.00
2026-04-01T17:34:00Z,99.00,1.00
2026-04-01T17:35:00Z,99.00,1.00
2026-04-01T17:36:00Z,99.00,1.00
2026-04-01T17:37:00Z,99.00,1.00
