# event_ticker=KXATPCHALLENGERMATCH-26APR01VILDEL
# final_score=7-6(2) 6-4
# score_resolution=6-7 4-6
# match_winner=Hugo Dellien
# fav_player=Gonzalo Villanueva
# dog_player=Hugo Dellien
# kalshi_date=2026-04-01
timestamp,Gonzalo Villanueva,Hugo Dellien
2026-04-01T08:56:00Z,23.00,76.97
2026-04-01T09:24:00Z,23.00,81.00
2026-04-01T09:27:00Z,23.00,81.00
2026-04-01T09:34:00Z,23.00,81.00
2026-04-01T11:56:00Z,20.00,81.00
2026-04-01T12:04:00Z,20.00,81.00
2026-04-01T12:12:00Z,20.00,81.00
2026-04-01T12:17:00Z,20.00,82.00
2026-04-01T12:55:00Z,20.00,82.00
2026-04-01T13:36:00Z,20.00,82.00
2026-04-01T14:14:00Z,20.00,82.00
2026-04-01T15:00:00Z,21.00,82.00
2026-04-01T15:10:00Z,21.00,80.00
2026-04-01T15:14:00Z,21.00,80.00
2026-04-01T15:52:00Z,20.00,80.00
2026-04-01T16:05:00Z,20.00,81.00
2026-04-01T16:12:00Z,20.00,81.00
2026-04-01T16:22:00Z,20.00,81.00
2026-04-01T16:23:00Z,20.00,81.00
2026-04-01T16:29:00Z,20.00,81.00
2026-04-01T16:34:00Z,20.00,81.00
2026-04-01T17:07:00Z,20.00,80.00
2026-04-01T17:08:00Z,21.33,81.00
2026-04-01T17:31:00Z,21.00,81.00
2026-04-01T17:32:00Z,21.00,81.00
2026-04-01T17:36:00Z,21.00,81.00
2026-04-01T17:38:00Z,21.00,81.00
2026-04-01T17:47:00Z,22.00,81.00
2026-04-01T17:48:00Z,22.00,81.00
2026-04-01T18:16:00Z,22.00,81.00
2026-04-01T18:31:00Z,22.00,81.00
2026-04-01T18:34:00Z,22.00,81.00
2026-04-01T18:42:00Z,22.00,81.00
2026-04-01T19:01:00Z,21.79,81.00
2026-04-01T19:02:00Z,21.00,81.00
2026-04-01T19:08:00Z,22.00,81.00
2026-04-01T19:11:00Z,22.00,81.00
2026-04-01T19:24:00Z,21.00,81.00
2026-04-01T19:28:00Z,21.00,81.00
2026-04-01T19:29:00Z,21.00,81.00
2026-04-01T19:36:00Z,21.00,81.00
2026-04-01T19:37:00Z,18.13,81.00
2026-04-01T19:38:00Z,18.13,81.00
2026-04-01T19:41:00Z,19.00,81.00
2026-04-01T19:50:00Z,19.94,82.00
2026-04-01T20:15:00Z,21.95,82.00
2026-04-01T20:18:00Z,21.99,82.00
2026-04-01T20:20:00Z,22.00,82.00
2026-04-01T20:22:00Z,22.00,81.00
2026-04-01T20:23:00Z,22.00,81.00
2026-04-01T20:24:00Z,22.00,80.00
2026-04-01T20:27:00Z,21.95,80.00
2026-04-01T20:29:00Z,21.00,80.00
2026-04-01T20:31:00Z,21.00,80.00
2026-04-01T20:32:00Z,21.57,80.00
2026-04-01T20:33:00Z,21.87,80.94
2026-04-01T20:34:00Z,21.00,80.00
2026-04-01T20:35:00Z,21.00,80.03
2026-04-01T20:36:00Z,21.87,79.86
2026-04-01T20:37:00Z,24.98,75.42
2026-04-01T20:38:00Z,27.68,72.11
2026-04-01T20:39:00Z,24.88,76.76
2026-04-01T20:40:00Z,22.55,77.54
2026-04-01T20:41:00Z,21.01,81.00
2026-04-01T20:42:00Z,20.00,81.82
2026-04-01T20:43:00Z,20.00,78.26
2026-04-01T20:44:00Z,24.42,78.00
2026-04-01T20:45:00Z,22.60,80.36
2026-04-01T20:46:00Z,23.77,78.00
2026-04-01T20:47:00Z,24.73,78.18
2026-04-01T20:48:00Z,23.71,78.00
2026-04-01T20:49:00Z,23.71,77.97
2026-04-01T20:50:00Z,19.09,80.75
2026-04-01T20:51:00Z,21.00,80.44
2026-04-01T20:52:00Z,21.87,80.00
2026-04-01T20:53:00Z,26.67,76.17
2026-04-01T20:54:00Z,26.63,74.69
2026-04-01T20:55:00Z,28.00,76.05
2026-04-01T20:56:00Z,21.03,78.11
2026-04-01T20:57:00Z,21.65,78.07
2026-04-01T20:58:00Z,21.54,80.00
2026-04-01T20:59:00Z,18.36,82.35
2026-04-01T21:00:00Z,21.94,79.27
2026-04-01T21:01:00Z,24.31,76.77
2026-04-01T21:02:00Z,24.31,80.91
2026-04-01T21:03:00Z,17.01,84.25
2026-04-01T21:04:00Z,22.14,81.28
2026-04-01T21:05:00Z,28.55,75.79
2026-04-01T21:06:00Z,25.96,77.12
2026-04-01T21:07:00Z,29.66,70.64
2026-04-01T21:08:00Z,23.26,76.02
2026-04-01T21:09:00Z,25.41,77.14
2026-04-01T21:10:00Z,27.28,72.01
2026-04-01T21:11:00Z,25.97,76.68
2026-04-01T21:12:00Z,22.95,78.60
2026-04-01T21:13:00Z,22.93,75.78
2026-04-01T21:14:00Z,27.84,72.31
2026-04-01T21:15:00Z,28.97,71.63
2026-04-01T21:16:00Z,27.01,73.23
2026-04-01T21:17:00Z,24.85,74.83
2026-04-01T21:18:00Z,21.42,77.71
2026-04-01T21:19:00Z,22.88,78.35
2026-04-01T21:20:00Z,23.00,77.58
2026-04-01T21:21:00Z,22.98,79.93
2026-04-01T21:22:00Z,21.06,80.78
2026-04-01T21:23:00Z,24.68,77.59
2026-04-01T21:24:00Z,28.51,72.99
2026-04-01T21:25:00Z,31.61,72.40
2026-04-01T21:26:00Z,27.14,75.76
2026-04-01T21:27:00Z,24.21,76.98
2026-04-01T21:28:00Z,24.00,77.00
2026-04-01T21:29:00Z,22.10,78.41
2026-04-01T21:30:00Z,25.42,77.52
2026-04-01T21:31:00Z,29.24,72.49
2026-04-01T21:32:00Z,27.13,71.40
2026-04-01T21:33:00Z,16.00,84.70
2026-04-01T21:34:00Z,12.06,87.89
2026-04-01T21:35:00Z,10.47,89.64
2026-04-01T21:36:00Z,11.95,89.17
2026-04-01T21:37:00Z,11.71,87.30
2026-04-01T21:38:00Z,12.56,88.93
2026-04-01T21:39:00Z,11.92,88.29
2026-04-01T21:40:00Z,12.18,88.67
2026-04-01T21:41:00Z,12.00,88.28
2026-04-01T21:42:00Z,12.81,89.00
2026-04-01T21:43:00Z,12.50,88.83
2026-04-01T21:44:00Z,13.00,87.70
2026-04-01T21:45:00Z,11.90,88.34
2026-04-01T21:46:00Z,10.10,89.99
2026-04-01T21:47:00Z,12.90,87.69
2026-04-01T21:48:00Z,12.02,89.75
2026-04-01T21:49:00Z,8.66,93.21
2026-04-01T21:50:00Z,10.90,90.48
2026-04-01T21:51:00Z,10.66,89.89
2026-04-01T21:52:00Z,8.97,89.56
2026-04-01T21:53:00Z,10.69,90.84
2026-04-01T21:54:00Z,8.70,92.89
2026-04-01T21:55:00Z,11.68,88.89
2026-04-01T21:56:00Z,13.91,86.07
2026-04-01T21:57:00Z,13.39,87.48
2026-04-01T21:58:00Z,13.14,88.24
2026-04-01T21:59:00Z,12.02,87.01
2026-04-01T22:00:00Z,11.62,88.68
2026-04-01T22:01:00Z,14.30,87.00
2026-04-01T22:02:00Z,14.91,84.99
2026-04-01T22:03:00Z,15.13,86.00
2026-04-01T22:04:00Z,14.99,85.83
2026-04-01T22:05:00Z,13.03,88.26
2026-04-01T22:06:00Z,12.23,87.74
2026-04-01T22:07:00Z,13.05,87.48
2026-04-01T22:08:00Z,12.16,88.65
2026-04-01T22:09:00Z,7.80,93.14
2026-04-01T22:10:00Z,4.70,95.36
2026-04-01T22:11:00Z,4.37,96.76
2026-04-01T22:12:00Z,4.98,95.08
2026-04-01T22:13:00Z,6.61,94.17
2026-04-01T22:14:00Z,4.00,95.95
2026-04-01T22:15:00Z,3.94,97.85
2026-04-01T22:16:00Z,2.06,98.09
2026-04-01T22:17:00Z,3.04,97.96
2026-04-01T22:18:00Z,3.85,96.21
2026-04-01T22:19:00Z,3.50,95.85
2026-04-01T22:20:00Z,3.76,96.98
2026-04-01T22:21:00Z,3.10,96.97
2026-04-01T22:22:00Z,2.06,98.00
2026-04-01T22:23:00Z,2.81,98.60
2026-04-01T22:24:00Z,1.75,98.79
2026-04-01T22:25:00Z,2.95,98.44
2026-04-01T22:26:00Z,3.84,98.00
2026-04-01T22:27:00Z,1.62,98.02
2026-04-01T22:28:00Z,1.52,98.19
2026-04-01T22:29:00Z,1.05,99.00
2026-04-01T22:30:00Z,1.33,98.99
2026-04-01T22:31:00Z,2.43,98.09
2026-04-01T22:32:00Z,1.69,99.00
2026-04-01T22:33:00Z,1.69,99.00
2026-04-01T22:35:00Z,1.69,99.00
2026-04-01T22:36:00Z,1.00,99.00
