# event_ticker=KXATPMATCH-26APR13FILATM
# final_score=4-6 6-4 7-6(7)
# score_resolution=6-4 4-6 6-7
# match_winner=Arthur Fils
# fav_player=Terence Atmane
# dog_player=Arthur Fils
# kalshi_date=2026-04-13
timestamp,Terence Atmane,Arthur Fils
2026-04-14T05:54:00Z,,83.00
2026-04-14T05:55:00Z,19.00,83.00
2026-04-14T06:08:00Z,18.00,83.00
2026-04-14T06:19:00Z,18.00,83.00
2026-04-14T06:23:00Z,18.00,83.00
2026-04-14T06:27:00Z,19.00,83.00
2026-04-14T06:39:00Z,19.00,83.00
2026-04-14T06:48:00Z,19.00,83.00
2026-04-14T06:49:00Z,19.00,83.00
2026-04-14T07:30:00Z,19.00,83.00
2026-04-14T08:08:00Z,19.00,83.00
2026-04-14T08:11:00Z,19.00,83.00
2026-04-14T08:17:00Z,19.00,83.00
2026-04-14T08:48:00Z,19.00,83.00
2026-04-14T09:10:00Z,19.00,83.00
2026-04-14T09:28:00Z,19.00,83.00
2026-04-14T10:16:00Z,19.00,83.00
2026-04-14T11:18:00Z,19.00,83.00
2026-04-14T11:36:00Z,19.00,83.00
2026-04-14T11:37:00Z,19.00,83.00
2026-04-14T11:48:00Z,19.00,83.00
2026-04-14T11:53:00Z,19.00,83.00
2026-04-14T11:59:00Z,19.00,83.00
2026-04-14T12:11:00Z,19.00,83.00
2026-04-14T12:17:00Z,19.00,83.00
2026-04-14T12:20:00Z,19.00,83.00
2026-04-14T12:29:00Z,19.00,83.00
2026-04-14T12:40:00Z,19.00,83.00
2026-04-14T12:44:00Z,19.00,83.00
2026-04-14T12:49:00Z,19.00,83.00
2026-04-14T13:08:00Z,19.00,83.00
2026-04-14T13:22:00Z,19.00,83.00
2026-04-14T13:28:00Z,19.00,83.00
2026-04-14T13:29:00Z,19.00,83.00
2026-04-14T13:31:00Z,19.00,83.00
2026-04-14T13:34:00Z,19.00,83.00
2026-04-14T13:35:00Z,19.00,83.00
2026-04-14T13:37:00Z,19.00,83.00
2026-04-14T13:39:00Z,19.00,83.00
2026-04-14T13:43:00Z,19.00,83.00
2026-04-14T13:44:00Z,19.00,83.00
2026-04-14T13:46:00Z,19.00,83.00
2026-04-14T13:50:00Z,19.00,83.00
2026-04-14T13:55:00Z,19.00,83.00
2026-04-14T13:56:00Z,19.00,83.00
2026-04-14T13:57:00Z,19.00,83.00
2026-04-14T13:59:00Z,19.00,83.00
2026-04-14T14:00:00Z,19.00,83.00
2026-04-14T14:08:00Z,19.00,83.00
2026-04-14T14:15:00Z,19.00,82.00
2026-04-14T14:16:00Z,19.00,83.00
2026-04-14T14:24:00Z,19.00,83.00
2026-04-14T14:34:00Z,19.00,83.00
2026-04-14T14:35:00Z,19.00,82.00
2026-04-14T14:37:00Z,19.00,83.00
2026-04-14T14:38:00Z,19.00,83.00
2026-04-14T14:43:00Z,19.00,83.00
2026-04-14T14:45:00Z,19.00,83.00
2026-04-14T14:46:00Z,19.00,83.00
2026-04-14T14:47:00Z,19.00,83.00
2026-04-14T14:51:00Z,19.00,83.00
2026-04-14T14:53:00Z,19.00,83.00
2026-04-14T14:58:00Z,19.00,83.00
2026-04-14T15:01:00Z,19.00,83.00
2026-04-14T15:04:00Z,19.00,83.00
2026-04-14T15:05:00Z,19.00,83.00
2026-04-14T15:08:00Z,19.00,83.00
2026-04-14T15:12:00Z,19.00,83.00
2026-04-14T15:13:00Z,19.00,83.00
2026-04-14T15:15:00Z,19.00,83.00
2026-04-14T15:16:00Z,19.00,83.00
2026-04-14T15:17:00Z,19.00,83.00
