# event_ticker=KXATPMATCH-25JUL17FICKOV
# final_score=6-3 6-1
# match_winner=Aleksandar Kovacevic
# fav_player=Aleksandar Kovacevic
# dog_player=Juan Pablo Ficovich
# kalshi_date=2025-07-17
timestamp,Aleksandar Kovacevic,Juan Pablo Ficovich
2025-07-17T23:50:00Z,69.00,33.00
2025-07-17T23:51:00Z,69.00,33.00
2025-07-17T23:52:00Z,69.00,33.00
2025-07-18T00:03:00Z,69.00,33.00
2025-07-18T00:06:00Z,69.00,33.00
2025-07-18T00:07:00Z,69.00,33.00
2025-07-18T00:08:00Z,69.00,32.12
2025-07-18T00:09:00Z,69.00,32.12
2025-07-18T00:19:00Z,68.00,32.12
2025-07-18T00:21:00Z,68.00,33.00
2025-07-18T00:23:00Z,68.00,33.00
2025-07-18T00:35:00Z,68.00,33.00
2025-07-18T00:50:00Z,68.00,33.00
2025-07-18T00:59:00Z,68.00,33.00
2025-07-18T01:16:00Z,68.00,33.00
2025-07-18T01:21:00Z,68.00,33.00
2025-07-18T01:28:00Z,68.00,33.00
2025-07-18T01:32:00Z,68.00,33.00
2025-07-18T01:33:00Z,68.00,33.00
2025-07-18T01:35:00Z,68.00,33.00
2025-07-18T02:05:00Z,68.00,33.00
2025-07-18T02:12:00Z,68.00,33.00
2025-07-18T02:16:00Z,68.00,33.00
2025-07-18T02:19:00Z,67.00,32.00
2025-07-18T02:20:00Z,68.00,32.00
2025-07-18T02:23:00Z,68.00,32.00
2025-07-18T02:25:00Z,69.00,33.00
2025-07-18T02:29:00Z,68.00,33.00
2025-07-18T02:33:00Z,65.42,33.00
2025-07-18T02:34:00Z,68.00,33.00
2025-07-18T02:38:00Z,68.00,33.00
2025-07-18T02:40:00Z,68.00,33.00
2025-07-18T02:43:00Z,68.79,33.00
2025-07-18T02:46:00Z,68.79,33.00
2025-07-18T02:52:00Z,68.00,33.00
2025-07-18T02:53:00Z,68.00,33.00
2025-07-18T02:58:00Z,68.88,33.00
2025-07-18T03:00:00Z,68.00,32.00
2025-07-18T03:04:00Z,68.00,33.00
2025-07-18T03:05:00Z,68.00,33.00
2025-07-18T03:07:00Z,69.01,32.00
2025-07-18T03:08:00Z,69.00,32.00
2025-07-18T03:10:00Z,69.00,32.00
2025-07-18T03:11:00Z,69.00,32.00
2025-07-18T03:13:00Z,69.00,32.00
2025-07-18T03:15:00Z,69.00,31.03
2025-07-18T03:17:00Z,69.00,32.00
2025-07-18T03:19:00Z,69.00,32.00
2025-07-18T03:21:00Z,69.00,32.00
2025-07-18T03:27:00Z,69.00,32.00
2025-07-18T03:30:00Z,69.00,32.00
2025-07-18T03:34:00Z,69.00,32.00
2025-07-18T03:36:00Z,69.00,32.00
2025-07-18T03:42:00Z,69.00,32.00
2025-07-18T03:44:00Z,69.00,32.00
2025-07-18T03:46:00Z,70.28,31.00
2025-07-18T03:47:00Z,68.00,31.00
2025-07-18T03:48:00Z,70.00,31.00
2025-07-18T03:49:00Z,70.00,31.00
2025-07-18T03:50:00Z,70.00,31.00
2025-07-18T03:55:00Z,69.00,31.00
2025-07-18T03:56:00Z,69.00,31.00
2025-07-18T03:57:00Z,69.00,31.00
2025-07-18T03:59:00Z,69.00,31.00
2025-07-18T04:04:00Z,69.00,31.00
2025-07-18T04:05:00Z,69.00,31.00
2025-07-18T04:06:00Z,68.00,31.00
2025-07-18T04:09:00Z,68.00,31.00
2025-07-18T04:10:00Z,68.00,31.00
2025-07-18T04:12:00Z,68.00,30.60
2025-07-18T04:14:00Z,68.89,31.00
2025-07-18T04:15:00Z,67.05,32.00
2025-07-18T04:16:00Z,68.94,32.00
2025-07-18T04:17:00Z,70.02,32.00
2025-07-18T04:18:00Z,70.04,31.00
2025-07-18T04:19:00Z,69.00,31.00
2025-07-18T04:26:00Z,68.96,33.00
2025-07-18T04:33:00Z,68.96,32.79
2025-07-18T04:34:00Z,75.39,33.00
2025-07-18T04:35:00Z,75.39,31.00
2025-07-18T04:36:00Z,70.83,31.00
2025-07-18T04:38:00Z,70.83,31.00
2025-07-18T04:39:00Z,70.83,29.03
2025-07-18T04:41:00Z,70.83,31.00
2025-07-18T04:42:00Z,69.99,31.00
2025-07-18T04:43:00Z,69.99,29.01
2025-07-18T04:45:00Z,70.00,31.26
2025-07-18T04:46:00Z,69.00,30.05
2025-07-18T04:48:00Z,69.00,32.00
2025-07-18T04:51:00Z,70.00,32.00
2025-07-18T04:52:00Z,70.00,32.00
2025-07-18T04:53:00Z,70.00,32.00
2025-07-18T04:54:00Z,70.00,32.00
2025-07-18T04:55:00Z,69.00,32.00
2025-07-18T04:56:00Z,70.00,32.00
2025-07-18T04:58:00Z,70.00,32.00
2025-07-18T04:59:00Z,70.00,32.00
2025-07-18T05:00:00Z,70.00,32.00
2025-07-18T05:01:00Z,71.00,32.00
2025-07-18T05:02:00Z,70.00,32.00
2025-07-18T05:03:00Z,70.00,32.00
2025-07-18T05:05:00Z,71.00,32.65
2025-07-18T05:06:00Z,70.86,32.65
2025-07-18T05:07:00Z,71.00,27.89
2025-07-18T05:09:00Z,71.00,27.89
2025-07-18T05:10:00Z,71.00,31.67
2025-07-18T05:11:00Z,71.00,31.67
2025-07-18T05:12:00Z,69.73,40.23
2025-07-18T05:13:00Z,67.00,35.50
2025-07-18T05:14:00Z,67.00,36.41
2025-07-18T05:15:00Z,66.13,35.74
2025-07-18T05:16:00Z,67.00,36.06
2025-07-18T05:17:00Z,67.51,33.24
2025-07-18T05:18:00Z,70.00,31.84
2025-07-18T05:19:00Z,69.64,33.52
2025-07-18T05:20:00Z,67.00,36.29
2025-07-18T05:21:00Z,67.00,34.78
2025-07-18T05:22:00Z,67.00,36.29
2025-07-18T05:23:00Z,66.00,36.46
2025-07-18T05:24:00Z,66.30,36.46
2025-07-18T05:25:00Z,66.00,36.78
2025-07-18T05:26:00Z,66.41,37.62
2025-07-18T05:27:00Z,66.00,37.62
2025-07-18T05:28:00Z,66.00,40.37
2025-07-18T05:29:00Z,66.00,45.19
2025-07-18T05:30:00Z,67.37,36.15
2025-07-18T05:31:00Z,72.24,33.15
2025-07-18T05:32:00Z,70.00,28.88
2025-07-18T05:33:00Z,67.00,33.94
2025-07-18T05:34:00Z,70.31,34.00
2025-07-18T05:35:00Z,70.31,34.17
2025-07-18T05:36:00Z,71.30,33.00
2025-07-18T05:37:00Z,73.00,34.61
2025-07-18T05:38:00Z,75.00,34.61
2025-07-18T05:39:00Z,70.08,33.19
2025-07-18T05:40:00Z,66.05,43.11
2025-07-18T05:41:00Z,58.81,47.00
2025-07-18T05:42:00Z,56.00,46.44
2025-07-18T05:43:00Z,55.58,51.83
2025-07-18T05:44:00Z,53.84,50.79
2025-07-18T05:45:00Z,56.27,49.00
2025-07-18T05:46:00Z,60.79,49.00
2025-07-18T05:47:00Z,68.94,39.00
2025-07-18T05:48:00Z,75.00,31.86
2025-07-18T05:49:00Z,75.20,31.86
2025-07-18T05:50:00Z,75.00,31.86
2025-07-18T05:51:00Z,75.72,31.86
2025-07-18T05:52:00Z,76.67,28.00
2025-07-18T05:53:00Z,75.07,28.70
2025-07-18T05:54:00Z,78.00,25.89
2025-07-18T05:55:00Z,78.00,22.02
2025-07-18T05:56:00Z,81.00,22.19
2025-07-18T05:57:00Z,85.00,21.00
2025-07-18T05:58:00Z,83.90,12.93
2025-07-18T05:59:00Z,85.76,12.23
2025-07-18T06:00:00Z,89.34,12.05
2025-07-18T06:01:00Z,89.00,14.00
2025-07-18T06:02:00Z,89.00,14.45
2025-07-18T06:03:00Z,90.94,15.00
2025-07-18T06:04:00Z,92.00,10.94
2025-07-18T06:05:00Z,92.00,12.00
2025-07-18T06:06:00Z,93.15,14.65
2025-07-18T06:07:00Z,87.05,16.56
2025-07-18T06:08:00Z,87.05,17.00
2025-07-18T06:09:00Z,89.51,17.00
2025-07-18T06:10:00Z,83.77,21.36
2025-07-18T06:11:00Z,83.77,9.59
2025-07-18T06:14:00Z,83.77,8.00
2025-07-18T06:15:00Z,89.12,8.00
2025-07-18T06:17:00Z,90.00,8.00
2025-07-18T06:18:00Z,89.71,8.00
2025-07-18T06:19:00Z,89.71,17.00
2025-07-18T06:20:00Z,90.20,17.00
2025-07-18T06:22:00Z,95.00,8.00
2025-07-18T06:23:00Z,91.64,8.00
2025-07-18T06:24:00Z,90.00,16.61
2025-07-18T06:25:00Z,89.00,20.00
2025-07-18T06:26:00Z,94.00,20.00
2025-07-18T06:27:00Z,94.00,7.14
2025-07-18T06:28:00Z,91.34,11.00
2025-07-18T06:29:00Z,95.00,11.00
2025-07-18T06:30:00Z,95.89,5.00
2025-07-18T06:31:00Z,95.89,3.00
2025-07-18T06:32:00Z,95.89,4.00
2025-07-18T06:33:00Z,97.15,2.84
2025-07-18T06:34:00Z,98.00,1.00
2025-07-18T06:35:00Z,98.00,1.00
2025-07-18T06:36:00Z,97.00,1.00
2025-07-18T06:37:00Z,97.00,2.00
2025-07-18T06:38:00Z,99.00,2.00
2025-07-18T06:39:00Z,99.00,2.00
2025-07-18T06:40:00Z,97.86,2.00
2025-07-18T06:41:00Z,97.00,2.00
2025-07-18T06:42:00Z,97.16,2.50
2025-07-18T06:43:00Z,96.90,2.50
2025-07-18T06:46:00Z,97.93,2.50
2025-07-18T06:47:00Z,97.93,2.00
2025-07-18T06:49:00Z,99.00,2.00
2025-07-18T06:50:00Z,99.00,2.00
2025-07-18T06:51:00Z,99.00,2.00
2025-07-18T06:54:00Z,99.00,2.00
2025-07-18T06:58:00Z,99.00,2.00
