# event_ticker=KXATPCHALLENGERMATCH-26JUN06BAESAI
# final_score=6-2 7-6(2)
# score_resolution=6-2 7-6
# match_winner=Sebastian Baez
# fav_player=Sebastian Baez
# dog_player=Nikolas Sanchez Izquierdo
# kalshi_date=2026-06-06
timestamp,Sebastian Baez,Nikolas Sanchez Izquierdo
2026-06-05T23:28:00Z,76.00,
2026-06-06T00:37:00Z,78.00,
2026-06-06T00:47:00Z,78.00,
2026-06-06T01:41:00Z,78.00,
2026-06-06T01:42:00Z,78.76,
2026-06-06T01:43:00Z,79.00,
2026-06-06T01:47:00Z,79.00,
2026-06-06T02:03:00Z,79.00,
2026-06-06T02:14:00Z,79.00,
2026-06-06T02:15:00Z,79.00,
2026-06-06T02:38:00Z,79.00,23.00
2026-06-06T02:58:00Z,79.00,23.00
2026-06-06T03:24:00Z,79.00,23.00
2026-06-06T03:26:00Z,78.00,23.00
2026-06-06T03:28:00Z,78.00,23.37
2026-06-06T03:36:00Z,78.00,24.11
2026-06-06T03:37:00Z,78.20,24.11
2026-06-06T03:39:00Z,78.20,24.00
2026-06-06T03:41:00Z,78.00,24.00
2026-06-06T03:42:00Z,78.00,24.00
2026-06-06T03:47:00Z,78.00,24.00
2026-06-06T03:49:00Z,78.00,24.00
2026-06-06T03:50:00Z,79.00,24.00
2026-06-06T03:53:00Z,79.00,24.34
2026-06-06T03:55:00Z,78.26,24.00
2026-06-06T03:56:00Z,79.00,24.00
2026-06-06T04:03:00Z,79.00,23.00
2026-06-06T04:13:00Z,79.00,23.00
2026-06-06T04:16:00Z,79.00,23.00
2026-06-06T04:18:00Z,79.00,23.13
2026-06-06T04:25:00Z,79.00,23.13
2026-06-06T04:26:00Z,79.00,23.13
2026-06-06T04:28:00Z,79.00,23.00
2026-06-06T04:29:00Z,79.00,23.00
2026-06-06T04:31:00Z,79.00,23.00
2026-06-06T04:37:00Z,79.00,23.00
2026-06-06T04:38:00Z,79.00,23.00
2026-06-06T04:42:00Z,79.00,22.00
2026-06-06T04:43:00Z,79.00,22.00
2026-06-06T04:47:00Z,79.00,22.00
2026-06-06T04:58:00Z,79.00,22.00
2026-06-06T04:59:00Z,79.00,22.00
2026-06-06T05:02:00Z,79.00,22.00
2026-06-06T05:07:00Z,79.00,22.00
2026-06-06T05:08:00Z,79.00,23.00
2026-06-06T05:11:00Z,78.00,23.00
2026-06-06T05:14:00Z,78.00,23.00
2026-06-06T05:16:00Z,78.00,23.00
2026-06-06T05:17:00Z,78.00,23.31
2026-06-06T05:18:00Z,79.00,23.31
2026-06-06T05:25:00Z,79.00,23.31
2026-06-06T05:26:00Z,79.00,23.31
2026-06-06T05:27:00Z,79.00,23.31
2026-06-06T05:30:00Z,79.00,23.31
2026-06-06T05:31:00Z,79.00,23.31
2026-06-06T05:32:00Z,79.00,23.31
2026-06-06T05:35:00Z,78.95,22.00
2026-06-06T05:36:00Z,79.00,22.00
2026-06-06T05:41:00Z,79.00,22.00
2026-06-06T05:45:00Z,79.00,23.00
2026-06-06T05:53:00Z,79.00,23.00
2026-06-06T05:55:00Z,79.00,23.00
2026-06-06T05:58:00Z,79.00,22.00
2026-06-06T06:01:00Z,79.00,22.00
2026-06-06T06:09:00Z,79.00,22.00
2026-06-06T06:15:00Z,79.00,22.00
2026-06-06T06:16:00Z,78.52,22.00
2026-06-06T06:17:00Z,78.00,22.00
2026-06-06T06:23:00Z,79.00,22.00
2026-06-06T06:34:00Z,79.00,22.00
2026-06-06T06:35:00Z,79.00,22.00
2026-06-06T06:47:00Z,79.00,22.00
2026-06-06T07:00:00Z,79.00,23.00
2026-06-06T07:02:00Z,78.00,23.00
2026-06-06T07:10:00Z,78.00,23.00
2026-06-06T07:23:00Z,78.00,23.00
2026-06-06T07:28:00Z,78.00,23.00
2026-06-06T07:33:00Z,78.00,23.00
2026-06-06T07:35:00Z,78.00,23.00
2026-06-06T07:40:00Z,78.00,23.00
2026-06-06T07:55:00Z,78.00,23.00
2026-06-06T08:00:00Z,78.00,23.00
2026-06-06T08:07:00Z,78.00,23.00
2026-06-06T08:09:00Z,78.00,23.00
2026-06-06T08:12:00Z,78.00,23.00
2026-06-06T08:17:00Z,78.00,23.00
