# event_ticker=KXATPMATCH-25OCT04DEJMEN
# final_score=4-6 7-6(2) 6-4
# score_resolution=6-4 6-7 4-6
# match_winner=Jesper de Jong
# fav_player=Jakub Mensik
# dog_player=Jesper De Jong
# kalshi_date=2025-10-04
timestamp,Jakub Mensik,Jesper De Jong
2025-10-03T19:58:00Z,70.00,
2025-10-03T20:10:00Z,70.00,36.69
2025-10-03T20:37:00Z,65.00,36.69
2025-10-03T20:58:00Z,66.00,36.69
2025-10-03T21:38:00Z,66.00,36.69
2025-10-03T21:44:00Z,66.00,35.00
2025-10-03T21:45:00Z,66.00,35.00
2025-10-03T21:48:00Z,67.00,35.00
2025-10-03T22:31:00Z,67.00,35.00
2025-10-03T22:41:00Z,67.00,35.00
2025-10-03T22:42:00Z,67.00,34.00
2025-10-03T22:53:00Z,67.00,34.00
2025-10-03T23:14:00Z,67.00,34.00
2025-10-03T23:38:00Z,67.00,34.00
2025-10-04T00:13:00Z,67.00,34.00
2025-10-04T00:19:00Z,67.00,33.00
2025-10-04T00:24:00Z,68.00,33.00
2025-10-04T00:45:00Z,68.00,33.00
2025-10-04T00:54:00Z,67.00,33.00
2025-10-04T01:13:00Z,67.00,33.00
2025-10-04T01:15:00Z,67.00,33.00
2025-10-04T01:18:00Z,67.00,34.00
2025-10-04T02:13:00Z,67.00,34.00
2025-10-04T02:31:00Z,67.00,34.00
2025-10-04T02:41:00Z,67.00,34.00
2025-10-04T03:00:00Z,67.00,34.00
2025-10-04T03:09:00Z,67.00,34.00
2025-10-04T03:12:00Z,67.00,34.00
2025-10-04T03:18:00Z,67.00,34.00
2025-10-04T03:32:00Z,67.00,34.00
2025-10-04T03:37:00Z,67.00,34.00
2025-10-04T03:46:00Z,67.00,34.00
2025-10-04T03:52:00Z,67.00,34.00
2025-10-04T03:56:00Z,67.00,34.00
2025-10-04T03:57:00Z,67.00,34.00
2025-10-04T04:01:00Z,67.00,34.00
2025-10-04T04:04:00Z,67.00,34.00
2025-10-04T04:08:00Z,67.00,34.00
2025-10-04T04:16:00Z,67.00,34.00
2025-10-04T04:17:00Z,67.00,34.00
2025-10-04T04:23:00Z,67.00,34.00
2025-10-04T04:27:00Z,67.66,33.00
2025-10-04T04:30:00Z,68.00,33.00
2025-10-04T04:31:00Z,68.00,33.00
2025-10-04T04:34:00Z,68.00,33.00
2025-10-04T04:36:00Z,68.00,33.00
2025-10-04T04:40:00Z,68.00,33.00
2025-10-04T04:41:00Z,68.00,34.00
2025-10-04T04:44:00Z,68.00,34.00
2025-10-04T04:46:00Z,68.00,34.00
2025-10-04T04:48:00Z,68.00,34.00
2025-10-04T04:52:00Z,68.00,34.00
2025-10-04T04:57:00Z,68.00,34.00
2025-10-04T05:01:00Z,68.00,34.00
2025-10-04T05:03:00Z,66.00,34.00
2025-10-04T05:04:00Z,66.00,34.00
2025-10-04T05:10:00Z,68.00,34.00
2025-10-04T05:12:00Z,68.00,34.00
2025-10-04T05:16:00Z,68.00,34.00
2025-10-04T05:22:00Z,68.00,34.00
2025-10-04T05:23:00Z,68.00,34.00
2025-10-04T05:25:00Z,67.55,34.00
2025-10-04T05:26:00Z,67.55,34.00
2025-10-04T05:29:00Z,67.00,34.00
2025-10-04T05:32:00Z,66.39,34.00
2025-10-04T05:33:00Z,67.00,34.00
2025-10-04T05:34:00Z,67.00,34.00
2025-10-04T05:36:00Z,67.00,34.00
2025-10-04T05:37:00Z,67.00,34.00
2025-10-04T05:38:00Z,67.00,34.00
2025-10-04T05:39:00Z,67.00,34.00
2025-10-04T05:41:00Z,68.00,34.00
2025-10-04T05:42:00Z,68.00,36.00
2025-10-04T05:43:00Z,66.00,37.68
2025-10-04T05:44:00Z,66.00,37.68
2025-10-04T05:45:00Z,68.75,37.68
2025-10-04T05:48:00Z,68.48,37.68
2025-10-04T05:49:00Z,68.48,34.00
2025-10-04T05:50:00Z,68.48,34.00
2025-10-04T05:51:00Z,68.09,34.00
2025-10-04T05:53:00Z,68.00,34.00
2025-10-04T05:54:00Z,68.00,33.17
2025-10-04T05:58:00Z,68.00,34.00
2025-10-04T05:59:00Z,68.00,34.00
2025-10-04T06:00:00Z,68.00,34.00
2025-10-04T06:01:00Z,68.00,34.00
2025-10-04T06:05:00Z,68.00,34.00
2025-10-04T06:09:00Z,68.46,34.00
2025-10-04T06:10:00Z,68.46,34.00
2025-10-04T06:11:00Z,68.46,34.00
2025-10-04T06:12:00Z,68.46,34.00
2025-10-04T06:13:00Z,69.00,34.00
2025-10-04T06:14:00Z,69.00,34.00
2025-10-04T06:15:00Z,69.00,34.00
2025-10-04T06:16:00Z,70.00,34.00
2025-10-04T06:17:00Z,70.00,34.00
2025-10-04T06:18:00Z,70.00,34.00
2025-10-04T06:19:00Z,70.04,34.00
2025-10-04T06:20:00Z,70.12,34.00
2025-10-04T06:21:00Z,69.00,34.00
2025-10-04T06:22:00Z,69.00,34.00
2025-10-04T06:23:00Z,69.00,35.92
2025-10-04T06:24:00Z,73.00,32.96
2025-10-04T06:25:00Z,73.00,31.00
2025-10-04T06:26:00Z,70.00,29.54
2025-10-04T06:27:00Z,70.00,28.71
2025-10-04T06:28:00Z,77.08,22.68
2025-10-04T06:29:00Z,81.00,20.81
2025-10-04T06:30:00Z,79.00,27.62
2025-10-04T06:31:00Z,67.46,30.88
2025-10-04T06:32:00Z,67.00,34.10
2025-10-04T06:33:00Z,68.42,33.71
2025-10-04T06:34:00Z,63.94,37.35
2025-10-04T06:35:00Z,63.00,39.01
2025-10-04T06:36:00Z,62.65,39.27
2025-10-04T06:37:00Z,60.61,39.15
2025-10-04T06:38:00Z,64.00,39.89
2025-10-04T06:39:00Z,65.04,37.84
2025-10-04T06:40:00Z,59.35,41.00
2025-10-04T06:41:00Z,58.20,42.65
2025-10-04T06:42:00Z,55.29,46.18
2025-10-04T06:43:00Z,56.00,47.22
2025-10-04T06:44:00Z,61.84,39.18
2025-10-04T06:45:00Z,62.00,39.47
2025-10-04T06:46:00Z,62.00,40.59
2025-10-04T06:47:00Z,60.10,42.79
2025-10-04T06:48:00Z,60.00,42.94
2025-10-04T06:49:00Z,59.11,44.00
2025-10-04T06:50:00Z,59.40,42.18
2025-10-04T06:51:00Z,62.00,39.00
2025-10-04T06:52:00Z,62.66,39.00
2025-10-04T06:53:00Z,76.48,31.30
2025-10-04T06:54:00Z,76.48,32.83
2025-10-04T06:55:00Z,63.00,36.31
2025-10-04T06:56:00Z,63.00,38.00
2025-10-04T06:57:00Z,65.00,35.37
2025-10-04T06:58:00Z,64.00,36.26
2025-10-04T06:59:00Z,77.96,29.67
2025-10-04T07:00:00Z,75.00,19.63
2025-10-04T07:01:00Z,81.03,20.83
2025-10-04T07:02:00Z,81.09,25.98
2025-10-04T07:03:00Z,81.00,21.91
2025-10-04T07:04:00Z,81.00,13.23
2025-10-04T07:05:00Z,84.27,13.23
2025-10-04T07:06:00Z,83.00,15.94
