# event_ticker=KXATPMATCH-26JAN10GIRBUB
# final_score=3-6 6-4 6-2
# match_winner=Alexander Bublik
# fav_player=Alexander Bublik
# dog_player=Marcos Giron
# kalshi_date=2026-01-10
timestamp,Alexander Bublik,Marcos Giron
2026-01-09T23:48:00Z,,27.00
2026-01-09T23:50:00Z,73.00,27.00
2026-01-09T23:52:00Z,73.00,27.00
2026-01-09T23:58:00Z,73.00,27.00
2026-01-10T00:52:00Z,73.00,27.00
2026-01-10T01:26:00Z,73.00,27.00
2026-01-10T01:41:00Z,73.00,27.00
2026-01-10T03:45:00Z,73.00,27.00
2026-01-10T03:58:00Z,73.00,27.00
2026-01-10T03:59:00Z,72.00,27.00
2026-01-10T04:13:00Z,73.00,27.00
2026-01-10T04:16:00Z,73.00,27.00
2026-01-10T04:28:00Z,73.00,27.00
2026-01-10T04:36:00Z,73.00,27.00
2026-01-10T04:47:00Z,73.00,27.00
2026-01-10T04:51:00Z,73.00,26.00
2026-01-10T04:52:00Z,73.00,26.00
2026-01-10T05:00:00Z,73.00,26.00
2026-01-10T05:07:00Z,73.00,27.00
2026-01-10T05:14:00Z,73.00,27.00
2026-01-10T05:24:00Z,73.22,27.00
2026-01-10T05:26:00Z,74.00,27.00
2026-01-10T05:27:00Z,74.00,27.00
2026-01-10T05:33:00Z,74.00,27.00
2026-01-10T05:43:00Z,74.17,27.00
2026-01-10T05:44:00Z,75.00,27.00
2026-01-10T05:50:00Z,75.00,27.00
2026-01-10T05:51:00Z,75.00,27.00
2026-01-10T05:54:00Z,75.00,26.00
2026-01-10T05:56:00Z,75.00,26.00
2026-01-10T05:58:00Z,75.00,26.00
2026-01-10T06:00:00Z,75.00,26.00
2026-01-10T06:03:00Z,75.00,26.00
2026-01-10T06:09:00Z,75.00,26.00
2026-01-10T06:15:00Z,75.00,27.00
2026-01-10T06:17:00Z,75.00,27.00
2026-01-10T06:18:00Z,75.00,27.00
2026-01-10T06:19:00Z,75.00,27.00
2026-01-10T06:26:00Z,75.00,27.00
2026-01-10T06:29:00Z,75.00,26.00
2026-01-10T06:30:00Z,76.00,26.00
2026-01-10T06:35:00Z,76.00,26.00
2026-01-10T06:40:00Z,76.00,26.00
2026-01-10T06:42:00Z,76.00,26.00
2026-01-10T06:47:00Z,76.00,26.00
2026-01-10T06:48:00Z,76.00,26.00
2026-01-10T06:49:00Z,76.00,24.23
2026-01-10T06:52:00Z,74.00,24.23
2026-01-10T06:53:00Z,76.00,24.23
2026-01-10T06:54:00Z,76.00,26.00
2026-01-10T06:56:00Z,76.00,26.00
2026-01-10T06:59:00Z,76.00,26.00
2026-01-10T07:06:00Z,76.00,26.00
2026-01-10T07:11:00Z,76.00,26.00
2026-01-10T07:14:00Z,76.00,26.00
2026-01-10T07:16:00Z,76.00,26.00
2026-01-10T07:31:00Z,76.00,26.00
2026-01-10T07:36:00Z,76.00,26.00
2026-01-10T07:37:00Z,76.00,26.00
2026-01-10T07:52:00Z,76.00,26.00
2026-01-10T07:54:00Z,76.00,26.00
2026-01-10T08:03:00Z,75.00,26.00
2026-01-10T08:05:00Z,76.00,26.00
2026-01-10T08:09:00Z,76.00,26.00
2026-01-10T08:33:00Z,76.00,26.00
2026-01-10T08:34:00Z,76.00,26.00
2026-01-10T08:40:00Z,76.00,26.00
2026-01-10T08:48:00Z,76.00,26.00
2026-01-10T08:55:00Z,76.00,26.00
2026-01-10T09:03:00Z,76.00,26.00
2026-01-10T09:04:00Z,75.00,26.00
2026-01-10T09:06:00Z,75.00,26.86
2026-01-10T09:14:00Z,76.00,26.86
2026-01-10T09:17:00Z,76.00,27.00
2026-01-10T09:32:00Z,76.00,27.00
2026-01-10T09:44:00Z,76.00,26.00
2026-01-10T09:45:00Z,76.00,26.00
2026-01-10T09:48:00Z,76.00,26.00
2026-01-10T09:54:00Z,76.00,26.00
2026-01-10T09:58:00Z,76.00,25.00
2026-01-10T10:01:00Z,76.00,25.00
2026-01-10T10:05:00Z,76.00,25.00
2026-01-10T10:09:00Z,77.00,25.00
2026-01-10T10:13:00Z,77.00,25.00
2026-01-10T10:14:00Z,77.00,25.00
2026-01-10T10:16:00Z,77.00,26.00
2026-01-10T10:23:00Z,77.00,26.00
2026-01-10T10:25:00Z,77.00,26.00
2026-01-10T10:26:00Z,77.00,26.00
2026-01-10T10:27:00Z,76.89,25.97
2026-01-10T10:28:00Z,77.00,25.00
2026-01-10T10:29:00Z,77.00,24.80
2026-01-10T10:30:00Z,77.00,25.00
2026-01-10T10:31:00Z,77.00,24.42
2026-01-10T10:32:00Z,77.00,24.00
2026-01-10T10:33:00Z,77.00,24.76
2026-01-10T10:34:00Z,77.00,24.79
2026-01-10T10:35:00Z,77.00,25.00
2026-01-10T10:36:00Z,77.00,25.00
2026-01-10T10:37:00Z,77.00,25.00
2026-01-10T10:38:00Z,77.60,25.00
2026-01-10T10:39:00Z,77.60,25.00
2026-01-10T10:40:00Z,77.60,25.00
2026-01-10T10:41:00Z,76.02,24.92
2026-01-10T10:42:00Z,78.00,23.99
2026-01-10T10:43:00Z,78.00,23.99
2026-01-10T10:44:00Z,77.70,25.20
2026-01-10T10:45:00Z,75.87,25.22
2026-01-10T10:46:00Z,75.87,27.57
2026-01-10T10:47:00Z,62.03,36.87
2026-01-10T10:48:00Z,65.49,34.89
2026-01-10T10:49:00Z,72.25,28.07
2026-01-10T10:50:00Z,72.50,27.70
2026-01-10T10:51:00Z,72.44,27.68
2026-01-10T10:52:00Z,70.45,28.75
2026-01-10T10:53:00Z,70.78,30.69
2026-01-10T10:54:00Z,68.62,31.30
2026-01-10T10:55:00Z,72.49,28.79
2026-01-10T10:56:00Z,71.45,28.50
2026-01-10T10:57:00Z,71.17,29.06
2026-01-10T10:58:00Z,68.86,31.58
2026-01-10T10:59:00Z,68.29,33.20
2026-01-10T11:00:00Z,64.28,35.23
2026-01-10T11:01:00Z,56.52,41.17
2026-01-10T11:02:00Z,52.21,47.76
2026-01-10T11:03:00Z,47.87,52.69
2026-01-10T11:04:00Z,48.38,54.21
2026-01-10T11:05:00Z,42.58,58.50
2026-01-10T11:06:00Z,43.72,56.66
2026-01-10T11:07:00Z,42.96,57.37
2026-01-10T11:08:00Z,46.52,52.64
2026-01-10T11:09:00Z,48.24,52.44
2026-01-10T11:10:00Z,45.32,55.03
2026-01-10T11:11:00Z,45.49,55.03
2026-01-10T11:12:00Z,45.00,56.87
2026-01-10T11:13:00Z,42.59,57.44
2026-01-10T11:14:00Z,43.80,57.84
2026-01-10T11:15:00Z,42.67,57.50
2026-01-10T11:16:00Z,43.16,54.47
2026-01-10T11:17:00Z,49.39,52.98
2026-01-10T11:18:00Z,43.41,55.98
2026-01-10T11:19:00Z,42.06,59.35
2026-01-10T11:20:00Z,36.06,64.95
2026-01-10T11:21:00Z,33.20,67.49
2026-01-10T11:22:00Z,29.94,69.28
2026-01-10T11:23:00Z,30.51,70.06
2026-01-10T11:24:00Z,30.88,73.94
2026-01-10T11:25:00Z,27.92,73.14
2026-01-10T11:26:00Z,28.56,73.12
2026-01-10T11:27:00Z,34.37,65.55
2026-01-10T11:28:00Z,47.18,54.07
2026-01-10T11:29:00Z,48.70,53.28
2026-01-10T11:30:00Z,42.46,58.00
2026-01-10T11:31:00Z,49.71,51.55
2026-01-10T11:32:00Z,52.09,48.71
2026-01-10T11:33:00Z,58.13,44.84
2026-01-10T11:34:00Z,50.64,49.28
