# event_ticker=KXATPMATCH-26JAN10GIRBUB
# final_score=3-6 6-4 6-2
# match_winner=Alexander Bublik
# fav_player=Alexander Bublik
# dog_player=Marcos Giron
# kalshi_date=2026-01-10
timestamp,Alexander Bublik,Marcos Giron
2026-01-10T11:35:00Z,51.18,49.82
2026-01-10T11:36:00Z,50.64,49.43
2026-01-10T11:37:00Z,51.03,50.00
2026-01-10T11:38:00Z,50.14,49.72
2026-01-10T11:39:00Z,52.13,47.47
2026-01-10T11:40:00Z,51.52,49.43
2026-01-10T11:41:00Z,51.25,48.78
2026-01-10T11:42:00Z,51.95,48.99
2026-01-10T11:43:00Z,54.85,48.93
2026-01-10T11:44:00Z,55.87,44.02
2026-01-10T11:45:00Z,54.59,44.53
2026-01-10T11:46:00Z,56.80,43.20
2026-01-10T11:47:00Z,53.64,46.00
2026-01-10T11:48:00Z,55.43,44.94
2026-01-10T11:49:00Z,58.16,39.25
2026-01-10T11:50:00Z,61.42,38.88
2026-01-10T11:51:00Z,60.21,40.16
2026-01-10T11:52:00Z,63.89,39.84
2026-01-10T11:53:00Z,59.87,40.80
2026-01-10T11:54:00Z,60.36,41.72
2026-01-10T11:55:00Z,57.12,50.43
2026-01-10T11:56:00Z,51.56,51.75
2026-01-10T11:57:00Z,56.46,45.81
2026-01-10T11:58:00Z,59.66,47.94
2026-01-10T11:59:00Z,56.95,42.19
2026-01-10T12:00:00Z,60.81,40.47
2026-01-10T12:01:00Z,61.53,39.59
2026-01-10T12:02:00Z,61.55,39.68
2026-01-10T12:03:00Z,59.66,41.03
2026-01-10T12:04:00Z,60.05,40.43
2026-01-10T12:05:00Z,64.94,34.81
2026-01-10T12:06:00Z,77.68,21.99
2026-01-10T12:07:00Z,84.81,15.29
2026-01-10T12:08:00Z,88.27,10.64
2026-01-10T12:09:00Z,88.07,11.99
2026-01-10T12:10:00Z,87.10,12.41
2026-01-10T12:11:00Z,88.76,11.16
2026-01-10T12:12:00Z,86.89,13.32
2026-01-10T12:13:00Z,87.92,12.90
2026-01-10T12:14:00Z,87.80,12.89
2026-01-10T12:15:00Z,91.20,9.58
2026-01-10T12:16:00Z,91.50,8.53
2026-01-10T12:17:00Z,90.25,10.91
2026-01-10T12:18:00Z,88.99,10.78
2026-01-10T12:19:00Z,87.76,10.86
2026-01-10T12:20:00Z,93.40,8.79
2026-01-10T12:21:00Z,93.90,6.04
2026-01-10T12:22:00Z,93.33,7.44
2026-01-10T12:23:00Z,98.06,2.26
2026-01-10T12:24:00Z,99.00,1.00
2026-01-10T12:25:00Z,99.00,1.00
2026-01-10T12:26:00Z,99.00,1.00
2026-01-10T12:27:00Z,99.00,1.00
2026-01-10T12:28:00Z,99.00,1.00
2026-01-10T12:29:00Z,99.00,1.00
2026-01-10T12:30:00Z,99.00,1.00
2026-01-10T12:31:00Z,99.00,1.00
2026-01-10T12:32:00Z,99.00,1.00
