# event_ticker=KXATPCHALLENGERMATCH-26APR09SCHSAF
# final_score=6-3 6-4
# match_winner=Joel Schwaerzler
# fav_player=Joel Schwaerzler
# dog_player=Roman Safiullin
# kalshi_date=2026-04-09
timestamp,Joel Schwaerzler,Roman Safiullin
2026-04-09T14:23:00Z,42.00,61.00
2026-04-09T14:27:00Z,42.00,61.00
2026-04-09T14:28:00Z,42.00,61.00
2026-04-09T14:29:00Z,42.00,61.00
2026-04-09T14:33:00Z,42.35,60.00
2026-04-09T14:34:00Z,42.35,59.00
2026-04-09T14:35:00Z,42.35,60.00
2026-04-09T14:36:00Z,42.35,60.00
2026-04-09T14:37:00Z,42.35,60.00
2026-04-09T14:41:00Z,41.99,59.65
2026-04-09T14:43:00Z,41.99,58.00
2026-04-09T14:44:00Z,41.99,58.00
2026-04-09T14:45:00Z,41.99,58.00
2026-04-09T14:46:00Z,41.99,58.00
2026-04-09T14:47:00Z,41.99,60.48
2026-04-09T14:48:00Z,41.99,60.73
2026-04-09T14:49:00Z,40.00,61.00
2026-04-09T14:50:00Z,41.00,61.00
2026-04-09T14:54:00Z,41.00,61.00
2026-04-09T14:56:00Z,41.00,61.00
2026-04-09T15:00:00Z,41.00,61.00
2026-04-09T15:03:00Z,41.00,61.00
2026-04-09T15:05:00Z,40.29,60.00
2026-04-09T15:06:00Z,42.00,60.00
2026-04-09T15:07:00Z,41.00,59.00
2026-04-09T15:08:00Z,42.57,58.90
2026-04-09T15:09:00Z,40.97,59.44
2026-04-09T15:10:00Z,43.35,58.00
2026-04-09T15:11:00Z,44.95,57.27
2026-04-09T15:12:00Z,45.61,55.20
2026-04-09T15:13:00Z,42.93,57.03
2026-04-09T15:14:00Z,44.31,57.00
2026-04-09T15:15:00Z,42.23,54.52
2026-04-09T15:16:00Z,43.70,55.93
2026-04-09T15:17:00Z,42.33,56.09
2026-04-09T15:18:00Z,45.00,56.00
2026-04-09T15:19:00Z,44.99,57.62
2026-04-09T15:20:00Z,48.07,51.60
2026-04-09T15:21:00Z,58.71,44.28
2026-04-09T15:22:00Z,60.96,39.83
2026-04-09T15:23:00Z,66.55,33.58
2026-04-09T15:24:00Z,68.00,32.00
2026-04-09T15:25:00Z,67.81,31.53
2026-04-09T15:26:00Z,67.42,32.08
2026-04-09T15:27:00Z,67.24,32.15
2026-04-09T15:28:00Z,63.61,36.57
2026-04-09T15:29:00Z,59.62,43.56
2026-04-09T15:30:00Z,60.30,41.21
2026-04-09T15:31:00Z,66.68,32.12
2026-04-09T15:32:00Z,70.00,31.87
2026-04-09T15:33:00Z,68.00,31.28
2026-04-09T15:34:00Z,68.73,33.00
2026-04-09T15:35:00Z,67.15,32.11
2026-04-09T15:36:00Z,70.73,33.12
2026-04-09T15:37:00Z,69.66,32.47
2026-04-09T15:38:00Z,66.77,33.59
2026-04-09T15:39:00Z,67.10,33.71
2026-04-09T15:40:00Z,71.51,33.71
2026-04-09T15:41:00Z,72.00,30.90
2026-04-09T15:42:00Z,70.59,31.00
2026-04-09T15:43:00Z,71.96,30.99
2026-04-09T15:44:00Z,71.11,30.26
2026-04-09T15:45:00Z,74.14,26.77
2026-04-09T15:46:00Z,77.75,21.16
2026-04-09T15:47:00Z,79.93,16.55
2026-04-09T15:48:00Z,85.98,14.09
2026-04-09T15:49:00Z,87.41,12.28
2026-04-09T15:50:00Z,87.55,12.43
2026-04-09T15:51:00Z,89.97,10.00
2026-04-09T15:52:00Z,89.28,10.43
2026-04-09T15:53:00Z,87.99,12.90
2026-04-09T15:54:00Z,88.00,12.97
2026-04-09T15:55:00Z,87.81,11.62
2026-04-09T15:56:00Z,88.89,10.72
2026-04-09T15:57:00Z,90.94,9.16
2026-04-09T15:58:00Z,91.37,8.96
2026-04-09T15:59:00Z,89.00,11.38
2026-04-09T16:00:00Z,88.94,11.97
2026-04-09T16:01:00Z,88.93,12.58
2026-04-09T16:02:00Z,90.00,9.77
2026-04-09T16:03:00Z,92.94,7.93
2026-04-09T16:04:00Z,93.64,7.83
2026-04-09T16:05:00Z,92.98,7.33
2026-04-09T16:06:00Z,91.07,8.98
2026-04-09T16:07:00Z,92.00,8.87
2026-04-09T16:08:00Z,88.92,12.69
2026-04-09T16:09:00Z,89.13,10.67
2026-04-09T16:10:00Z,90.03,8.46
2026-04-09T16:11:00Z,93.70,7.86
2026-04-09T16:12:00Z,84.47,14.53
2026-04-09T16:13:00Z,89.47,11.47
2026-04-09T16:14:00Z,95.93,5.29
2026-04-09T16:15:00Z,94.02,6.00
2026-04-09T16:16:00Z,95.13,5.98
2026-04-09T16:17:00Z,93.97,6.15
2026-04-09T16:18:00Z,97.49,2.59
2026-04-09T16:19:00Z,98.94,1.36
2026-04-09T16:20:00Z,98.24,2.24
2026-04-09T16:21:00Z,99.00,2.24
2026-04-09T16:22:00Z,99.00,2.24
