# event_ticker=KXATPMATCH-25OCT15HIJCOB
# final_score=6-4 7-5
# match_winner=Flavio Cobolli
# fav_player=Flavio Cobolli
# dog_player=Rinky Hijikata
# kalshi_date=2025-10-15
timestamp,Flavio Cobolli,Rinky Hijikata
2025-10-14T23:02:00Z,70.00,
2025-10-14T23:11:00Z,70.00,31.00
2025-10-14T23:15:00Z,70.00,31.00
2025-10-15T00:41:00Z,69.00,31.00
2025-10-15T01:34:00Z,69.00,31.00
2025-10-15T02:01:00Z,69.00,32.00
2025-10-15T02:29:00Z,69.00,32.00
2025-10-15T02:43:00Z,69.00,32.00
2025-10-15T02:55:00Z,69.00,32.00
2025-10-15T03:02:00Z,69.00,32.00
2025-10-15T03:05:00Z,69.00,32.00
2025-10-15T03:08:00Z,69.00,32.00
2025-10-15T03:15:00Z,69.00,32.00
2025-10-15T03:20:00Z,69.00,32.00
2025-10-15T03:46:00Z,68.00,32.00
2025-10-15T03:48:00Z,68.00,32.00
2025-10-15T04:00:00Z,69.00,32.00
2025-10-15T04:12:00Z,69.00,32.00
2025-10-15T04:18:00Z,69.00,32.00
2025-10-15T04:26:00Z,69.00,32.00
2025-10-15T04:28:00Z,69.00,32.00
2025-10-15T04:36:00Z,69.00,32.00
2025-10-15T04:39:00Z,69.00,32.00
2025-10-15T04:40:00Z,70.00,32.00
2025-10-15T04:42:00Z,70.00,31.00
2025-10-15T04:46:00Z,70.00,31.00
2025-10-15T04:58:00Z,67.50,32.00
2025-10-15T04:59:00Z,66.84,32.37
2025-10-15T05:01:00Z,66.00,32.37
2025-10-15T05:08:00Z,66.00,35.00
2025-10-15T05:09:00Z,66.00,35.00
2025-10-15T05:12:00Z,65.00,35.00
2025-10-15T05:13:00Z,65.00,35.00
2025-10-15T05:18:00Z,66.00,35.00
2025-10-15T05:21:00Z,66.00,34.93
2025-10-15T05:24:00Z,67.00,34.93
2025-10-15T05:28:00Z,67.00,33.00
2025-10-15T05:29:00Z,67.00,33.80
2025-10-15T05:42:00Z,67.00,33.80
2025-10-15T05:44:00Z,67.00,33.80
2025-10-15T05:45:00Z,67.00,34.00
2025-10-15T05:47:00Z,67.00,34.00
2025-10-15T05:51:00Z,67.00,34.00
2025-10-15T05:58:00Z,67.00,34.00
2025-10-15T05:59:00Z,67.00,34.00
2025-10-15T06:02:00Z,67.00,34.00
2025-10-15T06:08:00Z,67.00,34.00
2025-10-15T06:12:00Z,67.00,34.00
2025-10-15T06:47:00Z,67.00,34.00
2025-10-15T06:49:00Z,67.00,33.00
2025-10-15T06:57:00Z,67.00,33.00
2025-10-15T06:58:00Z,67.00,33.00
2025-10-15T07:11:00Z,67.00,33.00
2025-10-15T07:12:00Z,67.00,33.00
2025-10-15T07:25:00Z,67.00,33.00
2025-10-15T07:29:00Z,67.00,33.00
2025-10-15T07:33:00Z,67.00,33.00
2025-10-15T07:37:00Z,67.00,33.00
2025-10-15T07:39:00Z,67.00,33.00
2025-10-15T07:40:00Z,67.00,33.00
2025-10-15T07:42:00Z,67.00,33.00
2025-10-15T07:46:00Z,67.00,33.00
2025-10-15T07:50:00Z,67.00,33.00
2025-10-15T07:55:00Z,67.00,33.00
2025-10-15T07:57:00Z,67.00,33.00
2025-10-15T07:58:00Z,67.00,33.00
2025-10-15T08:02:00Z,66.00,33.33
2025-10-15T08:04:00Z,67.00,33.33
2025-10-15T08:07:00Z,67.00,33.33
2025-10-15T08:11:00Z,67.00,33.00
2025-10-15T08:12:00Z,67.00,33.00
2025-10-15T08:16:00Z,67.00,33.00
2025-10-15T08:20:00Z,67.00,33.00
2025-10-15T08:22:00Z,67.00,33.00
2025-10-15T08:29:00Z,67.00,33.00
2025-10-15T08:31:00Z,67.00,33.00
2025-10-15T08:36:00Z,67.00,33.00
2025-10-15T08:43:00Z,68.00,33.00
2025-10-15T08:44:00Z,68.00,33.00
2025-10-15T08:45:00Z,68.00,33.44
2025-10-15T08:46:00Z,68.00,33.00
2025-10-15T08:50:00Z,68.00,33.44
2025-10-15T08:52:00Z,68.00,33.44
2025-10-15T08:53:00Z,68.00,33.44
2025-10-15T08:55:00Z,68.00,33.44
2025-10-15T08:56:00Z,68.00,33.44
2025-10-15T09:05:00Z,68.00,33.00
2025-10-15T09:08:00Z,68.00,33.00
2025-10-15T09:09:00Z,69.00,33.00
2025-10-15T09:10:00Z,69.00,33.00
2025-10-15T09:15:00Z,69.00,33.00
2025-10-15T09:16:00Z,69.00,33.00
2025-10-15T09:19:00Z,69.00,33.00
2025-10-15T09:24:00Z,69.00,33.00
2025-10-15T09:26:00Z,69.00,33.00
2025-10-15T09:27:00Z,69.00,33.00
2025-10-15T09:29:00Z,69.00,33.00
2025-10-15T09:30:00Z,69.00,33.00
2025-10-15T09:31:00Z,69.00,33.00
2025-10-15T09:32:00Z,69.00,33.00
2025-10-15T09:33:00Z,69.00,33.00
2025-10-15T09:39:00Z,69.00,33.00
2025-10-15T09:41:00Z,69.00,32.00
2025-10-15T09:42:00Z,69.00,32.00
2025-10-15T09:51:00Z,69.00,32.00
2025-10-15T09:52:00Z,69.00,32.00
2025-10-15T09:53:00Z,69.00,33.00
2025-10-15T09:54:00Z,69.00,33.00
2025-10-15T09:55:00Z,69.00,33.00
2025-10-15T09:57:00Z,66.67,33.00
2025-10-15T09:58:00Z,69.00,33.00
2025-10-15T10:01:00Z,69.00,33.00
2025-10-15T10:02:00Z,69.00,33.00
2025-10-15T10:08:00Z,69.00,33.00
2025-10-15T10:10:00Z,69.00,33.00
2025-10-15T10:11:00Z,66.10,33.00
2025-10-15T10:15:00Z,69.00,33.00
2025-10-15T10:16:00Z,69.00,33.00
2025-10-15T10:18:00Z,69.00,33.00
2025-10-15T10:21:00Z,69.00,33.00
2025-10-15T10:24:00Z,69.00,33.81
2025-10-15T10:25:00Z,69.00,33.00
2025-10-15T10:26:00Z,66.42,33.00
2025-10-15T10:28:00Z,68.00,33.00
2025-10-15T10:29:00Z,68.00,33.06
2025-10-15T10:31:00Z,69.00,33.00
2025-10-15T10:32:00Z,69.00,33.00
2025-10-15T10:33:00Z,69.00,33.00
2025-10-15T10:34:00Z,69.00,33.00
2025-10-15T10:35:00Z,69.00,33.00
2025-10-15T10:36:00Z,69.00,33.77
2025-10-15T10:37:00Z,68.00,33.77
2025-10-15T10:38:00Z,68.00,33.00
2025-10-15T10:39:00Z,68.00,33.45
2025-10-15T10:40:00Z,68.00,34.00
2025-10-15T10:41:00Z,68.01,33.79
2025-10-15T10:42:00Z,69.65,30.24
2025-10-15T10:43:00Z,76.00,25.56
2025-10-15T10:44:00Z,77.46,23.52
2025-10-15T10:45:00Z,76.00,30.00
2025-10-15T10:46:00Z,73.00,30.00
2025-10-15T10:47:00Z,77.35,23.49
2025-10-15T10:48:00Z,80.70,20.89
2025-10-15T10:49:00Z,79.12,20.00
2025-10-15T10:50:00Z,79.12,22.92
2025-10-15T10:51:00Z,77.00,24.00
