# event_ticker=KXATPMATCH-26FEB23ECHMPE
# final_score=7-6(3) 6-7(3) 7-6(4)
# score_resolution=7-6 6-7 7-6
# match_winner=Giovanni Mpetshi Perricard
# fav_player=Giovanni Mpetshi Perricard
# dog_player=Moez Echargui
# kalshi_date=2026-02-23
timestamp,Giovanni Mpetshi Perricard,Moez Echargui
2026-02-22T23:03:00Z,81.00,
2026-02-22T23:10:00Z,81.00,
2026-02-22T23:17:00Z,78.00,
2026-02-22T23:56:00Z,78.00,21.74
2026-02-23T00:00:00Z,81.00,21.74
2026-02-23T00:07:00Z,81.00,21.74
2026-02-23T00:41:00Z,80.00,21.74
2026-02-23T00:57:00Z,80.00,21.74
2026-02-23T01:06:00Z,80.00,21.74
2026-02-23T01:07:00Z,80.00,22.00
2026-02-23T01:36:00Z,80.00,22.00
2026-02-23T01:54:00Z,80.00,23.00
2026-02-23T01:59:00Z,80.00,23.00
2026-02-23T02:04:00Z,80.00,23.00
2026-02-23T02:07:00Z,80.00,23.00
2026-02-23T02:08:00Z,80.58,23.00
2026-02-23T02:10:00Z,81.00,23.00
2026-02-23T02:13:00Z,81.00,21.00
2026-02-23T02:14:00Z,79.63,21.00
2026-02-23T02:15:00Z,78.00,22.00
2026-02-23T02:18:00Z,77.00,22.00
2026-02-23T02:23:00Z,78.00,22.00
2026-02-23T02:34:00Z,78.00,22.00
2026-02-23T02:39:00Z,78.00,22.00
2026-02-23T02:43:00Z,78.00,22.00
2026-02-23T02:52:00Z,78.00,22.00
2026-02-23T02:53:00Z,78.00,22.00
2026-02-23T02:54:00Z,78.00,22.00
2026-02-23T02:55:00Z,78.00,22.00
2026-02-23T03:02:00Z,78.00,22.00
2026-02-23T03:16:00Z,80.00,22.00
2026-02-23T03:17:00Z,80.00,22.00
2026-02-23T03:20:00Z,80.00,22.00
2026-02-23T03:22:00Z,80.00,22.00
2026-02-23T03:24:00Z,80.00,22.00
2026-02-23T03:26:00Z,80.00,22.00
2026-02-23T03:28:00Z,80.00,22.00
2026-02-23T03:29:00Z,80.00,22.00
2026-02-23T03:36:00Z,80.00,22.00
2026-02-23T03:40:00Z,77.00,21.07
2026-02-23T03:42:00Z,80.00,21.07
2026-02-23T03:46:00Z,80.00,21.07
2026-02-23T03:51:00Z,80.00,22.00
2026-02-23T03:58:00Z,80.00,22.00
2026-02-23T03:59:00Z,80.00,22.00
2026-02-23T04:03:00Z,80.00,22.00
2026-02-23T04:07:00Z,80.00,22.00
2026-02-23T04:12:00Z,80.00,22.00
2026-02-23T04:13:00Z,80.00,22.00
2026-02-23T04:16:00Z,80.00,22.00
2026-02-23T04:24:00Z,80.00,22.00
2026-02-23T04:26:00Z,80.00,22.00
2026-02-23T04:30:00Z,80.00,22.00
2026-02-23T04:35:00Z,80.00,22.00
2026-02-23T04:39:00Z,80.00,22.00
2026-02-23T04:40:00Z,80.00,22.00
2026-02-23T04:41:00Z,80.00,22.00
2026-02-23T04:42:00Z,80.00,22.00
2026-02-23T04:44:00Z,80.00,22.00
2026-02-23T04:49:00Z,80.00,22.00
2026-02-23T04:51:00Z,80.00,22.00
2026-02-23T04:52:00Z,80.00,22.00
2026-02-23T04:54:00Z,80.00,21.00
2026-02-23T04:55:00Z,79.63,21.00
2026-02-23T04:56:00Z,79.63,22.00
2026-02-23T04:59:00Z,79.63,22.00
2026-02-23T05:01:00Z,80.00,22.00
2026-02-23T05:03:00Z,77.33,22.00
2026-02-23T05:04:00Z,80.00,22.00
2026-02-23T05:07:00Z,80.00,22.00
2026-02-23T05:08:00Z,80.00,22.00
2026-02-23T05:10:00Z,80.00,21.00
2026-02-23T05:12:00Z,80.37,21.00
2026-02-23T05:14:00Z,81.00,21.00
2026-02-23T05:15:00Z,81.00,21.00
2026-02-23T05:16:00Z,81.00,20.00
2026-02-23T05:19:00Z,81.00,20.00
2026-02-23T05:22:00Z,81.00,20.00
2026-02-23T05:23:00Z,81.00,20.00
2026-02-23T05:25:00Z,81.00,21.00
2026-02-23T05:26:00Z,81.00,21.00
2026-02-23T05:28:00Z,81.00,21.00
2026-02-23T05:29:00Z,81.00,21.00
2026-02-23T05:31:00Z,81.00,21.00
2026-02-23T05:32:00Z,81.00,21.00
2026-02-23T05:35:00Z,81.00,21.00
2026-02-23T05:38:00Z,81.00,21.00
2026-02-23T05:42:00Z,81.00,21.00
2026-02-23T05:48:00Z,80.00,21.00
2026-02-23T05:51:00Z,80.00,21.00
2026-02-23T05:52:00Z,80.00,21.00
2026-02-23T05:53:00Z,78.00,21.00
2026-02-23T05:54:00Z,80.00,21.00
2026-02-23T05:55:00Z,80.00,21.00
2026-02-23T05:58:00Z,80.00,21.00
2026-02-23T06:03:00Z,80.00,21.00
2026-02-23T06:11:00Z,80.51,21.00
2026-02-23T06:16:00Z,81.00,21.00
2026-02-23T06:17:00Z,81.00,21.00
2026-02-23T06:23:00Z,79.00,21.00
2026-02-23T06:24:00Z,81.00,21.00
2026-02-23T06:25:00Z,81.00,21.00
2026-02-23T06:31:00Z,81.00,21.00
2026-02-23T06:35:00Z,81.00,21.00
2026-02-23T06:41:00Z,81.00,21.00
2026-02-23T06:43:00Z,81.00,21.00
2026-02-23T06:47:00Z,81.00,21.00
2026-02-23T06:51:00Z,81.00,21.00
2026-02-23T06:53:00Z,81.00,21.00
2026-02-23T06:56:00Z,81.00,21.00
