# event_ticker=KXATPCHALLENGERMATCH-26MAY01BERHUR
# final_score=4-6 6-3 6-4
# match_winner=Hubert Hurkacz
# fav_player=Hubert Hurkacz
# dog_player=Matteo Berrettini
# kalshi_date=2026-05-01
timestamp,Matteo Berrettini,Hubert Hurkacz
2026-05-01T04:52:00Z,46.00,
2026-05-01T04:56:00Z,46.00,56.00
2026-05-01T04:57:00Z,46.00,56.00
2026-05-01T05:00:00Z,46.00,56.00
2026-05-01T05:04:00Z,47.00,56.00
2026-05-01T05:11:00Z,46.00,56.00
2026-05-01T05:15:00Z,46.00,55.15
2026-05-01T05:18:00Z,47.00,55.15
2026-05-01T05:21:00Z,47.00,55.15
2026-05-01T05:23:00Z,47.00,55.00
2026-05-01T05:36:00Z,47.00,55.00
2026-05-01T05:48:00Z,47.00,55.00
2026-05-01T05:51:00Z,47.00,55.00
2026-05-01T05:52:00Z,47.00,55.00
2026-05-01T06:04:00Z,47.00,55.00
2026-05-01T06:10:00Z,47.00,55.00
2026-05-01T06:15:00Z,47.00,55.00
2026-05-01T06:21:00Z,47.00,55.00
2026-05-01T06:22:00Z,47.00,55.30
2026-05-01T06:23:00Z,47.00,56.00
2026-05-01T06:25:00Z,47.00,56.00
2026-05-01T06:29:00Z,47.00,56.00
2026-05-01T06:30:00Z,47.00,56.00
2026-05-01T06:35:00Z,47.00,56.00
2026-05-01T06:39:00Z,46.00,56.00
2026-05-01T06:44:00Z,46.00,56.00
2026-05-01T06:56:00Z,46.00,56.00
2026-05-01T06:57:00Z,46.00,56.00
2026-05-01T07:04:00Z,46.00,56.00
2026-05-01T07:09:00Z,46.00,56.00
2026-05-01T07:11:00Z,46.00,56.00
2026-05-01T07:24:00Z,46.00,56.00
2026-05-01T07:25:00Z,46.00,56.00
2026-05-01T07:26:00Z,44.00,56.00
2026-05-01T07:29:00Z,44.00,56.00
2026-05-01T07:46:00Z,44.00,54.00
2026-05-01T07:50:00Z,49.18,54.00
2026-05-01T07:52:00Z,50.00,54.00
2026-05-01T07:55:00Z,50.00,54.00
2026-05-01T07:57:00Z,50.00,51.00
2026-05-01T07:58:00Z,50.00,50.00
2026-05-01T07:59:00Z,50.00,50.00
2026-05-01T08:05:00Z,50.00,50.00
2026-05-01T08:13:00Z,50.00,51.00
2026-05-01T08:15:00Z,50.00,51.00
2026-05-01T08:24:00Z,50.00,52.00
2026-05-01T08:27:00Z,50.00,52.00
2026-05-01T08:42:00Z,50.00,52.00
2026-05-01T08:44:00Z,50.00,52.00
2026-05-01T08:56:00Z,50.00,51.00
2026-05-01T09:00:00Z,50.00,51.00
2026-05-01T09:02:00Z,50.00,51.00
2026-05-01T09:12:00Z,50.00,51.00
2026-05-01T09:18:00Z,50.00,51.00
2026-05-01T09:20:00Z,50.00,51.35
2026-05-01T09:22:00Z,50.00,52.00
2026-05-01T09:24:00Z,50.00,52.00
2026-05-01T09:37:00Z,50.00,52.00
2026-05-01T09:56:00Z,50.00,52.00
2026-05-01T10:09:00Z,50.00,52.00
2026-05-01T10:11:00Z,50.00,52.00
2026-05-01T10:17:00Z,50.00,52.00
2026-05-01T10:24:00Z,50.00,52.00
2026-05-01T10:27:00Z,50.00,51.00
2026-05-01T10:30:00Z,50.00,51.00
2026-05-01T10:32:00Z,50.00,51.00
2026-05-01T10:36:00Z,50.00,52.00
2026-05-01T10:37:00Z,50.00,52.00
2026-05-01T10:43:00Z,50.00,52.00
2026-05-01T10:50:00Z,50.00,52.00
2026-05-01T10:51:00Z,50.00,52.00
2026-05-01T10:56:00Z,49.00,52.00
2026-05-01T10:57:00Z,49.00,52.00
2026-05-01T10:58:00Z,50.00,52.00
2026-05-01T11:00:00Z,49.00,52.00
2026-05-01T11:05:00Z,50.00,52.00
2026-05-01T11:08:00Z,50.00,52.00
2026-05-01T11:11:00Z,50.00,52.00
2026-05-01T11:12:00Z,50.00,51.00
2026-05-01T11:14:00Z,50.00,51.00
2026-05-01T11:17:00Z,50.00,51.00
2026-05-01T11:23:00Z,50.00,51.00
2026-05-01T11:24:00Z,50.00,51.00
2026-05-01T11:25:00Z,50.00,51.00
2026-05-01T11:26:00Z,50.00,51.00
2026-05-01T11:30:00Z,50.00,51.00
2026-05-01T11:32:00Z,50.00,51.00
2026-05-01T11:38:00Z,50.00,51.00
2026-05-01T11:39:00Z,50.00,51.00
2026-05-01T11:42:00Z,50.00,51.23
2026-05-01T11:51:00Z,50.00,51.23
2026-05-01T11:56:00Z,50.00,52.00
2026-05-01T11:57:00Z,48.53,52.00
2026-05-01T12:00:00Z,49.00,52.00
2026-05-01T12:04:00Z,49.00,52.00
2026-05-01T12:06:00Z,49.00,52.00
2026-05-01T12:07:00Z,49.00,52.00
2026-05-01T12:08:00Z,49.00,52.00
2026-05-01T12:10:00Z,49.00,52.00
2026-05-01T12:15:00Z,49.00,52.00
2026-05-01T12:16:00Z,49.00,52.00
2026-05-01T12:18:00Z,49.00,52.00
2026-05-01T12:22:00Z,49.00,52.00
2026-05-01T12:23:00Z,49.00,52.00
2026-05-01T12:25:00Z,49.00,52.00
2026-05-01T12:27:00Z,50.00,52.00
2026-05-01T12:28:00Z,49.00,52.00
2026-05-01T12:29:00Z,50.00,52.00
2026-05-01T12:31:00Z,50.00,52.00
2026-05-01T12:32:00Z,50.00,52.00
2026-05-01T12:39:00Z,50.00,52.00
2026-05-01T12:41:00Z,50.00,52.00
2026-05-01T12:42:00Z,50.00,52.00
2026-05-01T12:44:00Z,50.00,52.00
2026-05-01T12:47:00Z,50.00,52.00
2026-05-01T12:48:00Z,50.00,51.00
2026-05-01T12:51:00Z,50.00,52.00
2026-05-01T12:54:00Z,50.00,52.00
2026-05-01T12:55:00Z,50.00,52.00
2026-05-01T12:59:00Z,50.00,52.00
2026-05-01T13:00:00Z,49.80,52.00
2026-05-01T13:03:00Z,49.80,52.00
2026-05-01T13:05:00Z,49.80,52.00
2026-05-01T13:12:00Z,49.80,52.00
2026-05-01T13:17:00Z,49.80,52.00
2026-05-01T13:19:00Z,49.80,52.00
2026-05-01T13:24:00Z,50.00,52.00
2026-05-01T13:25:00Z,50.00,52.00
2026-05-01T13:26:00Z,50.00,52.00
2026-05-01T13:32:00Z,50.00,52.00
2026-05-01T13:33:00Z,50.00,52.00
2026-05-01T13:39:00Z,50.00,52.00
2026-05-01T13:40:00Z,50.00,52.00
2026-05-01T13:42:00Z,50.00,52.00
2026-05-01T13:43:00Z,50.00,52.00
2026-05-01T13:44:00Z,50.00,52.00
2026-05-01T13:45:00Z,50.00,52.00
2026-05-01T13:46:00Z,50.00,52.00
2026-05-01T13:47:00Z,50.00,52.29
2026-05-01T13:48:00Z,50.00,52.00
2026-05-01T13:50:00Z,50.00,52.17
2026-05-01T13:51:00Z,50.00,52.00
2026-05-01T13:52:00Z,50.00,52.00
2026-05-01T13:53:00Z,50.00,52.00
2026-05-01T13:54:00Z,50.00,52.00
2026-05-01T13:56:00Z,50.00,52.83
2026-05-01T13:57:00Z,50.00,53.00
2026-05-01T13:58:00Z,50.00,53.00
2026-05-01T13:59:00Z,50.00,53.00
2026-05-01T14:00:00Z,50.00,53.00
2026-05-01T14:01:00Z,48.23,53.00
2026-05-01T14:02:00Z,48.23,53.00
2026-05-01T14:03:00Z,48.00,53.00
2026-05-01T14:04:00Z,48.00,53.00
2026-05-01T14:06:00Z,48.00,53.00
2026-05-01T14:08:00Z,48.00,53.00
2026-05-01T14:09:00Z,48.00,53.00
2026-05-01T14:10:00Z,48.00,53.31
2026-05-01T14:11:00Z,48.00,53.00
2026-05-01T14:12:00Z,48.00,53.00
2026-05-01T14:13:00Z,48.00,53.00
2026-05-01T14:14:00Z,48.00,53.00
2026-05-01T14:15:00Z,48.00,53.00
2026-05-01T14:16:00Z,47.00,53.00
2026-05-01T14:17:00Z,48.00,53.00
2026-05-01T14:18:00Z,47.00,53.00
2026-05-01T14:21:00Z,48.00,53.00
2026-05-01T14:22:00Z,48.00,53.00
2026-05-01T14:23:00Z,48.00,53.00
2026-05-01T14:24:00Z,48.00,53.00
2026-05-01T14:25:00Z,48.00,53.00
2026-05-01T14:26:00Z,48.00,53.00
2026-05-01T14:27:00Z,48.00,53.00
2026-05-01T14:28:00Z,48.00,53.00
2026-05-01T14:29:00Z,48.00,53.00
2026-05-01T14:30:00Z,48.00,53.00
2026-05-01T14:31:00Z,48.00,53.26
2026-05-01T14:33:00Z,48.00,53.26
2026-05-01T14:34:00Z,48.00,53.00
2026-05-01T14:35:00Z,48.00,53.00
2026-05-01T14:36:00Z,48.00,53.00
2026-05-01T14:37:00Z,48.00,53.00
2026-05-01T14:38:00Z,48.00,53.00
2026-05-01T14:39:00Z,48.74,53.00
2026-05-01T14:40:00Z,48.00,53.00
2026-05-01T14:41:00Z,49.00,53.00
2026-05-01T14:42:00Z,49.00,53.52
2026-05-01T14:43:00Z,48.00,54.00
2026-05-01T14:44:00Z,48.00,53.00
2026-05-01T14:45:00Z,48.00,53.00
2026-05-01T14:47:00Z,48.00,53.00
2026-05-01T14:48:00Z,48.00,53.00
