# event_ticker=KXATPCHALLENGERMATCH-26MAR13CECMAR
# final_score=7-6(7) 6-3
# score_resolution=7-6 6-3
# match_winner=Marco Cecchinato
# fav_player=Marco Cecchinato
# dog_player=Andrej Martin
# kalshi_date=2026-03-13
timestamp,Marco Cecchinato,Andrej Martin
2026-03-13T00:57:00Z,70.00,
2026-03-13T00:59:00Z,70.00,
2026-03-13T02:41:00Z,70.00,
2026-03-13T03:24:00Z,70.00,
2026-03-13T03:26:00Z,70.00,
2026-03-13T04:03:00Z,70.00,
2026-03-13T04:15:00Z,70.00,
2026-03-13T04:25:00Z,70.00,
2026-03-13T04:27:00Z,70.00,
2026-03-13T04:31:00Z,70.00,30.00
2026-03-13T04:34:00Z,70.00,31.00
2026-03-13T04:35:00Z,71.00,31.00
2026-03-13T04:42:00Z,71.00,31.00
2026-03-13T04:44:00Z,71.00,31.00
2026-03-13T04:45:00Z,71.00,31.00
2026-03-13T04:52:00Z,71.00,31.00
2026-03-13T05:09:00Z,71.00,31.00
2026-03-13T05:10:00Z,71.00,31.00
2026-03-13T05:14:00Z,71.00,31.00
2026-03-13T05:21:00Z,71.00,31.00
2026-03-13T05:26:00Z,71.00,31.00
2026-03-13T05:29:00Z,71.00,31.00
2026-03-13T05:30:00Z,71.00,31.00
2026-03-13T05:32:00Z,71.00,31.00
2026-03-13T05:33:00Z,71.00,31.00
2026-03-13T05:35:00Z,71.00,31.00
2026-03-13T05:36:00Z,71.00,31.00
2026-03-13T05:43:00Z,71.00,31.00
2026-03-13T05:45:00Z,71.00,31.00
2026-03-13T05:46:00Z,71.00,31.00
2026-03-13T05:47:00Z,71.00,31.00
2026-03-13T05:48:00Z,71.00,31.00
2026-03-13T05:56:00Z,71.00,31.00
2026-03-13T05:59:00Z,71.00,31.00
2026-03-13T06:00:00Z,70.00,31.00
2026-03-13T06:05:00Z,71.00,31.00
2026-03-13T06:11:00Z,72.00,31.00
2026-03-13T06:13:00Z,72.00,31.00
2026-03-13T06:16:00Z,72.00,31.00
2026-03-13T06:20:00Z,72.00,31.00
2026-03-13T06:25:00Z,72.00,31.00
2026-03-13T06:28:00Z,70.00,31.00
2026-03-13T06:35:00Z,71.00,29.00
2026-03-13T06:38:00Z,71.00,30.97
2026-03-13T06:44:00Z,71.00,30.97
2026-03-13T06:46:00Z,71.00,30.97
2026-03-13T06:49:00Z,71.00,30.97
2026-03-13T06:51:00Z,71.00,30.97
2026-03-13T06:54:00Z,71.00,29.00
2026-03-13T06:58:00Z,72.00,29.00
2026-03-13T07:02:00Z,72.00,29.00
2026-03-13T07:24:00Z,72.00,29.00
2026-03-13T07:30:00Z,72.00,29.00
2026-03-13T07:50:00Z,72.00,29.00
2026-03-13T07:51:00Z,72.00,29.00
2026-03-13T08:02:00Z,72.00,29.00
2026-03-13T08:12:00Z,72.00,29.00
2026-03-13T08:18:00Z,72.00,29.00
2026-03-13T08:32:00Z,72.00,27.00
2026-03-13T08:35:00Z,72.00,28.00
2026-03-13T08:37:00Z,73.00,28.00
2026-03-13T08:38:00Z,70.65,29.00
2026-03-13T08:40:00Z,73.83,29.00
2026-03-13T08:41:00Z,75.00,29.00
2026-03-13T08:43:00Z,76.00,28.00
2026-03-13T08:45:00Z,76.00,30.64
2026-03-13T08:48:00Z,75.00,30.64
2026-03-13T08:49:00Z,75.00,30.64
2026-03-13T08:50:00Z,78.97,21.00
2026-03-13T08:51:00Z,77.00,21.00
2026-03-13T08:52:00Z,74.00,21.00
2026-03-13T08:53:00Z,74.00,26.00
2026-03-13T08:54:00Z,77.00,26.00
2026-03-13T08:55:00Z,77.00,25.00
2026-03-13T08:56:00Z,80.00,25.00
2026-03-13T08:57:00Z,80.00,19.00
2026-03-13T08:58:00Z,79.09,21.00
2026-03-13T08:59:00Z,76.00,21.00
2026-03-13T09:00:00Z,74.00,29.95
2026-03-13T09:01:00Z,69.00,33.53
2026-03-13T09:02:00Z,74.94,33.53
2026-03-13T09:03:00Z,76.87,25.13
2026-03-13T09:05:00Z,76.87,30.00
2026-03-13T09:06:00Z,70.65,30.31
2026-03-13T09:07:00Z,69.00,28.00
2026-03-13T09:08:00Z,74.33,29.00
2026-03-13T09:09:00Z,74.26,27.00
2026-03-13T09:10:00Z,74.26,28.00
2026-03-13T09:11:00Z,72.00,30.00
2026-03-13T09:12:00Z,72.00,30.16
2026-03-13T09:13:00Z,65.00,33.03
2026-03-13T09:14:00Z,65.00,34.00
2026-03-13T09:15:00Z,70.98,34.00
2026-03-13T09:16:00Z,71.00,31.00
2026-03-13T09:17:00Z,71.00,30.00
2026-03-13T09:18:00Z,70.00,31.00
2026-03-13T09:19:00Z,65.38,35.00
2026-03-13T09:20:00Z,67.00,35.80
2026-03-13T09:21:00Z,77.17,25.00
2026-03-13T09:22:00Z,84.80,15.21
2026-03-13T09:23:00Z,84.80,19.99
2026-03-13T09:24:00Z,79.35,29.95
2026-03-13T09:25:00Z,56.98,43.85
2026-03-13T09:26:00Z,55.93,47.51
2026-03-13T09:27:00Z,55.99,45.19
2026-03-13T09:28:00Z,60.30,41.54
2026-03-13T09:29:00Z,71.89,30.75
2026-03-13T09:30:00Z,73.82,31.03
2026-03-13T09:31:00Z,83.40,17.30
2026-03-13T09:32:00Z,83.40,15.00
2026-03-13T09:33:00Z,84.00,15.00
2026-03-13T09:34:00Z,85.00,15.00
2026-03-13T09:35:00Z,85.00,14.00
2026-03-13T09:36:00Z,85.87,14.00
2026-03-13T09:37:00Z,85.87,15.00
2026-03-13T09:38:00Z,89.50,10.78
2026-03-13T09:39:00Z,92.12,6.63
2026-03-13T09:40:00Z,93.18,4.47
2026-03-13T09:41:00Z,91.61,5.17
2026-03-13T09:42:00Z,95.71,4.02
2026-03-13T09:43:00Z,95.99,4.02
2026-03-13T09:44:00Z,95.00,5.97
2026-03-13T09:45:00Z,95.00,6.00
2026-03-13T09:46:00Z,95.15,4.03
2026-03-13T09:47:00Z,96.00,4.03
2026-03-13T09:48:00Z,96.00,4.00
2026-03-13T09:49:00Z,95.00,6.03
2026-03-13T09:50:00Z,96.00,5.76
2026-03-13T09:51:00Z,95.48,5.60
2026-03-13T09:52:00Z,95.48,4.38
2026-03-13T09:53:00Z,97.07,4.00
2026-03-13T09:54:00Z,97.07,2.00
2026-03-13T09:55:00Z,97.07,4.58
2026-03-13T09:56:00Z,96.99,3.59
2026-03-13T09:57:00Z,96.12,3.86
2026-03-13T09:58:00Z,98.00,1.00
2026-03-13T09:59:00Z,99.00,2.00
2026-03-13T10:00:00Z,99.00,2.00
2026-03-13T10:01:00Z,99.00,1.01
2026-03-13T10:02:00Z,99.00,1.00
2026-03-13T10:03:00Z,99.00,1.00
2026-03-13T10:09:00Z,99.00,1.00
2026-03-13T10:10:00Z,99.00,1.00
2026-03-13T10:11:00Z,99.00,1.00
