# event_ticker=KXATPMATCH-26MAR22LANKHA
# final_score=6-3 7-6(2)
# score_resolution=6-3 7-6
# match_winner=Martin Landaluce
# fav_player=Martin Landaluce
# dog_player=Karen Khachanov
# kalshi_date=2026-03-22
timestamp,Martin Landaluce,Karen Khachanov
2026-03-22T11:14:00Z,30.00,
2026-03-22T11:41:00Z,30.00,71.00
2026-03-22T11:48:00Z,30.00,71.00
2026-03-22T12:00:00Z,30.00,71.00
2026-03-22T12:04:00Z,30.00,71.00
2026-03-22T12:05:00Z,30.00,71.00
2026-03-22T12:08:00Z,30.00,71.00
2026-03-22T12:09:00Z,30.00,71.00
2026-03-22T12:13:00Z,30.00,71.00
2026-03-22T12:25:00Z,30.00,71.00
2026-03-22T12:27:00Z,30.00,71.00
2026-03-22T12:45:00Z,30.00,71.00
2026-03-22T13:00:00Z,30.00,71.00
2026-03-22T13:01:00Z,30.00,71.00
2026-03-22T13:07:00Z,30.00,71.00
2026-03-22T13:09:00Z,30.00,71.00
2026-03-22T13:13:00Z,30.00,71.00
2026-03-22T13:19:00Z,30.00,71.00
2026-03-22T13:21:00Z,30.00,71.00
2026-03-22T13:32:00Z,30.00,71.00
2026-03-22T13:46:00Z,30.00,71.00
2026-03-22T13:57:00Z,30.00,71.98
2026-03-22T14:00:00Z,30.00,71.98
2026-03-22T14:01:00Z,30.00,72.00
2026-03-22T14:11:00Z,30.00,72.00
2026-03-22T14:14:00Z,30.00,72.00
2026-03-22T14:15:00Z,30.00,72.00
2026-03-22T14:33:00Z,30.00,72.00
2026-03-22T14:46:00Z,31.00,72.00
2026-03-22T14:56:00Z,31.00,71.00
2026-03-22T14:57:00Z,31.00,72.00
2026-03-22T15:07:00Z,30.00,72.00
2026-03-22T15:08:00Z,30.38,71.00
2026-03-22T15:09:00Z,30.00,71.00
2026-03-22T15:32:00Z,30.00,72.00
2026-03-22T15:33:00Z,30.00,72.00
2026-03-22T15:35:00Z,30.00,72.00
2026-03-22T15:41:00Z,30.00,72.00
2026-03-22T15:45:00Z,30.00,72.00
2026-03-22T15:55:00Z,30.00,72.00
2026-03-22T15:57:00Z,30.00,72.00
2026-03-22T16:04:00Z,30.00,72.00
2026-03-22T16:06:00Z,30.00,72.00
2026-03-22T16:11:00Z,30.00,72.00
2026-03-22T16:13:00Z,30.00,72.00
2026-03-22T16:15:00Z,30.00,72.00
2026-03-22T16:34:00Z,28.00,72.00
2026-03-22T16:38:00Z,28.00,72.00
2026-03-22T16:51:00Z,28.00,72.00
2026-03-22T16:53:00Z,28.00,72.00
2026-03-22T16:54:00Z,28.00,72.00
2026-03-22T16:58:00Z,28.00,72.00
2026-03-22T16:59:00Z,28.00,72.00
2026-03-22T17:04:00Z,28.00,72.00
2026-03-22T17:05:00Z,29.00,72.00
2026-03-22T17:07:00Z,29.00,72.00
2026-03-22T17:10:00Z,29.00,72.00
2026-03-22T17:23:00Z,29.00,72.00
2026-03-22T17:24:00Z,29.00,72.00
2026-03-22T17:27:00Z,30.00,72.00
2026-03-22T17:29:00Z,30.00,72.00
2026-03-22T17:33:00Z,29.00,72.00
2026-03-22T17:35:00Z,28.00,72.00
2026-03-22T17:39:00Z,28.00,72.00
2026-03-22T17:43:00Z,28.00,72.00
2026-03-22T17:44:00Z,28.00,72.00
2026-03-22T17:46:00Z,28.00,72.00
2026-03-22T17:48:00Z,28.00,72.00
2026-03-22T17:52:00Z,29.00,72.00
2026-03-22T17:53:00Z,29.00,71.00
2026-03-22T17:57:00Z,29.00,71.00
2026-03-22T18:10:00Z,29.00,72.00
2026-03-22T18:11:00Z,29.00,72.00
2026-03-22T18:12:00Z,29.00,72.00
2026-03-22T18:17:00Z,29.00,72.00
2026-03-22T18:18:00Z,29.00,72.00
2026-03-22T18:20:00Z,29.00,72.00
2026-03-22T18:22:00Z,29.00,72.00
2026-03-22T18:24:00Z,29.00,72.00
2026-03-22T18:31:00Z,29.00,72.00
2026-03-22T18:43:00Z,29.00,72.00
2026-03-22T18:47:00Z,29.00,72.00
2026-03-22T18:50:00Z,29.00,72.00
2026-03-22T18:53:00Z,29.00,71.00
2026-03-22T18:54:00Z,30.00,71.00
2026-03-22T18:55:00Z,30.00,72.00
2026-03-22T18:56:00Z,30.00,72.00
2026-03-22T19:12:00Z,30.00,72.00
2026-03-22T19:17:00Z,29.00,72.00
2026-03-22T19:23:00Z,29.00,72.00
2026-03-22T19:24:00Z,30.00,72.00
2026-03-22T19:25:00Z,30.00,72.00
2026-03-22T19:26:00Z,30.00,72.00
2026-03-22T19:29:00Z,30.00,72.00
2026-03-22T19:31:00Z,30.00,72.00
2026-03-22T19:32:00Z,30.00,72.00
2026-03-22T19:36:00Z,30.00,72.00
2026-03-22T19:41:00Z,29.00,72.00
2026-03-22T19:42:00Z,29.00,72.00
2026-03-22T19:47:00Z,29.00,72.00
2026-03-22T19:48:00Z,29.45,72.00
2026-03-22T19:52:00Z,30.00,72.00
2026-03-22T19:53:00Z,30.00,72.00
2026-03-22T19:55:00Z,30.00,72.00
2026-03-22T19:56:00Z,27.00,72.00
2026-03-22T20:02:00Z,27.00,72.00
2026-03-22T20:04:00Z,29.00,72.00
2026-03-22T20:16:00Z,29.00,72.00
2026-03-22T20:22:00Z,29.00,72.00
2026-03-22T20:23:00Z,29.00,72.00
2026-03-22T20:25:00Z,29.00,72.00
2026-03-22T20:27:00Z,27.00,72.00
2026-03-22T20:28:00Z,28.00,72.00
