# event_ticker=KXATPCHALLENGERMATCH-26MAR19MICGEA
# final_score=6-3 7-6(4)
# score_resolution=6-3 7-6
# match_winner=Arthur Gea
# fav_player=Arthur Gea
# dog_player=Daniel Michalski
# kalshi_date=2026-03-19
timestamp,Arthur Gea,Daniel Michalski
2026-03-18T22:24:00Z,73.71,
2026-03-18T22:48:00Z,73.00,
2026-03-18T22:50:00Z,73.00,
2026-03-19T00:19:00Z,71.00,
2026-03-19T00:27:00Z,71.00,30.00
2026-03-19T01:17:00Z,72.00,30.00
2026-03-19T01:25:00Z,72.00,30.00
2026-03-19T01:31:00Z,72.00,30.00
2026-03-19T02:26:00Z,72.00,30.00
2026-03-19T03:05:00Z,72.00,30.00
2026-03-19T03:06:00Z,72.00,30.00
2026-03-19T03:09:00Z,72.00,30.00
2026-03-19T03:11:00Z,72.00,30.00
2026-03-19T03:16:00Z,72.97,30.00
2026-03-19T03:21:00Z,72.97,29.21
2026-03-19T03:29:00Z,72.00,29.21
2026-03-19T03:30:00Z,72.57,28.00
2026-03-19T03:31:00Z,72.57,29.00
2026-03-19T03:35:00Z,73.00,29.00
2026-03-19T03:45:00Z,73.00,30.00
2026-03-19T03:59:00Z,73.00,30.00
2026-03-19T04:02:00Z,70.46,30.00
2026-03-19T04:04:00Z,71.00,30.00
2026-03-19T04:06:00Z,71.00,30.00
2026-03-19T04:07:00Z,71.00,30.00
2026-03-19T04:08:00Z,71.00,30.00
2026-03-19T04:20:00Z,71.00,30.00
2026-03-19T04:25:00Z,71.00,30.00
2026-03-19T04:29:00Z,71.00,30.00
2026-03-19T04:34:00Z,71.00,30.00
2026-03-19T04:35:00Z,71.00,30.00
2026-03-19T04:38:00Z,71.00,30.00
2026-03-19T04:43:00Z,71.00,30.00
2026-03-19T04:46:00Z,71.63,30.00
2026-03-19T04:50:00Z,71.00,30.00
2026-03-19T04:58:00Z,71.00,30.00
2026-03-19T05:00:00Z,71.00,30.00
2026-03-19T05:01:00Z,72.00,30.00
2026-03-19T05:02:00Z,72.00,30.00
2026-03-19T05:04:00Z,72.00,30.00
2026-03-19T05:05:00Z,72.00,30.00
2026-03-19T05:06:00Z,72.00,30.00
2026-03-19T05:10:00Z,72.00,30.00
2026-03-19T05:11:00Z,72.00,30.00
2026-03-19T05:12:00Z,72.00,30.00
2026-03-19T05:13:00Z,72.00,30.00
2026-03-19T05:14:00Z,72.00,30.00
2026-03-19T05:15:00Z,72.00,30.00
2026-03-19T05:16:00Z,72.00,30.00
2026-03-19T05:17:00Z,72.00,30.00
2026-03-19T05:21:00Z,72.00,30.00
2026-03-19T05:22:00Z,72.00,30.00
2026-03-19T05:23:00Z,72.00,30.00
2026-03-19T05:24:00Z,72.00,30.00
2026-03-19T05:25:00Z,72.00,30.00
2026-03-19T05:26:00Z,72.00,29.00
2026-03-19T05:27:00Z,72.00,29.00
2026-03-19T05:28:00Z,72.00,29.00
2026-03-19T05:29:00Z,72.00,29.00
2026-03-19T05:30:00Z,72.00,29.00
2026-03-19T05:31:00Z,72.00,29.00
2026-03-19T05:32:00Z,72.00,29.00
2026-03-19T05:33:00Z,72.00,29.00
2026-03-19T05:34:00Z,72.00,28.15
2026-03-19T05:36:00Z,72.00,28.15
2026-03-19T05:37:00Z,72.88,29.00
2026-03-19T05:38:00Z,72.88,29.00
2026-03-19T05:40:00Z,70.85,29.00
2026-03-19T05:41:00Z,73.00,29.00
2026-03-19T05:43:00Z,72.00,29.00
2026-03-19T05:44:00Z,72.00,29.00
2026-03-19T05:45:00Z,72.43,29.00
2026-03-19T05:46:00Z,73.00,29.00
2026-03-19T05:48:00Z,73.00,29.00
2026-03-19T05:49:00Z,73.00,29.00
2026-03-19T05:51:00Z,73.00,29.00
2026-03-19T05:54:00Z,73.00,29.00
2026-03-19T05:55:00Z,73.00,29.00
2026-03-19T05:56:00Z,73.00,29.00
2026-03-19T05:58:00Z,73.00,29.00
2026-03-19T05:59:00Z,73.00,29.00
2026-03-19T06:00:00Z,73.00,29.00
2026-03-19T06:01:00Z,73.03,29.00
2026-03-19T06:05:00Z,73.00,29.00
2026-03-19T06:07:00Z,73.00,29.00
2026-03-19T06:09:00Z,73.00,29.00
2026-03-19T06:11:00Z,73.00,29.00
2026-03-19T06:13:00Z,73.00,29.00
2026-03-19T06:16:00Z,73.50,29.00
2026-03-19T06:17:00Z,73.00,29.00
2026-03-19T06:18:00Z,72.75,29.00
2026-03-19T06:22:00Z,72.00,29.00
2026-03-19T06:28:00Z,72.00,29.00
2026-03-19T06:29:00Z,72.00,29.00
2026-03-19T06:30:00Z,72.00,29.00
2026-03-19T06:35:00Z,72.00,29.00
2026-03-19T06:37:00Z,72.00,29.00
2026-03-19T06:40:00Z,72.00,29.00
2026-03-19T06:43:00Z,72.00,29.00
2026-03-19T06:45:00Z,72.00,29.00
2026-03-19T06:49:00Z,72.00,29.00
2026-03-19T06:52:00Z,72.00,29.00
2026-03-19T06:53:00Z,72.00,29.00
2026-03-19T06:54:00Z,72.00,29.00
2026-03-19T06:57:00Z,72.00,29.00
