# event_ticker=KXATPMATCH-26MAR09MICFRI
# final_score=6-4 7-6(6)
# score_resolution=4-6 6-7
# match_winner=Alex Michelsen
# fav_player=Taylor Fritz
# dog_player=Alex Michelsen
# kalshi_date=2026-03-09
timestamp,Taylor Fritz,Alex Michelsen
2026-03-09T10:26:00Z,71.00,
2026-03-09T10:31:00Z,71.00,
2026-03-09T10:34:00Z,71.00,
2026-03-09T10:43:00Z,71.00,
2026-03-09T11:06:00Z,71.00,30.00
2026-03-09T11:10:00Z,71.00,30.00
2026-03-09T11:12:00Z,71.00,30.00
2026-03-09T11:19:00Z,71.00,30.00
2026-03-09T11:30:00Z,71.00,30.00
2026-03-09T11:34:00Z,71.00,30.00
2026-03-09T11:47:00Z,71.00,30.00
2026-03-09T11:55:00Z,71.00,30.00
2026-03-09T11:56:00Z,71.00,30.00
2026-03-09T11:57:00Z,71.00,30.00
2026-03-09T12:07:00Z,70.00,30.00
2026-03-09T12:10:00Z,71.00,30.00
2026-03-09T12:19:00Z,71.00,30.00
2026-03-09T12:31:00Z,71.00,30.00
2026-03-09T12:36:00Z,71.00,30.00
2026-03-09T12:40:00Z,71.00,30.00
2026-03-09T12:50:00Z,71.00,30.00
2026-03-09T12:54:00Z,71.00,30.00
2026-03-09T12:56:00Z,71.00,30.00
2026-03-09T12:59:00Z,71.00,30.00
2026-03-09T13:01:00Z,71.00,30.00
2026-03-09T13:02:00Z,71.00,30.00
2026-03-09T13:18:00Z,71.00,30.00
2026-03-09T13:20:00Z,71.00,30.00
2026-03-09T13:28:00Z,71.00,30.00
2026-03-09T13:29:00Z,71.00,30.00
2026-03-09T13:31:00Z,71.00,30.00
2026-03-09T13:34:00Z,71.00,30.00
2026-03-09T13:35:00Z,71.00,30.00
2026-03-09T13:37:00Z,71.00,30.00
2026-03-09T13:40:00Z,71.00,30.00
2026-03-09T13:43:00Z,71.00,30.00
2026-03-09T13:45:00Z,71.00,30.00
2026-03-09T13:46:00Z,71.00,30.00
2026-03-09T13:51:00Z,71.00,30.00
2026-03-09T13:56:00Z,71.00,30.00
2026-03-09T13:58:00Z,71.00,30.00
2026-03-09T13:59:00Z,71.00,30.00
2026-03-09T14:12:00Z,71.00,30.00
2026-03-09T14:20:00Z,71.00,30.00
2026-03-09T14:23:00Z,71.00,30.00
2026-03-09T14:27:00Z,71.00,30.00
2026-03-09T14:30:00Z,71.00,30.00
2026-03-09T14:31:00Z,71.00,30.00
2026-03-09T14:32:00Z,71.00,30.00
2026-03-09T14:33:00Z,71.00,30.00
2026-03-09T14:36:00Z,71.00,30.00
2026-03-09T14:37:00Z,71.78,30.00
2026-03-09T14:41:00Z,72.00,30.00
2026-03-09T14:42:00Z,72.00,30.00
2026-03-09T14:45:00Z,72.00,30.00
2026-03-09T14:46:00Z,72.00,30.00
2026-03-09T14:47:00Z,72.00,30.00
2026-03-09T14:51:00Z,72.00,30.00
2026-03-09T14:54:00Z,72.00,30.00
2026-03-09T14:58:00Z,72.00,29.00
2026-03-09T15:00:00Z,71.00,29.00
2026-03-09T15:01:00Z,70.00,29.00
2026-03-09T15:03:00Z,72.00,30.00
2026-03-09T15:06:00Z,72.00,30.00
2026-03-09T15:09:00Z,72.00,30.00
2026-03-09T15:12:00Z,72.00,30.00
2026-03-09T15:13:00Z,72.00,30.00
2026-03-09T15:15:00Z,72.00,30.00
2026-03-09T15:17:00Z,72.00,30.00
2026-03-09T15:21:00Z,72.00,30.00
2026-03-09T15:24:00Z,70.00,30.00
2026-03-09T15:25:00Z,70.00,30.00
2026-03-09T15:26:00Z,72.00,29.00
2026-03-09T15:33:00Z,72.00,29.00
2026-03-09T15:34:00Z,72.00,29.00
2026-03-09T15:35:00Z,72.00,29.00
2026-03-09T15:36:00Z,72.00,30.00
2026-03-09T15:38:00Z,72.00,30.00
2026-03-09T15:41:00Z,72.00,30.00
2026-03-09T15:42:00Z,72.00,30.00
2026-03-09T15:44:00Z,72.00,30.00
2026-03-09T15:48:00Z,72.00,30.00
2026-03-09T15:59:00Z,72.00,29.00
2026-03-09T16:00:00Z,72.96,29.00
2026-03-09T16:01:00Z,72.00,30.00
2026-03-09T16:02:00Z,73.00,30.00
2026-03-09T16:05:00Z,73.00,30.00
2026-03-09T16:06:00Z,73.00,30.00
2026-03-09T16:07:00Z,71.05,30.00
2026-03-09T16:08:00Z,71.00,30.00
2026-03-09T16:09:00Z,71.00,30.00
2026-03-09T16:11:00Z,71.00,30.00
2026-03-09T16:12:00Z,71.00,30.00
2026-03-09T16:13:00Z,71.00,30.00
2026-03-09T16:17:00Z,71.00,30.00
2026-03-09T16:19:00Z,71.00,30.00
2026-03-09T16:21:00Z,71.00,30.00
2026-03-09T16:22:00Z,71.00,30.00
2026-03-09T16:23:00Z,71.00,30.00
2026-03-09T16:24:00Z,71.00,30.00
2026-03-09T16:25:00Z,71.00,30.00
2026-03-09T16:27:00Z,71.00,30.00
2026-03-09T16:30:00Z,71.00,30.00
2026-03-09T16:31:00Z,71.00,30.00
2026-03-09T16:32:00Z,71.00,30.00
2026-03-09T16:33:00Z,71.00,30.00
2026-03-09T16:35:00Z,72.00,30.00
2026-03-09T16:37:00Z,72.00,30.00
2026-03-09T16:42:00Z,72.00,30.00
2026-03-09T16:43:00Z,72.00,30.00
2026-03-09T16:44:00Z,72.00,30.00
2026-03-09T16:45:00Z,72.00,30.00
2026-03-09T16:46:00Z,72.00,30.00
2026-03-09T16:48:00Z,72.00,30.00
2026-03-09T16:50:00Z,72.00,30.00
2026-03-09T16:51:00Z,72.00,30.00
2026-03-09T16:52:00Z,72.00,30.00
2026-03-09T16:54:00Z,72.00,29.00
2026-03-09T16:55:00Z,72.00,29.00
2026-03-09T16:56:00Z,72.00,29.00
2026-03-09T16:57:00Z,72.00,29.00
2026-03-09T17:00:00Z,72.00,29.00
2026-03-09T17:02:00Z,72.00,29.00
2026-03-09T17:03:00Z,72.00,30.00
2026-03-09T17:04:00Z,72.00,30.00
2026-03-09T17:05:00Z,72.00,30.00
2026-03-09T17:06:00Z,72.00,30.00
2026-03-09T17:07:00Z,72.00,30.00
2026-03-09T17:09:00Z,72.00,30.00
2026-03-09T17:11:00Z,72.00,30.00
