# event_ticker=KXATPCHALLENGERMATCH-26APR18REIKEN
# final_score=6-2 2-6 6-4
# score_resolution=2-6 6-2 4-6
# match_winner=Joao Lucas Reis Da Silva
# fav_player=Jack Kennedy
# dog_player=Joao Lucas Reis Da Silva
# kalshi_date=2026-04-18
timestamp,Joao Lucas Reis Da Silva,Jack Kennedy
2026-04-18T16:22:00Z,64.00,39.00
2026-04-18T16:24:00Z,64.00,39.00
2026-04-18T16:25:00Z,64.00,39.00
2026-04-18T16:26:00Z,64.00,39.00
2026-04-18T16:27:00Z,62.02,39.00
2026-04-18T16:28:00Z,63.00,39.00
2026-04-18T16:30:00Z,63.00,39.00
2026-04-18T16:32:00Z,63.00,39.00
2026-04-18T16:33:00Z,63.00,39.00
2026-04-18T16:34:00Z,64.00,38.02
2026-04-18T16:35:00Z,64.00,38.02
2026-04-18T16:36:00Z,64.00,39.00
2026-04-18T16:38:00Z,64.00,39.00
2026-04-18T16:39:00Z,64.00,39.00
2026-04-18T16:40:00Z,64.00,39.00
2026-04-18T16:41:00Z,64.00,39.00
2026-04-18T16:42:00Z,64.00,39.00
2026-04-18T16:43:00Z,63.00,39.00
2026-04-18T16:44:00Z,64.00,39.00
2026-04-18T16:45:00Z,62.00,39.00
2026-04-18T16:46:00Z,62.00,39.00
2026-04-18T16:47:00Z,64.00,39.00
2026-04-18T16:48:00Z,64.00,39.00
2026-04-18T16:49:00Z,64.00,39.00
2026-04-18T16:50:00Z,64.00,39.00
2026-04-18T16:51:00Z,64.00,39.00
2026-04-18T16:54:00Z,64.00,38.85
2026-04-18T16:55:00Z,64.00,38.00
2026-04-18T16:56:00Z,64.00,39.00
2026-04-18T16:57:00Z,64.00,38.00
2026-04-18T16:58:00Z,64.00,38.79
2026-04-18T16:59:00Z,64.00,39.00
2026-04-18T17:00:00Z,64.00,39.00
2026-04-18T17:02:00Z,64.00,39.00
2026-04-18T17:03:00Z,64.00,38.81
2026-04-18T17:04:00Z,64.00,38.27
2026-04-18T17:05:00Z,64.00,39.00
2026-04-18T17:06:00Z,64.00,38.00
2026-04-18T17:07:00Z,64.00,39.00
2026-04-18T17:08:00Z,64.00,38.00
2026-04-18T17:09:00Z,63.00,39.00
2026-04-18T17:10:00Z,64.00,39.00
2026-04-18T17:11:00Z,64.00,39.00
2026-04-18T17:12:00Z,64.00,39.00
2026-04-18T17:13:00Z,64.00,39.00
2026-04-18T17:14:00Z,63.00,39.00
2026-04-18T17:15:00Z,64.00,39.00
2026-04-18T17:16:00Z,64.00,38.00
2026-04-18T17:17:00Z,64.00,39.00
2026-04-18T17:18:00Z,64.00,38.00
2026-04-18T17:20:00Z,64.00,38.00
2026-04-18T17:21:00Z,64.00,38.00
2026-04-18T17:22:00Z,64.00,38.00
2026-04-18T17:23:00Z,64.00,38.00
2026-04-18T17:24:00Z,64.00,38.00
2026-04-18T17:25:00Z,64.00,38.00
2026-04-18T17:26:00Z,64.00,38.00
2026-04-18T17:27:00Z,64.00,36.12
2026-04-18T17:28:00Z,64.00,38.00
2026-04-18T17:29:00Z,64.30,37.00
2026-04-18T17:30:00Z,64.00,37.00
2026-04-18T17:31:00Z,64.00,37.00
2026-04-18T17:32:00Z,64.00,37.00
2026-04-18T17:33:00Z,64.00,37.00
2026-04-18T17:34:00Z,64.59,37.32
2026-04-18T17:35:00Z,64.97,37.00
2026-04-18T17:36:00Z,64.06,37.00
2026-04-18T17:37:00Z,64.06,37.00
2026-04-18T17:38:00Z,65.00,37.00
2026-04-18T17:39:00Z,65.00,37.00
2026-04-18T17:40:00Z,65.00,37.00
2026-04-18T17:41:00Z,65.00,37.00
2026-04-18T17:42:00Z,63.29,37.00
2026-04-18T17:44:00Z,63.29,37.00
2026-04-18T17:45:00Z,65.00,37.00
2026-04-18T17:46:00Z,65.00,37.00
2026-04-18T17:47:00Z,65.00,37.00
2026-04-18T17:48:00Z,64.00,37.00
2026-04-18T17:49:00Z,65.00,37.00
2026-04-18T17:50:00Z,65.00,37.00
2026-04-18T17:51:00Z,64.00,37.00
2026-04-18T17:52:00Z,64.00,37.00
2026-04-18T17:53:00Z,64.98,37.00
2026-04-18T17:54:00Z,66.00,37.00
2026-04-18T17:55:00Z,66.00,37.23
2026-04-18T17:56:00Z,66.00,38.00
2026-04-18T17:57:00Z,66.00,38.00
2026-04-18T17:58:00Z,65.60,38.00
2026-04-18T17:59:00Z,66.00,38.00
2026-04-18T18:00:00Z,66.00,38.00
2026-04-18T18:01:00Z,66.00,38.57
2026-04-18T18:02:00Z,64.70,38.00
2026-04-18T18:03:00Z,64.00,38.71
2026-04-18T18:04:00Z,64.00,39.00
2026-04-18T18:05:00Z,64.00,39.00
2026-04-18T18:06:00Z,63.71,39.19
2026-04-18T18:07:00Z,64.00,39.54
2026-04-18T18:08:00Z,58.20,43.74
2026-04-18T18:09:00Z,52.89,48.25
2026-04-18T18:10:00Z,52.23,49.16
2026-04-18T18:11:00Z,49.57,50.62
2026-04-18T18:12:00Z,55.32,46.75
2026-04-18T18:13:00Z,50.75,51.68
2026-04-18T18:14:00Z,51.91,50.21
2026-04-18T18:15:00Z,53.08,47.61
2026-04-18T18:16:00Z,58.45,44.02
2026-04-18T18:17:00Z,62.33,39.00
2026-04-18T18:18:00Z,62.28,40.45
2026-04-18T18:19:00Z,63.68,37.18
2026-04-18T18:20:00Z,66.66,34.11
2026-04-18T18:21:00Z,68.00,32.99
2026-04-18T18:22:00Z,68.22,34.87
2026-04-18T18:23:00Z,68.91,32.51
2026-04-18T18:24:00Z,69.87,32.08
2026-04-18T18:25:00Z,75.55,26.52
2026-04-18T18:26:00Z,69.86,31.66
2026-04-18T18:27:00Z,68.09,34.47
2026-04-18T18:28:00Z,64.64,36.41
2026-04-18T18:29:00Z,64.50,37.23
2026-04-18T18:30:00Z,64.98,36.80
2026-04-18T18:31:00Z,68.21,32.02
2026-04-18T18:32:00Z,69.00,32.03
2026-04-18T18:33:00Z,64.62,36.86
2026-04-18T18:34:00Z,67.84,34.42
2026-04-18T18:35:00Z,66.28,34.62
2026-04-18T18:36:00Z,74.56,26.81
2026-04-18T18:37:00Z,78.86,21.64
2026-04-18T18:38:00Z,81.55,20.11
2026-04-18T18:39:00Z,83.35,18.39
2026-04-18T18:40:00Z,85.33,16.21
2026-04-18T18:41:00Z,85.30,15.60
2026-04-18T18:42:00Z,84.95,18.53
2026-04-18T18:43:00Z,84.37,16.45
2026-04-18T18:44:00Z,88.01,13.29
2026-04-18T18:45:00Z,88.65,12.59
2026-04-18T18:46:00Z,87.24,12.50
2026-04-18T18:47:00Z,88.27,12.97
2026-04-18T18:48:00Z,89.09,12.98
2026-04-18T18:49:00Z,90.61,10.42
2026-04-18T18:50:00Z,90.63,9.98
2026-04-18T18:51:00Z,91.38,8.54
2026-04-18T18:52:00Z,92.75,7.49
2026-04-18T18:53:00Z,90.10,11.25
2026-04-18T18:54:00Z,88.46,11.29
2026-04-18T18:55:00Z,91.23,10.01
2026-04-18T18:56:00Z,91.91,9.07
2026-04-18T18:57:00Z,93.78,7.86
2026-04-18T18:58:00Z,91.57,7.94
2026-04-18T18:59:00Z,88.87,12.00
2026-04-18T19:00:00Z,88.23,12.35
2026-04-18T19:01:00Z,87.33,14.09
2026-04-18T19:02:00Z,86.68,15.61
2026-04-18T19:03:00Z,84.27,17.72
2026-04-18T19:04:00Z,77.38,23.55
2026-04-18T19:05:00Z,77.26,24.57
2026-04-18T19:06:00Z,79.64,21.69
2026-04-18T19:07:00Z,76.94,21.48
2026-04-18T19:08:00Z,76.87,26.71
2026-04-18T19:09:00Z,71.56,29.36
2026-04-18T19:10:00Z,68.87,31.83
2026-04-18T19:11:00Z,64.57,34.26
2026-04-18T19:12:00Z,58.98,41.41
2026-04-18T19:13:00Z,59.88,40.87
2026-04-18T19:14:00Z,63.22,38.12
2026-04-18T19:15:00Z,59.17,41.62
2026-04-18T19:16:00Z,61.59,39.07
2026-04-18T19:17:00Z,61.21,40.47
2026-04-18T19:18:00Z,59.15,39.08
2026-04-18T19:19:00Z,62.54,38.14
2026-04-18T19:20:00Z,62.11,39.14
2026-04-18T19:21:00Z,65.94,33.96
2026-04-18T19:22:00Z,63.55,36.49
2026-04-18T19:23:00Z,62.35,37.39
2026-04-18T19:24:00Z,63.41,37.19
2026-04-18T19:25:00Z,61.83,36.92
2026-04-18T19:26:00Z,62.22,37.85
2026-04-18T19:27:00Z,62.80,37.49
2026-04-18T19:28:00Z,63.47,38.01
2026-04-18T19:29:00Z,62.70,38.13
2026-04-18T19:30:00Z,60.09,40.05
2026-04-18T19:31:00Z,59.10,41.25
2026-04-18T19:32:00Z,60.17,40.59
2026-04-18T19:33:00Z,61.09,39.79
2026-04-18T19:34:00Z,62.42,39.96
2026-04-18T19:35:00Z,62.01,39.45
2026-04-18T19:36:00Z,44.21,54.04
2026-04-18T19:37:00Z,38.71,58.63
2026-04-18T19:38:00Z,34.68,66.43
2026-04-18T19:39:00Z,37.73,62.78
2026-04-18T19:40:00Z,53.50,49.18
2026-04-18T19:41:00Z,54.07,45.63
2026-04-18T19:42:00Z,56.90,44.55
2026-04-18T19:43:00Z,49.34,46.27
2026-04-18T19:44:00Z,60.06,42.26
2026-04-18T19:45:00Z,62.71,33.93
2026-04-18T19:46:00Z,64.55,34.81
2026-04-18T19:47:00Z,65.64,35.45
2026-04-18T19:48:00Z,68.72,29.79
2026-04-18T19:49:00Z,70.50,27.98
2026-04-18T19:50:00Z,65.98,34.80
2026-04-18T19:51:00Z,66.46,33.81
2026-04-18T19:52:00Z,71.93,27.97
2026-04-18T19:53:00Z,82.69,16.97
2026-04-18T19:54:00Z,87.94,10.94
2026-04-18T19:55:00Z,86.54,14.60
2026-04-18T19:56:00Z,76.04,24.29
2026-04-18T19:57:00Z,65.26,34.24
2026-04-18T19:58:00Z,64.22,34.90
2026-04-18T19:59:00Z,56.96,44.14
2026-04-18T20:00:00Z,59.53,41.05
2026-04-18T20:01:00Z,53.58,48.31
2026-04-18T20:02:00Z,36.95,63.65
2026-04-18T20:03:00Z,48.29,51.31
2026-04-18T20:04:00Z,43.38,56.50
2026-04-18T20:05:00Z,27.18,72.16
2026-04-18T20:06:00Z,27.94,72.28
2026-04-18T20:07:00Z,16.50,82.65
2026-04-18T20:08:00Z,18.51,82.81
2026-04-18T20:09:00Z,36.80,62.68
2026-04-18T20:10:00Z,26.83,70.99
2026-04-18T20:11:00Z,38.26,56.59
2026-04-18T20:12:00Z,58.88,40.99
2026-04-18T20:13:00Z,67.50,30.97
2026-04-18T20:14:00Z,68.29,29.16
2026-04-18T20:15:00Z,59.05,39.61
2026-04-18T20:16:00Z,66.91,33.55
2026-04-18T20:17:00Z,68.00,31.33
2026-04-18T20:18:00Z,62.07,35.01
2026-04-18T20:19:00Z,67.32,31.30
2026-04-18T20:20:00Z,74.41,31.47
2026-04-18T20:21:00Z,93.50,7.71
2026-04-18T20:22:00Z,99.00,1.00
2026-04-18T20:23:00Z,99.00,1.00
2026-04-18T20:24:00Z,99.00,1.00
2026-04-18T20:25:00Z,99.00,1.00
2026-04-18T20:26:00Z,99.00,1.00
2026-04-18T20:27:00Z,99.00,1.00
