# event_ticker=KXATPCHALLENGERMATCH-26MAY02BUTGAD
# final_score=6-4 3-6 6-3
# match_winner=Buvaysar Gadamauri
# fav_player=Buvaysar Gadamauri
# dog_player=Edas Butvilas
# kalshi_date=2026-05-02
timestamp,Edas Butvilas,Buvaysar Gadamauri
2026-05-02T05:34:00Z,54.59,48.00
2026-05-02T05:36:00Z,54.59,48.00
2026-05-02T05:38:00Z,54.00,48.00
2026-05-02T05:39:00Z,54.00,48.00
2026-05-02T05:40:00Z,54.00,48.00
2026-05-02T05:43:00Z,54.00,48.00
2026-05-02T05:44:00Z,54.00,48.00
2026-05-02T05:46:00Z,54.00,48.00
2026-05-02T05:47:00Z,54.00,48.00
2026-05-02T05:48:00Z,54.00,48.00
2026-05-02T05:50:00Z,54.92,48.00
2026-05-02T05:52:00Z,55.00,47.00
2026-05-02T05:53:00Z,55.00,47.00
2026-05-02T05:54:00Z,55.00,47.00
2026-05-02T05:55:00Z,53.00,47.00
2026-05-02T05:56:00Z,53.00,47.00
2026-05-02T05:58:00Z,55.00,47.00
2026-05-02T05:59:00Z,55.00,47.00
2026-05-02T06:00:00Z,55.00,47.00
2026-05-02T06:01:00Z,53.68,47.00
2026-05-02T06:03:00Z,53.68,46.97
2026-05-02T06:04:00Z,53.68,45.07
2026-05-02T06:05:00Z,55.00,45.07
2026-05-02T06:06:00Z,55.00,45.07
2026-05-02T06:07:00Z,55.00,46.75
2026-05-02T06:08:00Z,55.00,46.75
2026-05-02T06:09:00Z,55.00,46.88
2026-05-02T06:10:00Z,55.00,46.88
2026-05-02T06:11:00Z,55.00,47.00
2026-05-02T06:13:00Z,55.00,47.00
2026-05-02T06:14:00Z,55.00,47.00
2026-05-02T06:15:00Z,55.00,47.00
2026-05-02T06:16:00Z,55.00,45.00
2026-05-02T06:18:00Z,55.74,45.00
2026-05-02T06:20:00Z,55.81,45.00
2026-05-02T06:24:00Z,55.00,45.00
2026-05-02T06:26:00Z,55.00,45.00
2026-05-02T06:27:00Z,55.00,47.00
2026-05-02T06:29:00Z,55.00,45.00
2026-05-02T06:31:00Z,55.97,45.00
2026-05-02T06:32:00Z,55.00,47.00
2026-05-02T06:33:00Z,55.89,47.00
2026-05-02T06:35:00Z,55.00,47.00
2026-05-02T06:37:00Z,55.75,47.00
2026-05-02T06:38:00Z,53.00,47.00
2026-05-02T06:41:00Z,53.00,44.01
2026-05-02T06:42:00Z,53.00,46.00
2026-05-02T06:43:00Z,56.00,46.33
2026-05-02T06:47:00Z,56.00,46.74
2026-05-02T06:50:00Z,56.00,46.46
2026-05-02T06:51:00Z,55.00,46.00
2026-05-02T06:52:00Z,55.00,46.90
2026-05-02T06:54:00Z,55.00,47.12
2026-05-02T06:55:00Z,55.85,47.12
2026-05-02T06:56:00Z,55.43,47.76
2026-05-02T06:57:00Z,56.72,47.76
2026-05-02T06:58:00Z,55.27,47.76
2026-05-02T06:59:00Z,56.00,47.00
2026-05-02T07:00:00Z,55.04,47.00
2026-05-02T07:01:00Z,55.04,46.60
2026-05-02T07:02:00Z,55.61,46.60
2026-05-02T07:03:00Z,55.00,47.71
2026-05-02T07:04:00Z,55.00,46.24
2026-05-02T07:05:00Z,55.00,47.00
2026-05-02T07:06:00Z,55.00,47.00
2026-05-02T07:07:00Z,55.00,47.00
2026-05-02T07:08:00Z,53.00,47.00
2026-05-02T07:09:00Z,53.00,47.00
2026-05-02T07:10:00Z,53.29,43.00
2026-05-02T07:11:00Z,56.00,43.00
2026-05-02T07:12:00Z,56.00,43.00
2026-05-02T07:13:00Z,56.00,47.05
2026-05-02T07:15:00Z,55.75,47.05
2026-05-02T07:22:00Z,55.75,46.00
2026-05-02T07:23:00Z,55.00,47.73
2026-05-02T07:25:00Z,51.56,48.00
2026-05-02T07:32:00Z,55.00,48.00
2026-05-02T07:41:00Z,55.00,47.00
2026-05-02T07:42:00Z,55.00,46.00
2026-05-02T07:47:00Z,55.00,46.00
2026-05-02T07:48:00Z,55.00,47.00
2026-05-02T07:53:00Z,52.45,46.96
2026-05-02T07:58:00Z,55.03,46.96
2026-05-02T08:01:00Z,55.00,46.96
2026-05-02T08:04:00Z,55.00,46.96
2026-05-02T08:07:00Z,55.00,46.96
2026-05-02T08:08:00Z,53.00,46.96
2026-05-02T08:09:00Z,53.00,47.00
2026-05-02T08:10:00Z,53.00,47.00
2026-05-02T08:21:00Z,53.00,47.00
2026-05-02T08:24:00Z,55.99,47.00
2026-05-02T08:27:00Z,55.99,47.00
2026-05-02T08:29:00Z,55.99,46.02
2026-05-02T08:30:00Z,55.00,46.02
2026-05-02T08:31:00Z,53.93,45.42
2026-05-02T08:32:00Z,55.06,45.42
2026-05-02T08:33:00Z,55.06,46.00
2026-05-02T08:34:00Z,55.00,46.00
2026-05-02T08:36:00Z,55.18,46.00
2026-05-02T08:37:00Z,55.18,46.00
2026-05-02T08:42:00Z,56.00,46.00
2026-05-02T08:44:00Z,56.00,46.00
2026-05-02T08:45:00Z,56.12,46.00
2026-05-02T08:47:00Z,56.99,46.00
2026-05-02T08:51:00Z,56.93,46.00
2026-05-02T08:52:00Z,56.17,46.00
2026-05-02T08:53:00Z,56.89,46.00
2026-05-02T08:55:00Z,56.00,46.00
2026-05-02T08:56:00Z,56.00,46.00
2026-05-02T08:57:00Z,56.00,46.00
2026-05-02T08:58:00Z,56.86,46.00
2026-05-02T08:59:00Z,57.82,44.05
2026-05-02T09:00:00Z,60.84,41.01
2026-05-02T09:01:00Z,61.82,42.10
2026-05-02T09:02:00Z,59.00,42.10
2026-05-02T09:04:00Z,59.00,42.00
2026-05-02T09:05:00Z,59.00,42.00
2026-05-02T09:06:00Z,59.00,42.00
2026-05-02T09:09:00Z,59.00,43.00
2026-05-02T09:10:00Z,59.00,43.00
2026-05-02T09:11:00Z,60.00,43.00
2026-05-02T09:15:00Z,60.00,42.00
2026-05-02T09:16:00Z,60.00,42.00
2026-05-02T09:17:00Z,59.00,43.00
2026-05-02T09:19:00Z,59.00,43.00
2026-05-02T09:20:00Z,59.00,43.00
2026-05-02T09:21:00Z,60.00,43.00
2026-05-02T09:22:00Z,60.00,42.00
2026-05-02T09:23:00Z,59.00,42.00
2026-05-02T09:24:00Z,59.00,42.00
2026-05-02T09:26:00Z,60.00,42.00
2026-05-02T09:28:00Z,60.97,41.00
2026-05-02T09:33:00Z,59.00,42.89
2026-05-02T09:35:00Z,59.00,42.89
2026-05-02T09:37:00Z,60.87,42.12
2026-05-02T09:38:00Z,62.29,42.00
2026-05-02T09:39:00Z,63.98,42.00
2026-05-02T09:40:00Z,61.80,39.00
2026-05-02T09:41:00Z,66.00,40.00
2026-05-02T09:42:00Z,59.43,42.19
2026-05-02T09:43:00Z,57.33,44.90
2026-05-02T09:44:00Z,56.97,43.36
2026-05-02T09:45:00Z,58.93,42.00
2026-05-02T09:46:00Z,59.75,42.00
2026-05-02T09:47:00Z,53.74,44.89
2026-05-02T09:48:00Z,51.33,47.78
2026-05-02T09:49:00Z,49.59,50.00
2026-05-02T09:50:00Z,42.92,60.54
2026-05-02T09:51:00Z,41.71,60.00
2026-05-02T09:52:00Z,40.76,63.86
2026-05-02T09:53:00Z,42.74,61.74
2026-05-02T09:54:00Z,37.29,64.00
2026-05-02T09:55:00Z,36.23,64.96
2026-05-02T09:56:00Z,36.32,66.44
2026-05-02T09:57:00Z,37.07,65.39
2026-05-02T09:58:00Z,41.00,61.29
2026-05-02T09:59:00Z,41.00,61.00
2026-05-02T10:00:00Z,41.13,60.00
2026-05-02T10:01:00Z,46.90,51.48
2026-05-02T10:02:00Z,49.78,51.47
2026-05-02T10:03:00Z,42.89,56.81
2026-05-02T10:04:00Z,41.75,58.00
2026-05-02T10:05:00Z,45.80,55.44
2026-05-02T10:06:00Z,41.28,57.01
2026-05-02T10:07:00Z,39.17,61.09
2026-05-02T10:08:00Z,40.97,58.80
2026-05-02T10:09:00Z,40.99,60.00
2026-05-02T10:10:00Z,42.00,60.00
2026-05-02T10:11:00Z,41.76,59.00
2026-05-02T10:12:00Z,41.25,61.48
2026-05-02T10:13:00Z,38.23,62.86
2026-05-02T10:14:00Z,43.12,63.00
2026-05-02T10:15:00Z,40.21,58.58
2026-05-02T10:16:00Z,43.76,58.33
2026-05-02T10:17:00Z,38.86,62.99
2026-05-02T10:18:00Z,38.87,63.00
2026-05-02T10:19:00Z,39.00,62.08
2026-05-02T10:20:00Z,36.92,63.00
2026-05-02T10:21:00Z,36.19,65.82
2026-05-02T10:22:00Z,37.34,64.00
2026-05-02T10:23:00Z,39.36,62.88
2026-05-02T10:24:00Z,37.23,63.20
2026-05-02T10:25:00Z,39.76,61.98
2026-05-02T10:26:00Z,40.15,60.00
2026-05-02T10:27:00Z,38.14,60.71
2026-05-02T10:28:00Z,35.10,64.91
2026-05-02T10:29:00Z,34.72,66.35
2026-05-02T10:30:00Z,35.10,66.00
2026-05-02T10:31:00Z,36.04,65.00
2026-05-02T10:32:00Z,37.00,64.81
2026-05-02T10:33:00Z,37.96,64.00
2026-05-02T10:34:00Z,36.91,62.71
2026-05-02T10:35:00Z,36.96,63.47
2026-05-02T10:36:00Z,36.70,64.24
2026-05-02T10:37:00Z,38.48,64.15
2026-05-02T10:38:00Z,38.45,62.78
2026-05-02T10:39:00Z,40.00,60.58
2026-05-02T10:40:00Z,39.68,63.53
2026-05-02T10:41:00Z,40.82,61.21
2026-05-02T10:42:00Z,43.31,59.47
2026-05-02T10:43:00Z,42.99,59.77
2026-05-02T10:44:00Z,38.41,60.22
2026-05-02T10:45:00Z,36.62,64.82
2026-05-02T10:46:00Z,32.90,66.52
2026-05-02T10:47:00Z,33.20,66.03
2026-05-02T10:48:00Z,33.23,68.40
2026-05-02T10:49:00Z,27.76,72.05
2026-05-02T10:50:00Z,32.86,67.74
2026-05-02T10:51:00Z,26.48,74.11
2026-05-02T10:52:00Z,30.02,69.86
2026-05-02T10:53:00Z,34.61,69.86
2026-05-02T10:54:00Z,36.25,64.00
2026-05-02T10:55:00Z,36.31,65.68
2026-05-02T10:56:00Z,41.06,62.65
2026-05-02T10:57:00Z,40.20,60.07
2026-05-02T10:58:00Z,41.48,61.70
2026-05-02T10:59:00Z,35.88,64.15
2026-05-02T11:00:00Z,30.19,70.91
2026-05-02T11:01:00Z,33.12,64.17
2026-05-02T11:02:00Z,37.87,62.99
2026-05-02T11:03:00Z,38.00,63.00
2026-05-02T11:04:00Z,37.98,64.28
2026-05-02T11:05:00Z,40.34,62.90
2026-05-02T11:06:00Z,37.64,60.93
2026-05-02T11:07:00Z,39.93,60.90
2026-05-02T11:08:00Z,43.24,53.87
2026-05-02T11:09:00Z,44.89,54.83
2026-05-02T11:10:00Z,53.54,45.32
2026-05-02T11:11:00Z,54.39,44.41
2026-05-02T11:12:00Z,56.61,42.00
2026-05-02T11:13:00Z,60.00,39.21
2026-05-02T11:14:00Z,54.84,47.34
2026-05-02T11:15:00Z,54.47,45.53
2026-05-02T11:16:00Z,49.52,50.27
2026-05-02T11:17:00Z,55.43,45.63
2026-05-02T11:18:00Z,58.64,41.16
2026-05-02T11:19:00Z,59.99,41.98
2026-05-02T11:20:00Z,59.89,41.33
2026-05-02T11:21:00Z,59.93,41.99
2026-05-02T11:22:00Z,59.00,43.00
2026-05-02T11:23:00Z,60.85,40.46
2026-05-02T11:24:00Z,61.15,39.00
2026-05-02T11:25:00Z,62.32,38.94
2026-05-02T11:26:00Z,63.07,38.69
2026-05-02T11:27:00Z,63.31,39.98
2026-05-02T11:28:00Z,62.37,39.60
2026-05-02T11:29:00Z,62.18,40.00
2026-05-02T11:30:00Z,63.44,39.00
2026-05-02T11:31:00Z,63.80,39.00
2026-05-02T11:32:00Z,63.96,38.06
2026-05-02T11:33:00Z,62.68,38.95
2026-05-02T11:34:00Z,60.37,40.28
2026-05-02T11:35:00Z,60.27,39.05
2026-05-02T11:36:00Z,59.44,41.45
2026-05-02T11:37:00Z,58.02,43.62
2026-05-02T11:38:00Z,57.79,43.00
2026-05-02T11:39:00Z,56.45,45.09
2026-05-02T11:40:00Z,50.53,49.94
2026-05-02T11:41:00Z,60.54,39.17
2026-05-02T11:42:00Z,65.97,36.57
2026-05-02T11:43:00Z,64.73,35.47
2026-05-02T11:44:00Z,68.39,36.85
2026-05-02T11:45:00Z,66.70,35.98
2026-05-02T11:46:00Z,69.70,30.01
2026-05-02T11:47:00Z,62.14,39.28
2026-05-02T11:48:00Z,54.53,44.96
2026-05-02T11:49:00Z,54.86,45.09
2026-05-02T11:50:00Z,55.57,44.95
2026-05-02T11:51:00Z,59.12,40.47
2026-05-02T11:52:00Z,61.11,39.93
2026-05-02T11:53:00Z,62.02,38.09
2026-05-02T11:54:00Z,57.80,43.45
2026-05-02T11:55:00Z,57.68,43.78
2026-05-02T11:56:00Z,57.22,43.67
2026-05-02T11:57:00Z,57.19,45.74
2026-05-02T11:58:00Z,55.28,50.14
2026-05-02T11:59:00Z,50.37,50.28
2026-05-02T12:00:00Z,47.74,57.35
2026-05-02T12:01:00Z,42.25,61.21
2026-05-02T12:02:00Z,21.69,79.83
2026-05-02T12:03:00Z,11.92,85.90
2026-05-02T12:04:00Z,12.55,87.65
2026-05-02T12:05:00Z,10.74,89.65
2026-05-02T12:06:00Z,10.47,89.98
2026-05-02T12:07:00Z,10.97,90.41
2026-05-02T12:08:00Z,9.89,90.56
2026-05-02T12:09:00Z,11.61,90.75
2026-05-02T12:10:00Z,11.98,89.64
2026-05-02T12:11:00Z,4.25,96.10
2026-05-02T12:12:00Z,5.62,96.75
2026-05-02T12:13:00Z,1.07,98.98
2026-05-02T12:14:00Z,1.07,99.00
2026-05-02T12:15:00Z,1.07,99.00
2026-05-02T12:16:00Z,1.07,99.00
2026-05-02T12:17:00Z,1.07,99.00
2026-05-02T12:18:00Z,1.07,99.00
2026-05-02T12:19:00Z,1.07,99.00
2026-05-02T12:20:00Z,1.07,99.00
2026-05-02T12:21:00Z,1.07,99.00
2026-05-02T12:22:00Z,1.07,99.00
