# event_ticker=KXATPCHALLENGERMATCH-26MAY15COLDRO
# final_score=6-2 7-6(6)
# score_resolution=2-6 6-7
# match_winner=Raphael Collignon
# fav_player=Titouan Droguet
# dog_player=Raphael Collignon
# kalshi_date=2026-05-15
timestamp,Raphael Collignon,Titouan Droguet
2026-05-15T16:51:00Z,69.00,32.00
2026-05-15T16:54:00Z,69.00,32.00
2026-05-15T16:55:00Z,69.00,32.00
2026-05-15T16:57:00Z,69.00,32.74
2026-05-15T16:58:00Z,69.00,32.74
2026-05-15T16:59:00Z,69.00,32.74
2026-05-15T17:00:00Z,69.00,32.74
2026-05-15T17:01:00Z,70.00,32.74
2026-05-15T17:02:00Z,70.00,32.74
2026-05-15T17:03:00Z,70.00,32.74
2026-05-15T17:05:00Z,70.00,32.74
2026-05-15T17:06:00Z,70.00,32.00
2026-05-15T17:08:00Z,70.00,32.00
2026-05-15T17:09:00Z,70.00,32.00
2026-05-15T17:10:00Z,69.00,32.00
2026-05-15T17:11:00Z,69.00,32.00
2026-05-15T17:13:00Z,69.00,32.00
2026-05-15T17:14:00Z,69.00,32.00
2026-05-15T17:15:00Z,70.00,32.00
2026-05-15T17:16:00Z,70.00,32.00
2026-05-15T17:18:00Z,70.00,32.00
2026-05-15T17:19:00Z,70.00,32.00
2026-05-15T17:20:00Z,70.00,32.00
2026-05-15T17:23:00Z,70.00,31.00
2026-05-15T17:24:00Z,70.00,31.00
2026-05-15T17:26:00Z,70.00,30.00
2026-05-15T17:27:00Z,70.00,31.00
2026-05-15T17:28:00Z,70.00,31.00
2026-05-15T17:30:00Z,70.00,31.00
2026-05-15T17:31:00Z,70.00,31.00
2026-05-15T17:33:00Z,70.00,31.00
2026-05-15T17:34:00Z,70.00,31.00
2026-05-15T17:35:00Z,70.00,31.00
2026-05-15T17:36:00Z,70.00,31.00
2026-05-15T17:37:00Z,70.00,31.00
2026-05-15T17:38:00Z,70.00,31.00
2026-05-15T17:39:00Z,70.00,31.23
2026-05-15T17:40:00Z,70.00,31.00
2026-05-15T17:41:00Z,70.00,31.93
2026-05-15T17:42:00Z,70.00,32.00
2026-05-15T17:43:00Z,70.00,32.00
2026-05-15T17:44:00Z,70.00,32.00
2026-05-15T17:45:00Z,69.83,32.00
2026-05-15T17:46:00Z,70.00,32.00
2026-05-15T17:47:00Z,70.00,31.00
2026-05-15T17:48:00Z,70.00,31.00
2026-05-15T17:49:00Z,69.78,31.07
2026-05-15T17:50:00Z,70.10,31.85
2026-05-15T17:51:00Z,70.80,31.00
2026-05-15T17:52:00Z,72.00,31.00
2026-05-15T17:53:00Z,72.00,31.00
2026-05-15T17:54:00Z,72.00,31.00
2026-05-15T17:55:00Z,70.71,31.00
2026-05-15T17:56:00Z,70.19,31.00
2026-05-15T17:57:00Z,71.00,31.00
2026-05-15T17:58:00Z,71.00,31.00
2026-05-15T17:59:00Z,71.77,31.00
2026-05-15T18:00:00Z,71.85,31.00
2026-05-15T18:01:00Z,72.00,31.00
2026-05-15T18:02:00Z,71.46,30.99
2026-05-15T18:03:00Z,72.81,30.00
2026-05-15T18:04:00Z,72.38,30.02
2026-05-15T18:05:00Z,72.60,30.00
2026-05-15T18:06:00Z,72.84,30.00
2026-05-15T18:07:00Z,72.94,30.00
2026-05-15T18:08:00Z,72.66,30.00
2026-05-15T18:09:00Z,72.00,30.00
2026-05-15T18:10:00Z,73.34,28.16
2026-05-15T18:11:00Z,68.54,30.26
2026-05-15T18:12:00Z,68.22,32.23
2026-05-15T18:13:00Z,69.86,30.96
2026-05-15T18:14:00Z,71.07,30.37
2026-05-15T18:15:00Z,73.14,27.01
2026-05-15T18:16:00Z,69.42,30.11
2026-05-15T18:17:00Z,70.46,31.65
2026-05-15T18:18:00Z,67.19,33.79
2026-05-15T18:19:00Z,68.37,32.94
2026-05-15T18:20:00Z,70.00,30.85
2026-05-15T18:21:00Z,72.47,27.09
2026-05-15T18:22:00Z,79.20,20.86
2026-05-15T18:23:00Z,79.91,22.86
2026-05-15T18:24:00Z,82.47,18.07
2026-05-15T18:25:00Z,81.01,19.49
2026-05-15T18:26:00Z,81.02,19.70
2026-05-15T18:27:00Z,76.96,23.19
2026-05-15T18:28:00Z,79.88,21.08
2026-05-15T18:29:00Z,81.13,19.87
2026-05-15T18:30:00Z,82.39,18.04
2026-05-15T18:31:00Z,83.61,17.26
2026-05-15T18:32:00Z,82.15,18.01
2026-05-15T18:33:00Z,81.76,18.97
2026-05-15T18:34:00Z,82.00,19.00
2026-05-15T18:35:00Z,82.41,18.65
2026-05-15T18:36:00Z,82.01,19.39
2026-05-15T18:37:00Z,84.61,17.19
2026-05-15T18:38:00Z,84.00,17.15
2026-05-15T18:39:00Z,85.74,14.61
2026-05-15T18:40:00Z,85.70,16.30
2026-05-15T18:41:00Z,86.92,11.59
2026-05-15T18:42:00Z,88.00,11.36
2026-05-15T18:43:00Z,88.00,11.23
2026-05-15T18:44:00Z,89.00,11.39
2026-05-15T18:45:00Z,89.68,11.06
2026-05-15T18:46:00Z,89.01,11.24
2026-05-15T18:47:00Z,90.34,10.44
2026-05-15T18:48:00Z,89.09,11.76
2026-05-15T18:49:00Z,88.00,13.00
2026-05-15T18:50:00Z,88.16,11.46
2026-05-15T18:51:00Z,87.07,13.23
2026-05-15T18:52:00Z,85.90,14.18
2026-05-15T18:53:00Z,87.75,12.96
2026-05-15T18:54:00Z,88.46,11.98
2026-05-15T18:55:00Z,87.84,13.97
2026-05-15T18:56:00Z,85.08,15.00
2026-05-15T18:57:00Z,85.01,15.83
2026-05-15T18:58:00Z,85.93,15.72
2026-05-15T18:59:00Z,85.43,15.95
2026-05-15T19:00:00Z,86.97,13.67
2026-05-15T19:01:00Z,86.16,14.06
2026-05-15T19:02:00Z,87.36,14.40
2026-05-15T19:03:00Z,84.69,15.61
2026-05-15T19:04:00Z,85.40,15.87
2026-05-15T19:05:00Z,88.91,11.96
2026-05-15T19:06:00Z,87.71,14.07
2026-05-15T19:07:00Z,84.89,16.08
2026-05-15T19:08:00Z,85.54,14.93
2026-05-15T19:09:00Z,86.63,13.97
2026-05-15T19:10:00Z,84.67,14.92
2026-05-15T19:11:00Z,84.29,17.04
2026-05-15T19:12:00Z,87.77,13.38
2026-05-15T19:13:00Z,84.66,15.46
2026-05-15T19:14:00Z,82.79,17.98
2026-05-15T19:15:00Z,83.03,17.52
2026-05-15T19:16:00Z,83.99,15.96
2026-05-15T19:17:00Z,82.77,16.92
2026-05-15T19:18:00Z,82.21,18.60
2026-05-15T19:19:00Z,83.93,15.93
2026-05-15T19:20:00Z,82.06,17.76
2026-05-15T19:21:00Z,82.00,19.13
2026-05-15T19:22:00Z,80.93,19.84
2026-05-15T19:23:00Z,81.35,19.86
2026-05-15T19:24:00Z,82.98,17.13
2026-05-15T19:25:00Z,83.76,16.81
2026-05-15T19:26:00Z,82.96,18.40
2026-05-15T19:27:00Z,79.98,20.21
2026-05-15T19:28:00Z,80.00,20.93
2026-05-15T19:29:00Z,74.46,26.81
2026-05-15T19:30:00Z,70.68,28.51
2026-05-15T19:31:00Z,79.00,22.04
2026-05-15T19:32:00Z,80.51,19.77
2026-05-15T19:33:00Z,80.45,21.35
2026-05-15T19:34:00Z,74.34,29.27
2026-05-15T19:35:00Z,67.60,33.46
2026-05-15T19:36:00Z,68.42,31.96
2026-05-15T19:37:00Z,71.92,28.17
2026-05-15T19:38:00Z,67.87,33.01
2026-05-15T19:39:00Z,63.80,35.53
2026-05-15T19:40:00Z,72.13,27.77
2026-05-15T19:41:00Z,93.96,9.06
2026-05-15T19:42:00Z,99.00,1.00
2026-05-15T19:43:00Z,99.00,1.00
2026-05-15T19:44:00Z,99.00,1.00
2026-05-15T19:45:00Z,99.00,1.00
2026-05-15T19:46:00Z,99.00,1.00
