# event_ticker=KXATPCHALLENGERMATCH-26FEB11SATMOR
# final_score=6-7(6) 6-0 6-4
# score_resolution=6-7 6-0 6-4
# match_winner=Hiroki Moriya
# fav_player=Hiroki Moriya
# dog_player=Tai Leonard Sach
# kalshi_date=2026-02-11
timestamp,Hiroki Moriya,Tai Leonard Sach
2026-02-11T13:12:00Z,59.00,
2026-02-11T14:14:00Z,59.00,
2026-02-11T14:43:00Z,59.00,
2026-02-11T15:34:00Z,59.00,
2026-02-11T15:35:00Z,59.00,44.00
2026-02-11T15:53:00Z,59.00,44.00
2026-02-11T15:56:00Z,59.00,41.00
2026-02-11T16:12:00Z,59.00,41.00
2026-02-11T16:14:00Z,59.00,41.00
2026-02-11T16:24:00Z,58.00,41.00
2026-02-11T16:57:00Z,58.00,41.00
2026-02-11T16:59:00Z,58.26,41.00
2026-02-11T17:02:00Z,56.01,41.00
2026-02-11T17:13:00Z,57.00,44.00
2026-02-11T17:14:00Z,57.00,44.00
2026-02-11T17:32:00Z,57.85,44.00
2026-02-11T18:14:00Z,56.00,44.00
2026-02-11T18:48:00Z,57.00,44.00
2026-02-11T18:50:00Z,57.00,45.13
2026-02-11T18:51:00Z,57.00,45.13
2026-02-11T19:10:00Z,57.00,45.13
2026-02-11T19:32:00Z,57.00,46.00
2026-02-11T19:34:00Z,57.00,46.00
2026-02-11T19:40:00Z,57.00,46.00
2026-02-11T20:40:00Z,57.00,46.00
2026-02-11T20:44:00Z,57.00,46.00
2026-02-11T20:50:00Z,57.00,46.00
2026-02-11T21:17:00Z,57.00,46.00
2026-02-11T21:22:00Z,57.00,46.00
2026-02-11T21:36:00Z,57.00,46.00
2026-02-11T21:39:00Z,57.00,46.00
2026-02-11T21:42:00Z,57.00,46.00
2026-02-11T21:45:00Z,57.00,46.00
2026-02-11T21:49:00Z,57.00,46.00
2026-02-11T21:50:00Z,57.00,46.00
2026-02-11T21:52:00Z,56.80,46.00
2026-02-11T21:53:00Z,57.00,46.00
2026-02-11T21:54:00Z,57.00,46.00
2026-02-11T21:55:00Z,57.00,46.00
2026-02-11T21:56:00Z,57.00,46.00
2026-02-11T22:00:00Z,57.00,46.00
2026-02-11T22:06:00Z,56.00,46.00
2026-02-11T22:07:00Z,56.00,46.00
2026-02-11T22:11:00Z,56.00,46.00
2026-02-11T22:13:00Z,56.00,46.00
2026-02-11T22:17:00Z,56.80,46.00
2026-02-11T22:21:00Z,57.00,46.00
2026-02-11T22:25:00Z,57.00,46.00
2026-02-11T22:29:00Z,57.00,46.00
2026-02-11T22:30:00Z,56.00,46.00
2026-02-11T22:31:00Z,57.00,46.00
2026-02-11T22:42:00Z,57.00,46.00
2026-02-11T22:43:00Z,57.00,46.00
2026-02-11T22:47:00Z,56.38,46.00
2026-02-11T22:48:00Z,56.38,46.00
2026-02-11T22:49:00Z,56.38,46.00
2026-02-11T22:50:00Z,57.37,46.00
2026-02-11T22:51:00Z,57.00,46.00
2026-02-11T22:53:00Z,57.00,46.00
2026-02-11T22:54:00Z,57.00,46.00
2026-02-11T22:55:00Z,57.00,46.00
2026-02-11T22:58:00Z,57.00,46.00
2026-02-11T22:59:00Z,57.00,46.00
2026-02-11T23:02:00Z,57.00,46.00
2026-02-11T23:03:00Z,57.17,46.00
2026-02-11T23:06:00Z,57.62,46.00
2026-02-11T23:09:00Z,57.62,46.00
2026-02-11T23:10:00Z,58.00,46.00
2026-02-11T23:12:00Z,58.00,46.00
2026-02-11T23:13:00Z,58.00,46.00
2026-02-11T23:14:00Z,57.00,46.00
2026-02-11T23:16:00Z,57.00,46.00
2026-02-11T23:21:00Z,57.00,46.00
2026-02-11T23:23:00Z,57.00,46.00
2026-02-11T23:26:00Z,58.00,46.00
2026-02-11T23:29:00Z,56.00,46.00
2026-02-11T23:31:00Z,57.00,46.00
2026-02-11T23:34:00Z,55.16,46.00
2026-02-11T23:35:00Z,55.00,46.00
2026-02-11T23:36:00Z,57.00,46.00
2026-02-11T23:38:00Z,57.00,46.00
2026-02-11T23:43:00Z,57.00,46.00
2026-02-11T23:45:00Z,56.94,46.00
2026-02-11T23:47:00Z,57.00,46.00
2026-02-11T23:53:00Z,57.00,46.70
2026-02-11T23:54:00Z,57.00,46.00
2026-02-11T23:58:00Z,57.00,46.00
2026-02-11T23:59:00Z,57.64,46.00
2026-02-12T00:00:00Z,57.66,46.85
2026-02-12T00:04:00Z,57.66,47.00
2026-02-12T00:05:00Z,57.00,47.00
2026-02-12T00:06:00Z,57.00,47.00
2026-02-12T00:08:00Z,57.00,47.00
2026-02-12T00:09:00Z,57.00,47.00
2026-02-12T00:10:00Z,57.00,47.00
2026-02-12T00:11:00Z,56.98,47.00
2026-02-12T00:12:00Z,56.88,44.94
2026-02-12T00:13:00Z,61.00,41.00
2026-02-12T00:14:00Z,61.00,43.45
2026-02-12T00:15:00Z,61.00,43.45
2026-02-12T00:16:00Z,61.00,40.00
2026-02-12T00:17:00Z,65.69,34.22
2026-02-12T00:18:00Z,66.43,35.50
2026-02-12T00:19:00Z,56.00,35.50
2026-02-12T00:20:00Z,54.48,44.00
2026-02-12T00:22:00Z,63.90,37.00
2026-02-12T00:24:00Z,61.00,38.94
2026-02-12T00:25:00Z,59.00,38.94
2026-02-12T00:26:00Z,58.00,45.00
2026-02-12T00:27:00Z,57.85,45.00
2026-02-12T00:28:00Z,54.45,48.33
2026-02-12T00:29:00Z,54.78,50.22
2026-02-12T00:30:00Z,54.00,53.91
2026-02-12T00:31:00Z,53.43,48.84
2026-02-12T00:32:00Z,46.03,59.95
2026-02-12T00:33:00Z,40.12,61.00
2026-02-12T00:34:00Z,38.38,63.78
2026-02-12T00:35:00Z,41.07,59.67
2026-02-12T00:36:00Z,50.96,59.67
2026-02-12T00:37:00Z,55.16,46.09
2026-02-12T00:38:00Z,55.16,47.00
2026-02-12T00:39:00Z,57.00,40.57
2026-02-12T00:40:00Z,47.83,51.98
2026-02-12T00:41:00Z,49.11,49.49
2026-02-12T00:42:00Z,49.00,48.92
2026-02-12T00:43:00Z,55.55,44.99
2026-02-12T00:44:00Z,59.00,40.16
2026-02-12T00:45:00Z,59.45,40.16
2026-02-12T00:46:00Z,62.00,39.00
2026-02-12T00:47:00Z,60.00,39.00
2026-02-12T00:48:00Z,56.00,45.85
2026-02-12T00:49:00Z,56.00,47.34
2026-02-12T00:50:00Z,52.71,47.14
2026-02-12T00:51:00Z,55.52,43.00
2026-02-12T00:52:00Z,61.21,40.00
2026-02-12T00:53:00Z,61.21,39.00
2026-02-12T00:54:00Z,62.46,38.97
2026-02-12T00:55:00Z,57.42,40.45
2026-02-12T00:56:00Z,55.87,45.55
2026-02-12T00:57:00Z,60.96,44.93
2026-02-12T00:58:00Z,56.79,47.17
2026-02-12T00:59:00Z,53.56,55.63
2026-02-12T01:00:00Z,59.97,41.71
2026-02-12T01:01:00Z,60.37,42.10
2026-02-12T01:02:00Z,56.30,43.70
2026-02-12T01:03:00Z,56.40,44.29
2026-02-12T01:04:00Z,51.97,49.16
