# event_ticker=KXATPCHALLENGERMATCH-26MAR11MEJMOC
# final_score=6-2 6-2
# score_resolution=2-6 2-6
# match_winner=Shintaro Mochizuki
# fav_player=Nicolas Mejia
# dog_player=Shintaro Mochizuki
# kalshi_date=2026-03-11
timestamp,Nicolas Mejia,Shintaro Mochizuki
2026-03-11T13:47:00Z,,49.00
2026-03-11T15:06:00Z,,49.00
2026-03-11T15:39:00Z,,48.00
2026-03-11T15:42:00Z,53.00,48.00
2026-03-11T16:27:00Z,54.00,48.00
2026-03-11T16:45:00Z,55.00,48.00
2026-03-11T17:16:00Z,55.00,46.00
2026-03-11T17:30:00Z,56.00,46.00
2026-03-11T18:46:00Z,56.00,45.00
2026-03-11T19:22:00Z,56.00,44.00
2026-03-11T19:47:00Z,58.00,44.00
2026-03-11T19:54:00Z,58.00,44.00
2026-03-11T20:03:00Z,58.00,41.00
2026-03-11T20:12:00Z,58.00,44.00
2026-03-11T20:23:00Z,56.00,44.00
2026-03-11T20:38:00Z,56.00,44.00
2026-03-11T21:37:00Z,58.00,44.00
2026-03-11T21:51:00Z,58.00,44.00
2026-03-11T21:52:00Z,58.00,44.00
2026-03-11T21:54:00Z,58.00,44.00
2026-03-11T21:59:00Z,58.00,44.00
2026-03-11T22:07:00Z,58.00,44.00
2026-03-11T22:08:00Z,58.00,44.00
2026-03-11T22:20:00Z,58.00,44.00
2026-03-11T22:21:00Z,58.00,44.00
2026-03-11T22:32:00Z,58.00,44.00
2026-03-11T22:33:00Z,58.00,44.00
2026-03-11T22:37:00Z,58.00,44.00
2026-03-11T22:51:00Z,58.00,44.00
2026-03-11T22:55:00Z,58.00,44.00
2026-03-11T22:57:00Z,58.00,44.43
2026-03-11T23:09:00Z,58.00,45.00
2026-03-11T23:27:00Z,57.00,45.00
2026-03-11T23:28:00Z,57.00,45.00
2026-03-11T23:30:00Z,57.00,44.00
2026-03-11T23:33:00Z,57.00,44.00
2026-03-11T23:48:00Z,57.00,44.00
2026-03-11T23:50:00Z,57.00,44.00
2026-03-11T23:54:00Z,57.00,44.00
2026-03-11T23:58:00Z,57.00,44.00
2026-03-12T00:01:00Z,57.00,44.00
2026-03-12T00:04:00Z,57.00,44.00
2026-03-12T00:10:00Z,57.00,44.00
2026-03-12T00:13:00Z,57.00,44.00
2026-03-12T00:16:00Z,57.00,44.00
2026-03-12T00:19:00Z,54.52,47.77
2026-03-12T00:22:00Z,54.52,45.00
2026-03-12T00:24:00Z,54.52,45.00
2026-03-12T00:26:00Z,57.00,45.00
2026-03-12T00:35:00Z,57.00,45.00
2026-03-12T00:36:00Z,57.00,45.00
2026-03-12T00:37:00Z,57.00,46.00
2026-03-12T00:38:00Z,56.97,46.00
2026-03-12T00:40:00Z,56.97,46.00
2026-03-12T00:43:00Z,56.97,46.00
2026-03-12T00:46:00Z,56.00,46.00
2026-03-12T00:49:00Z,56.00,46.00
2026-03-12T00:50:00Z,56.17,45.22
2026-03-12T00:51:00Z,57.00,45.22
2026-03-12T00:52:00Z,57.00,45.22
2026-03-12T00:55:00Z,57.00,47.00
2026-03-12T00:56:00Z,57.00,47.00
2026-03-12T00:58:00Z,57.00,47.00
2026-03-12T00:59:00Z,57.00,47.00
2026-03-12T01:02:00Z,57.00,47.00
2026-03-12T01:04:00Z,57.00,46.00
2026-03-12T01:05:00Z,57.00,46.00
2026-03-12T01:06:00Z,57.00,46.00
2026-03-12T01:07:00Z,57.00,46.00
2026-03-12T01:11:00Z,57.00,46.00
2026-03-12T01:15:00Z,57.00,46.00
2026-03-12T01:16:00Z,57.00,46.00
2026-03-12T01:17:00Z,57.07,46.00
2026-03-12T01:19:00Z,57.07,46.00
2026-03-12T01:20:00Z,57.00,46.00
2026-03-12T01:21:00Z,57.00,46.00
2026-03-12T01:22:00Z,57.00,45.98
2026-03-12T01:23:00Z,57.00,45.98
2026-03-12T01:24:00Z,57.00,44.00
2026-03-12T01:25:00Z,57.00,45.98
2026-03-12T01:26:00Z,57.18,47.49
2026-03-12T01:27:00Z,60.96,42.22
2026-03-12T01:28:00Z,61.15,39.24
2026-03-12T01:29:00Z,58.03,41.81
2026-03-12T01:30:00Z,61.88,40.00
2026-03-12T01:31:00Z,62.00,40.15
2026-03-12T01:32:00Z,64.68,39.18
2026-03-12T01:33:00Z,67.03,30.00
2026-03-12T01:34:00Z,70.06,30.52
2026-03-12T01:35:00Z,72.56,28.02
2026-03-12T01:36:00Z,75.62,25.04
2026-03-12T01:37:00Z,76.00,29.66
2026-03-12T01:38:00Z,71.00,28.00
2026-03-12T01:39:00Z,73.95,29.00
2026-03-12T01:40:00Z,70.28,30.93
2026-03-12T01:41:00Z,72.20,28.58
2026-03-12T01:42:00Z,70.65,29.39
2026-03-12T01:43:00Z,65.80,34.00
2026-03-12T01:44:00Z,70.00,34.00
2026-03-12T01:45:00Z,63.80,34.80
2026-03-12T01:46:00Z,63.80,40.73
2026-03-12T01:47:00Z,61.98,37.67
2026-03-12T01:48:00Z,60.35,40.38
2026-03-12T01:49:00Z,55.88,44.99
2026-03-12T01:50:00Z,55.13,45.00
2026-03-12T01:51:00Z,49.29,49.33
2026-03-12T01:52:00Z,54.54,46.46
2026-03-12T01:53:00Z,46.03,53.03
2026-03-12T01:54:00Z,40.22,60.08
2026-03-12T01:55:00Z,39.95,61.00
2026-03-12T01:56:00Z,36.46,61.00
2026-03-12T01:57:00Z,35.15,65.33
2026-03-12T01:58:00Z,33.00,67.33
2026-03-12T01:59:00Z,26.60,70.66
2026-03-12T02:00:00Z,25.23,75.00
2026-03-12T02:01:00Z,25.23,77.32
2026-03-12T02:02:00Z,23.00,76.29
2026-03-12T02:03:00Z,22.00,77.04
2026-03-12T02:04:00Z,23.96,74.07
2026-03-12T02:05:00Z,24.27,72.18
2026-03-12T02:06:00Z,22.62,72.18
2026-03-12T02:07:00Z,22.26,77.97
2026-03-12T02:08:00Z,23.00,77.02
2026-03-12T02:09:00Z,23.00,77.02
2026-03-12T02:11:00Z,22.68,78.00
2026-03-12T02:12:00Z,24.47,76.71
2026-03-12T02:13:00Z,26.20,73.83
2026-03-12T02:14:00Z,30.35,70.11
2026-03-12T02:15:00Z,27.29,73.78
2026-03-12T02:16:00Z,25.00,74.81
2026-03-12T02:17:00Z,23.54,76.96
2026-03-12T02:18:00Z,23.00,76.75
2026-03-12T02:19:00Z,24.05,71.25
2026-03-12T02:20:00Z,30.91,71.64
2026-03-12T02:21:00Z,26.66,72.77
2026-03-12T02:22:00Z,25.89,74.99
2026-03-12T02:23:00Z,18.28,80.28
2026-03-12T02:24:00Z,21.32,80.56
2026-03-12T02:25:00Z,16.88,84.25
2026-03-12T02:26:00Z,13.00,88.00
2026-03-12T02:27:00Z,13.00,87.73
2026-03-12T02:28:00Z,12.96,86.94
2026-03-12T02:29:00Z,13.93,85.36
2026-03-12T02:30:00Z,14.00,85.11
2026-03-12T02:31:00Z,16.21,84.55
2026-03-12T02:32:00Z,15.06,86.67
2026-03-12T02:33:00Z,12.21,88.83
2026-03-12T02:34:00Z,9.16,91.98
2026-03-12T02:35:00Z,10.26,89.33
2026-03-12T02:36:00Z,11.90,90.36
2026-03-12T02:37:00Z,10.03,88.83
2026-03-12T02:38:00Z,8.36,90.62
2026-03-12T02:39:00Z,10.00,91.00
2026-03-12T02:40:00Z,11.41,88.97
2026-03-12T02:41:00Z,12.05,88.57
2026-03-12T02:42:00Z,17.46,83.37
2026-03-12T02:43:00Z,14.41,83.55
2026-03-12T02:44:00Z,9.12,87.79
2026-03-12T02:45:00Z,7.04,93.77
2026-03-12T02:46:00Z,5.29,94.01
2026-03-12T02:47:00Z,3.16,97.66
2026-03-12T02:48:00Z,1.13,98.87
2026-03-12T02:49:00Z,1.00,98.41
2026-03-12T02:50:00Z,1.24,98.18
2026-03-12T02:51:00Z,1.50,99.00
2026-03-12T02:52:00Z,2.00,98.17
2026-03-12T02:53:00Z,2.00,99.00
2026-03-12T02:54:00Z,2.00,99.00
2026-03-12T02:55:00Z,1.00,99.00
2026-03-12T02:56:00Z,1.00,99.00
2026-03-12T02:57:00Z,1.00,99.00
2026-03-12T02:58:00Z,1.00,99.00
2026-03-12T03:01:00Z,1.00,99.00
2026-03-12T03:03:00Z,1.00,99.00
