# event_ticker=KXATPCHALLENGERMATCH-26MAR24MCCILA
# final_score=6-4 7-6(9)
# score_resolution=4-6 6-7
# match_winner=James McCabe
# fav_player=Andre Ilagan
# dog_player=James McCabe
# kalshi_date=2026-03-24
timestamp,Andre Ilagan,James McCabe
2026-03-24T02:24:00Z,,62.00
2026-03-24T02:51:00Z,,62.00
2026-03-24T03:08:00Z,,62.85
2026-03-24T03:41:00Z,,64.90
2026-03-24T04:28:00Z,,66.00
2026-03-24T04:53:00Z,,66.00
2026-03-24T05:06:00Z,,66.00
2026-03-24T05:11:00Z,,66.00
2026-03-24T05:13:00Z,,64.00
2026-03-24T05:14:00Z,38.00,66.00
2026-03-24T05:21:00Z,38.00,66.00
2026-03-24T05:23:00Z,38.00,66.00
2026-03-24T05:24:00Z,38.00,61.65
2026-03-24T05:45:00Z,38.00,66.00
2026-03-24T05:46:00Z,36.00,66.00
2026-03-24T05:54:00Z,36.00,67.00
2026-03-24T05:56:00Z,36.00,67.00
2026-03-24T05:57:00Z,36.00,67.00
2026-03-24T06:06:00Z,36.00,67.00
2026-03-24T06:09:00Z,36.00,67.00
2026-03-24T06:16:00Z,35.40,67.00
2026-03-24T06:17:00Z,35.40,67.00
2026-03-24T06:19:00Z,35.40,67.00
2026-03-24T06:22:00Z,35.40,65.33
2026-03-24T06:27:00Z,36.00,65.33
2026-03-24T06:31:00Z,36.00,66.00
2026-03-24T06:34:00Z,35.00,66.00
2026-03-24T06:43:00Z,37.00,66.00
2026-03-24T06:44:00Z,37.00,65.00
2026-03-24T06:45:00Z,37.00,65.00
2026-03-24T06:46:00Z,37.00,65.00
2026-03-24T06:47:00Z,37.00,65.00
2026-03-24T06:54:00Z,37.00,65.00
2026-03-24T06:57:00Z,37.00,65.00
2026-03-24T07:01:00Z,37.00,65.00
2026-03-24T07:03:00Z,37.00,65.00
2026-03-24T07:04:00Z,37.00,65.00
2026-03-24T07:15:00Z,36.00,65.00
2026-03-24T07:18:00Z,37.86,65.00
2026-03-24T07:23:00Z,38.00,65.00
2026-03-24T07:25:00Z,38.00,64.00
2026-03-24T07:27:00Z,38.00,64.00
2026-03-24T07:29:00Z,38.00,64.00
2026-03-24T07:32:00Z,38.00,64.00
2026-03-24T07:33:00Z,38.00,64.00
2026-03-24T07:34:00Z,38.00,64.00
2026-03-24T07:35:00Z,38.00,64.00
2026-03-24T07:40:00Z,38.00,61.00
2026-03-24T07:41:00Z,38.00,64.00
2026-03-24T07:43:00Z,38.00,64.00
2026-03-24T07:48:00Z,38.00,64.00
2026-03-24T07:50:00Z,38.00,64.00
2026-03-24T07:52:00Z,38.00,64.00
2026-03-24T07:53:00Z,38.00,64.00
2026-03-24T07:54:00Z,38.00,64.00
2026-03-24T07:55:00Z,33.81,64.00
2026-03-24T07:56:00Z,39.11,64.00
2026-03-24T07:58:00Z,39.11,64.00
2026-03-24T07:59:00Z,39.00,64.00
2026-03-24T08:00:00Z,39.00,64.00
2026-03-24T08:01:00Z,39.00,64.00
2026-03-24T08:02:00Z,39.00,66.02
2026-03-24T08:03:00Z,39.00,66.02
2026-03-24T08:04:00Z,38.00,66.00
2026-03-24T08:05:00Z,38.00,65.15
2026-03-24T08:06:00Z,38.00,65.58
2026-03-24T08:07:00Z,35.00,66.34
2026-03-24T08:08:00Z,35.00,67.00
2026-03-24T08:09:00Z,38.00,67.00
2026-03-24T08:10:00Z,38.00,67.00
2026-03-24T08:11:00Z,38.00,67.00
2026-03-24T08:12:00Z,36.98,66.92
2026-03-24T08:13:00Z,40.23,63.84
2026-03-24T08:14:00Z,38.71,63.88
2026-03-24T08:15:00Z,39.31,65.00
2026-03-24T08:16:00Z,39.00,64.96
2026-03-24T08:17:00Z,38.76,64.58
2026-03-24T08:18:00Z,37.68,64.99
2026-03-24T08:19:00Z,38.38,65.43
2026-03-24T08:20:00Z,38.25,65.36
2026-03-24T08:21:00Z,37.50,65.33
2026-03-24T08:22:00Z,36.11,65.52
2026-03-24T08:23:00Z,36.14,65.99
2026-03-24T08:24:00Z,37.41,65.42
2026-03-24T08:25:00Z,37.78,65.00
2026-03-24T08:26:00Z,38.23,64.99
2026-03-24T08:27:00Z,39.99,63.13
2026-03-24T08:28:00Z,42.78,63.31
2026-03-24T08:29:00Z,40.77,62.70
2026-03-24T08:30:00Z,42.32,62.63
2026-03-24T08:31:00Z,40.94,62.75
2026-03-24T08:32:00Z,40.05,61.68
2026-03-24T08:33:00Z,38.35,64.19
2026-03-24T08:34:00Z,39.46,64.56
2026-03-24T08:35:00Z,42.82,60.07
2026-03-24T08:36:00Z,35.14,65.87
2026-03-24T08:37:00Z,28.45,72.96
2026-03-24T08:38:00Z,29.58,73.05
2026-03-24T08:39:00Z,31.92,70.46
2026-03-24T08:40:00Z,34.33,67.73
2026-03-24T08:41:00Z,30.66,70.58
2026-03-24T08:42:00Z,30.54,70.69
2026-03-24T08:43:00Z,29.02,72.76
2026-03-24T08:44:00Z,27.44,72.69
2026-03-24T08:45:00Z,27.89,73.88
2026-03-24T08:46:00Z,30.00,71.84
2026-03-24T08:47:00Z,28.58,72.13
2026-03-24T08:48:00Z,26.90,74.61
2026-03-24T08:49:00Z,26.31,75.38
2026-03-24T08:50:00Z,25.25,75.65
2026-03-24T08:51:00Z,23.67,77.14
2026-03-24T08:52:00Z,23.36,78.31
2026-03-24T08:53:00Z,23.15,75.89
2026-03-24T08:54:00Z,23.67,75.18
2026-03-24T08:55:00Z,23.08,78.99
2026-03-24T08:56:00Z,25.45,76.73
2026-03-24T08:57:00Z,24.58,76.85
2026-03-24T08:58:00Z,26.02,75.06
2026-03-24T08:59:00Z,26.98,75.97
2026-03-24T09:00:00Z,27.16,72.70
2026-03-24T09:01:00Z,30.97,71.71
2026-03-24T09:02:00Z,30.77,73.71
2026-03-24T09:03:00Z,23.48,76.33
2026-03-24T09:04:00Z,26.83,74.08
2026-03-24T09:05:00Z,28.00,72.78
2026-03-24T09:06:00Z,25.00,74.01
2026-03-24T09:07:00Z,23.09,77.29
2026-03-24T09:08:00Z,24.00,77.32
2026-03-24T09:09:00Z,23.00,77.19
2026-03-24T09:10:00Z,20.86,78.33
