# event_ticker=KXATPMATCH-26FEB08NAVNAV2
# final_score=6-2 6-1
# score_resolution=2-6 1-6
# match_winner=Mariano Navone
# fav_player=Emilio Nava
# dog_player=Mariano Navone
# kalshi_date=2026-02-08
timestamp,Emilio Nava,Mariano Navone
2026-02-11T04:38:00Z,34.00,68.00
2026-02-11T04:47:00Z,34.00,68.00
2026-02-11T04:50:00Z,34.00,68.00
2026-02-11T05:16:00Z,34.00,68.00
2026-02-11T05:19:00Z,34.00,68.00
2026-02-11T05:34:00Z,34.00,68.00
2026-02-11T05:44:00Z,34.00,68.00
2026-02-11T05:58:00Z,34.00,68.00
2026-02-11T06:13:00Z,34.00,68.00
2026-02-11T06:15:00Z,33.00,68.00
2026-02-11T06:24:00Z,33.00,68.00
2026-02-11T06:37:00Z,33.00,66.00
2026-02-11T06:38:00Z,34.00,66.00
2026-02-11T06:40:00Z,34.00,68.00
2026-02-11T06:41:00Z,34.00,68.00
2026-02-11T06:58:00Z,34.00,68.00
2026-02-11T07:17:00Z,34.00,68.00
2026-02-11T07:18:00Z,34.00,68.00
2026-02-11T07:22:00Z,34.00,68.00
2026-02-11T07:26:00Z,34.00,68.00
2026-02-11T07:44:00Z,34.00,68.00
2026-02-11T09:48:00Z,34.00,68.00
2026-02-11T10:01:00Z,34.00,68.00
2026-02-11T10:04:00Z,34.00,68.00
2026-02-11T10:39:00Z,34.00,67.00
2026-02-11T12:01:00Z,34.00,67.00
2026-02-11T12:10:00Z,34.00,67.00
2026-02-11T12:53:00Z,34.00,67.00
2026-02-11T13:01:00Z,34.00,67.00
2026-02-11T13:25:00Z,34.00,67.00
2026-02-11T13:28:00Z,34.00,67.00
2026-02-11T13:36:00Z,34.00,67.00
2026-02-11T13:45:00Z,34.00,66.00
2026-02-11T13:51:00Z,34.00,66.00
2026-02-11T13:57:00Z,34.00,66.00
2026-02-11T13:58:00Z,34.00,66.00
2026-02-11T13:59:00Z,34.00,66.00
2026-02-11T14:03:00Z,34.00,66.00
2026-02-11T14:05:00Z,34.00,66.00
2026-02-11T14:07:00Z,34.00,66.00
2026-02-11T14:10:00Z,34.00,66.00
2026-02-11T14:27:00Z,34.00,66.00
2026-02-11T14:33:00Z,34.00,66.00
2026-02-11T14:40:00Z,34.00,66.00
2026-02-11T14:41:00Z,34.00,66.00
2026-02-11T14:44:00Z,34.00,66.00
2026-02-11T14:45:00Z,34.00,66.00
2026-02-11T14:47:00Z,34.00,66.00
2026-02-11T14:48:00Z,34.00,66.00
2026-02-11T14:52:00Z,35.26,66.00
2026-02-11T14:54:00Z,35.00,66.00
2026-02-11T14:55:00Z,35.00,66.00
2026-02-11T15:00:00Z,35.00,66.00
2026-02-11T15:01:00Z,35.29,66.00
2026-02-11T15:03:00Z,35.29,66.00
2026-02-11T15:07:00Z,35.29,66.00
2026-02-11T15:14:00Z,35.29,66.00
2026-02-11T15:17:00Z,35.00,66.00
2026-02-11T15:19:00Z,35.00,67.00
2026-02-11T15:25:00Z,35.00,67.00
2026-02-11T15:26:00Z,35.00,67.00
2026-02-11T15:27:00Z,35.00,67.00
2026-02-11T15:30:00Z,35.00,67.00
2026-02-11T15:32:00Z,35.00,67.00
2026-02-11T15:33:00Z,35.00,67.00
2026-02-11T15:35:00Z,35.00,67.00
2026-02-11T15:36:00Z,32.60,67.00
2026-02-11T15:39:00Z,35.00,67.00
2026-02-11T15:41:00Z,35.00,67.00
2026-02-11T15:44:00Z,35.00,67.00
2026-02-11T15:48:00Z,35.00,67.00
2026-02-11T15:51:00Z,34.00,67.00
2026-02-11T15:52:00Z,35.00,67.00
2026-02-11T15:53:00Z,35.00,67.00
2026-02-11T15:55:00Z,35.00,67.00
2026-02-11T15:56:00Z,32.00,67.00
2026-02-11T15:57:00Z,32.00,67.00
2026-02-11T16:00:00Z,32.00,67.00
2026-02-11T16:02:00Z,35.00,68.00
2026-02-11T16:03:00Z,35.00,68.00
2026-02-11T16:04:00Z,35.24,68.00
2026-02-11T16:05:00Z,36.00,64.02
2026-02-11T16:06:00Z,36.00,67.00
2026-02-11T16:07:00Z,36.00,66.21
2026-02-11T16:08:00Z,36.00,66.00
2026-02-11T16:09:00Z,36.86,66.00
2026-02-11T16:10:00Z,32.26,66.04
2026-02-11T16:11:00Z,36.62,67.49
2026-02-11T16:12:00Z,35.81,68.00
2026-02-11T16:13:00Z,28.70,70.53
2026-02-11T16:14:00Z,26.00,77.00
2026-02-11T16:15:00Z,26.24,75.82
2026-02-11T16:16:00Z,28.18,73.00
2026-02-11T16:17:00Z,26.44,77.03
2026-02-11T16:18:00Z,22.48,80.20
2026-02-11T16:19:00Z,20.07,80.18
2026-02-11T16:20:00Z,23.38,78.00
2026-02-11T16:21:00Z,25.67,76.01
2026-02-11T16:22:00Z,25.00,76.00
2026-02-11T16:23:00Z,25.04,76.84
2026-02-11T16:24:00Z,29.04,74.32
2026-02-11T16:25:00Z,29.43,73.40
2026-02-11T16:26:00Z,28.01,71.35
2026-02-11T16:27:00Z,25.18,75.44
2026-02-11T16:28:00Z,25.75,78.69
2026-02-11T16:29:00Z,26.02,75.94
2026-02-11T16:30:00Z,23.08,77.33
2026-02-11T16:31:00Z,20.52,80.10
2026-02-11T16:32:00Z,25.58,77.79
2026-02-11T16:33:00Z,29.23,72.74
2026-02-11T16:34:00Z,25.00,76.00
2026-02-11T16:35:00Z,27.12,74.54
2026-02-11T16:36:00Z,28.61,69.30
2026-02-11T16:37:00Z,24.28,75.26
2026-02-11T16:38:00Z,22.17,79.52
2026-02-11T16:39:00Z,17.16,83.32
2026-02-11T16:40:00Z,13.92,87.00
2026-02-11T16:41:00Z,13.79,88.00
2026-02-11T16:42:00Z,14.00,88.00
2026-02-11T16:43:00Z,13.02,88.90
2026-02-11T16:44:00Z,12.96,86.98
2026-02-11T16:45:00Z,13.10,85.65
2026-02-11T16:46:00Z,14.02,87.00
2026-02-11T16:47:00Z,12.80,89.00
2026-02-11T16:48:00Z,12.88,88.08
2026-02-11T16:49:00Z,12.98,87.00
2026-02-11T16:50:00Z,12.78,87.97
2026-02-11T16:51:00Z,12.93,88.00
2026-02-11T16:52:00Z,10.73,89.00
2026-02-11T16:53:00Z,13.77,86.76
2026-02-11T16:54:00Z,15.50,86.33
2026-02-11T16:55:00Z,12.42,87.96
2026-02-11T16:56:00Z,15.96,86.93
2026-02-11T16:57:00Z,14.00,88.00
2026-02-11T16:58:00Z,12.34,88.53
2026-02-11T16:59:00Z,8.40,91.47
2026-02-11T17:00:00Z,5.14,95.38
2026-02-11T17:01:00Z,5.95,95.90
2026-02-11T17:02:00Z,5.68,94.87
2026-02-11T17:03:00Z,4.69,95.58
2026-02-11T17:04:00Z,3.92,95.34
2026-02-11T17:05:00Z,3.16,98.08
2026-02-11T17:06:00Z,3.50,98.09
2026-02-11T17:07:00Z,1.39,98.99
2026-02-11T17:08:00Z,1.00,99.00
2026-02-11T17:09:00Z,1.00,99.00
2026-02-11T17:10:00Z,1.00,99.00
2026-02-11T17:11:00Z,1.00,99.00
2026-02-11T17:12:00Z,1.00,99.00
2026-02-11T17:13:00Z,1.00,99.00
2026-02-11T17:14:00Z,1.00,99.00
2026-02-11T17:15:00Z,1.00,99.00
2026-02-11T17:16:00Z,1.00,99.00
2026-02-11T17:18:00Z,1.00,99.00
2026-02-11T17:20:00Z,1.00,99.00
2026-02-11T17:22:00Z,1.00,99.00
2026-02-11T17:23:00Z,1.00,99.00
