# event_ticker=KXATPCHALLENGERMATCH-26MAR27JUSRON
# final_score=6-2 3-1 RET
# match_winner=Guido Ivan Justo
# fav_player=Franco Roncadelli
# dog_player=Guido Ivan Justo
# kalshi_date=2026-03-27
timestamp,Franco Roncadelli,Guido Ivan Justo
2026-03-27T09:20:00Z,,66.00
2026-03-27T09:35:00Z,,66.00
2026-03-27T09:48:00Z,,66.00
2026-03-27T10:33:00Z,37.00,66.00
2026-03-27T10:42:00Z,38.00,66.00
2026-03-27T10:52:00Z,38.00,62.00
2026-03-27T11:08:00Z,38.00,65.00
2026-03-27T11:28:00Z,38.00,65.00
2026-03-27T11:49:00Z,38.00,65.00
2026-03-27T11:51:00Z,38.00,65.00
2026-03-27T11:59:00Z,36.13,65.00
2026-03-27T12:49:00Z,36.13,66.00
2026-03-27T12:52:00Z,36.00,66.00
2026-03-27T12:58:00Z,35.00,65.00
2026-03-27T13:26:00Z,35.00,66.27
2026-03-27T13:38:00Z,35.00,64.00
2026-03-27T14:53:00Z,35.00,67.00
2026-03-27T14:59:00Z,35.00,67.00
2026-03-27T15:06:00Z,35.00,66.00
2026-03-27T15:07:00Z,35.00,66.00
2026-03-27T15:40:00Z,35.00,66.00
2026-03-27T15:59:00Z,35.00,67.00
2026-03-27T16:04:00Z,35.00,67.00
2026-03-27T16:09:00Z,35.00,67.00
2026-03-27T16:10:00Z,35.00,69.00
2026-03-27T16:33:00Z,34.10,69.00
2026-03-27T16:38:00Z,34.00,69.00
2026-03-27T16:43:00Z,34.63,69.00
2026-03-27T16:49:00Z,33.00,69.00
2026-03-27T17:06:00Z,33.00,68.00
2026-03-27T17:07:00Z,33.00,68.00
2026-03-27T17:33:00Z,33.00,68.00
2026-03-27T17:35:00Z,33.00,68.00
2026-03-27T17:36:00Z,33.00,67.00
2026-03-27T17:41:00Z,33.00,68.00
2026-03-27T17:43:00Z,34.00,68.00
2026-03-27T17:45:00Z,34.00,68.00
2026-03-27T17:49:00Z,34.00,68.00
2026-03-27T17:52:00Z,34.00,68.00
2026-03-27T18:06:00Z,34.00,68.00
2026-03-27T18:16:00Z,34.00,68.00
2026-03-27T18:18:00Z,34.00,68.00
2026-03-27T18:42:00Z,34.00,68.00
2026-03-27T18:43:00Z,34.00,68.00
2026-03-27T18:52:00Z,34.00,68.00
2026-03-27T18:53:00Z,34.00,68.00
2026-03-27T18:54:00Z,30.46,75.18
2026-03-27T18:55:00Z,30.93,75.18
2026-03-27T18:57:00Z,31.00,75.18
2026-03-27T19:00:00Z,31.00,75.18
2026-03-27T19:01:00Z,31.00,75.18
2026-03-27T19:08:00Z,31.00,75.18
2026-03-27T19:09:00Z,31.00,75.18
2026-03-27T19:11:00Z,31.00,69.00
2026-03-27T19:14:00Z,31.00,69.00
2026-03-27T19:15:00Z,31.00,69.00
2026-03-27T19:16:00Z,31.00,69.00
2026-03-27T19:22:00Z,31.00,69.00
2026-03-27T19:25:00Z,31.00,69.00
2026-03-27T19:26:00Z,31.00,68.84
2026-03-27T19:28:00Z,31.00,68.03
2026-03-27T19:29:00Z,32.00,68.03
2026-03-27T19:30:00Z,32.83,69.00
2026-03-27T19:34:00Z,34.00,69.00
2026-03-27T19:35:00Z,34.00,69.00
2026-03-27T19:38:00Z,34.00,69.00
2026-03-27T19:39:00Z,34.00,69.00
2026-03-27T19:41:00Z,34.00,69.00
2026-03-27T19:42:00Z,33.00,69.00
2026-03-27T19:43:00Z,33.00,67.69
2026-03-27T19:44:00Z,33.00,69.00
2026-03-27T19:45:00Z,33.00,69.00
2026-03-27T19:48:00Z,33.00,69.00
2026-03-27T19:51:00Z,34.00,69.00
2026-03-27T19:54:00Z,34.00,70.01
2026-03-27T19:55:00Z,33.00,70.01
2026-03-27T19:57:00Z,33.00,70.01
2026-03-27T19:59:00Z,33.00,69.00
2026-03-27T20:00:00Z,33.00,66.20
2026-03-27T20:01:00Z,33.00,66.20
2026-03-27T20:03:00Z,33.00,69.91
2026-03-27T20:04:00Z,33.00,69.00
2026-03-27T20:05:00Z,33.00,69.62
2026-03-27T20:06:00Z,33.00,69.96
2026-03-27T20:08:00Z,33.00,69.97
2026-03-27T20:10:00Z,33.00,71.24
2026-03-27T20:11:00Z,32.00,68.01
2026-03-27T20:12:00Z,32.00,68.01
2026-03-27T20:13:00Z,32.00,70.00
2026-03-27T20:14:00Z,32.00,70.00
2026-03-27T20:15:00Z,32.00,70.00
2026-03-27T20:16:00Z,31.77,70.00
2026-03-27T20:17:00Z,31.77,73.99
2026-03-27T20:18:00Z,26.49,76.00
2026-03-27T20:19:00Z,24.20,76.02
2026-03-27T20:20:00Z,23.94,77.00
2026-03-27T20:21:00Z,27.28,74.01
2026-03-27T20:22:00Z,29.54,71.78
2026-03-27T20:23:00Z,29.97,70.98
2026-03-27T20:24:00Z,28.00,71.24
2026-03-27T20:25:00Z,26.43,72.02
2026-03-27T20:26:00Z,26.13,75.00
2026-03-27T20:27:00Z,25.88,77.84
2026-03-27T20:28:00Z,21.00,81.71
2026-03-27T20:29:00Z,24.60,79.84
2026-03-27T20:30:00Z,26.77,72.29
2026-03-27T20:31:00Z,22.79,81.71
2026-03-27T20:32:00Z,25.63,78.48
2026-03-27T20:33:00Z,18.88,81.49
2026-03-27T20:34:00Z,18.47,84.10
2026-03-27T20:35:00Z,18.86,82.16
2026-03-27T20:36:00Z,16.02,84.88
2026-03-27T20:37:00Z,15.93,85.00
2026-03-27T20:38:00Z,15.88,84.38
2026-03-27T20:39:00Z,16.00,84.68
2026-03-27T20:40:00Z,16.26,84.97
2026-03-27T20:41:00Z,16.63,84.85
2026-03-27T20:42:00Z,14.88,84.88
2026-03-27T20:43:00Z,15.52,85.95
2026-03-27T20:44:00Z,18.94,83.00
2026-03-27T20:45:00Z,17.59,83.93
2026-03-27T20:46:00Z,21.40,81.06
2026-03-27T20:47:00Z,20.19,80.51
2026-03-27T20:48:00Z,16.60,84.45
2026-03-27T20:49:00Z,15.98,85.49
2026-03-27T20:50:00Z,15.12,90.85
2026-03-27T20:51:00Z,12.28,88.14
2026-03-27T20:52:00Z,13.49,86.39
2026-03-27T20:53:00Z,12.63,88.95
2026-03-27T20:54:00Z,11.45,89.31
2026-03-27T20:55:00Z,11.07,90.04
2026-03-27T20:56:00Z,9.79,92.32
2026-03-27T20:57:00Z,7.65,93.91
2026-03-27T20:58:00Z,7.03,92.02
2026-03-27T20:59:00Z,5.34,94.59
2026-03-27T21:00:00Z,6.58,94.22
2026-03-27T21:01:00Z,6.47,94.01
2026-03-27T21:02:00Z,6.83,94.35
2026-03-27T21:03:00Z,6.04,94.39
2026-03-27T21:04:00Z,7.14,94.22
2026-03-27T21:05:00Z,8.27,92.32
2026-03-27T21:06:00Z,8.01,92.55
2026-03-27T21:07:00Z,7.55,93.61
2026-03-27T21:08:00Z,5.59,95.00
2026-03-27T21:09:00Z,5.43,94.04
2026-03-27T21:10:00Z,6.05,94.69
2026-03-27T21:11:00Z,7.65,91.43
2026-03-27T21:12:00Z,7.38,91.51
2026-03-27T21:13:00Z,6.96,93.32
2026-03-27T21:14:00Z,5.65,94.80
2026-03-27T21:15:00Z,5.04,95.56
2026-03-27T21:16:00Z,1.60,98.55
2026-03-27T21:17:00Z,1.00,99.00
2026-03-27T21:18:00Z,1.00,99.00
2026-03-27T21:19:00Z,1.00,99.00
2026-03-27T21:20:00Z,1.00,99.00
2026-03-27T21:21:00Z,1.00,99.00
2026-03-27T21:22:00Z,1.00,99.00
