# event_ticker=KXATPCHALLENGERMATCH-26MAY13DAMDIM
# final_score=7-6(3) 7-6(7)
# score_resolution=7-6 7-6
# match_winner=Martin Damm
# fav_player=Martin Damm Jr
# dog_player=Grigor Dimitrov
# kalshi_date=2026-05-13
timestamp,Martin Damm Jr,Grigor Dimitrov
2026-05-13T14:30:00Z,41.00,61.00
2026-05-13T14:32:00Z,40.22,61.00
2026-05-13T14:35:00Z,40.22,61.00
2026-05-13T14:36:00Z,40.22,61.00
2026-05-13T14:40:00Z,41.00,61.00
2026-05-13T14:41:00Z,41.00,61.00
2026-05-13T14:42:00Z,41.00,61.00
2026-05-13T14:45:00Z,41.00,61.00
2026-05-13T14:50:00Z,41.00,61.00
2026-05-13T14:52:00Z,41.00,61.00
2026-05-13T14:54:00Z,41.00,61.00
2026-05-13T14:55:00Z,41.00,61.00
2026-05-13T14:56:00Z,41.00,61.00
2026-05-13T14:58:00Z,41.00,61.00
2026-05-13T15:00:00Z,41.00,61.00
2026-05-13T15:01:00Z,41.60,61.00
2026-05-13T15:02:00Z,42.00,58.01
2026-05-13T15:03:00Z,44.54,58.01
2026-05-13T15:06:00Z,44.00,58.01
2026-05-13T15:07:00Z,44.00,58.01
2026-05-13T15:08:00Z,44.00,58.01
2026-05-13T15:09:00Z,44.00,58.00
2026-05-13T15:10:00Z,44.11,58.00
2026-05-13T15:12:00Z,44.00,58.89
2026-05-13T15:13:00Z,44.00,58.89
2026-05-13T15:14:00Z,42.53,58.89
2026-05-13T15:15:00Z,43.94,58.00
2026-05-13T15:18:00Z,44.38,58.00
2026-05-13T15:19:00Z,44.38,57.00
2026-05-13T15:20:00Z,44.00,57.00
2026-05-13T15:21:00Z,44.00,57.76
2026-05-13T15:22:00Z,44.00,58.36
2026-05-13T15:23:00Z,44.00,57.00
2026-05-13T15:24:00Z,44.00,58.00
2026-05-13T15:25:00Z,44.00,58.00
2026-05-13T15:26:00Z,44.00,58.00
2026-05-13T15:27:00Z,44.00,56.59
2026-05-13T15:28:00Z,44.45,56.59
2026-05-13T15:29:00Z,44.85,56.59
2026-05-13T15:30:00Z,45.00,58.00
2026-05-13T15:31:00Z,45.00,58.00
2026-05-13T15:32:00Z,45.00,58.00
2026-05-13T15:34:00Z,44.00,58.39
2026-05-13T15:35:00Z,44.28,58.39
2026-05-13T15:36:00Z,44.32,58.39
2026-05-13T15:37:00Z,45.00,58.39
2026-05-13T15:39:00Z,45.00,58.39
2026-05-13T15:41:00Z,45.00,58.39
2026-05-13T15:42:00Z,45.00,58.39
2026-05-13T15:43:00Z,44.00,58.39
2026-05-13T15:44:00Z,44.00,58.00
2026-05-13T15:45:00Z,44.00,58.44
2026-05-13T15:46:00Z,44.00,58.44
2026-05-13T15:47:00Z,44.00,58.00
2026-05-13T15:48:00Z,41.28,58.85
2026-05-13T15:49:00Z,34.69,66.86
2026-05-13T15:50:00Z,33.00,69.09
2026-05-13T15:51:00Z,28.30,72.94
2026-05-13T15:52:00Z,29.99,72.72
2026-05-13T15:53:00Z,34.03,71.69
2026-05-13T15:54:00Z,35.47,63.01
2026-05-13T15:55:00Z,41.48,57.94
2026-05-13T15:56:00Z,41.59,58.52
2026-05-13T15:57:00Z,41.99,57.64
2026-05-13T15:58:00Z,44.04,56.00
2026-05-13T15:59:00Z,45.78,56.00
2026-05-13T16:00:00Z,48.07,51.49
2026-05-13T16:01:00Z,45.06,54.35
2026-05-13T16:02:00Z,42.10,57.02
2026-05-13T16:03:00Z,45.35,56.00
2026-05-13T16:04:00Z,45.96,55.00
2026-05-13T16:05:00Z,46.30,55.00
2026-05-13T16:06:00Z,47.00,53.39
2026-05-13T16:07:00Z,45.64,54.99
2026-05-13T16:08:00Z,43.19,57.41
2026-05-13T16:09:00Z,43.00,57.88
2026-05-13T16:10:00Z,39.13,57.92
2026-05-13T16:11:00Z,46.90,55.00
2026-05-13T16:12:00Z,47.00,54.00
2026-05-13T16:13:00Z,46.84,54.00
2026-05-13T16:14:00Z,42.51,57.80
2026-05-13T16:15:00Z,42.57,58.99
2026-05-13T16:16:00Z,41.78,60.02
2026-05-13T16:17:00Z,43.60,60.06
2026-05-13T16:18:00Z,35.85,66.70
2026-05-13T16:19:00Z,34.32,66.06
2026-05-13T16:20:00Z,39.19,61.00
2026-05-13T16:21:00Z,39.56,61.97
2026-05-13T16:22:00Z,44.00,56.09
2026-05-13T16:23:00Z,48.11,57.17
2026-05-13T16:24:00Z,44.08,56.16
2026-05-13T16:25:00Z,44.87,59.35
2026-05-13T16:26:00Z,37.11,63.12
2026-05-13T16:27:00Z,36.79,63.02
2026-05-13T16:28:00Z,40.62,60.81
2026-05-13T16:29:00Z,40.72,59.91
2026-05-13T16:30:00Z,36.56,64.62
2026-05-13T16:31:00Z,33.74,67.34
2026-05-13T16:32:00Z,39.82,59.85
2026-05-13T16:33:00Z,41.38,59.00
2026-05-13T16:34:00Z,41.18,60.34
2026-05-13T16:35:00Z,37.11,63.59
2026-05-13T16:36:00Z,43.40,56.92
2026-05-13T16:37:00Z,54.57,44.42
2026-05-13T16:38:00Z,53.90,47.24
2026-05-13T16:39:00Z,52.97,47.44
2026-05-13T16:40:00Z,50.46,49.57
2026-05-13T16:41:00Z,62.53,36.41
2026-05-13T16:42:00Z,64.69,35.22
2026-05-13T16:43:00Z,64.00,35.99
2026-05-13T16:44:00Z,64.14,36.03
2026-05-13T16:45:00Z,61.92,37.29
2026-05-13T16:46:00Z,61.12,37.48
2026-05-13T16:47:00Z,62.06,38.89
2026-05-13T16:48:00Z,62.50,38.74
2026-05-13T16:49:00Z,65.39,36.81
2026-05-13T16:50:00Z,64.14,36.49
2026-05-13T16:51:00Z,72.18,30.79
2026-05-13T16:52:00Z,67.93,33.53
2026-05-13T16:53:00Z,63.64,36.55
2026-05-13T16:54:00Z,64.00,36.88
2026-05-13T16:55:00Z,66.90,33.27
2026-05-13T16:56:00Z,68.90,31.85
2026-05-13T16:57:00Z,66.02,34.33
2026-05-13T16:58:00Z,64.85,36.98
2026-05-13T16:59:00Z,63.88,36.93
2026-05-13T17:00:00Z,61.00,38.63
2026-05-13T17:01:00Z,63.37,37.90
2026-05-13T17:02:00Z,66.56,34.42
2026-05-13T17:03:00Z,65.24,35.42
2026-05-13T17:04:00Z,65.61,34.11
2026-05-13T17:05:00Z,65.57,36.76
2026-05-13T17:06:00Z,63.46,36.90
2026-05-13T17:07:00Z,62.43,38.50
2026-05-13T17:08:00Z,57.44,41.18
2026-05-13T17:09:00Z,57.40,45.89
2026-05-13T17:10:00Z,62.76,38.64
2026-05-13T17:11:00Z,62.19,42.56
2026-05-13T17:12:00Z,40.12,58.16
2026-05-13T17:13:00Z,42.86,54.76
2026-05-13T17:14:00Z,50.92,45.11
2026-05-13T17:15:00Z,59.85,37.85
2026-05-13T17:16:00Z,64.65,35.83
2026-05-13T17:17:00Z,66.35,33.97
2026-05-13T17:18:00Z,68.61,32.00
2026-05-13T17:19:00Z,72.17,26.91
2026-05-13T17:20:00Z,70.82,32.95
2026-05-13T17:21:00Z,67.68,32.87
2026-05-13T17:22:00Z,71.52,30.52
2026-05-13T17:23:00Z,70.11,30.71
2026-05-13T17:24:00Z,66.88,34.23
2026-05-13T17:25:00Z,65.41,37.34
2026-05-13T17:26:00Z,63.75,37.09
2026-05-13T17:27:00Z,67.45,33.70
2026-05-13T17:28:00Z,69.28,31.32
2026-05-13T17:29:00Z,70.81,29.92
2026-05-13T17:30:00Z,81.86,18.15
2026-05-13T17:31:00Z,87.48,12.11
2026-05-13T17:32:00Z,79.96,20.49
2026-05-13T17:33:00Z,69.55,30.65
2026-05-13T17:34:00Z,74.57,27.18
2026-05-13T17:35:00Z,68.75,35.68
2026-05-13T17:36:00Z,69.95,31.53
2026-05-13T17:37:00Z,72.96,26.02
2026-05-13T17:38:00Z,87.83,13.75
2026-05-13T17:39:00Z,72.59,25.97
2026-05-13T17:40:00Z,95.38,4.20
2026-05-13T17:41:00Z,99.00,1.00
2026-05-13T17:42:00Z,99.00,1.00
