# event_ticker=KXATPMATCH-25OCT17COLDAV
# final_score=7-6(5) 6-1
# score_resolution=6-7 1-6
# match_winner=Raphael Collignon
# fav_player=Alejandro Davidovich Fokina
# dog_player=Raphael Collignon
# kalshi_date=2025-10-17
timestamp,Alejandro Davidovich Fokina,Raphael Collignon
2025-10-17T18:00:00Z,66.00,35.00
2025-10-17T18:02:00Z,66.00,35.00
2025-10-17T18:03:00Z,66.93,35.00
2025-10-17T18:05:00Z,66.93,35.00
2025-10-17T18:08:00Z,66.00,35.00
2025-10-17T18:09:00Z,66.00,35.00
2025-10-17T18:10:00Z,67.00,35.00
2025-10-17T18:12:00Z,66.00,35.00
2025-10-17T18:13:00Z,66.00,35.00
2025-10-17T18:14:00Z,66.00,35.00
2025-10-17T18:15:00Z,66.00,35.00
2025-10-17T18:17:00Z,66.00,35.00
2025-10-17T18:20:00Z,66.00,35.00
2025-10-17T18:21:00Z,66.00,35.00
2025-10-17T18:23:00Z,66.00,35.00
2025-10-17T18:24:00Z,66.00,35.00
2025-10-17T18:25:00Z,66.80,35.00
2025-10-17T18:26:00Z,66.98,35.00
2025-10-17T18:27:00Z,67.00,35.21
2025-10-17T18:28:00Z,67.00,35.21
2025-10-17T18:29:00Z,67.00,35.00
2025-10-17T18:30:00Z,67.00,35.00
2025-10-17T18:31:00Z,67.00,35.00
2025-10-17T18:32:00Z,67.00,35.00
2025-10-17T18:33:00Z,67.00,35.00
2025-10-17T18:34:00Z,67.00,35.00
2025-10-17T18:35:00Z,67.00,35.00
2025-10-17T18:36:00Z,67.00,34.00
2025-10-17T18:37:00Z,67.00,34.71
2025-10-17T18:38:00Z,67.00,35.00
2025-10-17T18:39:00Z,67.00,35.00
2025-10-17T18:40:00Z,67.00,35.59
2025-10-17T18:41:00Z,67.00,34.00
2025-10-17T18:42:00Z,68.00,31.59
2025-10-17T18:43:00Z,70.33,31.00
2025-10-17T18:44:00Z,71.61,30.03
2025-10-17T18:45:00Z,69.22,30.50
2025-10-17T18:46:00Z,68.71,33.45
2025-10-17T18:47:00Z,68.15,33.12
2025-10-17T18:48:00Z,66.78,36.10
2025-10-17T18:49:00Z,68.39,34.19
2025-10-17T18:50:00Z,67.22,33.06
2025-10-17T18:51:00Z,67.00,34.57
2025-10-17T18:52:00Z,69.55,32.00
2025-10-17T18:53:00Z,69.00,32.59
2025-10-17T18:54:00Z,70.03,31.65
2025-10-17T18:55:00Z,69.93,31.03
2025-10-17T18:56:00Z,70.04,30.92
2025-10-17T18:57:00Z,72.45,31.45
2025-10-17T18:58:00Z,70.59,33.55
2025-10-17T18:59:00Z,71.92,26.80
2025-10-17T19:00:00Z,72.63,27.30
2025-10-17T19:01:00Z,68.46,34.96
2025-10-17T19:02:00Z,70.09,32.68
2025-10-17T19:03:00Z,72.73,31.84
2025-10-17T19:04:00Z,69.52,29.97
2025-10-17T19:05:00Z,64.62,37.49
2025-10-17T19:06:00Z,64.47,36.10
2025-10-17T19:07:00Z,64.06,36.82
2025-10-17T19:08:00Z,63.20,38.34
2025-10-17T19:09:00Z,60.74,40.03
2025-10-17T19:10:00Z,67.10,34.16
2025-10-17T19:11:00Z,68.79,33.56
2025-10-17T19:12:00Z,68.80,33.13
2025-10-17T19:13:00Z,65.00,37.28
2025-10-17T19:14:00Z,61.72,40.22
2025-10-17T19:15:00Z,58.68,43.27
2025-10-17T19:16:00Z,57.30,42.80
2025-10-17T19:17:00Z,61.45,39.30
2025-10-17T19:18:00Z,63.59,38.84
2025-10-17T19:19:00Z,58.37,47.66
2025-10-17T19:20:00Z,57.50,44.61
2025-10-17T19:21:00Z,53.77,48.89
2025-10-17T19:22:00Z,59.96,41.04
2025-10-17T19:23:00Z,64.19,39.15
2025-10-17T19:24:00Z,62.22,38.03
2025-10-17T19:25:00Z,58.57,41.56
2025-10-17T19:26:00Z,57.30,43.62
2025-10-17T19:27:00Z,61.56,41.45
2025-10-17T19:28:00Z,65.79,40.04
2025-10-17T19:29:00Z,63.55,39.66
2025-10-17T19:30:00Z,60.67,39.70
2025-10-17T19:31:00Z,63.28,38.42
2025-10-17T19:32:00Z,69.29,33.83
2025-10-17T19:33:00Z,66.36,33.01
2025-10-17T19:34:00Z,70.17,33.24
2025-10-17T19:35:00Z,62.48,38.15
2025-10-17T19:36:00Z,63.96,36.00
2025-10-17T19:37:00Z,60.22,41.12
2025-10-17T19:38:00Z,62.88,40.07
2025-10-17T19:39:00Z,64.20,36.00
2025-10-17T19:40:00Z,74.22,36.00
2025-10-17T19:41:00Z,63.57,37.40
2025-10-17T19:42:00Z,60.25,41.26
2025-10-17T19:43:00Z,60.67,42.00
2025-10-17T19:44:00Z,60.10,43.28
2025-10-17T19:45:00Z,57.08,43.18
2025-10-17T19:46:00Z,54.90,48.57
2025-10-17T19:47:00Z,44.23,59.08
2025-10-17T19:48:00Z,40.20,62.60
2025-10-17T19:49:00Z,53.11,54.68
2025-10-17T19:50:00Z,56.79,47.15
2025-10-17T19:51:00Z,42.96,53.05
2025-10-17T19:52:00Z,38.54,65.42
2025-10-17T19:53:00Z,39.14,62.85
2025-10-17T19:54:00Z,36.02,63.30
2025-10-17T19:55:00Z,36.97,64.72
2025-10-17T19:56:00Z,36.07,62.67
2025-10-17T19:57:00Z,38.58,64.23
2025-10-17T19:58:00Z,38.38,62.97
2025-10-17T19:59:00Z,34.29,66.26
2025-10-17T20:00:00Z,34.46,67.50
2025-10-17T20:01:00Z,35.05,67.80
2025-10-17T20:02:00Z,34.20,67.87
2025-10-17T20:03:00Z,34.51,67.77
2025-10-17T20:04:00Z,33.41,68.67
2025-10-17T20:05:00Z,32.75,69.76
2025-10-17T20:06:00Z,33.90,69.14
2025-10-17T20:07:00Z,31.79,69.60
2025-10-17T20:08:00Z,26.01,74.24
2025-10-17T20:09:00Z,14.28,85.53
2025-10-17T20:10:00Z,23.38,85.16
2025-10-17T20:11:00Z,11.21,88.81
2025-10-17T20:12:00Z,11.17,90.98
2025-10-17T20:13:00Z,9.29,92.17
2025-10-17T20:14:00Z,8.99,92.76
2025-10-17T20:15:00Z,7.96,93.59
2025-10-17T20:16:00Z,2.89,97.11
2025-10-17T20:17:00Z,1.31,98.84
2025-10-17T20:18:00Z,1.38,98.97
2025-10-17T20:19:00Z,1.37,98.75
2025-10-17T20:20:00Z,1.96,98.80
2025-10-17T20:21:00Z,1.00,99.00
2025-10-17T20:22:00Z,1.00,99.00
2025-10-17T20:23:00Z,1.00,99.00
2025-10-17T20:24:00Z,1.00,99.00
2025-10-17T20:25:00Z,1.00,99.00
2025-10-17T20:26:00Z,1.00,99.00
2025-10-17T20:27:00Z,1.00,99.00
2025-10-17T20:28:00Z,1.00,99.00
2025-10-17T20:29:00Z,1.00,99.00
2025-10-17T20:30:00Z,1.00,99.00
2025-10-17T20:31:00Z,1.00,99.00
