# event_ticker=KXATPMATCH-25OCT17COLDAV
# final_score=7-6(5) 6-1
# score_resolution=6-7 1-6
# match_winner=Raphael Collignon
# fav_player=Alejandro Davidovich Fokina
# dog_player=Raphael Collignon
# kalshi_date=2025-10-17
timestamp,Alejandro Davidovich Fokina,Raphael Collignon
2025-10-17T08:01:00Z,46.00,
2025-10-17T08:02:00Z,46.00,
2025-10-17T08:03:00Z,67.00,
2025-10-17T08:13:00Z,67.00,36.00
2025-10-17T08:33:00Z,64.00,36.00
2025-10-17T08:53:00Z,64.00,36.00
2025-10-17T09:16:00Z,64.00,36.00
2025-10-17T09:53:00Z,66.00,36.00
2025-10-17T10:30:00Z,66.00,36.00
2025-10-17T11:09:00Z,66.00,35.00
2025-10-17T11:13:00Z,66.00,35.00
2025-10-17T11:33:00Z,66.00,35.00
2025-10-17T11:37:00Z,66.00,35.00
2025-10-17T11:46:00Z,66.00,35.00
2025-10-17T11:52:00Z,66.00,35.00
2025-10-17T12:00:00Z,66.00,35.00
2025-10-17T12:10:00Z,66.00,35.00
2025-10-17T12:13:00Z,66.00,36.00
2025-10-17T12:16:00Z,66.00,36.00
2025-10-17T12:20:00Z,66.00,36.00
2025-10-17T12:32:00Z,66.00,36.00
2025-10-17T12:35:00Z,66.00,36.00
2025-10-17T12:36:00Z,66.00,36.00
2025-10-17T12:37:00Z,66.00,36.00
2025-10-17T12:47:00Z,66.00,36.00
2025-10-17T12:54:00Z,66.00,36.00
2025-10-17T13:00:00Z,66.00,36.00
2025-10-17T13:12:00Z,65.00,36.00
2025-10-17T13:13:00Z,66.00,36.00
2025-10-17T13:14:00Z,66.00,35.00
2025-10-17T13:18:00Z,66.00,35.00
2025-10-17T13:25:00Z,66.00,36.00
2025-10-17T13:39:00Z,66.00,36.00
2025-10-17T13:43:00Z,66.00,36.00
2025-10-17T13:44:00Z,66.00,35.00
2025-10-17T13:47:00Z,66.00,36.00
2025-10-17T13:52:00Z,66.00,36.00
2025-10-17T13:53:00Z,66.00,36.00
2025-10-17T13:55:00Z,66.00,36.00
2025-10-17T14:00:00Z,66.00,36.00
2025-10-17T14:08:00Z,66.00,36.00
2025-10-17T14:14:00Z,66.00,36.00
2025-10-17T14:19:00Z,66.00,36.00
2025-10-17T14:22:00Z,66.00,36.00
2025-10-17T14:32:00Z,66.00,35.00
2025-10-17T14:39:00Z,66.00,35.00
2025-10-17T14:47:00Z,66.00,35.00
2025-10-17T14:49:00Z,66.00,34.00
2025-10-17T14:51:00Z,66.00,34.00
2025-10-17T14:58:00Z,66.00,34.00
2025-10-17T14:59:00Z,66.00,34.00
2025-10-17T15:02:00Z,66.00,34.00
2025-10-17T15:09:00Z,66.00,34.00
2025-10-17T15:11:00Z,66.00,34.00
2025-10-17T15:16:00Z,66.00,34.00
2025-10-17T15:19:00Z,66.00,35.00
2025-10-17T15:26:00Z,67.00,35.00
2025-10-17T15:28:00Z,67.00,35.00
2025-10-17T15:30:00Z,67.00,35.00
2025-10-17T15:34:00Z,67.00,35.00
2025-10-17T15:44:00Z,67.00,35.00
2025-10-17T15:46:00Z,67.00,35.00
2025-10-17T15:47:00Z,67.00,34.30
2025-10-17T15:56:00Z,67.00,35.00
2025-10-17T15:57:00Z,66.00,35.00
2025-10-17T15:58:00Z,66.00,35.00
2025-10-17T16:00:00Z,67.00,35.00
2025-10-17T16:03:00Z,67.00,35.00
2025-10-17T16:04:00Z,67.00,35.00
2025-10-17T16:05:00Z,67.00,35.00
2025-10-17T16:06:00Z,66.00,35.00
2025-10-17T16:07:00Z,67.00,35.00
2025-10-17T16:08:00Z,67.00,35.00
2025-10-17T16:10:00Z,67.00,35.00
2025-10-17T16:11:00Z,66.00,35.00
2025-10-17T16:12:00Z,66.00,35.00
2025-10-17T16:13:00Z,66.78,35.00
2025-10-17T16:14:00Z,66.78,35.00
2025-10-17T16:15:00Z,66.00,35.00
2025-10-17T16:18:00Z,67.00,35.00
2025-10-17T16:19:00Z,67.00,35.00
2025-10-17T16:20:00Z,67.00,35.00
2025-10-17T16:21:00Z,66.00,35.00
2025-10-17T16:22:00Z,66.00,35.00
2025-10-17T16:23:00Z,66.00,35.00
2025-10-17T16:25:00Z,66.00,35.00
2025-10-17T16:27:00Z,66.07,35.00
2025-10-17T16:28:00Z,67.00,34.00
2025-10-17T16:29:00Z,66.00,35.00
2025-10-17T16:30:00Z,66.00,35.00
2025-10-17T16:35:00Z,67.00,35.00
2025-10-17T16:36:00Z,67.00,35.00
2025-10-17T16:38:00Z,67.00,35.00
2025-10-17T16:39:00Z,67.00,35.00
2025-10-17T16:40:00Z,67.00,35.00
2025-10-17T16:41:00Z,67.00,35.00
2025-10-17T16:44:00Z,67.00,35.00
2025-10-17T16:47:00Z,67.00,35.00
2025-10-17T16:50:00Z,67.00,34.13
2025-10-17T16:52:00Z,66.00,34.13
2025-10-17T16:54:00Z,66.00,34.13
2025-10-17T16:56:00Z,66.00,35.00
2025-10-17T16:57:00Z,67.00,35.00
2025-10-17T16:58:00Z,66.00,35.00
2025-10-17T17:00:00Z,67.00,35.00
2025-10-17T17:02:00Z,67.00,35.00
2025-10-17T17:03:00Z,66.00,35.00
2025-10-17T17:04:00Z,66.00,35.00
2025-10-17T17:06:00Z,67.00,35.00
2025-10-17T17:08:00Z,66.03,34.00
2025-10-17T17:09:00Z,66.03,35.00
2025-10-17T17:11:00Z,66.00,35.00
2025-10-17T17:12:00Z,67.00,34.13
2025-10-17T17:16:00Z,66.00,34.13
2025-10-17T17:18:00Z,66.00,34.00
2025-10-17T17:19:00Z,66.51,34.00
2025-10-17T17:21:00Z,67.00,34.00
2025-10-17T17:25:00Z,67.00,34.00
2025-10-17T17:26:00Z,66.29,34.00
2025-10-17T17:28:00Z,67.00,34.00
2025-10-17T17:29:00Z,67.00,34.00
2025-10-17T17:32:00Z,67.00,34.00
2025-10-17T17:33:00Z,67.00,34.00
2025-10-17T17:34:00Z,67.00,34.00
2025-10-17T17:35:00Z,67.00,34.00
2025-10-17T17:38:00Z,67.00,34.00
2025-10-17T17:39:00Z,67.00,34.00
2025-10-17T17:40:00Z,67.00,34.00
2025-10-17T17:43:00Z,67.00,35.00
2025-10-17T17:44:00Z,67.00,35.00
2025-10-17T17:45:00Z,67.00,35.00
2025-10-17T17:46:00Z,67.00,35.00
2025-10-17T17:47:00Z,66.33,35.00
2025-10-17T17:48:00Z,67.00,35.00
2025-10-17T17:49:00Z,67.00,34.00
2025-10-17T17:50:00Z,66.00,34.00
2025-10-17T17:51:00Z,67.00,34.00
2025-10-17T17:53:00Z,67.00,35.00
2025-10-17T17:54:00Z,67.00,35.00
2025-10-17T17:55:00Z,67.00,35.00
2025-10-17T17:56:00Z,66.00,35.00
2025-10-17T17:58:00Z,65.00,35.00
