# event_ticker=KXATPMATCH-25JUL16ALTSCH
# final_score=6-3 6-4
# score_resolution=3-6 4-6
# match_winner=Tristan Schoolkate
# fav_player=Daniel Altmaier
# dog_player=Tristan Schoolkate
# kalshi_date=2025-07-16
timestamp,Daniel Altmaier,Tristan Schoolkate
2025-07-16T16:41:00Z,,46.00
2025-07-16T17:38:00Z,56.00,46.00
2025-07-16T18:46:00Z,56.47,46.00
2025-07-16T18:50:00Z,57.00,46.00
2025-07-16T18:53:00Z,57.00,46.00
2025-07-16T20:02:00Z,59.00,46.00
2025-07-16T21:16:00Z,59.00,46.00
2025-07-16T21:37:00Z,59.00,43.00
2025-07-16T22:29:00Z,59.00,42.00
2025-07-16T22:30:00Z,59.00,42.00
2025-07-16T22:54:00Z,60.57,42.00
2025-07-16T23:30:00Z,61.00,42.00
2025-07-16T23:36:00Z,61.00,40.00
2025-07-17T00:20:00Z,59.00,40.00
2025-07-17T00:28:00Z,59.70,40.00
2025-07-17T00:50:00Z,59.70,40.00
2025-07-17T00:55:00Z,59.70,40.00
2025-07-17T01:26:00Z,60.00,40.00
2025-07-17T01:27:00Z,60.00,40.00
2025-07-17T01:28:00Z,60.00,40.00
2025-07-17T01:34:00Z,60.12,40.00
2025-07-17T01:37:00Z,61.00,40.00
2025-07-17T01:40:00Z,61.00,40.00
2025-07-17T01:42:00Z,61.00,40.00
2025-07-17T01:46:00Z,60.38,40.00
2025-07-17T01:47:00Z,60.38,40.00
2025-07-17T01:49:00Z,60.00,40.00
2025-07-17T01:52:00Z,60.65,40.00
2025-07-17T01:59:00Z,60.65,40.00
2025-07-17T02:00:00Z,60.69,40.00
2025-07-17T02:03:00Z,60.00,40.00
2025-07-17T02:05:00Z,60.00,40.00
2025-07-17T02:08:00Z,60.00,40.00
2025-07-17T02:12:00Z,60.68,40.00
2025-07-17T02:15:00Z,60.00,40.00
2025-07-17T02:18:00Z,60.00,40.00
2025-07-17T02:28:00Z,60.95,40.00
2025-07-17T02:30:00Z,62.40,40.00
2025-07-17T02:31:00Z,62.00,40.00
2025-07-17T02:33:00Z,63.00,40.00
2025-07-17T02:34:00Z,63.00,38.37
2025-07-17T02:47:00Z,64.00,38.37
2025-07-17T02:52:00Z,64.00,38.37
2025-07-17T03:01:00Z,64.00,38.37
2025-07-17T03:06:00Z,63.00,38.37
2025-07-17T03:07:00Z,63.00,38.37
2025-07-17T03:09:00Z,63.00,38.00
2025-07-17T03:10:00Z,63.00,38.00
2025-07-17T03:13:00Z,63.00,38.00
2025-07-17T03:15:00Z,63.00,38.00
2025-07-17T03:17:00Z,63.00,38.00
2025-07-17T03:18:00Z,63.00,38.00
2025-07-17T03:20:00Z,63.00,38.00
2025-07-17T03:24:00Z,63.00,38.00
2025-07-17T03:28:00Z,63.00,36.81
2025-07-17T03:30:00Z,63.00,38.00
2025-07-17T03:33:00Z,63.00,38.00
2025-07-17T03:35:00Z,63.00,39.00
2025-07-17T03:37:00Z,63.00,39.00
2025-07-17T03:38:00Z,60.00,39.00
2025-07-17T03:41:00Z,63.00,39.00
2025-07-17T03:42:00Z,64.00,39.00
2025-07-17T03:43:00Z,64.00,37.58
2025-07-17T03:45:00Z,64.00,36.00
2025-07-17T03:46:00Z,64.00,36.00
2025-07-17T03:47:00Z,64.00,38.49
2025-07-17T03:48:00Z,62.00,38.49
2025-07-17T03:50:00Z,61.05,38.49
2025-07-17T03:53:00Z,61.00,38.49
2025-07-17T03:55:00Z,62.09,38.49
2025-07-17T03:58:00Z,61.00,38.49
2025-07-17T04:01:00Z,61.00,40.00
2025-07-17T04:05:00Z,63.00,40.00
2025-07-17T04:09:00Z,63.00,39.57
2025-07-17T04:13:00Z,63.00,41.24
2025-07-17T04:15:00Z,61.00,41.24
2025-07-17T04:21:00Z,61.94,38.00
2025-07-17T04:23:00Z,61.40,38.00
2025-07-17T04:24:00Z,61.40,39.00
2025-07-17T04:25:00Z,61.00,39.00
2025-07-17T04:26:00Z,65.61,36.00
2025-07-17T04:27:00Z,64.00,39.00
2025-07-17T04:28:00Z,66.00,36.00
2025-07-17T04:29:00Z,70.63,39.00
2025-07-17T04:30:00Z,62.17,39.00
2025-07-17T04:31:00Z,62.17,38.00
2025-07-17T04:32:00Z,73.44,35.00
2025-07-17T04:33:00Z,81.33,31.11
2025-07-17T04:35:00Z,81.33,41.00
2025-07-17T04:36:00Z,61.82,41.00
2025-07-17T04:38:00Z,64.52,39.00
2025-07-17T04:39:00Z,65.00,39.00
2025-07-17T04:40:00Z,70.13,30.00
2025-07-17T04:41:00Z,73.50,30.75
2025-07-17T04:42:00Z,75.96,30.75
2025-07-17T04:43:00Z,69.00,32.77
2025-07-17T04:44:00Z,70.63,37.50
2025-07-17T04:45:00Z,61.06,42.00
2025-07-17T04:46:00Z,60.64,42.00
2025-07-17T04:47:00Z,72.00,40.00
2025-07-17T04:48:00Z,65.45,40.00
2025-07-17T04:49:00Z,65.45,31.00
2025-07-17T04:50:00Z,67.23,34.00
2025-07-17T04:51:00Z,67.23,40.00
2025-07-17T04:52:00Z,81.56,40.56
2025-07-17T04:53:00Z,81.56,40.64
2025-07-17T04:54:00Z,55.81,46.00
2025-07-17T04:55:00Z,55.73,48.97
2025-07-17T04:56:00Z,51.39,55.26
2025-07-17T04:57:00Z,45.70,55.00
2025-07-17T04:58:00Z,40.30,58.41
2025-07-17T04:59:00Z,40.07,62.47
2025-07-17T05:00:00Z,37.02,66.12
2025-07-17T05:01:00Z,38.00,66.12
2025-07-17T05:02:00Z,34.41,74.67
2025-07-17T05:03:00Z,37.00,74.67
2025-07-17T05:04:00Z,37.44,74.67
2025-07-17T05:05:00Z,37.44,63.00
2025-07-17T05:06:00Z,37.00,67.00
2025-07-17T05:07:00Z,35.99,68.78
2025-07-17T05:08:00Z,35.99,69.00
2025-07-17T05:09:00Z,37.05,69.00
2025-07-17T05:10:00Z,40.17,61.05
2025-07-17T05:11:00Z,35.00,63.28
2025-07-17T05:12:00Z,39.18,62.51
2025-07-17T05:14:00Z,34.11,67.00
2025-07-17T05:15:00Z,33.00,68.00
2025-07-17T05:16:00Z,33.16,68.00
2025-07-17T05:17:00Z,32.19,69.64
2025-07-17T05:18:00Z,32.28,65.11
2025-07-17T05:19:00Z,37.00,63.48
2025-07-17T05:20:00Z,37.43,63.48
2025-07-17T05:21:00Z,35.00,63.48
2025-07-17T05:22:00Z,35.00,71.00
2025-07-17T05:23:00Z,30.00,69.00
2025-07-17T05:24:00Z,30.00,69.97
2025-07-17T05:25:00Z,30.00,70.00
2025-07-17T05:26:00Z,30.00,71.00
2025-07-17T05:27:00Z,36.78,68.35
2025-07-17T05:28:00Z,35.00,65.64
2025-07-17T05:29:00Z,35.00,66.29
2025-07-17T05:30:00Z,44.92,60.00
2025-07-17T05:31:00Z,44.36,56.64
2025-07-17T05:32:00Z,47.21,51.25
