# event_ticker=KXATPCHALLENGERMATCH-26APR22KENNIS
# final_score=6-3 6-7(3) 6-0
# score_resolution=3-6 7-6 0-6
# match_winner=Jack Kennedy
# fav_player=Kei Nishikori
# dog_player=Jack Kennedy
# kalshi_date=2026-04-22
timestamp,Jack Kennedy,Kei Nishikori
2026-04-22T13:24:00Z,31.00,70.00
2026-04-22T13:31:00Z,31.00,70.00
2026-04-22T13:40:00Z,31.00,70.00
2026-04-22T13:48:00Z,31.00,70.00
2026-04-22T13:58:00Z,31.00,70.00
2026-04-22T14:04:00Z,31.00,70.00
2026-04-22T14:10:00Z,31.00,70.00
2026-04-22T14:24:00Z,31.00,71.00
2026-04-22T14:41:00Z,31.00,71.00
2026-04-22T14:48:00Z,31.00,71.00
2026-04-22T14:50:00Z,31.00,69.00
2026-04-22T14:51:00Z,30.00,71.00
2026-04-22T14:53:00Z,31.00,71.00
2026-04-22T14:54:00Z,31.00,71.00
2026-04-22T14:58:00Z,33.00,71.00
2026-04-22T15:04:00Z,32.00,71.00
2026-04-22T15:05:00Z,32.00,71.00
2026-04-22T15:07:00Z,32.00,71.00
2026-04-22T15:11:00Z,31.00,71.00
2026-04-22T15:12:00Z,31.00,71.00
2026-04-22T15:13:00Z,31.00,71.00
2026-04-22T15:14:00Z,31.00,71.00
2026-04-22T15:16:00Z,32.00,71.00
2026-04-22T15:17:00Z,32.00,71.00
2026-04-22T15:18:00Z,32.00,71.00
2026-04-22T15:19:00Z,32.00,67.77
2026-04-22T15:20:00Z,32.00,67.77
2026-04-22T15:22:00Z,32.00,67.77
2026-04-22T15:25:00Z,32.00,70.00
2026-04-22T15:27:00Z,32.00,70.00
2026-04-22T15:29:00Z,31.00,70.00
2026-04-22T15:30:00Z,31.00,70.00
2026-04-22T15:31:00Z,31.00,70.00
2026-04-22T15:34:00Z,31.00,70.00
2026-04-22T15:35:00Z,31.00,70.00
2026-04-22T15:36:00Z,31.00,70.00
2026-04-22T15:37:00Z,31.00,70.00
2026-04-22T15:39:00Z,31.00,70.00
2026-04-22T15:40:00Z,31.00,70.00
2026-04-22T15:43:00Z,31.00,70.00
2026-04-22T15:44:00Z,31.00,70.00
2026-04-22T15:46:00Z,31.00,70.00
2026-04-22T15:47:00Z,31.00,70.00
2026-04-22T15:48:00Z,31.00,70.00
2026-04-22T15:51:00Z,32.00,70.00
2026-04-22T15:52:00Z,32.00,69.00
2026-04-22T15:53:00Z,32.00,69.00
2026-04-22T15:54:00Z,32.00,69.00
2026-04-22T15:55:00Z,32.00,69.00
2026-04-22T15:56:00Z,32.00,69.00
2026-04-22T15:57:00Z,32.00,69.00
2026-04-22T15:58:00Z,32.00,70.00
2026-04-22T15:59:00Z,32.00,70.00
2026-04-22T16:00:00Z,32.00,70.00
2026-04-22T16:01:00Z,32.00,68.32
2026-04-22T16:03:00Z,32.00,68.32
2026-04-22T16:04:00Z,32.00,68.32
2026-04-22T16:07:00Z,31.03,70.00
2026-04-22T16:11:00Z,32.00,70.00
2026-04-22T16:12:00Z,32.00,69.00
2026-04-22T16:13:00Z,32.00,69.00
2026-04-22T16:14:00Z,32.00,70.00
2026-04-22T16:15:00Z,32.06,70.00
2026-04-22T16:18:00Z,32.86,70.00
2026-04-22T16:19:00Z,33.00,70.00
2026-04-22T16:21:00Z,33.00,70.00
2026-04-22T16:25:00Z,32.00,68.00
2026-04-22T16:26:00Z,33.00,68.00
2026-04-22T16:27:00Z,33.00,67.61
2026-04-22T16:28:00Z,33.00,67.61
2026-04-22T16:29:00Z,33.00,68.00
2026-04-22T16:30:00Z,33.00,68.00
2026-04-22T16:31:00Z,33.91,68.00
2026-04-22T16:32:00Z,33.00,68.00
2026-04-22T16:33:00Z,33.00,68.00
2026-04-22T16:34:00Z,34.05,68.00
2026-04-22T16:35:00Z,34.34,68.00
2026-04-22T16:37:00Z,34.00,68.00
2026-04-22T16:38:00Z,34.00,68.00
2026-04-22T16:39:00Z,34.00,68.00
2026-04-22T16:40:00Z,34.00,68.00
2026-04-22T16:41:00Z,33.00,68.00
2026-04-22T16:42:00Z,33.00,68.00
2026-04-22T16:43:00Z,33.00,68.00
2026-04-22T16:46:00Z,33.15,67.00
2026-04-22T16:47:00Z,34.45,67.00
2026-04-22T16:48:00Z,34.95,67.00
2026-04-22T16:49:00Z,35.13,67.00
2026-04-22T16:50:00Z,35.57,67.00
2026-04-22T16:51:00Z,33.65,67.01
2026-04-22T16:52:00Z,30.98,69.15
2026-04-22T16:53:00Z,27.05,73.07
2026-04-22T16:54:00Z,25.79,74.14
2026-04-22T16:55:00Z,24.70,75.15
2026-04-22T16:56:00Z,29.20,71.00
2026-04-22T16:57:00Z,28.00,72.30
2026-04-22T16:58:00Z,33.04,72.30
2026-04-22T16:59:00Z,36.49,61.61
2026-04-22T17:00:00Z,37.23,62.21
2026-04-22T17:01:00Z,38.67,61.10
2026-04-22T17:02:00Z,39.98,60.52
2026-04-22T17:03:00Z,40.00,59.90
2026-04-22T17:04:00Z,42.33,57.20
2026-04-22T17:05:00Z,47.69,51.20
2026-04-22T17:06:00Z,48.24,50.78
2026-04-22T17:07:00Z,49.55,51.79
2026-04-22T17:08:00Z,51.64,49.45
2026-04-22T17:09:00Z,52.61,48.73
2026-04-22T17:10:00Z,50.90,49.91
2026-04-22T17:11:00Z,51.41,51.40
2026-04-22T17:12:00Z,50.25,51.11
2026-04-22T17:13:00Z,43.82,55.57
2026-04-22T17:14:00Z,41.12,59.67
2026-04-22T17:15:00Z,36.92,61.04
2026-04-22T17:16:00Z,39.91,61.02
2026-04-22T17:17:00Z,41.75,61.00
2026-04-22T17:18:00Z,46.88,54.00
2026-04-22T17:19:00Z,48.83,50.26
2026-04-22T17:20:00Z,52.73,48.58
2026-04-22T17:21:00Z,49.57,48.33
2026-04-22T17:22:00Z,59.37,41.45
2026-04-22T17:23:00Z,59.27,42.00
2026-04-22T17:24:00Z,59.72,42.00
2026-04-22T17:25:00Z,59.94,41.95
2026-04-22T17:26:00Z,59.17,41.79
2026-04-22T17:27:00Z,62.79,38.88
2026-04-22T17:28:00Z,66.83,34.62
2026-04-22T17:29:00Z,68.66,34.09
2026-04-22T17:30:00Z,71.44,29.90
2026-04-22T17:31:00Z,67.40,33.29
2026-04-22T17:32:00Z,65.02,34.75
2026-04-22T17:33:00Z,68.27,34.12
2026-04-22T17:34:00Z,64.68,37.19
2026-04-22T17:35:00Z,56.76,40.96
2026-04-22T17:36:00Z,63.89,36.57
2026-04-22T17:37:00Z,62.32,41.08
2026-04-22T17:38:00Z,56.99,49.63
2026-04-22T17:39:00Z,60.30,40.52
2026-04-22T17:40:00Z,48.88,51.52
2026-04-22T17:41:00Z,47.14,52.26
2026-04-22T17:42:00Z,45.55,53.75
2026-04-22T17:43:00Z,44.47,55.94
2026-04-22T17:44:00Z,45.23,54.94
2026-04-22T17:45:00Z,44.75,55.20
2026-04-22T17:46:00Z,44.55,56.11
2026-04-22T17:47:00Z,44.13,57.55
2026-04-22T17:48:00Z,40.06,59.16
2026-04-22T17:49:00Z,45.65,55.95
2026-04-22T17:50:00Z,47.12,54.00
2026-04-22T17:51:00Z,47.18,53.99
2026-04-22T17:52:00Z,43.04,60.48
2026-04-22T17:53:00Z,38.42,63.61
2026-04-22T17:54:00Z,33.88,67.01
2026-04-22T17:55:00Z,30.30,69.63
2026-04-22T17:56:00Z,30.00,70.83
2026-04-22T17:57:00Z,27.47,72.43
2026-04-22T17:58:00Z,29.93,70.74
2026-04-22T17:59:00Z,30.99,70.10
2026-04-22T18:00:00Z,32.60,68.07
2026-04-22T18:01:00Z,35.05,65.82
2026-04-22T18:02:00Z,35.69,63.96
2026-04-22T18:03:00Z,38.10,62.66
2026-04-22T18:04:00Z,38.66,62.88
2026-04-22T18:05:00Z,36.70,65.10
2026-04-22T18:06:00Z,33.03,67.59
2026-04-22T18:07:00Z,36.44,61.22
2026-04-22T18:08:00Z,46.15,53.22
2026-04-22T18:09:00Z,47.13,53.84
2026-04-22T18:10:00Z,43.56,56.04
2026-04-22T18:11:00Z,39.16,60.17
2026-04-22T18:12:00Z,48.50,52.06
2026-04-22T18:13:00Z,42.61,58.83
2026-04-22T18:14:00Z,45.19,58.32
2026-04-22T18:15:00Z,44.88,56.90
2026-04-22T18:16:00Z,55.07,41.60
2026-04-22T18:17:00Z,65.36,37.06
2026-04-22T18:18:00Z,62.02,37.03
2026-04-22T18:19:00Z,61.18,40.20
2026-04-22T18:20:00Z,68.41,34.90
2026-04-22T18:21:00Z,75.31,25.58
2026-04-22T18:22:00Z,76.29,23.83
2026-04-22T18:23:00Z,78.93,19.43
2026-04-22T18:24:00Z,78.01,23.19
2026-04-22T18:25:00Z,75.74,25.97
2026-04-22T18:26:00Z,75.97,26.12
2026-04-22T18:27:00Z,72.76,30.96
2026-04-22T18:28:00Z,64.11,40.47
2026-04-22T18:29:00Z,57.37,44.31
2026-04-22T18:30:00Z,55.89,41.23
2026-04-22T18:31:00Z,55.72,46.41
2026-04-22T18:32:00Z,51.00,48.99
2026-04-22T18:33:00Z,44.57,55.94
2026-04-22T18:34:00Z,39.19,60.70
2026-04-22T18:35:00Z,36.96,63.17
2026-04-22T18:36:00Z,37.68,62.86
2026-04-22T18:37:00Z,38.16,62.10
2026-04-22T18:38:00Z,39.68,62.33
2026-04-22T18:39:00Z,39.97,61.81
2026-04-22T18:40:00Z,39.41,60.33
2026-04-22T18:41:00Z,42.18,56.67
2026-04-22T18:42:00Z,42.41,58.74
2026-04-22T18:43:00Z,57.06,42.71
2026-04-22T18:44:00Z,59.62,41.47
2026-04-22T18:45:00Z,52.25,48.62
2026-04-22T18:46:00Z,62.35,38.13
2026-04-22T18:47:00Z,67.18,30.45
2026-04-22T18:48:00Z,69.46,30.37
2026-04-22T18:49:00Z,78.94,24.56
2026-04-22T18:50:00Z,85.76,13.97
2026-04-22T18:51:00Z,85.15,14.50
2026-04-22T18:52:00Z,88.40,11.25
2026-04-22T18:53:00Z,92.43,6.99
2026-04-22T18:54:00Z,93.02,6.95
2026-04-22T18:55:00Z,94.91,5.22
2026-04-22T18:56:00Z,94.45,4.25
2026-04-22T18:57:00Z,92.99,7.64
2026-04-22T18:58:00Z,92.93,6.83
2026-04-22T18:59:00Z,93.24,6.98
2026-04-22T19:00:00Z,96.59,4.16
2026-04-22T19:01:00Z,98.98,1.12
2026-04-22T19:02:00Z,99.00,1.00
2026-04-22T19:03:00Z,98.94,1.02
2026-04-22T19:04:00Z,98.95,1.42
2026-04-22T19:05:00Z,99.00,1.42
2026-04-22T19:06:00Z,99.00,1.00
2026-04-22T19:07:00Z,99.00,1.00
