# event_ticker=KXATPMATCH-26APR02MOUTRU
# final_score=4-6 6-3 6-4
# score_resolution=6-4 3-6 4-6
# match_winner=Marco Trungelliti
# fav_player=Corentin Moutet
# dog_player=Marco Trungelliti
# kalshi_date=2026-04-02
timestamp,Corentin Moutet,Marco Trungelliti
2026-04-03T10:02:00Z,67.00,34.00
2026-04-03T10:03:00Z,67.00,34.00
2026-04-03T10:04:00Z,67.00,34.00
2026-04-03T10:05:00Z,67.00,34.87
2026-04-03T10:06:00Z,67.00,34.00
2026-04-03T10:07:00Z,67.00,34.00
2026-04-03T10:08:00Z,67.00,34.00
2026-04-03T10:10:00Z,66.00,37.05
2026-04-03T10:11:00Z,65.71,37.05
2026-04-03T10:13:00Z,67.03,34.00
2026-04-03T10:14:00Z,64.33,38.00
2026-04-03T10:15:00Z,63.00,38.00
2026-04-03T10:16:00Z,65.75,36.77
2026-04-03T10:17:00Z,62.00,38.00
2026-04-03T10:18:00Z,65.00,37.00
2026-04-03T10:19:00Z,67.88,34.00
2026-04-03T10:20:00Z,64.00,37.99
2026-04-03T10:21:00Z,64.00,33.00
2026-04-03T10:22:00Z,65.16,36.00
2026-04-03T10:23:00Z,70.06,31.91
2026-04-03T10:24:00Z,71.70,31.68
2026-04-03T10:25:00Z,71.70,32.00
2026-04-03T10:26:00Z,63.00,38.00
2026-04-03T10:27:00Z,63.19,36.11
2026-04-03T10:28:00Z,63.93,38.73
2026-04-03T10:29:00Z,62.23,42.20
2026-04-03T10:30:00Z,64.44,34.00
2026-04-03T10:31:00Z,68.02,32.00
2026-04-03T10:32:00Z,67.94,32.92
2026-04-03T10:33:00Z,65.98,34.96
2026-04-03T10:34:00Z,65.61,37.78
2026-04-03T10:35:00Z,62.00,38.17
2026-04-03T10:36:00Z,61.00,39.00
2026-04-03T10:37:00Z,63.07,38.67
2026-04-03T10:38:00Z,63.00,37.12
2026-04-03T10:39:00Z,64.71,33.84
2026-04-03T10:40:00Z,66.10,35.00
2026-04-03T10:41:00Z,69.65,32.91
2026-04-03T10:42:00Z,63.08,37.36
2026-04-03T10:43:00Z,62.00,39.00
2026-04-03T10:44:00Z,60.91,37.00
2026-04-03T10:45:00Z,61.00,38.51
2026-04-03T10:47:00Z,64.00,36.56
2026-04-03T10:48:00Z,64.00,38.00
2026-04-03T10:49:00Z,65.57,36.00
2026-04-03T10:50:00Z,65.72,32.59
2026-04-03T10:51:00Z,68.46,29.21
2026-04-03T10:52:00Z,80.24,18.87
2026-04-03T10:53:00Z,82.90,18.01
2026-04-03T10:54:00Z,84.77,17.00
2026-04-03T10:55:00Z,85.95,15.04
2026-04-03T10:56:00Z,86.61,14.00
2026-04-03T10:57:00Z,84.98,15.00
2026-04-03T10:58:00Z,84.93,15.79
2026-04-03T10:59:00Z,85.00,16.00
2026-04-03T11:00:00Z,85.00,17.00
2026-04-03T11:01:00Z,85.15,15.97
2026-04-03T11:02:00Z,87.00,13.91
2026-04-03T11:03:00Z,83.01,16.03
2026-04-03T11:04:00Z,83.98,19.00
2026-04-03T11:05:00Z,80.91,18.99
2026-04-03T11:06:00Z,80.99,19.14
2026-04-03T11:07:00Z,81.03,19.84
2026-04-03T11:08:00Z,83.81,16.09
2026-04-03T11:09:00Z,83.45,16.09
2026-04-03T11:10:00Z,83.45,15.23
2026-04-03T11:11:00Z,83.56,17.44
2026-04-03T11:12:00Z,80.57,19.80
2026-04-03T11:13:00Z,81.00,20.20
2026-04-03T11:14:00Z,81.22,19.00
2026-04-03T11:15:00Z,83.00,19.00
2026-04-03T11:16:00Z,83.00,18.00
2026-04-03T11:17:00Z,83.92,17.00
2026-04-03T11:18:00Z,82.00,17.03
2026-04-03T11:19:00Z,84.87,18.93
2026-04-03T11:20:00Z,88.48,12.97
2026-04-03T11:21:00Z,84.00,17.34
2026-04-03T11:22:00Z,81.61,19.40
2026-04-03T11:23:00Z,81.14,20.00
2026-04-03T11:24:00Z,80.00,21.19
2026-04-03T11:25:00Z,79.35,21.56
2026-04-03T11:26:00Z,71.66,30.92
2026-04-03T11:27:00Z,73.17,29.05
2026-04-03T11:28:00Z,66.97,33.81
2026-04-03T11:29:00Z,67.19,33.51
2026-04-03T11:30:00Z,66.94,36.74
2026-04-03T11:31:00Z,68.02,32.98
2026-04-03T11:32:00Z,68.87,32.18
2026-04-03T11:33:00Z,65.38,34.17
2026-04-03T11:34:00Z,63.90,38.75
2026-04-03T11:35:00Z,62.86,38.00
2026-04-03T11:36:00Z,62.06,41.33
2026-04-03T11:37:00Z,62.91,39.65
2026-04-03T11:38:00Z,63.63,38.69
2026-04-03T11:39:00Z,62.03,38.46
2026-04-03T11:40:00Z,59.46,44.49
2026-04-03T11:41:00Z,59.40,40.73
2026-04-03T11:42:00Z,63.91,36.99
2026-04-03T11:43:00Z,62.07,37.46
2026-04-03T11:44:00Z,63.02,39.31
2026-04-03T11:45:00Z,60.15,39.75
2026-04-03T11:46:00Z,66.36,35.39
2026-04-03T11:47:00Z,60.13,38.47
2026-04-03T11:48:00Z,60.68,39.48
2026-04-03T11:49:00Z,60.92,39.60
2026-04-03T11:50:00Z,60.76,38.04
2026-04-03T11:51:00Z,64.63,37.42
2026-04-03T11:52:00Z,66.78,32.29
2026-04-03T11:53:00Z,68.26,31.73
2026-04-03T11:54:00Z,67.27,34.20
2026-04-03T11:55:00Z,64.11,38.17
2026-04-03T11:56:00Z,60.00,41.72
2026-04-03T11:57:00Z,54.80,45.94
2026-04-03T11:58:00Z,57.32,43.80
2026-04-03T11:59:00Z,62.91,38.84
2026-04-03T12:00:00Z,66.78,34.19
2026-04-03T12:01:00Z,66.03,34.92
2026-04-03T12:02:00Z,64.28,36.62
2026-04-03T12:03:00Z,62.08,39.09
2026-04-03T12:04:00Z,64.24,37.76
2026-04-03T12:05:00Z,62.76,39.06
2026-04-03T12:06:00Z,57.29,41.77
2026-04-03T12:07:00Z,54.66,45.70
2026-04-03T12:08:00Z,52.77,49.01
2026-04-03T12:09:00Z,62.87,42.45
2026-04-03T12:10:00Z,57.55,44.08
2026-04-03T12:11:00Z,48.41,49.07
2026-04-03T12:12:00Z,55.44,44.10
2026-04-03T12:13:00Z,61.68,38.61
2026-04-03T12:14:00Z,49.75,48.61
2026-04-03T12:15:00Z,31.62,66.65
2026-04-03T12:16:00Z,30.94,70.81
2026-04-03T12:17:00Z,28.63,73.03
2026-04-03T12:18:00Z,29.75,71.49
2026-04-03T12:19:00Z,34.72,73.96
2026-04-03T12:20:00Z,34.22,71.52
2026-04-03T12:21:00Z,42.29,62.56
2026-04-03T12:22:00Z,30.37,69.48
2026-04-03T12:23:00Z,40.58,60.28
2026-04-03T12:24:00Z,37.00,60.47
2026-04-03T12:25:00Z,29.21,69.97
2026-04-03T12:26:00Z,28.00,71.60
2026-04-03T12:27:00Z,35.13,66.85
2026-04-03T12:28:00Z,45.80,56.42
2026-04-03T12:29:00Z,55.65,38.37
2026-04-03T12:30:00Z,61.13,43.08
2026-04-03T12:31:00Z,70.05,31.53
2026-04-03T12:32:00Z,73.91,25.80
2026-04-03T12:33:00Z,73.09,27.95
2026-04-03T12:34:00Z,74.55,23.83
2026-04-03T12:35:00Z,68.50,32.99
2026-04-03T12:36:00Z,61.45,39.46
2026-04-03T12:37:00Z,54.73,47.94
2026-04-03T12:38:00Z,34.59,65.41
2026-04-03T12:39:00Z,23.16,78.45
2026-04-03T12:40:00Z,15.49,83.94
2026-04-03T12:41:00Z,14.20,85.75
2026-04-03T12:42:00Z,12.29,89.00
2026-04-03T12:43:00Z,22.37,74.12
2026-04-03T12:44:00Z,12.27,90.07
2026-04-03T12:45:00Z,3.15,98.29
2026-04-03T12:46:00Z,1.00,99.00
2026-04-03T12:47:00Z,1.00,99.00
