# event_ticker=KXATPCHALLENGERMATCH-26MAR31ZARVAR
# final_score=6-3 6-3
# match_winner=Juan Pablo Varillas
# fav_player=Juan Pablo Varillas
# dog_player=Carlos Maria Zarate
# kalshi_date=2026-03-31
timestamp,Juan Pablo Varillas,Carlos Maria Zarate
2026-03-31T09:59:00Z,,22.00
2026-03-31T10:02:00Z,80.98,20.00
2026-03-31T10:04:00Z,80.98,20.00
2026-03-31T10:06:00Z,80.98,20.00
2026-03-31T10:37:00Z,80.98,15.00
2026-03-31T10:50:00Z,84.00,15.00
2026-03-31T10:51:00Z,83.00,15.00
2026-03-31T10:52:00Z,84.00,15.00
2026-03-31T10:55:00Z,84.00,16.00
2026-03-31T11:26:00Z,84.00,17.00
2026-03-31T12:56:00Z,80.00,17.00
2026-03-31T13:01:00Z,84.00,17.00
2026-03-31T13:18:00Z,81.00,17.00
2026-03-31T13:25:00Z,84.00,17.00
2026-03-31T13:37:00Z,84.96,17.00
2026-03-31T14:10:00Z,84.96,17.00
2026-03-31T14:37:00Z,83.00,17.00
2026-03-31T14:50:00Z,83.00,16.00
2026-03-31T16:02:00Z,83.00,16.00
2026-03-31T16:10:00Z,83.00,16.00
2026-03-31T16:12:00Z,81.58,16.00
2026-03-31T17:01:00Z,83.00,16.00
2026-03-31T17:02:00Z,83.00,17.00
2026-03-31T17:22:00Z,83.00,17.00
2026-03-31T17:58:00Z,83.00,17.00
2026-03-31T17:59:00Z,83.00,17.00
2026-03-31T18:00:00Z,83.00,17.00
2026-03-31T18:08:00Z,83.00,17.00
2026-03-31T18:21:00Z,83.00,17.00
2026-03-31T18:26:00Z,83.00,17.00
2026-03-31T18:41:00Z,83.00,17.78
2026-03-31T18:46:00Z,83.00,17.78
2026-03-31T18:48:00Z,83.00,20.00
2026-03-31T18:52:00Z,83.00,20.00
2026-03-31T19:03:00Z,83.00,19.00
2026-03-31T19:11:00Z,82.00,19.00
2026-03-31T19:14:00Z,82.00,19.00
2026-03-31T19:15:00Z,82.00,20.00
2026-03-31T19:19:00Z,83.00,17.00
2026-03-31T19:21:00Z,83.00,20.00
2026-03-31T19:23:00Z,83.00,20.00
2026-03-31T19:26:00Z,83.00,20.00
2026-03-31T19:28:00Z,83.00,20.00
2026-03-31T19:29:00Z,83.00,19.00
2026-03-31T19:30:00Z,83.00,19.00
2026-03-31T19:31:00Z,83.00,19.00
2026-03-31T19:32:00Z,83.00,19.00
2026-03-31T19:33:00Z,83.00,18.00
2026-03-31T19:34:00Z,83.00,21.00
2026-03-31T19:35:00Z,79.53,20.00
2026-03-31T19:36:00Z,84.00,16.74
2026-03-31T19:37:00Z,84.12,19.21
2026-03-31T19:38:00Z,84.26,16.48
2026-03-31T19:39:00Z,87.36,13.20
2026-03-31T19:40:00Z,89.00,11.92
2026-03-31T19:41:00Z,89.14,11.00
2026-03-31T19:42:00Z,90.00,9.00
2026-03-31T19:43:00Z,90.00,8.78
2026-03-31T19:44:00Z,90.00,8.00
2026-03-31T19:45:00Z,91.03,9.31
2026-03-31T19:46:00Z,90.99,9.00
2026-03-31T19:47:00Z,90.00,11.00
2026-03-31T19:48:00Z,91.00,10.64
2026-03-31T19:49:00Z,86.06,12.06
2026-03-31T19:50:00Z,86.92,12.09
2026-03-31T19:51:00Z,88.69,11.69
2026-03-31T19:52:00Z,88.19,11.04
2026-03-31T19:53:00Z,89.00,11.57
2026-03-31T19:54:00Z,89.00,12.16
2026-03-31T19:55:00Z,89.00,12.21
2026-03-31T19:56:00Z,88.45,11.00
2026-03-31T19:57:00Z,89.00,12.00
2026-03-31T19:58:00Z,89.00,12.39
2026-03-31T19:59:00Z,85.23,15.10
2026-03-31T20:00:00Z,83.75,17.43
2026-03-31T20:01:00Z,80.21,23.43
2026-03-31T20:02:00Z,82.00,20.39
2026-03-31T20:03:00Z,85.00,13.95
2026-03-31T20:04:00Z,88.00,12.00
2026-03-31T20:05:00Z,91.00,9.99
2026-03-31T20:06:00Z,93.00,9.65
2026-03-31T20:07:00Z,93.00,8.00
2026-03-31T20:08:00Z,92.33,10.02
2026-03-31T20:09:00Z,88.14,11.86
2026-03-31T20:10:00Z,91.00,10.00
2026-03-31T20:11:00Z,94.00,7.00
2026-03-31T20:12:00Z,94.00,7.00
2026-03-31T20:13:00Z,94.00,6.61
2026-03-31T20:14:00Z,93.00,8.00
2026-03-31T20:15:00Z,92.00,8.00
2026-03-31T20:16:00Z,92.00,8.88
2026-03-31T20:17:00Z,90.00,10.18
2026-03-31T20:19:00Z,90.00,9.56
2026-03-31T20:20:00Z,93.00,9.56
2026-03-31T20:21:00Z,93.00,8.00
2026-03-31T20:22:00Z,93.00,8.00
2026-03-31T20:23:00Z,93.00,8.00
2026-03-31T20:24:00Z,91.02,10.39
2026-03-31T20:25:00Z,91.02,9.00
2026-03-31T20:26:00Z,91.00,8.61
2026-03-31T20:27:00Z,92.30,7.35
2026-03-31T20:28:00Z,92.00,9.00
2026-03-31T20:29:00Z,93.00,7.00
2026-03-31T20:30:00Z,94.00,5.52
2026-03-31T20:31:00Z,94.65,4.98
2026-03-31T20:32:00Z,93.39,7.86
2026-03-31T20:33:00Z,93.39,8.00
2026-03-31T20:34:00Z,92.19,8.98
2026-03-31T20:35:00Z,93.10,7.00
2026-03-31T20:36:00Z,93.10,6.02
2026-03-31T20:37:00Z,93.10,6.08
2026-03-31T20:38:00Z,93.10,7.00
2026-03-31T20:39:00Z,94.01,7.06
2026-03-31T20:40:00Z,95.90,5.25
2026-03-31T20:41:00Z,93.00,8.76
2026-03-31T20:42:00Z,91.27,9.95
2026-03-31T20:43:00Z,90.00,10.82
2026-03-31T20:44:00Z,89.00,11.56
2026-03-31T20:45:00Z,90.12,8.94
2026-03-31T20:46:00Z,91.20,8.50
2026-03-31T20:47:00Z,92.36,7.13
2026-03-31T20:48:00Z,95.00,7.06
2026-03-31T20:49:00Z,94.00,6.67
