# event_ticker=KXATPMATCH-25OCT16SONKOV
# final_score=7-6(3) 6-1
# score_resolution=6-7 1-6
# match_winner=Lorenzo Sonego
# fav_player=Aleksandar Kovacevic
# dog_player=Lorenzo Sonego
# kalshi_date=2025-10-16
timestamp,Aleksandar Kovacevic,Lorenzo Sonego
2025-10-16T01:47:00Z,,68.00
2025-10-16T01:54:00Z,35.00,68.00
2025-10-16T02:07:00Z,35.00,68.00
2025-10-16T02:13:00Z,35.00,68.00
2025-10-16T02:16:00Z,34.00,68.00
2025-10-16T02:17:00Z,35.00,68.00
2025-10-16T02:21:00Z,34.00,67.00
2025-10-16T02:23:00Z,35.00,67.00
2025-10-16T02:24:00Z,34.88,67.00
2025-10-16T02:29:00Z,35.00,67.00
2025-10-16T02:31:00Z,34.26,67.00
2025-10-16T02:36:00Z,35.00,67.00
2025-10-16T02:40:00Z,35.00,67.00
2025-10-16T02:41:00Z,34.00,67.00
2025-10-16T02:57:00Z,34.00,67.00
2025-10-16T03:12:00Z,34.00,67.00
2025-10-16T03:17:00Z,34.00,67.00
2025-10-16T03:34:00Z,34.00,67.00
2025-10-16T03:35:00Z,34.00,67.00
2025-10-16T03:36:00Z,34.00,67.00
2025-10-16T03:50:00Z,34.00,67.00
2025-10-16T03:54:00Z,34.00,67.00
2025-10-16T03:55:00Z,34.00,67.00
2025-10-16T03:57:00Z,34.00,67.00
2025-10-16T04:07:00Z,34.00,67.00
2025-10-16T04:11:00Z,34.00,67.00
2025-10-16T04:17:00Z,34.00,67.00
2025-10-16T04:20:00Z,34.00,67.00
2025-10-16T04:24:00Z,34.00,67.00
2025-10-16T04:31:00Z,34.00,67.00
2025-10-16T04:32:00Z,34.00,67.00
2025-10-16T04:33:00Z,34.00,67.00
2025-10-16T04:34:00Z,34.00,67.00
2025-10-16T04:45:00Z,34.00,67.00
2025-10-16T04:47:00Z,34.00,67.00
2025-10-16T04:50:00Z,34.00,67.00
2025-10-16T04:58:00Z,34.00,67.00
2025-10-16T04:59:00Z,34.00,67.00
2025-10-16T05:01:00Z,34.00,67.00
2025-10-16T05:03:00Z,34.00,67.00
2025-10-16T05:04:00Z,34.00,66.00
2025-10-16T05:12:00Z,34.00,66.00
2025-10-16T05:13:00Z,34.00,66.00
2025-10-16T05:15:00Z,34.00,66.00
2025-10-16T05:16:00Z,35.00,66.00
2025-10-16T05:28:00Z,35.00,66.00
2025-10-16T05:31:00Z,35.00,66.00
2025-10-16T05:34:00Z,35.00,66.00
2025-10-16T05:38:00Z,35.00,66.00
2025-10-16T05:41:00Z,35.00,66.00
2025-10-16T05:46:00Z,35.00,66.00
2025-10-16T05:49:00Z,35.00,66.00
2025-10-16T05:50:00Z,35.00,66.00
2025-10-16T06:06:00Z,35.00,66.00
2025-10-16T06:20:00Z,35.00,66.00
2025-10-16T06:27:00Z,35.00,66.00
2025-10-16T06:29:00Z,35.00,66.00
2025-10-16T06:30:00Z,35.00,66.00
2025-10-16T06:32:00Z,35.00,66.00
2025-10-16T06:40:00Z,35.00,66.00
2025-10-16T06:42:00Z,35.00,65.00
2025-10-16T06:43:00Z,34.00,65.00
2025-10-16T06:51:00Z,34.00,65.00
2025-10-16T07:00:00Z,36.00,65.00
2025-10-16T09:01:00Z,36.00,65.00
2025-10-16T09:02:00Z,36.00,65.00
2025-10-16T09:06:00Z,36.00,65.00
2025-10-16T09:07:00Z,36.00,65.00
2025-10-16T09:08:00Z,35.00,65.00
2025-10-16T09:09:00Z,35.00,65.00
2025-10-16T09:10:00Z,35.00,66.00
2025-10-16T09:11:00Z,35.00,66.00
2025-10-16T09:13:00Z,35.00,66.00
2025-10-16T09:15:00Z,35.00,66.00
2025-10-16T09:19:00Z,35.00,66.00
2025-10-16T09:23:00Z,35.00,66.00
2025-10-16T09:28:00Z,35.00,66.00
2025-10-16T09:30:00Z,35.00,66.00
2025-10-16T09:32:00Z,35.00,66.00
2025-10-16T09:33:00Z,35.00,66.00
2025-10-16T09:34:00Z,35.00,66.00
2025-10-16T09:37:00Z,35.00,66.00
2025-10-16T09:40:00Z,35.00,66.00
2025-10-16T09:41:00Z,35.00,66.00
2025-10-16T09:43:00Z,35.00,66.00
2025-10-16T09:44:00Z,35.00,66.00
2025-10-16T09:45:00Z,35.00,67.00
2025-10-16T09:46:00Z,35.00,67.00
2025-10-16T09:47:00Z,35.00,65.00
2025-10-16T09:48:00Z,35.00,67.00
2025-10-16T09:53:00Z,35.00,65.00
2025-10-16T09:57:00Z,35.00,65.00
2025-10-16T10:01:00Z,36.00,65.00
2025-10-16T10:07:00Z,36.00,65.00
2025-10-16T10:08:00Z,36.00,65.00
2025-10-16T10:09:00Z,40.94,64.00
2025-10-16T10:10:00Z,38.00,64.00
2025-10-16T10:11:00Z,38.00,64.00
2025-10-16T10:12:00Z,37.50,64.00
2025-10-16T10:13:00Z,38.00,64.00
2025-10-16T10:19:00Z,38.00,64.00
2025-10-16T10:21:00Z,38.00,64.00
2025-10-16T10:25:00Z,38.00,64.00
2025-10-16T10:27:00Z,38.00,64.00
2025-10-16T10:28:00Z,38.00,64.00
2025-10-16T10:29:00Z,38.00,64.00
2025-10-16T10:33:00Z,38.00,64.00
2025-10-16T10:34:00Z,38.00,64.00
2025-10-16T10:35:00Z,38.00,64.00
2025-10-16T10:37:00Z,38.00,64.00
2025-10-16T10:38:00Z,37.00,64.00
2025-10-16T10:39:00Z,37.00,64.00
2025-10-16T10:40:00Z,37.00,64.00
2025-10-16T10:41:00Z,37.00,64.00
2025-10-16T10:42:00Z,37.00,64.07
2025-10-16T10:43:00Z,37.00,64.00
2025-10-16T10:44:00Z,37.00,64.00
2025-10-16T10:46:00Z,37.00,64.00
2025-10-16T10:47:00Z,37.98,64.00
2025-10-16T10:48:00Z,37.98,64.00
2025-10-16T10:49:00Z,37.79,64.00
2025-10-16T10:50:00Z,38.00,64.00
2025-10-16T10:51:00Z,38.00,64.00
2025-10-16T10:54:00Z,38.00,64.00
2025-10-16T10:55:00Z,38.00,64.00
2025-10-16T10:56:00Z,37.61,64.00
2025-10-16T10:58:00Z,38.00,63.00
2025-10-16T10:59:00Z,36.00,64.57
2025-10-16T11:00:00Z,37.00,64.00
2025-10-16T11:01:00Z,37.00,64.00
2025-10-16T11:02:00Z,37.00,64.00
2025-10-16T11:04:00Z,37.82,63.00
2025-10-16T11:05:00Z,38.00,64.00
2025-10-16T11:06:00Z,38.00,64.00
2025-10-16T11:07:00Z,38.00,64.00
2025-10-16T11:09:00Z,36.01,64.00
2025-10-16T11:10:00Z,38.00,64.00
2025-10-16T11:11:00Z,36.00,64.00
2025-10-16T11:12:00Z,35.02,64.75
2025-10-16T11:13:00Z,37.00,63.22
2025-10-16T11:14:00Z,37.00,63.22
2025-10-16T11:15:00Z,37.00,64.00
2025-10-16T11:16:00Z,37.00,64.00
2025-10-16T11:17:00Z,37.00,64.00
2025-10-16T11:18:00Z,37.00,64.00
2025-10-16T11:19:00Z,37.00,64.00
2025-10-16T11:20:00Z,37.00,64.00
2025-10-16T11:22:00Z,37.00,64.00
2025-10-16T11:25:00Z,37.00,64.00
2025-10-16T11:26:00Z,38.00,64.00
2025-10-16T11:27:00Z,37.00,64.00
2025-10-16T11:28:00Z,37.00,64.00
2025-10-16T11:30:00Z,37.00,64.00
2025-10-16T11:31:00Z,37.46,63.46
2025-10-16T11:32:00Z,37.00,65.43
2025-10-16T11:33:00Z,37.00,65.00
2025-10-16T11:34:00Z,36.00,65.00
2025-10-16T11:35:00Z,36.00,65.00
2025-10-16T11:36:00Z,36.00,64.06
2025-10-16T11:37:00Z,37.00,64.00
2025-10-16T11:38:00Z,37.00,64.00
2025-10-16T11:39:00Z,37.00,64.00
2025-10-16T11:40:00Z,38.00,64.00
2025-10-16T11:41:00Z,50.98,68.00
2025-10-16T11:42:00Z,47.63,62.83
2025-10-16T11:43:00Z,38.14,63.98
2025-10-16T11:44:00Z,40.58,67.00
2025-10-16T11:45:00Z,36.56,67.38
2025-10-16T11:46:00Z,36.56,66.00
2025-10-16T11:47:00Z,37.37,65.00
2025-10-16T11:48:00Z,35.07,68.00
2025-10-16T11:49:00Z,35.12,64.00
2025-10-16T11:50:00Z,36.66,64.38
2025-10-16T11:51:00Z,37.00,65.00
2025-10-16T11:52:00Z,37.06,65.00
2025-10-16T11:53:00Z,36.00,64.46
2025-10-16T11:54:00Z,38.00,65.98
2025-10-16T11:55:00Z,38.00,66.00
2025-10-16T11:56:00Z,38.00,64.00
2025-10-16T11:57:00Z,41.27,59.25
2025-10-16T11:58:00Z,41.90,60.13
2025-10-16T11:59:00Z,40.62,61.90
2025-10-16T12:00:00Z,38.00,61.90
2025-10-16T12:01:00Z,38.00,63.00
2025-10-16T12:02:00Z,38.31,66.00
2025-10-16T12:03:00Z,30.36,69.35
2025-10-16T12:04:00Z,32.57,65.12
2025-10-16T12:05:00Z,41.05,61.86
2025-10-16T12:06:00Z,42.00,61.32
2025-10-16T12:07:00Z,38.90,63.81
2025-10-16T12:08:00Z,37.00,63.81
2025-10-16T12:09:00Z,37.18,63.81
2025-10-16T12:10:00Z,39.00,64.37
2025-10-16T12:11:00Z,36.55,68.95
2025-10-16T12:12:00Z,34.50,64.00
2025-10-16T12:13:00Z,38.00,64.53
2025-10-16T12:14:00Z,38.55,63.00
2025-10-16T12:15:00Z,39.35,62.00
2025-10-16T12:16:00Z,37.23,65.00
2025-10-16T12:17:00Z,36.98,65.00
2025-10-16T12:18:00Z,38.84,61.00
2025-10-16T12:19:00Z,39.79,60.93
2025-10-16T12:20:00Z,40.00,60.93
2025-10-16T12:21:00Z,40.16,60.00
2025-10-16T12:22:00Z,39.72,63.50
2025-10-16T12:23:00Z,38.01,64.35
2025-10-16T12:24:00Z,39.37,63.40
2025-10-16T12:25:00Z,44.71,55.79
2025-10-16T12:26:00Z,48.53,54.48
2025-10-16T12:27:00Z,41.73,63.21
2025-10-16T12:28:00Z,38.04,62.80
2025-10-16T12:29:00Z,32.15,71.79
2025-10-16T12:30:00Z,25.04,73.27
2025-10-16T12:31:00Z,23.68,79.40
2025-10-16T12:32:00Z,20.97,81.64
2025-10-16T12:33:00Z,16.55,83.80
2025-10-16T12:34:00Z,20.96,81.80
2025-10-16T12:35:00Z,15.93,86.82
2025-10-16T12:36:00Z,14.36,85.75
2025-10-16T12:37:00Z,15.00,84.34
2025-10-16T12:38:00Z,15.00,85.00
2025-10-16T12:39:00Z,14.00,85.36
2025-10-16T12:40:00Z,14.29,85.93
2025-10-16T12:41:00Z,14.29,88.02
2025-10-16T12:42:00Z,12.67,87.36
2025-10-16T12:43:00Z,10.00,92.51
2025-10-16T12:44:00Z,7.97,91.67
2025-10-16T12:45:00Z,4.75,95.99
2025-10-16T12:46:00Z,4.46,95.44
2025-10-16T12:47:00Z,3.13,96.01
2025-10-16T12:48:00Z,3.13,96.00
2025-10-16T12:49:00Z,3.34,95.00
2025-10-16T12:50:00Z,3.03,96.00
2025-10-16T12:51:00Z,3.12,97.67
2025-10-16T12:52:00Z,3.39,97.84
2025-10-16T12:53:00Z,3.94,98.00
2025-10-16T12:54:00Z,4.45,96.65
2025-10-16T12:55:00Z,3.00,97.00
2025-10-16T12:56:00Z,2.21,97.31
2025-10-16T12:57:00Z,2.05,97.93
2025-10-16T12:58:00Z,2.47,97.56
2025-10-16T12:59:00Z,2.01,98.00
2025-10-16T13:00:00Z,1.25,99.00
2025-10-16T13:01:00Z,1.00,99.00
2025-10-16T13:02:00Z,1.00,99.00
2025-10-16T13:03:00Z,1.00,99.00
2025-10-16T13:04:00Z,1.00,99.00
2025-10-16T13:05:00Z,1.00,99.00
2025-10-16T13:06:00Z,1.00,99.00
2025-10-16T13:07:00Z,1.00,99.00
2025-10-16T13:08:00Z,1.00,99.00
2025-10-16T13:10:00Z,1.00,99.00
