# event_ticker=KXATPCHALLENGERMATCH-26FEB14COLTAB
# final_score=7-5 6-4
# score_resolution=5-7 4-6
# match_winner=Raphael Collignon
# fav_player=Clement Tabur
# dog_player=Raphael Collignon
# kalshi_date=2026-02-14
timestamp,Clement Tabur,Raphael Collignon
2026-02-14T02:42:00Z,31.00,
2026-02-14T02:53:00Z,31.00,73.00
2026-02-14T02:56:00Z,31.00,74.00
2026-02-14T02:57:00Z,31.00,74.00
2026-02-14T03:01:00Z,31.00,74.00
2026-02-14T03:22:00Z,31.00,74.00
2026-02-14T03:29:00Z,31.00,74.00
2026-02-14T03:32:00Z,31.00,74.00
2026-02-14T03:42:00Z,31.00,71.00
2026-02-14T04:01:00Z,30.00,74.00
2026-02-14T04:04:00Z,30.00,73.00
2026-02-14T04:42:00Z,30.00,73.00
2026-02-14T05:22:00Z,30.00,73.00
2026-02-14T05:42:00Z,30.00,73.00
2026-02-14T05:45:00Z,27.00,73.00
2026-02-14T06:12:00Z,27.00,73.00
2026-02-14T07:09:00Z,27.00,74.00
2026-02-14T07:14:00Z,29.00,74.00
2026-02-14T07:28:00Z,29.17,74.00
2026-02-14T07:37:00Z,29.17,73.00
2026-02-14T07:50:00Z,29.17,73.00
2026-02-14T08:02:00Z,29.17,73.00
2026-02-14T08:11:00Z,30.00,73.00
2026-02-14T08:35:00Z,30.00,73.00
2026-02-14T08:59:00Z,30.00,73.00
2026-02-14T09:01:00Z,30.00,73.00
2026-02-14T09:19:00Z,30.00,73.00
2026-02-14T09:36:00Z,30.00,74.00
2026-02-14T10:04:00Z,30.00,74.00
2026-02-14T11:01:00Z,30.00,74.00
2026-02-14T11:07:00Z,30.00,74.00
2026-02-14T11:22:00Z,30.00,74.00
2026-02-14T11:31:00Z,30.00,74.00
2026-02-14T11:56:00Z,27.00,74.00
2026-02-14T12:05:00Z,27.92,74.00
2026-02-14T12:26:00Z,25.00,74.00
2026-02-14T12:28:00Z,25.00,76.00
2026-02-14T12:30:00Z,25.00,76.00
2026-02-14T12:35:00Z,25.00,76.00
2026-02-14T12:37:00Z,25.00,76.00
2026-02-14T12:43:00Z,25.00,76.00
2026-02-14T12:45:00Z,25.00,77.36
2026-02-14T12:46:00Z,25.00,78.00
2026-02-14T12:49:00Z,25.00,78.00
2026-02-14T12:51:00Z,25.00,76.00
2026-02-14T12:52:00Z,24.00,76.00
2026-02-14T12:53:00Z,24.00,78.00
2026-02-14T12:59:00Z,24.00,78.00
2026-02-14T13:09:00Z,24.00,78.00
2026-02-14T13:17:00Z,24.00,78.00
2026-02-14T13:22:00Z,24.00,78.00
2026-02-14T13:24:00Z,24.00,78.00
2026-02-14T13:33:00Z,24.00,78.00
2026-02-14T13:34:00Z,24.00,78.00
2026-02-14T13:42:00Z,24.00,78.00
2026-02-14T13:43:00Z,24.00,79.00
2026-02-14T13:46:00Z,24.00,79.00
2026-02-14T13:48:00Z,24.00,79.00
2026-02-14T13:49:00Z,23.00,79.00
2026-02-14T13:50:00Z,23.00,79.00
2026-02-14T13:51:00Z,23.00,79.00
2026-02-14T13:52:00Z,24.00,79.00
2026-02-14T13:53:00Z,24.00,79.00
2026-02-14T13:54:00Z,24.00,79.00
2026-02-14T13:55:00Z,24.00,79.00
2026-02-14T13:58:00Z,24.00,79.00
2026-02-14T13:59:00Z,24.00,79.00
2026-02-14T14:00:00Z,24.00,79.00
2026-02-14T14:01:00Z,23.66,79.00
2026-02-14T14:02:00Z,24.00,79.00
2026-02-14T14:03:00Z,23.00,79.00
2026-02-14T14:04:00Z,24.00,78.00
2026-02-14T14:05:00Z,24.00,78.00
2026-02-14T14:06:00Z,24.00,78.79
2026-02-14T14:07:00Z,24.00,76.00
2026-02-14T14:08:00Z,24.00,78.55
2026-02-14T14:09:00Z,24.22,78.78
2026-02-14T14:10:00Z,24.00,77.75
2026-02-14T14:11:00Z,23.93,78.88
2026-02-14T14:12:00Z,22.21,76.68
2026-02-14T14:13:00Z,28.00,74.00
2026-02-14T14:14:00Z,31.99,67.75
2026-02-14T14:15:00Z,36.69,65.71
2026-02-14T14:16:00Z,35.43,65.45
2026-02-14T14:17:00Z,45.56,55.77
2026-02-14T14:18:00Z,47.59,55.65
2026-02-14T14:19:00Z,47.28,53.62
2026-02-14T14:20:00Z,39.04,65.61
2026-02-14T14:21:00Z,39.47,66.79
2026-02-14T14:22:00Z,33.00,68.09
2026-02-14T14:23:00Z,32.00,68.55
2026-02-14T14:24:00Z,33.21,66.95
2026-02-14T14:25:00Z,38.23,65.21
2026-02-14T14:26:00Z,35.94,65.19
2026-02-14T14:27:00Z,32.91,69.43
2026-02-14T14:28:00Z,38.99,62.85
2026-02-14T14:29:00Z,45.85,54.51
2026-02-14T14:30:00Z,44.39,53.96
2026-02-14T14:31:00Z,49.18,51.60
2026-02-14T14:32:00Z,50.92,52.99
2026-02-14T14:33:00Z,51.42,49.01
2026-02-14T14:34:00Z,53.01,48.47
2026-02-14T14:35:00Z,51.88,50.79
2026-02-14T14:36:00Z,50.14,51.25
2026-02-14T14:37:00Z,46.11,53.19
2026-02-14T14:38:00Z,50.59,50.53
2026-02-14T14:39:00Z,49.27,54.74
2026-02-14T14:40:00Z,42.19,66.32
2026-02-14T14:41:00Z,33.34,67.63
2026-02-14T14:42:00Z,37.39,62.97
2026-02-14T14:43:00Z,42.65,59.15
2026-02-14T14:44:00Z,37.89,65.14
2026-02-14T14:45:00Z,29.87,68.67
2026-02-14T14:46:00Z,32.19,68.45
2026-02-14T14:47:00Z,34.07,69.21
2026-02-14T14:48:00Z,37.86,63.09
2026-02-14T14:49:00Z,39.25,62.00
2026-02-14T14:50:00Z,32.73,66.66
2026-02-14T14:51:00Z,32.19,68.05
2026-02-14T14:52:00Z,32.99,68.20
2026-02-14T14:53:00Z,29.44,73.64
2026-02-14T14:54:00Z,19.89,77.57
2026-02-14T14:55:00Z,12.58,83.39
2026-02-14T14:56:00Z,14.41,86.54
2026-02-14T14:57:00Z,14.16,86.00
2026-02-14T14:58:00Z,11.11,88.96
2026-02-14T14:59:00Z,10.72,89.10
2026-02-14T15:00:00Z,29.32,89.87
2026-02-14T15:01:00Z,10.77,89.12
2026-02-14T15:02:00Z,7.93,91.94
2026-02-14T15:03:00Z,5.27,93.23
2026-02-14T15:04:00Z,4.68,94.34
2026-02-14T15:05:00Z,8.55,91.33
2026-02-14T15:06:00Z,10.98,89.36
2026-02-14T15:07:00Z,13.17,88.75
2026-02-14T15:08:00Z,12.48,87.74
2026-02-14T15:09:00Z,11.88,89.17
2026-02-14T15:10:00Z,11.47,89.71
2026-02-14T15:11:00Z,12.87,89.84
2026-02-14T15:12:00Z,5.87,94.63
2026-02-14T15:13:00Z,4.77,94.70
2026-02-14T15:14:00Z,3.99,96.00
2026-02-14T15:15:00Z,4.67,97.00
2026-02-14T15:16:00Z,3.74,95.09
