# event_ticker=KXATPMATCH-26FEB12UGONAV
# final_score=6-2 7-5
# match_winner=Camilo Ugo Carabelli
# fav_player=Camilo Ugo Carabelli
# dog_player=Mariano Navone
# kalshi_date=2026-02-12
timestamp,Camilo Ugo Carabelli,Mariano Navone
2026-02-12T11:52:00Z,43.00,
2026-02-12T12:01:00Z,43.00,58.00
2026-02-12T12:03:00Z,43.00,58.00
2026-02-12T12:09:00Z,42.00,58.00
2026-02-12T12:10:00Z,42.00,58.00
2026-02-12T12:14:00Z,42.00,58.78
2026-02-12T12:16:00Z,42.00,59.55
2026-02-12T12:17:00Z,42.00,59.55
2026-02-12T12:26:00Z,42.00,60.00
2026-02-12T12:33:00Z,42.00,60.00
2026-02-12T12:38:00Z,42.00,60.00
2026-02-12T12:42:00Z,42.00,59.85
2026-02-12T12:43:00Z,41.00,59.85
2026-02-12T12:45:00Z,41.00,58.00
2026-02-12T12:46:00Z,41.00,59.00
2026-02-12T12:54:00Z,42.00,59.00
2026-02-12T12:55:00Z,42.00,59.00
2026-02-12T12:56:00Z,42.00,59.00
2026-02-12T12:57:00Z,42.00,59.00
2026-02-12T12:58:00Z,41.00,59.00
2026-02-12T13:04:00Z,41.00,59.00
2026-02-12T13:10:00Z,41.00,59.00
2026-02-12T13:14:00Z,41.00,59.00
2026-02-12T13:18:00Z,41.00,59.00
2026-02-12T13:25:00Z,41.00,59.00
2026-02-12T13:31:00Z,41.00,59.00
2026-02-12T13:32:00Z,41.00,59.00
2026-02-12T13:34:00Z,41.50,59.00
2026-02-12T13:38:00Z,42.00,59.00
2026-02-12T13:47:00Z,42.00,59.00
2026-02-12T13:49:00Z,42.00,59.00
2026-02-12T13:53:00Z,41.00,59.00
2026-02-12T13:57:00Z,41.00,59.00
2026-02-12T14:01:00Z,42.80,59.00
2026-02-12T14:02:00Z,43.00,59.00
2026-02-12T14:07:00Z,43.00,58.00
2026-02-12T14:08:00Z,41.95,57.00
2026-02-12T14:09:00Z,41.95,58.00
2026-02-12T14:10:00Z,41.11,58.00
2026-02-12T14:18:00Z,41.11,59.00
2026-02-12T14:19:00Z,41.11,59.00
2026-02-12T14:28:00Z,41.11,59.00
2026-02-12T14:32:00Z,41.11,59.00
2026-02-12T14:34:00Z,41.11,59.00
2026-02-12T14:36:00Z,43.00,59.00
2026-02-12T14:39:00Z,43.00,58.87
2026-02-12T14:42:00Z,43.00,59.00
2026-02-12T14:43:00Z,43.00,59.00
2026-02-12T14:48:00Z,42.00,59.00
2026-02-12T14:50:00Z,42.00,59.00
2026-02-12T14:59:00Z,42.00,59.00
2026-02-12T15:00:00Z,42.00,59.00
2026-02-12T15:01:00Z,42.00,59.00
2026-02-12T15:03:00Z,42.00,59.00
2026-02-12T15:04:00Z,42.00,59.00
2026-02-12T15:06:00Z,41.00,59.00
2026-02-12T15:08:00Z,41.00,59.00
2026-02-12T15:11:00Z,41.00,59.00
2026-02-12T15:12:00Z,41.00,58.00
2026-02-12T15:13:00Z,42.00,58.00
2026-02-12T15:17:00Z,42.00,58.00
2026-02-12T15:19:00Z,42.00,59.00
2026-02-12T15:20:00Z,42.00,59.00
2026-02-12T15:21:00Z,42.00,58.00
2026-02-12T15:22:00Z,42.00,59.00
2026-02-12T15:29:00Z,41.96,59.00
2026-02-12T15:32:00Z,41.96,58.00
2026-02-12T15:35:00Z,41.96,59.00
2026-02-12T15:38:00Z,41.00,59.00
2026-02-12T15:39:00Z,42.00,59.00
2026-02-12T15:41:00Z,42.00,59.00
2026-02-12T15:43:00Z,42.00,59.00
2026-02-12T15:48:00Z,42.00,59.00
2026-02-12T15:49:00Z,42.00,59.00
2026-02-12T15:52:00Z,42.00,59.00
2026-02-12T15:58:00Z,42.00,59.00
2026-02-12T16:03:00Z,42.00,59.00
2026-02-12T16:16:00Z,42.00,59.03
2026-02-12T16:19:00Z,42.00,60.00
2026-02-12T16:20:00Z,42.00,60.00
2026-02-12T16:21:00Z,42.00,60.00
2026-02-12T16:24:00Z,42.00,60.00
2026-02-12T16:25:00Z,42.00,60.00
2026-02-12T16:26:00Z,42.00,60.00
2026-02-12T16:27:00Z,42.00,59.96
2026-02-12T16:29:00Z,42.00,60.00
2026-02-12T16:33:00Z,42.00,60.00
2026-02-12T16:37:00Z,42.00,60.00
2026-02-12T16:41:00Z,42.00,60.00
2026-02-12T16:42:00Z,42.00,57.25
2026-02-12T16:44:00Z,42.00,57.02
2026-02-12T16:46:00Z,42.00,59.89
2026-02-12T16:49:00Z,42.00,60.00
2026-02-12T16:52:00Z,42.00,60.00
2026-02-12T16:54:00Z,42.00,60.00
2026-02-12T16:55:00Z,40.00,60.00
2026-02-12T16:56:00Z,40.00,60.00
2026-02-12T16:57:00Z,41.00,60.00
2026-02-12T16:58:00Z,41.00,60.00
2026-02-12T17:02:00Z,41.00,60.00
2026-02-12T17:03:00Z,41.00,60.00
2026-02-12T17:04:00Z,41.00,60.00
2026-02-12T17:05:00Z,41.00,60.00
2026-02-12T17:07:00Z,41.00,60.00
2026-02-12T17:08:00Z,41.00,60.00
2026-02-12T17:11:00Z,41.00,60.00
2026-02-12T17:14:00Z,41.00,60.00
2026-02-12T17:18:00Z,41.00,60.00
2026-02-12T17:19:00Z,41.00,60.00
2026-02-12T17:20:00Z,40.00,60.00
2026-02-12T17:21:00Z,40.00,60.00
2026-02-12T17:23:00Z,41.00,60.00
2026-02-12T17:27:00Z,41.00,60.00
2026-02-12T17:28:00Z,41.00,60.00
2026-02-12T17:29:00Z,41.00,60.00
2026-02-12T17:32:00Z,41.00,60.00
2026-02-12T17:34:00Z,41.00,60.00
2026-02-12T17:35:00Z,41.00,60.00
2026-02-12T17:37:00Z,41.00,60.00
2026-02-12T17:38:00Z,41.00,59.00
2026-02-12T17:40:00Z,40.00,60.00
2026-02-12T17:43:00Z,40.00,59.00
2026-02-12T17:49:00Z,40.00,60.00
2026-02-12T17:50:00Z,40.00,59.00
2026-02-12T17:51:00Z,40.00,60.00
