# event_ticker=KXATPCHALLENGERMATCH-26APR17FERHOU
# final_score=6-4 4-6 7-6(2)
# score_resolution=4-6 6-4 6-7
# match_winner=Max Houkes
# fav_player=Frederico Ferreira Silva
# dog_player=Max Houkes
# kalshi_date=2026-04-17
timestamp,Frederico Ferreira Silva,Max Houkes
2026-04-17T05:52:00Z,59.00,
2026-04-17T05:56:00Z,59.00,
2026-04-17T06:28:00Z,58.00,
2026-04-17T06:30:00Z,58.00,
2026-04-17T07:04:00Z,58.00,43.00
2026-04-17T07:41:00Z,58.00,43.00
2026-04-17T08:56:00Z,58.00,43.00
2026-04-17T09:50:00Z,58.00,43.00
2026-04-17T10:26:00Z,58.00,43.00
2026-04-17T10:27:00Z,58.00,43.00
2026-04-17T11:28:00Z,58.00,43.00
2026-04-17T12:06:00Z,58.00,43.00
2026-04-17T12:23:00Z,58.00,42.00
2026-04-17T12:26:00Z,59.00,42.00
2026-04-17T12:30:00Z,59.00,42.00
2026-04-17T12:39:00Z,59.00,42.00
2026-04-17T12:43:00Z,59.00,42.00
2026-04-17T13:05:00Z,59.00,42.00
2026-04-17T13:20:00Z,59.00,42.00
2026-04-17T13:24:00Z,59.00,42.00
2026-04-17T13:30:00Z,59.00,42.00
2026-04-17T13:46:00Z,59.00,42.00
2026-04-17T13:52:00Z,59.00,42.00
2026-04-17T14:11:00Z,59.00,42.00
2026-04-17T14:21:00Z,59.00,42.00
2026-04-17T14:26:00Z,59.00,42.00
2026-04-17T14:27:00Z,59.00,43.00
2026-04-17T14:34:00Z,59.00,43.00
2026-04-17T14:36:00Z,57.00,43.00
2026-04-17T14:37:00Z,59.00,43.00
2026-04-17T14:44:00Z,59.00,43.00
2026-04-17T14:46:00Z,59.00,43.00
2026-04-17T15:05:00Z,59.00,43.00
2026-04-17T15:08:00Z,59.00,43.00
2026-04-17T15:09:00Z,59.00,43.00
2026-04-17T15:12:00Z,59.00,43.00
2026-04-17T15:23:00Z,59.00,42.97
2026-04-17T15:26:00Z,59.00,42.97
2026-04-17T15:30:00Z,59.00,42.97
2026-04-17T15:31:00Z,59.00,42.97
2026-04-17T15:32:00Z,59.00,42.97
2026-04-17T15:33:00Z,59.00,43.00
2026-04-17T15:34:00Z,59.00,43.00
2026-04-17T15:35:00Z,59.00,43.00
2026-04-17T15:36:00Z,59.00,43.00
2026-04-17T15:37:00Z,59.00,43.00
2026-04-17T15:38:00Z,59.00,43.00
2026-04-17T15:39:00Z,57.28,43.00
2026-04-17T15:44:00Z,57.00,43.00
2026-04-17T15:45:00Z,57.00,43.00
2026-04-17T15:46:00Z,57.00,43.00
2026-04-17T15:47:00Z,57.00,43.00
2026-04-17T15:51:00Z,57.00,43.00
2026-04-17T15:54:00Z,57.00,45.00
2026-04-17T15:56:00Z,57.00,45.00
2026-04-17T15:57:00Z,57.00,45.00
2026-04-17T16:00:00Z,57.00,45.00
2026-04-17T16:03:00Z,57.00,45.00
2026-04-17T16:05:00Z,57.00,45.00
2026-04-17T16:08:00Z,57.00,44.00
2026-04-17T16:09:00Z,57.00,44.00
2026-04-17T16:10:00Z,57.00,44.00
2026-04-17T16:13:00Z,57.00,44.00
2026-04-17T16:14:00Z,57.00,44.00
2026-04-17T16:25:00Z,57.00,44.00
2026-04-17T16:30:00Z,57.00,44.00
2026-04-17T16:31:00Z,57.00,44.00
2026-04-17T16:32:00Z,57.00,44.00
2026-04-17T16:34:00Z,57.00,44.00
2026-04-17T16:37:00Z,57.00,44.00
