# event_ticker=KXATPMATCH-26APR07MONBUB
# final_score=6-4 6-4
# match_winner=Alexander Bublik
# fav_player=Alexander Bublik
# dog_player=Gael Monfils
# kalshi_date=2026-04-07
timestamp,Alexander Bublik,Gael Monfils
2026-04-07T01:37:00Z,,34.00
2026-04-07T01:39:00Z,,34.00
2026-04-07T01:47:00Z,,34.00
2026-04-07T01:48:00Z,68.00,34.00
2026-04-07T01:51:00Z,68.00,34.00
2026-04-07T01:52:00Z,68.00,34.00
2026-04-07T01:56:00Z,68.00,34.00
2026-04-07T01:59:00Z,68.00,34.00
2026-04-07T02:00:00Z,68.00,34.00
2026-04-07T02:04:00Z,68.00,34.00
2026-04-07T02:09:00Z,68.00,34.00
2026-04-07T02:13:00Z,68.00,34.00
2026-04-07T02:16:00Z,68.00,34.00
2026-04-07T02:17:00Z,68.00,34.00
2026-04-07T02:24:00Z,68.00,34.00
2026-04-07T02:29:00Z,68.00,34.00
2026-04-07T02:30:00Z,68.00,34.00
2026-04-07T02:33:00Z,68.00,34.00
2026-04-07T02:54:00Z,68.00,34.00
2026-04-07T02:57:00Z,68.00,34.00
2026-04-07T03:00:00Z,68.00,34.00
2026-04-07T03:04:00Z,68.00,34.00
2026-04-07T03:08:00Z,68.00,34.00
2026-04-07T03:11:00Z,68.00,34.00
2026-04-07T03:16:00Z,68.00,34.00
2026-04-07T03:27:00Z,68.00,34.00
2026-04-07T03:28:00Z,68.00,34.00
2026-04-07T03:34:00Z,68.00,34.00
2026-04-07T03:37:00Z,68.00,34.00
2026-04-07T03:38:00Z,68.00,34.00
2026-04-07T03:39:00Z,68.00,34.00
2026-04-07T03:40:00Z,68.00,34.00
2026-04-07T03:41:00Z,66.49,34.00
2026-04-07T03:46:00Z,68.71,34.00
2026-04-07T04:00:00Z,68.00,34.00
2026-04-07T04:03:00Z,68.00,34.00
2026-04-07T04:04:00Z,68.67,34.00
2026-04-07T04:05:00Z,68.67,34.00
2026-04-07T04:11:00Z,68.00,34.00
2026-04-07T04:13:00Z,68.00,34.00
2026-04-07T04:17:00Z,68.00,34.00
2026-04-07T04:20:00Z,68.00,34.00
2026-04-07T04:28:00Z,68.00,34.00
2026-04-07T04:34:00Z,68.00,34.00
2026-04-07T04:40:00Z,68.00,34.00
2026-04-07T04:43:00Z,68.00,34.00
2026-04-07T04:44:00Z,68.00,34.00
2026-04-07T04:49:00Z,68.00,34.00
2026-04-07T05:06:00Z,67.00,34.00
2026-04-07T05:07:00Z,67.97,34.00
2026-04-07T05:09:00Z,68.00,34.00
2026-04-07T05:11:00Z,68.00,33.00
2026-04-07T05:14:00Z,68.00,33.00
2026-04-07T05:20:00Z,68.00,34.00
2026-04-07T05:28:00Z,68.00,34.00
2026-04-07T05:29:00Z,68.00,34.00
2026-04-07T05:35:00Z,68.00,34.00
2026-04-07T05:40:00Z,68.00,34.00
2026-04-07T05:45:00Z,68.00,34.00
2026-04-07T05:52:00Z,68.00,34.00
2026-04-07T05:54:00Z,68.00,34.00
2026-04-07T05:56:00Z,68.00,34.00
2026-04-07T05:57:00Z,68.00,34.00
2026-04-07T05:59:00Z,68.00,34.00
2026-04-07T06:01:00Z,68.00,34.00
2026-04-07T06:04:00Z,68.00,34.00
2026-04-07T06:07:00Z,68.00,34.00
2026-04-07T06:11:00Z,68.00,34.00
2026-04-07T06:12:00Z,67.00,34.00
2026-04-07T06:15:00Z,67.00,34.00
2026-04-07T06:24:00Z,67.00,34.00
2026-04-07T06:27:00Z,67.00,34.00
2026-04-07T06:28:00Z,67.00,34.00
2026-04-07T06:31:00Z,67.00,34.00
2026-04-07T06:36:00Z,67.00,34.00
2026-04-07T06:41:00Z,67.00,34.00
2026-04-07T06:43:00Z,68.00,34.00
2026-04-07T06:45:00Z,68.00,34.00
2026-04-07T06:53:00Z,68.00,34.00
2026-04-07T07:02:00Z,68.00,34.00
2026-04-07T07:07:00Z,68.00,34.00
2026-04-07T07:09:00Z,68.00,34.00
2026-04-07T07:10:00Z,68.00,34.00
2026-04-07T07:17:00Z,68.00,34.00
2026-04-07T07:24:00Z,68.00,34.00
2026-04-07T07:26:00Z,68.00,33.00
2026-04-07T07:31:00Z,68.00,33.00
2026-04-07T07:34:00Z,67.00,33.00
2026-04-07T07:44:00Z,67.15,33.00
2026-04-07T07:45:00Z,68.00,34.00
2026-04-07T07:51:00Z,68.00,34.00
2026-04-07T07:56:00Z,68.00,34.00
2026-04-07T07:57:00Z,68.00,33.00
2026-04-07T08:00:00Z,68.00,33.00
2026-04-07T08:05:00Z,68.00,33.00
2026-04-07T08:07:00Z,68.00,34.00
2026-04-07T08:08:00Z,68.00,34.00
2026-04-07T08:09:00Z,68.00,33.00
2026-04-07T08:15:00Z,68.00,34.00
2026-04-07T08:20:00Z,68.00,34.00
2026-04-07T08:35:00Z,68.00,34.00
2026-04-07T08:38:00Z,67.00,34.00
2026-04-07T08:43:00Z,67.00,34.00
2026-04-07T08:45:00Z,67.00,34.00
2026-04-07T08:54:00Z,67.00,34.00
2026-04-07T09:04:00Z,67.00,34.00
2026-04-07T09:13:00Z,67.00,34.00
2026-04-07T09:16:00Z,67.00,34.00
2026-04-07T09:17:00Z,67.00,34.61
2026-04-07T09:31:00Z,67.00,35.00
2026-04-07T09:38:00Z,67.00,35.00
2026-04-07T09:44:00Z,67.00,35.00
