# event_ticker=KXATPMATCH-26FEB03HURDAM
# final_score=7-6(5) 6-4
# score_resolution=6-7 4-6
# match_winner=Martin Damm
# fav_player=Hubert Hurkacz
# dog_player=Martin Damm Jr
# kalshi_date=2026-02-03
timestamp,Hubert Hurkacz,Martin Damm Jr
2026-02-03T02:10:00Z,77.00,
2026-02-03T02:11:00Z,77.00,
2026-02-03T02:45:00Z,77.00,
2026-02-03T02:48:00Z,77.00,
2026-02-03T03:00:00Z,77.00,33.00
2026-02-03T03:01:00Z,77.00,33.00
2026-02-03T03:09:00Z,79.00,33.00
2026-02-03T03:16:00Z,76.00,33.00
2026-02-03T03:22:00Z,76.00,23.99
2026-02-03T03:23:00Z,78.00,23.99
2026-02-03T03:31:00Z,78.00,23.99
2026-02-03T03:41:00Z,78.00,24.00
2026-02-03T03:46:00Z,78.95,24.00
2026-02-03T04:14:00Z,78.00,23.00
2026-02-03T04:15:00Z,78.00,23.00
2026-02-03T04:20:00Z,78.00,23.00
2026-02-03T04:28:00Z,79.00,23.00
2026-02-03T04:29:00Z,79.00,22.17
2026-02-03T04:30:00Z,79.00,21.00
2026-02-03T04:33:00Z,79.00,21.00
2026-02-03T04:34:00Z,79.00,21.00
2026-02-03T04:35:00Z,78.00,21.00
2026-02-03T04:43:00Z,78.00,24.00
2026-02-03T04:45:00Z,78.00,24.00
2026-02-03T04:50:00Z,79.00,21.00
2026-02-03T04:54:00Z,79.00,23.32
2026-02-03T04:56:00Z,79.00,23.32
2026-02-03T04:58:00Z,79.00,23.32
2026-02-03T05:00:00Z,79.00,23.32
2026-02-03T05:08:00Z,79.00,23.32
2026-02-03T05:12:00Z,79.00,23.32
2026-02-03T05:14:00Z,79.00,23.32
2026-02-03T05:16:00Z,79.00,23.32
2026-02-03T05:26:00Z,79.00,24.00
2026-02-03T05:29:00Z,79.00,24.00
2026-02-03T05:35:00Z,79.00,24.00
2026-02-03T05:37:00Z,79.00,24.00
2026-02-03T05:40:00Z,79.00,24.00
2026-02-03T05:44:00Z,79.00,24.00
2026-02-03T05:45:00Z,79.00,24.00
2026-02-03T05:48:00Z,79.00,24.00
2026-02-03T05:51:00Z,79.00,23.00
2026-02-03T05:52:00Z,79.00,23.00
2026-02-03T05:53:00Z,80.00,23.00
2026-02-03T05:59:00Z,80.00,23.00
2026-02-03T06:05:00Z,80.00,22.00
2026-02-03T06:26:00Z,80.00,22.00
2026-02-03T06:27:00Z,80.00,22.00
2026-02-03T06:30:00Z,80.00,22.00
2026-02-03T06:34:00Z,79.00,22.00
2026-02-03T06:37:00Z,79.00,22.00
2026-02-03T06:38:00Z,79.00,22.00
2026-02-03T06:43:00Z,79.00,22.00
2026-02-03T06:45:00Z,79.00,22.00
2026-02-03T06:47:00Z,78.00,22.00
2026-02-03T06:48:00Z,78.67,22.00
2026-02-03T06:52:00Z,79.00,22.00
2026-02-03T06:53:00Z,79.00,24.00
2026-02-03T07:02:00Z,79.00,24.00
2026-02-03T07:05:00Z,79.00,24.00
2026-02-03T07:16:00Z,79.00,24.00
2026-02-03T07:18:00Z,79.00,24.00
2026-02-03T07:25:00Z,79.00,24.00
2026-02-03T07:28:00Z,79.00,24.00
2026-02-03T07:31:00Z,79.00,24.00
2026-02-03T07:32:00Z,79.00,24.00
2026-02-03T07:33:00Z,79.00,24.00
2026-02-03T07:37:00Z,79.00,24.00
2026-02-03T07:51:00Z,80.00,24.00
2026-02-03T07:54:00Z,80.00,24.00
2026-02-03T07:59:00Z,79.00,24.00
2026-02-03T08:24:00Z,79.00,23.00
2026-02-03T08:25:00Z,79.00,23.00
2026-02-03T08:26:00Z,79.00,23.00
2026-02-03T08:32:00Z,79.00,23.00
2026-02-03T08:37:00Z,79.00,23.00
2026-02-03T08:46:00Z,79.00,23.00
2026-02-03T08:52:00Z,79.00,23.00
2026-02-03T09:22:00Z,79.00,23.00
2026-02-03T09:34:00Z,79.00,23.00
2026-02-03T09:47:00Z,79.00,23.00
2026-02-03T10:09:00Z,79.00,23.00
2026-02-03T10:15:00Z,79.00,23.00
2026-02-03T10:32:00Z,79.00,23.00
2026-02-03T10:47:00Z,79.00,22.93
2026-02-03T10:55:00Z,79.00,22.93
2026-02-03T10:57:00Z,79.00,22.93
2026-02-03T11:21:00Z,79.00,22.93
2026-02-03T11:26:00Z,79.00,22.93
2026-02-03T11:27:00Z,79.00,22.93
2026-02-03T11:31:00Z,79.00,22.93
2026-02-03T11:45:00Z,79.00,22.93
2026-02-03T11:47:00Z,79.00,23.00
2026-02-03T11:50:00Z,79.00,23.00
2026-02-03T11:52:00Z,79.00,23.00
2026-02-03T11:53:00Z,78.37,23.00
2026-02-03T11:54:00Z,78.37,23.00
2026-02-03T12:00:00Z,79.00,23.00
2026-02-03T12:12:00Z,79.00,23.00
2026-02-03T12:16:00Z,79.00,24.00
2026-02-03T12:20:00Z,79.00,24.00
2026-02-03T12:21:00Z,79.00,24.00
2026-02-03T12:24:00Z,79.00,24.00
2026-02-03T12:29:00Z,79.00,24.00
2026-02-03T12:32:00Z,79.00,24.00
2026-02-03T12:34:00Z,79.00,24.00
2026-02-03T12:37:00Z,79.00,24.00
2026-02-03T12:38:00Z,79.00,24.00
2026-02-03T12:39:00Z,79.00,24.00
2026-02-03T12:40:00Z,79.00,24.00
2026-02-03T12:42:00Z,79.00,24.00
2026-02-03T12:48:00Z,79.00,24.00
2026-02-03T12:49:00Z,79.00,24.00
2026-02-03T12:50:00Z,79.00,24.00
2026-02-03T12:58:00Z,79.00,23.00
2026-02-03T13:01:00Z,79.00,23.00
2026-02-03T13:03:00Z,79.00,24.00
2026-02-03T13:05:00Z,79.00,24.00
2026-02-03T13:06:00Z,79.00,22.00
2026-02-03T13:10:00Z,79.00,22.00
2026-02-03T13:11:00Z,79.00,23.00
2026-02-03T13:14:00Z,79.00,23.00
2026-02-03T13:15:00Z,78.00,23.00
2026-02-03T13:16:00Z,79.00,23.00
2026-02-03T13:18:00Z,80.00,23.00
2026-02-03T13:19:00Z,80.00,22.00
2026-02-03T13:20:00Z,80.00,22.00
2026-02-03T13:21:00Z,80.00,22.00
2026-02-03T13:22:00Z,80.00,22.00
2026-02-03T13:23:00Z,80.00,22.00
2026-02-03T13:26:00Z,80.00,22.00
2026-02-03T13:28:00Z,80.00,22.00
2026-02-03T13:29:00Z,80.00,22.00
2026-02-03T13:31:00Z,80.00,22.00
2026-02-03T13:33:00Z,80.00,22.00
2026-02-03T13:34:00Z,80.00,22.00
2026-02-03T13:35:00Z,80.00,22.00
2026-02-03T13:36:00Z,80.00,22.00
2026-02-03T13:37:00Z,80.00,22.00
2026-02-03T13:41:00Z,80.73,22.00
2026-02-03T13:42:00Z,80.73,21.00
2026-02-03T13:44:00Z,80.73,21.00
2026-02-03T13:45:00Z,81.00,21.53
2026-02-03T13:46:00Z,80.61,20.00
2026-02-03T13:47:00Z,81.99,20.26
2026-02-03T13:48:00Z,84.69,20.88
2026-02-03T13:49:00Z,82.57,17.82
2026-02-03T13:50:00Z,80.00,21.86
2026-02-03T13:51:00Z,79.00,22.23
2026-02-03T13:52:00Z,78.10,24.00
2026-02-03T13:53:00Z,78.02,23.02
2026-02-03T13:54:00Z,77.47,24.65
2026-02-03T13:55:00Z,77.31,22.35
2026-02-03T13:56:00Z,78.16,25.00
2026-02-03T13:57:00Z,77.00,25.94
2026-02-03T13:58:00Z,72.80,27.57
