# event_ticker=KXATPMATCH-25SEP24NISDAR
# final_score=7-6(9) 6-3
# score_resolution=7-6 6-3
# match_winner=Luciano Darderi
# fav_player=Luciano Darderi
# dog_player=Yoshihito Nishioka
# kalshi_date=2025-09-24
timestamp,Luciano Darderi,Yoshihito Nishioka
2025-09-25T01:47:00Z,60.00,41.00
2025-09-25T01:48:00Z,60.00,41.00
2025-09-25T01:51:00Z,60.00,41.00
2025-09-25T01:54:00Z,60.00,41.00
2025-09-25T01:56:00Z,60.00,41.00
2025-09-25T01:57:00Z,60.00,41.00
2025-09-25T01:59:00Z,60.00,40.00
2025-09-25T02:01:00Z,60.00,42.00
2025-09-25T02:02:00Z,60.00,42.00
2025-09-25T02:03:00Z,61.00,42.00
2025-09-25T02:06:00Z,60.82,42.00
2025-09-25T02:08:00Z,62.00,42.00
2025-09-25T02:09:00Z,62.00,41.08
2025-09-25T02:10:00Z,62.00,41.00
2025-09-25T02:11:00Z,62.00,41.00
2025-09-25T02:12:00Z,62.39,40.00
2025-09-25T02:13:00Z,60.58,41.00
2025-09-25T02:14:00Z,60.58,42.00
2025-09-25T02:15:00Z,56.00,43.63
2025-09-25T02:16:00Z,59.00,43.81
2025-09-25T02:17:00Z,62.00,39.01
2025-09-25T02:18:00Z,62.03,39.75
2025-09-25T02:19:00Z,60.40,39.58
2025-09-25T02:20:00Z,60.01,43.00
2025-09-25T02:21:00Z,59.46,41.43
2025-09-25T02:22:00Z,61.45,44.88
2025-09-25T02:23:00Z,49.23,57.73
2025-09-25T02:24:00Z,51.30,49.67
2025-09-25T02:25:00Z,56.56,45.51
2025-09-25T02:26:00Z,55.65,48.31
2025-09-25T02:27:00Z,53.42,47.82
2025-09-25T02:28:00Z,55.00,46.95
2025-09-25T02:29:00Z,47.65,53.11
2025-09-25T02:30:00Z,40.63,61.78
2025-09-25T02:31:00Z,40.28,61.00
2025-09-25T02:32:00Z,43.74,56.94
2025-09-25T02:33:00Z,43.31,58.00
2025-09-25T02:34:00Z,51.42,51.45
2025-09-25T02:35:00Z,60.00,45.00
2025-09-25T02:36:00Z,62.73,37.35
2025-09-25T02:37:00Z,64.14,37.03
2025-09-25T02:38:00Z,64.00,37.00
2025-09-25T02:39:00Z,64.22,33.71
2025-09-25T02:40:00Z,62.45,40.00
2025-09-25T02:41:00Z,60.46,41.18
2025-09-25T02:42:00Z,56.76,43.00
2025-09-25T02:43:00Z,55.00,44.14
2025-09-25T02:44:00Z,53.85,45.01
2025-09-25T02:45:00Z,62.75,38.00
2025-09-25T02:46:00Z,63.73,38.00
2025-09-25T02:47:00Z,63.00,38.00
2025-09-25T02:48:00Z,53.00,42.94
2025-09-25T02:49:00Z,57.00,43.33
2025-09-25T02:50:00Z,61.68,43.00
2025-09-25T02:51:00Z,61.68,38.00
2025-09-25T02:52:00Z,64.00,37.85
2025-09-25T02:53:00Z,62.00,41.00
2025-09-25T02:54:00Z,66.81,37.00
2025-09-25T02:55:00Z,68.52,31.34
2025-09-25T02:56:00Z,75.00,24.73
2025-09-25T02:57:00Z,69.97,36.65
2025-09-25T02:58:00Z,64.00,40.94
2025-09-25T02:59:00Z,60.49,37.84
2025-09-25T03:00:00Z,56.54,42.97
2025-09-25T03:01:00Z,60.00,41.00
2025-09-25T03:02:00Z,60.00,43.00
2025-09-25T03:03:00Z,62.42,40.00
2025-09-25T03:04:00Z,59.31,40.00
2025-09-25T03:05:00Z,59.31,38.00
2025-09-25T03:06:00Z,62.68,40.61
2025-09-25T03:07:00Z,58.00,42.38
2025-09-25T03:08:00Z,57.00,43.66
2025-09-25T03:09:00Z,61.00,41.00
2025-09-25T03:10:00Z,60.81,41.76
2025-09-25T03:11:00Z,71.98,31.87
2025-09-25T03:12:00Z,74.18,25.20
2025-09-25T03:13:00Z,70.91,28.52
2025-09-25T03:14:00Z,65.31,35.96
2025-09-25T03:15:00Z,58.05,42.07
2025-09-25T03:16:00Z,64.33,40.12
2025-09-25T03:17:00Z,69.89,33.71
2025-09-25T03:18:00Z,57.97,42.80
2025-09-25T03:19:00Z,54.39,45.72
2025-09-25T03:20:00Z,52.72,46.51
2025-09-25T03:21:00Z,60.60,35.65
2025-09-25T03:22:00Z,54.30,46.00
2025-09-25T03:23:00Z,67.11,27.33
2025-09-25T03:24:00Z,77.97,21.00
2025-09-25T03:25:00Z,77.97,21.27
2025-09-25T03:26:00Z,79.00,22.00
2025-09-25T03:27:00Z,79.00,22.00
2025-09-25T03:28:00Z,79.00,22.36
2025-09-25T03:29:00Z,77.00,22.42
2025-09-25T03:30:00Z,76.79,23.00
2025-09-25T03:31:00Z,76.79,23.41
2025-09-25T03:32:00Z,76.79,21.65
2025-09-25T03:33:00Z,78.00,22.00
2025-09-25T03:34:00Z,71.21,26.11
2025-09-25T03:35:00Z,71.21,27.56
2025-09-25T03:36:00Z,71.21,27.00
2025-09-25T03:37:00Z,71.00,28.80
2025-09-25T03:38:00Z,71.00,27.00
2025-09-25T03:39:00Z,76.00,25.00
2025-09-25T03:41:00Z,75.00,25.00
2025-09-25T03:42:00Z,77.00,23.00
2025-09-25T03:43:00Z,76.92,24.06
2025-09-25T03:44:00Z,76.92,26.74
2025-09-25T03:45:00Z,73.82,27.00
2025-09-25T03:47:00Z,71.20,37.05
2025-09-25T03:48:00Z,71.20,39.00
2025-09-25T03:50:00Z,63.63,43.10
2025-09-25T03:51:00Z,69.60,35.96
2025-09-25T03:52:00Z,66.73,41.15
2025-09-25T03:53:00Z,66.73,39.16
2025-09-25T03:54:00Z,75.50,24.36
2025-09-25T03:55:00Z,80.93,21.03
2025-09-25T03:56:00Z,58.50,36.22
2025-09-25T03:57:00Z,57.94,42.10
2025-09-25T03:58:00Z,52.94,55.54
2025-09-25T03:59:00Z,60.71,81.65
2025-09-25T04:00:00Z,60.70,45.00
2025-09-25T04:01:00Z,46.26,49.87
2025-09-25T04:02:00Z,23.01,64.44
2025-09-25T04:03:00Z,56.00,49.96
2025-09-25T04:04:00Z,51.09,48.04
2025-09-25T04:05:00Z,72.41,48.04
2025-09-25T04:06:00Z,73.40,45.39
2025-09-25T04:07:00Z,86.80,24.06
2025-09-25T04:08:00Z,83.10,20.88
2025-09-25T04:09:00Z,88.67,10.25
2025-09-25T04:10:00Z,92.84,6.38
2025-09-25T04:11:00Z,97.25,7.94
2025-09-25T04:12:00Z,96.40,4.11
2025-09-25T04:13:00Z,98.94,4.11
2025-09-25T04:14:00Z,99.00,1.00
2025-09-25T04:15:00Z,99.00,1.00
2025-09-25T04:16:00Z,99.00,1.00
