# event_ticker=KXATPMATCH-25OCT01THOHOL
# final_score=4-6 6-3 6-4
# score_resolution=6-4 3-6 4-6
# match_winner=Jordan Thompson
# fav_player=August Holmgren
# dog_player=Jordan Thompson
# kalshi_date=2025-10-01
timestamp,August Holmgren,Jordan Thompson
2025-10-01T04:37:00Z,30.00,70.00
2025-10-01T04:46:00Z,30.00,70.00
2025-10-01T04:47:00Z,31.00,68.92
2025-10-01T04:48:00Z,33.00,68.92
2025-10-01T04:53:00Z,34.00,67.00
2025-10-01T04:57:00Z,34.00,67.00
2025-10-01T05:00:00Z,34.00,67.00
2025-10-01T05:05:00Z,34.00,67.00
2025-10-01T05:09:00Z,34.00,67.47
2025-10-01T05:10:00Z,34.00,67.00
2025-10-01T05:12:00Z,34.00,67.00
2025-10-01T05:15:00Z,34.00,68.00
2025-10-01T05:18:00Z,34.00,68.00
2025-10-01T05:19:00Z,34.00,68.00
2025-10-01T05:23:00Z,33.00,68.00
2025-10-01T05:24:00Z,33.00,68.00
2025-10-01T05:27:00Z,33.00,68.00
2025-10-01T05:29:00Z,33.00,67.00
2025-10-01T05:30:00Z,33.00,67.00
2025-10-01T05:33:00Z,34.00,67.00
2025-10-01T05:36:00Z,34.00,67.00
2025-10-01T05:37:00Z,34.00,67.00
2025-10-01T05:42:00Z,34.00,68.00
2025-10-01T05:45:00Z,34.00,68.00
2025-10-01T05:50:00Z,34.00,68.00
2025-10-01T05:56:00Z,34.00,68.00
2025-10-01T05:57:00Z,34.00,68.00
2025-10-01T06:00:00Z,34.00,68.00
2025-10-01T06:01:00Z,34.00,68.00
2025-10-01T06:05:00Z,34.00,68.00
2025-10-01T06:09:00Z,34.00,68.00
2025-10-01T06:12:00Z,34.95,68.00
2025-10-01T06:16:00Z,34.95,68.00
2025-10-01T06:17:00Z,34.00,68.00
2025-10-01T06:18:00Z,34.00,68.00
2025-10-01T06:19:00Z,34.60,68.00
2025-10-01T06:21:00Z,34.00,68.00
2025-10-01T06:22:00Z,37.00,67.00
2025-10-01T06:23:00Z,37.55,66.34
2025-10-01T06:24:00Z,37.59,63.00
2025-10-01T06:25:00Z,37.59,68.00
2025-10-01T06:26:00Z,37.89,68.00
2025-10-01T06:27:00Z,41.00,62.46
2025-10-01T06:28:00Z,39.00,61.03
2025-10-01T06:29:00Z,40.00,58.20
2025-10-01T06:30:00Z,44.97,57.22
2025-10-01T06:31:00Z,56.91,46.30
2025-10-01T06:32:00Z,57.01,47.09
2025-10-01T06:33:00Z,58.40,48.21
2025-10-01T06:34:00Z,65.43,38.72
2025-10-01T06:35:00Z,62.31,37.32
2025-10-01T06:36:00Z,62.93,39.22
2025-10-01T06:37:00Z,63.00,41.68
2025-10-01T06:38:00Z,62.00,39.00
2025-10-01T06:39:00Z,62.00,39.00
2025-10-01T06:40:00Z,62.00,38.01
2025-10-01T06:41:00Z,65.00,36.00
2025-10-01T06:42:00Z,65.00,33.12
2025-10-01T06:43:00Z,67.80,33.00
2025-10-01T06:44:00Z,67.80,34.81
2025-10-01T06:45:00Z,66.00,35.27
2025-10-01T06:46:00Z,66.00,35.00
2025-10-01T06:47:00Z,65.00,34.75
2025-10-01T06:48:00Z,65.00,35.00
2025-10-01T06:49:00Z,65.00,42.38
2025-10-01T06:50:00Z,67.00,42.38
2025-10-01T06:51:00Z,68.32,42.38
2025-10-01T06:52:00Z,67.10,33.96
2025-10-01T06:53:00Z,68.05,32.11
2025-10-01T06:54:00Z,69.00,34.00
2025-10-01T06:55:00Z,69.00,35.00
2025-10-01T06:56:00Z,65.03,39.90
2025-10-01T06:57:00Z,65.03,37.27
2025-10-01T06:58:00Z,70.89,31.00
2025-10-01T06:59:00Z,70.00,31.00
2025-10-01T07:00:00Z,70.00,31.71
2025-10-01T07:01:00Z,66.00,32.01
2025-10-01T07:02:00Z,66.00,43.00
2025-10-01T07:04:00Z,71.09,31.00
2025-10-01T07:05:00Z,76.52,26.15
2025-10-01T07:06:00Z,81.00,21.07
2025-10-01T07:07:00Z,81.00,31.00
2025-10-01T07:08:00Z,81.00,32.56
2025-10-01T07:09:00Z,81.00,32.01
2025-10-01T07:10:00Z,81.00,32.00
2025-10-01T07:11:00Z,64.06,36.00
2025-10-01T07:12:00Z,64.06,33.24
2025-10-01T07:13:00Z,64.06,46.00
2025-10-01T07:14:00Z,24.32,63.00
2025-10-01T07:15:00Z,43.39,64.31
2025-10-01T07:16:00Z,43.39,64.79
2025-10-01T07:17:00Z,40.00,64.79
2025-10-01T07:18:00Z,41.17,64.46
2025-10-01T07:19:00Z,42.00,62.00
2025-10-01T07:20:00Z,43.00,57.97
2025-10-01T07:21:00Z,42.62,62.11
2025-10-01T07:22:00Z,42.94,61.88
2025-10-01T07:23:00Z,29.43,65.73
2025-10-01T07:24:00Z,40.00,65.73
2025-10-01T07:25:00Z,31.67,69.96
2025-10-01T07:26:00Z,39.07,73.88
2025-10-01T07:27:00Z,38.91,65.75
2025-10-01T07:28:00Z,39.52,67.27
2025-10-01T07:29:00Z,39.08,64.74
2025-10-01T07:30:00Z,37.02,62.13
2025-10-01T07:31:00Z,37.00,65.40
2025-10-01T07:32:00Z,41.44,72.09
2025-10-01T07:33:00Z,40.40,60.11
2025-10-01T07:34:00Z,36.42,66.51
2025-10-01T07:35:00Z,36.42,71.00
2025-10-01T07:38:00Z,36.00,65.23
2025-10-01T07:39:00Z,37.56,74.11
2025-10-01T07:40:00Z,33.31,71.16
2025-10-01T07:41:00Z,31.78,75.12
2025-10-01T07:42:00Z,32.97,69.22
2025-10-01T07:43:00Z,36.34,59.63
2025-10-01T07:44:00Z,44.58,65.45
2025-10-01T07:45:00Z,42.86,65.97
2025-10-01T07:46:00Z,48.00,63.02
2025-10-01T07:47:00Z,41.45,63.00
2025-10-01T07:48:00Z,42.00,59.28
2025-10-01T07:49:00Z,40.91,61.58
2025-10-01T07:50:00Z,35.55,69.32
2025-10-01T07:51:00Z,35.55,68.76
2025-10-01T07:52:00Z,42.72,62.25
2025-10-01T07:53:00Z,45.20,54.10
2025-10-01T07:54:00Z,47.00,61.00
2025-10-01T07:55:00Z,46.14,60.70
2025-10-01T07:56:00Z,51.65,45.23
2025-10-01T07:57:00Z,48.87,54.99
2025-10-01T07:58:00Z,45.53,57.50
2025-10-01T07:59:00Z,53.58,55.58
2025-10-01T08:00:00Z,41.98,64.00
2025-10-01T08:01:00Z,44.00,56.54
2025-10-01T08:02:00Z,51.33,56.54
2025-10-01T08:03:00Z,45.00,56.54
2025-10-01T08:04:00Z,40.39,61.13
2025-10-01T08:05:00Z,16.85,82.67
2025-10-01T08:06:00Z,12.98,83.52
2025-10-01T08:07:00Z,13.04,85.31
2025-10-01T08:08:00Z,15.45,84.40
2025-10-01T08:09:00Z,18.95,76.07
2025-10-01T08:10:00Z,27.50,70.31
2025-10-01T08:11:00Z,26.34,74.05
2025-10-01T08:12:00Z,17.75,82.27
2025-10-01T08:13:00Z,30.66,58.77
2025-10-01T08:14:00Z,21.87,86.57
2025-10-01T08:15:00Z,12.37,86.55
2025-10-01T08:16:00Z,6.19,88.45
2025-10-01T08:17:00Z,8.65,88.69
2025-10-01T08:18:00Z,9.69,91.25
2025-10-01T08:19:00Z,12.63,88.05
2025-10-01T08:20:00Z,12.06,87.23
2025-10-01T08:21:00Z,9.14,91.15
2025-10-01T08:22:00Z,7.46,93.56
2025-10-01T08:23:00Z,5.15,93.74
2025-10-01T08:24:00Z,6.17,95.75
2025-10-01T08:25:00Z,3.86,96.24
2025-10-01T08:26:00Z,5.71,95.00
2025-10-01T08:27:00Z,6.41,93.00
2025-10-01T08:28:00Z,3.48,97.59
2025-10-01T08:29:00Z,3.00,99.00
2025-10-01T08:30:00Z,1.00,99.00
2025-10-01T08:31:00Z,1.00,99.00
