# event_ticker=KXATPCHALLENGERMATCH-26APR17ROYSCH
# final_score=7-5 3-6 6-3
# score_resolution=5-7 6-3 3-6
# match_winner=Valentin Royer
# fav_player=Joel Schwaerzler
# dog_player=Valentin Royer
# kalshi_date=2026-04-17
timestamp,Joel Schwaerzler,Valentin Royer
2026-04-17T02:40:00Z,41.00,
2026-04-17T03:22:00Z,41.00,
2026-04-17T03:27:00Z,41.00,
2026-04-17T03:37:00Z,41.00,60.00
2026-04-17T04:08:00Z,41.00,60.00
2026-04-17T04:21:00Z,41.00,60.00
2026-04-17T04:23:00Z,40.00,60.00
2026-04-17T04:28:00Z,40.00,60.00
2026-04-17T04:39:00Z,41.00,60.00
2026-04-17T04:40:00Z,41.00,59.00
2026-04-17T04:53:00Z,41.49,59.00
2026-04-17T05:26:00Z,41.49,59.00
2026-04-17T05:31:00Z,38.86,59.12
2026-04-17T05:46:00Z,38.86,61.00
2026-04-17T05:52:00Z,38.86,61.00
2026-04-17T05:57:00Z,38.86,61.00
2026-04-17T06:02:00Z,38.86,62.00
2026-04-17T06:28:00Z,38.86,61.00
2026-04-17T06:39:00Z,38.86,61.00
2026-04-17T06:59:00Z,38.86,61.00
2026-04-17T07:29:00Z,43.38,58.82
2026-04-17T07:30:00Z,43.00,58.82
2026-04-17T07:38:00Z,43.00,59.00
2026-04-17T07:48:00Z,43.00,58.00
2026-04-17T08:19:00Z,43.00,58.00
2026-04-17T08:20:00Z,42.00,58.00
2026-04-17T08:29:00Z,42.00,58.00
2026-04-17T08:39:00Z,42.00,58.00
2026-04-17T08:43:00Z,42.00,58.00
2026-04-17T09:03:00Z,42.00,58.00
2026-04-17T09:04:00Z,42.00,58.00
2026-04-17T09:29:00Z,42.00,58.00
2026-04-17T09:44:00Z,43.00,58.00
2026-04-17T09:50:00Z,43.00,58.00
2026-04-17T10:11:00Z,43.00,58.00
2026-04-17T10:13:00Z,43.00,58.00
2026-04-17T10:24:00Z,43.00,58.00
2026-04-17T10:25:00Z,43.00,58.00
2026-04-17T10:26:00Z,43.00,58.00
2026-04-17T10:30:00Z,43.00,58.00
2026-04-17T10:34:00Z,43.00,58.00
2026-04-17T10:57:00Z,43.00,58.00
2026-04-17T11:00:00Z,43.00,58.00
2026-04-17T11:13:00Z,43.00,58.40
2026-04-17T11:16:00Z,43.00,58.00
2026-04-17T11:19:00Z,43.00,58.00
2026-04-17T11:20:00Z,43.00,58.00
2026-04-17T11:28:00Z,43.00,58.56
2026-04-17T11:29:00Z,43.00,59.91
2026-04-17T11:42:00Z,43.00,60.00
2026-04-17T11:49:00Z,43.00,60.00
2026-04-17T11:51:00Z,43.00,60.00
2026-04-17T11:59:00Z,43.00,60.00
2026-04-17T12:01:00Z,43.00,59.00
2026-04-17T12:02:00Z,43.00,60.00
2026-04-17T12:05:00Z,43.00,60.00
2026-04-17T12:18:00Z,43.00,60.00
2026-04-17T12:26:00Z,43.00,60.00
2026-04-17T12:29:00Z,43.00,60.00
2026-04-17T12:33:00Z,42.00,60.00
2026-04-17T12:35:00Z,43.00,60.00
2026-04-17T12:36:00Z,43.00,60.00
2026-04-17T12:51:00Z,43.00,60.00
2026-04-17T12:53:00Z,43.00,60.00
2026-04-17T12:59:00Z,43.00,60.00
2026-04-17T13:01:00Z,42.00,60.00
2026-04-17T13:02:00Z,42.00,60.00
