# event_ticker=KXATPMATCH-26APR28CERBLO
# final_score=7-6(8) 6-2
# score_resolution=7-6 6-2
# match_winner=Alexander Blockx
# fav_player=Alexander Blockx
# dog_player=Francisco Cerundolo
# kalshi_date=2026-04-28
timestamp,Francisco Cerundolo,Alexander Blockx
2026-04-28T05:22:00Z,,35.00
2026-04-28T05:23:00Z,,35.00
2026-04-28T05:25:00Z,67.00,35.00
2026-04-28T05:26:00Z,67.00,35.00
2026-04-28T05:27:00Z,67.00,35.00
2026-04-28T05:28:00Z,67.00,35.00
2026-04-28T05:32:00Z,67.00,35.00
2026-04-28T05:33:00Z,67.00,35.00
2026-04-28T05:34:00Z,67.00,35.00
2026-04-28T05:36:00Z,67.00,35.00
2026-04-28T05:38:00Z,67.00,35.00
2026-04-28T05:40:00Z,67.00,35.00
2026-04-28T05:43:00Z,67.00,35.00
2026-04-28T05:45:00Z,67.00,35.00
2026-04-28T05:49:00Z,67.00,35.00
2026-04-28T05:50:00Z,67.00,35.00
2026-04-28T05:51:00Z,67.00,35.00
2026-04-28T05:52:00Z,67.00,35.00
2026-04-28T05:53:00Z,67.00,35.00
2026-04-28T05:54:00Z,67.00,35.00
2026-04-28T06:06:00Z,67.00,35.00
2026-04-28T06:16:00Z,67.00,35.00
2026-04-28T06:24:00Z,67.00,35.00
2026-04-28T06:25:00Z,67.00,35.00
2026-04-28T06:26:00Z,67.00,35.00
2026-04-28T06:27:00Z,67.00,35.00
2026-04-28T06:28:00Z,67.00,35.00
2026-04-28T06:30:00Z,67.00,35.00
2026-04-28T06:33:00Z,67.00,35.00
2026-04-28T06:36:00Z,67.00,35.00
2026-04-28T06:38:00Z,67.00,35.00
2026-04-28T06:50:00Z,67.00,35.00
2026-04-28T06:58:00Z,67.00,35.00
2026-04-28T07:06:00Z,67.00,35.00
2026-04-28T07:11:00Z,67.00,35.00
2026-04-28T07:15:00Z,66.50,35.00
2026-04-28T07:19:00Z,68.00,35.00
2026-04-28T07:23:00Z,68.00,35.00
2026-04-28T07:25:00Z,68.00,35.00
2026-04-28T07:26:00Z,68.00,35.00
2026-04-28T07:35:00Z,68.00,35.00
2026-04-28T07:40:00Z,68.00,35.00
2026-04-28T07:41:00Z,68.00,35.00
2026-04-28T07:51:00Z,68.00,35.00
2026-04-28T07:52:00Z,68.00,35.00
2026-04-28T08:05:00Z,68.00,35.00
2026-04-28T08:09:00Z,68.00,35.00
2026-04-28T08:23:00Z,68.00,35.00
2026-04-28T08:24:00Z,68.00,35.00
2026-04-28T08:36:00Z,68.00,35.00
2026-04-28T08:40:00Z,68.00,35.00
2026-04-28T08:44:00Z,68.00,35.00
2026-04-28T08:46:00Z,68.00,34.00
2026-04-28T08:51:00Z,68.00,34.00
2026-04-28T08:53:00Z,68.00,34.00
2026-04-28T08:59:00Z,68.00,35.00
2026-04-28T09:02:00Z,68.00,35.00
2026-04-28T09:05:00Z,68.00,35.00
2026-04-28T09:13:00Z,68.00,34.00
2026-04-28T09:14:00Z,68.00,34.00
2026-04-28T09:23:00Z,68.00,34.00
2026-04-28T09:25:00Z,68.00,33.00
2026-04-28T09:42:00Z,68.00,33.00
2026-04-28T09:43:00Z,68.00,33.00
2026-04-28T09:46:00Z,68.00,33.00
2026-04-28T09:48:00Z,68.00,33.00
2026-04-28T09:51:00Z,68.00,33.00
2026-04-28T09:52:00Z,68.00,33.00
2026-04-28T09:57:00Z,68.00,33.00
2026-04-28T09:58:00Z,68.32,33.00
2026-04-28T10:00:00Z,69.00,33.00
2026-04-28T10:04:00Z,69.00,33.00
2026-04-28T10:11:00Z,69.00,33.00
2026-04-28T10:12:00Z,69.00,33.00
