# event_ticker=KXATPCHALLENGERMATCH-26MAR26MATKWON
# final_score=4-6 6-2 4-2 RET
# match_winner=Hayato Matsuoka
# fav_player=Hayato Matsuoka
# dog_player=Soonwoo Kwon
# kalshi_date=2026-03-26
timestamp,Hayato Matsuoka,Soonwoo Kwon
2026-03-26T14:17:00Z,13.00,79.00
2026-03-26T14:18:00Z,18.00,91.00
2026-03-26T14:19:00Z,18.00,72.00
2026-03-26T14:21:00Z,41.00,65.00
2026-03-26T14:22:00Z,15.00,78.00
2026-03-26T14:31:00Z,15.00,86.00
2026-03-26T15:23:00Z,15.00,86.00
2026-03-26T15:35:00Z,15.00,86.00
2026-03-26T16:00:00Z,15.00,86.00
2026-03-26T16:11:00Z,15.00,86.00
2026-03-26T16:25:00Z,15.00,86.00
2026-03-26T16:26:00Z,15.00,86.00
2026-03-26T16:31:00Z,15.00,86.00
2026-03-26T16:44:00Z,15.00,86.00
2026-03-26T17:05:00Z,15.00,84.00
2026-03-26T17:09:00Z,15.00,86.00
2026-03-26T17:21:00Z,15.00,86.00
2026-03-26T17:34:00Z,15.00,86.00
2026-03-26T17:39:00Z,15.00,86.00
2026-03-26T17:53:00Z,15.00,86.00
2026-03-26T17:57:00Z,15.00,86.00
2026-03-26T18:28:00Z,15.00,86.00
2026-03-26T18:30:00Z,15.00,86.00
2026-03-26T19:09:00Z,15.00,86.00
2026-03-26T19:31:00Z,15.00,86.00
2026-03-26T20:08:00Z,15.00,86.00
2026-03-26T20:21:00Z,16.00,86.00
2026-03-26T21:02:00Z,16.00,86.00
2026-03-26T21:07:00Z,16.00,86.00
2026-03-26T21:08:00Z,16.00,85.00
2026-03-26T21:11:00Z,16.00,85.00
2026-03-26T21:21:00Z,17.00,85.00
2026-03-26T21:33:00Z,16.00,85.00
2026-03-26T21:35:00Z,16.00,84.00
2026-03-26T21:42:00Z,16.00,84.00
2026-03-26T21:48:00Z,16.00,84.00
2026-03-26T21:49:00Z,16.00,85.00
2026-03-26T22:06:00Z,16.00,85.00
2026-03-26T22:11:00Z,16.00,85.00
2026-03-26T22:28:00Z,16.00,83.00
2026-03-26T22:30:00Z,16.00,85.00
2026-03-26T22:52:00Z,17.00,85.00
2026-03-26T23:01:00Z,17.00,83.00
2026-03-26T23:03:00Z,17.00,85.00
2026-03-26T23:06:00Z,16.00,85.00
2026-03-26T23:07:00Z,16.00,83.00
2026-03-26T23:09:00Z,16.00,83.00
2026-03-26T23:10:00Z,16.00,83.00
2026-03-26T23:11:00Z,16.00,83.00
2026-03-26T23:20:00Z,16.00,84.00
2026-03-26T23:22:00Z,16.00,85.00
2026-03-26T23:25:00Z,16.00,85.00
2026-03-26T23:28:00Z,16.00,85.00
2026-03-26T23:35:00Z,16.00,85.00
2026-03-26T23:37:00Z,16.00,85.00
2026-03-26T23:39:00Z,16.00,84.38
2026-03-26T23:40:00Z,16.00,85.00
2026-03-26T23:44:00Z,16.00,85.00
2026-03-26T23:45:00Z,16.00,83.76
2026-03-26T23:47:00Z,16.00,83.76
2026-03-26T23:50:00Z,16.00,83.76
2026-03-26T23:55:00Z,16.00,83.76
2026-03-27T00:04:00Z,15.00,83.00
2026-03-27T00:05:00Z,15.00,85.00
2026-03-27T00:17:00Z,16.92,85.00
2026-03-27T00:22:00Z,16.92,84.50
2026-03-27T00:24:00Z,17.00,84.50
2026-03-27T00:32:00Z,17.00,84.50
2026-03-27T00:35:00Z,17.00,85.00
2026-03-27T00:40:00Z,17.00,84.50
2026-03-27T00:49:00Z,17.00,84.50
2026-03-27T01:01:00Z,17.00,85.00
2026-03-27T01:03:00Z,17.00,85.00
2026-03-27T01:04:00Z,17.00,85.00
2026-03-27T01:06:00Z,17.00,85.00
2026-03-27T01:10:00Z,17.00,85.00
2026-03-27T01:15:00Z,17.00,84.00
2026-03-27T01:16:00Z,17.00,85.00
2026-03-27T01:19:00Z,17.00,85.00
