# event_ticker=KXATPMATCH-25JUL21SVAKEC
# final_score=1-6 6-2 6-2
# score_resolution=6-1 2-6 2-6
# match_winner=Zachary Svajda
# fav_player=Miomir Kecmanovic
# dog_player=Zachary Svajda
# kalshi_date=2025-07-21
timestamp,Miomir Kecmanovic,Zachary Svajda
2025-07-22T05:30:00Z,69.00,
2025-07-22T12:01:00Z,68.00,
2025-07-22T12:08:00Z,67.00,
2025-07-22T12:16:00Z,67.00,
2025-07-22T12:21:00Z,67.00,34.00
2025-07-22T12:59:00Z,67.00,34.03
2025-07-22T13:07:00Z,67.00,35.00
2025-07-22T13:10:00Z,65.43,35.00
2025-07-22T13:21:00Z,65.00,35.00
2025-07-22T13:33:00Z,63.00,35.00
2025-07-22T13:34:00Z,63.00,35.00
2025-07-22T14:14:00Z,63.00,35.00
2025-07-22T14:32:00Z,64.00,35.00
2025-07-22T14:55:00Z,64.00,35.00
2025-07-22T14:58:00Z,64.00,36.00
2025-07-22T15:07:00Z,64.00,36.00
2025-07-22T15:08:00Z,64.00,36.00
2025-07-22T15:11:00Z,64.00,36.00
2025-07-22T15:14:00Z,64.00,36.00
2025-07-22T15:16:00Z,64.00,36.00
2025-07-22T15:20:00Z,64.00,36.00
2025-07-22T15:24:00Z,64.00,36.00
2025-07-22T15:35:00Z,64.00,36.00
2025-07-22T15:40:00Z,65.00,36.00
2025-07-22T15:42:00Z,65.00,36.00
2025-07-22T15:43:00Z,65.00,36.00
2025-07-22T15:49:00Z,65.00,36.00
2025-07-22T15:50:00Z,65.00,36.00
2025-07-22T15:57:00Z,65.83,36.00
2025-07-22T15:58:00Z,66.00,36.00
2025-07-22T16:02:00Z,66.00,36.00
2025-07-22T16:03:00Z,66.00,36.00
2025-07-22T16:08:00Z,66.00,35.94
2025-07-22T16:11:00Z,66.00,36.00
2025-07-22T16:15:00Z,66.00,36.00
2025-07-22T16:18:00Z,66.00,36.00
2025-07-22T16:19:00Z,66.00,36.00
2025-07-22T16:23:00Z,67.00,36.00
2025-07-22T16:24:00Z,67.00,36.00
2025-07-22T16:34:00Z,67.00,36.00
2025-07-22T16:37:00Z,67.00,36.00
2025-07-22T16:44:00Z,67.00,36.00
2025-07-22T16:50:00Z,67.00,36.00
2025-07-22T16:51:00Z,67.00,36.00
2025-07-22T16:54:00Z,67.00,36.00
2025-07-22T16:58:00Z,67.00,36.00
2025-07-22T17:07:00Z,67.00,34.00
2025-07-22T17:09:00Z,67.00,34.00
2025-07-22T17:10:00Z,67.00,35.00
2025-07-22T17:11:00Z,66.00,36.00
2025-07-22T17:12:00Z,66.00,36.00
2025-07-22T17:13:00Z,65.08,37.00
2025-07-22T17:14:00Z,66.00,35.92
2025-07-22T17:15:00Z,76.84,33.76
2025-07-22T17:16:00Z,67.56,35.26
2025-07-22T17:17:00Z,62.81,37.88
2025-07-22T17:18:00Z,57.00,41.82
2025-07-22T17:19:00Z,62.00,44.04
2025-07-22T17:20:00Z,62.00,41.00
2025-07-22T17:21:00Z,59.16,39.02
2025-07-22T17:22:00Z,57.00,42.21
2025-07-22T17:23:00Z,62.57,36.48
2025-07-22T17:24:00Z,68.96,32.00
2025-07-22T17:25:00Z,66.78,34.94
2025-07-22T17:27:00Z,76.95,25.30
2025-07-22T17:28:00Z,76.00,25.30
2025-07-22T17:29:00Z,76.00,25.17
2025-07-22T17:30:00Z,79.00,24.53
2025-07-22T17:31:00Z,77.00,23.00
2025-07-22T17:32:00Z,77.00,20.10
2025-07-22T17:33:00Z,81.85,20.10
2025-07-22T17:34:00Z,86.16,16.68
2025-07-22T17:35:00Z,86.16,23.00
2025-07-22T17:36:00Z,86.16,16.45
2025-07-22T17:38:00Z,85.99,15.84
2025-07-22T17:40:00Z,92.87,12.12
2025-07-22T17:41:00Z,89.00,12.12
2025-07-22T17:42:00Z,89.00,11.00
2025-07-22T17:43:00Z,89.00,10.00
2025-07-22T17:44:00Z,90.00,10.06
2025-07-22T17:45:00Z,90.61,11.99
2025-07-22T17:46:00Z,89.00,11.99
2025-07-22T17:47:00Z,85.07,17.11
2025-07-22T17:48:00Z,81.03,18.54
2025-07-22T17:49:00Z,80.01,20.95
2025-07-22T17:50:00Z,79.00,24.00
2025-07-22T17:51:00Z,77.10,25.25
2025-07-22T17:52:00Z,80.38,22.64
2025-07-22T17:53:00Z,78.41,22.94
2025-07-22T17:54:00Z,79.00,22.00
2025-07-22T17:55:00Z,76.62,23.05
2025-07-22T17:56:00Z,73.60,27.85
2025-07-22T17:57:00Z,74.68,26.00
2025-07-22T17:58:00Z,74.68,29.00
2025-07-22T17:59:00Z,80.60,24.22
2025-07-22T18:00:00Z,75.21,25.00
2025-07-22T18:01:00Z,75.06,28.06
2025-07-22T18:02:00Z,76.66,29.93
2025-07-22T18:03:00Z,63.00,41.86
2025-07-22T18:04:00Z,58.02,41.22
2025-07-22T18:05:00Z,57.98,44.00
2025-07-22T18:06:00Z,57.96,44.53
2025-07-22T18:07:00Z,57.34,45.00
2025-07-22T18:08:00Z,58.64,44.99
2025-07-22T18:09:00Z,55.12,46.71
2025-07-22T18:10:00Z,53.10,45.95
2025-07-22T18:11:00Z,53.98,47.27
2025-07-22T18:12:00Z,55.48,45.16
2025-07-22T18:13:00Z,58.33,45.16
2025-07-22T18:14:00Z,50.88,49.68
2025-07-22T18:15:00Z,55.28,49.63
2025-07-22T18:16:00Z,67.70,42.14
2025-07-22T18:17:00Z,67.70,44.00
2025-07-22T18:18:00Z,66.00,44.38
2025-07-22T18:19:00Z,58.00,52.81
2025-07-22T18:20:00Z,49.34,59.89
2025-07-22T18:21:00Z,48.34,69.83
2025-07-22T18:22:00Z,32.76,71.47
2025-07-22T18:23:00Z,25.06,76.21
2025-07-22T18:24:00Z,27.45,79.14
2025-07-22T18:25:00Z,23.68,69.46
2025-07-22T18:26:00Z,25.16,81.04
2025-07-22T18:27:00Z,21.17,81.47
2025-07-22T18:28:00Z,34.00,80.00
2025-07-22T18:29:00Z,27.60,80.00
2025-07-22T18:30:00Z,11.70,73.28
2025-07-22T18:31:00Z,28.69,81.00
2025-07-22T18:32:00Z,25.89,79.04
2025-07-22T18:33:00Z,21.07,79.04
2025-07-22T18:34:00Z,6.00,90.43
2025-07-22T18:35:00Z,4.29,95.00
2025-07-22T18:36:00Z,4.49,95.00
2025-07-22T18:37:00Z,2.37,97.03
2025-07-22T18:38:00Z,2.36,98.74
2025-07-22T18:39:00Z,1.91,98.14
2025-07-22T18:40:00Z,6.55,95.08
2025-07-22T18:41:00Z,4.96,97.42
2025-07-22T18:42:00Z,1.00,98.97
2025-07-22T18:43:00Z,1.00,99.00
2025-07-22T18:44:00Z,1.00,99.00
2025-07-22T18:45:00Z,1.00,99.00
