# event_ticker=KXATPCHALLENGERMATCH-26FEB25IVADHA
# final_score=6-3 RET
# match_winner=Manas Dhamne
# fav_player=Ilya Ivashka
# dog_player=Manas Dhamne
# kalshi_date=2026-02-25
timestamp,Ilya Ivashka,Manas Dhamne
2026-02-25T01:14:00Z,,61.00
2026-02-25T01:15:00Z,,61.00
2026-02-25T01:29:00Z,,60.00
2026-02-25T01:36:00Z,,60.00
2026-02-25T01:37:00Z,,60.00
2026-02-25T01:38:00Z,,60.00
2026-02-25T01:45:00Z,,60.00
2026-02-25T01:48:00Z,,60.00
2026-02-25T01:50:00Z,41.00,60.00
2026-02-25T01:59:00Z,41.00,60.00
2026-02-25T02:06:00Z,41.00,60.00
2026-02-25T02:18:00Z,41.00,60.34
2026-02-25T02:53:00Z,41.00,62.00
2026-02-25T03:29:00Z,41.00,61.00
2026-02-25T03:33:00Z,41.00,61.00
2026-02-25T03:37:00Z,41.00,61.00
2026-02-25T04:05:00Z,41.00,61.00
2026-02-25T04:07:00Z,41.00,60.00
2026-02-25T04:09:00Z,41.00,60.00
2026-02-25T04:10:00Z,41.00,60.00
2026-02-25T04:17:00Z,41.00,60.00
2026-02-25T04:27:00Z,41.00,60.00
2026-02-25T04:31:00Z,41.00,61.00
2026-02-25T04:34:00Z,41.00,61.00
2026-02-25T04:36:00Z,40.00,61.00
2026-02-25T04:41:00Z,40.00,61.00
2026-02-25T04:43:00Z,40.00,61.00
2026-02-25T04:44:00Z,40.00,61.00
2026-02-25T04:45:00Z,40.00,61.00
2026-02-25T04:46:00Z,40.00,61.00
2026-02-25T04:56:00Z,42.00,61.00
2026-02-25T05:18:00Z,42.00,61.00
2026-02-25T05:23:00Z,42.00,61.00
2026-02-25T05:26:00Z,41.00,61.00
2026-02-25T05:40:00Z,41.00,61.00
2026-02-25T05:44:00Z,41.00,61.00
2026-02-25T05:52:00Z,41.00,61.00
2026-02-25T05:53:00Z,41.00,61.00
2026-02-25T05:58:00Z,40.00,61.00
2026-02-25T05:59:00Z,40.00,61.00
2026-02-25T06:07:00Z,40.00,61.00
2026-02-25T06:09:00Z,40.00,61.00
2026-02-25T06:11:00Z,41.00,61.00
2026-02-25T06:13:00Z,41.00,61.00
2026-02-25T06:14:00Z,39.83,61.00
2026-02-25T06:16:00Z,38.31,64.16
2026-02-25T06:17:00Z,38.31,62.92
2026-02-25T06:18:00Z,39.00,62.92
2026-02-25T06:20:00Z,39.00,63.00
2026-02-25T06:22:00Z,39.00,63.32
2026-02-25T06:23:00Z,39.00,63.32
2026-02-25T06:25:00Z,39.00,63.77
2026-02-25T06:26:00Z,38.00,63.77
2026-02-25T06:27:00Z,38.00,63.77
2026-02-25T06:28:00Z,38.00,63.77
2026-02-25T06:29:00Z,38.00,63.77
2026-02-25T06:31:00Z,38.00,63.77
2026-02-25T06:36:00Z,37.00,63.77
2026-02-25T06:37:00Z,37.00,65.00
2026-02-25T06:39:00Z,37.00,65.00
2026-02-25T06:45:00Z,37.00,65.00
2026-02-25T06:47:00Z,37.00,65.00
2026-02-25T06:48:00Z,37.00,65.33
2026-02-25T06:52:00Z,37.00,65.33
2026-02-25T06:55:00Z,37.00,65.33
2026-02-25T06:56:00Z,37.00,64.00
2026-02-25T06:57:00Z,37.00,65.53
2026-02-25T07:05:00Z,37.00,66.00
2026-02-25T07:06:00Z,37.00,66.00
2026-02-25T07:08:00Z,37.00,66.00
2026-02-25T07:10:00Z,37.00,66.00
2026-02-25T07:11:00Z,37.00,65.00
2026-02-25T07:15:00Z,37.00,65.00
2026-02-25T07:16:00Z,37.00,65.00
2026-02-25T07:22:00Z,37.00,65.00
2026-02-25T07:23:00Z,37.00,65.00
2026-02-25T07:25:00Z,37.00,65.00
2026-02-25T07:26:00Z,37.00,65.00
2026-02-25T07:29:00Z,37.00,65.00
2026-02-25T07:31:00Z,37.00,65.00
2026-02-25T07:32:00Z,37.00,65.00
2026-02-25T07:38:00Z,37.00,65.00
2026-02-25T07:39:00Z,37.18,65.00
2026-02-25T07:42:00Z,38.00,65.00
2026-02-25T07:44:00Z,38.00,65.00
2026-02-25T07:45:00Z,38.00,64.00
2026-02-25T07:53:00Z,38.00,64.00
2026-02-25T07:56:00Z,38.00,64.00
2026-02-25T07:58:00Z,38.00,64.00
2026-02-25T07:59:00Z,37.00,64.00
2026-02-25T08:00:00Z,37.00,64.00
2026-02-25T08:01:00Z,37.00,64.00
2026-02-25T08:02:00Z,37.00,64.00
2026-02-25T08:04:00Z,37.00,64.00
2026-02-25T08:05:00Z,37.00,64.00
2026-02-25T08:08:00Z,37.00,64.00
2026-02-25T08:09:00Z,37.00,64.00
2026-02-25T08:10:00Z,37.00,64.00
2026-02-25T08:11:00Z,37.00,64.00
2026-02-25T08:12:00Z,37.00,64.00
2026-02-25T08:14:00Z,37.00,64.00
2026-02-25T08:17:00Z,37.48,64.00
2026-02-25T08:18:00Z,37.48,64.00
2026-02-25T08:19:00Z,38.00,64.00
2026-02-25T08:21:00Z,37.00,64.00
2026-02-25T08:22:00Z,38.00,64.00
2026-02-25T08:23:00Z,37.00,64.00
2026-02-25T08:24:00Z,37.00,64.00
2026-02-25T08:25:00Z,38.45,64.00
2026-02-25T08:26:00Z,37.23,64.00
2026-02-25T08:27:00Z,39.04,64.00
2026-02-25T08:28:00Z,39.04,64.00
2026-02-25T08:29:00Z,39.04,64.00
2026-02-25T08:31:00Z,37.00,64.00
2026-02-25T08:32:00Z,38.19,64.00
2026-02-25T08:34:00Z,40.00,61.00
2026-02-25T08:36:00Z,40.00,64.00
2026-02-25T08:39:00Z,40.00,63.00
2026-02-25T08:40:00Z,39.00,63.00
2026-02-25T08:41:00Z,39.00,63.00
2026-02-25T08:42:00Z,40.00,63.00
2026-02-25T08:43:00Z,40.05,63.00
2026-02-25T08:44:00Z,40.73,63.00
2026-02-25T08:45:00Z,41.00,62.00
2026-02-25T08:46:00Z,41.00,62.00
2026-02-25T08:47:00Z,41.00,62.00
2026-02-25T08:48:00Z,38.00,62.00
2026-02-25T08:49:00Z,38.00,62.00
2026-02-25T08:52:00Z,41.00,62.00
2026-02-25T08:54:00Z,41.00,62.00
2026-02-25T08:59:00Z,41.00,62.00
2026-02-25T09:00:00Z,41.00,62.00
2026-02-25T09:01:00Z,38.00,62.00
2026-02-25T09:08:00Z,41.00,62.00
2026-02-25T09:11:00Z,41.00,62.00
