# event_ticker=KXATPCHALLENGERMATCH-26APR08ROCSAI
# final_score=6-4 6-4
# match_winner=Nikolas Sanchez Izquierdo
# fav_player=Nikolas Sanchez Izquierdo
# dog_player=Oriol Roca Batalla
# kalshi_date=2026-04-08
timestamp,Nikolas Sanchez Izquierdo,Oriol Roca Batalla
2026-04-08T02:50:00Z,,56.00
2026-04-08T04:34:00Z,,56.00
2026-04-08T04:50:00Z,,56.00
2026-04-08T05:00:00Z,44.00,56.00
2026-04-08T05:05:00Z,44.00,58.00
2026-04-08T05:28:00Z,44.00,58.00
2026-04-08T05:35:00Z,47.00,56.00
2026-04-08T05:44:00Z,47.00,58.00
2026-04-08T05:58:00Z,47.00,58.00
2026-04-08T06:04:00Z,47.00,58.00
2026-04-08T06:12:00Z,47.00,58.00
2026-04-08T06:27:00Z,47.00,56.00
2026-04-08T06:28:00Z,47.00,56.00
2026-04-08T06:33:00Z,47.00,58.00
2026-04-08T06:41:00Z,47.00,58.00
2026-04-08T06:45:00Z,47.00,57.00
2026-04-08T06:55:00Z,47.00,56.00
2026-04-08T06:56:00Z,47.00,56.00
2026-04-08T07:01:00Z,46.00,56.00
2026-04-08T08:26:00Z,46.00,57.49
2026-04-08T09:59:00Z,46.00,58.00
2026-04-08T10:17:00Z,44.00,59.00
2026-04-08T10:29:00Z,44.00,60.19
2026-04-08T10:41:00Z,44.00,58.00
2026-04-08T10:51:00Z,44.00,58.00
2026-04-08T11:03:00Z,44.00,58.00
2026-04-08T11:06:00Z,44.00,61.00
2026-04-08T11:11:00Z,41.77,61.00
2026-04-08T11:18:00Z,42.00,61.00
2026-04-08T11:31:00Z,43.00,61.00
2026-04-08T11:43:00Z,43.00,61.98
2026-04-08T11:44:00Z,43.00,62.00
2026-04-08T11:49:00Z,38.00,63.50
2026-04-08T11:54:00Z,38.00,64.73
2026-04-08T12:02:00Z,38.00,65.00
2026-04-08T12:07:00Z,38.00,62.00
2026-04-08T12:11:00Z,38.00,63.00
2026-04-08T12:13:00Z,38.00,63.00
2026-04-08T12:14:00Z,42.89,63.00
2026-04-08T12:15:00Z,41.94,63.24
2026-04-08T12:16:00Z,43.00,63.49
2026-04-08T12:17:00Z,39.00,65.55
2026-04-08T12:18:00Z,42.75,65.55
2026-04-08T12:26:00Z,42.75,63.00
2026-04-08T12:27:00Z,42.44,63.00
2026-04-08T12:29:00Z,42.71,64.62
2026-04-08T12:30:00Z,42.89,64.62
2026-04-08T12:32:00Z,42.55,64.62
2026-04-08T12:33:00Z,38.00,64.29
2026-04-08T12:34:00Z,38.00,63.00
2026-04-08T12:41:00Z,38.00,64.60
2026-04-08T12:44:00Z,38.00,62.95
2026-04-08T12:45:00Z,38.00,62.00
2026-04-08T12:49:00Z,38.00,61.00
2026-04-08T12:54:00Z,38.00,62.00
2026-04-08T12:56:00Z,38.82,62.00
2026-04-08T13:01:00Z,38.82,61.00
2026-04-08T13:05:00Z,38.82,62.46
2026-04-08T13:07:00Z,38.82,57.33
2026-04-08T13:10:00Z,38.82,62.56
2026-04-08T13:11:00Z,38.82,63.00
2026-04-08T13:13:00Z,38.82,63.00
2026-04-08T13:15:00Z,45.19,63.00
2026-04-08T13:18:00Z,45.19,63.00
2026-04-08T13:20:00Z,45.19,63.00
2026-04-08T13:21:00Z,38.00,64.00
2026-04-08T13:23:00Z,38.00,64.00
2026-04-08T13:27:00Z,38.00,64.00
2026-04-08T13:30:00Z,38.00,63.00
2026-04-08T13:31:00Z,38.00,63.00
2026-04-08T13:32:00Z,38.00,63.00
2026-04-08T13:34:00Z,42.00,63.00
2026-04-08T13:35:00Z,42.00,62.00
2026-04-08T13:37:00Z,42.00,62.00
2026-04-08T13:38:00Z,41.80,62.00
2026-04-08T13:39:00Z,41.80,63.00
2026-04-08T13:41:00Z,42.78,63.17
2026-04-08T13:42:00Z,42.91,62.00
2026-04-08T13:44:00Z,38.38,64.97
2026-04-08T13:47:00Z,38.00,64.29
2026-04-08T13:48:00Z,40.97,64.47
2026-04-08T13:51:00Z,44.00,63.91
2026-04-08T13:53:00Z,44.00,64.00
2026-04-08T13:56:00Z,35.00,71.00
2026-04-08T13:57:00Z,35.00,69.00
2026-04-08T13:59:00Z,41.33,69.00
2026-04-08T14:02:00Z,38.22,76.83
2026-04-08T14:03:00Z,38.22,66.79
2026-04-08T14:04:00Z,42.61,61.43
2026-04-08T14:05:00Z,43.00,69.65
2026-04-08T14:06:00Z,44.00,69.65
2026-04-08T14:07:00Z,44.00,60.00
2026-04-08T14:08:00Z,38.00,62.43
2026-04-08T14:09:00Z,39.00,62.56
2026-04-08T14:10:00Z,39.66,61.81
2026-04-08T14:11:00Z,42.56,59.39
2026-04-08T14:12:00Z,42.56,57.00
2026-04-08T14:13:00Z,39.56,61.78
2026-04-08T14:14:00Z,41.58,63.00
2026-04-08T14:15:00Z,44.33,54.09
2026-04-08T14:16:00Z,52.73,48.89
2026-04-08T14:17:00Z,56.54,45.12
2026-04-08T14:18:00Z,59.58,45.73
2026-04-08T14:19:00Z,60.67,41.04
2026-04-08T14:20:00Z,59.42,41.00
2026-04-08T14:21:00Z,59.97,45.00
2026-04-08T14:22:00Z,52.55,50.02
2026-04-08T14:23:00Z,47.00,55.83
2026-04-08T14:24:00Z,46.00,58.00
2026-04-08T14:25:00Z,49.30,55.95
2026-04-08T14:26:00Z,55.00,48.94
2026-04-08T14:27:00Z,55.00,41.60
2026-04-08T14:28:00Z,62.00,37.69
2026-04-08T14:29:00Z,58.00,42.16
2026-04-08T14:30:00Z,59.21,39.52
2026-04-08T14:31:00Z,65.13,36.70
2026-04-08T14:32:00Z,67.00,34.12
2026-04-08T14:33:00Z,67.00,31.07
2026-04-08T14:34:00Z,65.85,31.07
2026-04-08T14:35:00Z,64.11,37.36
2026-04-08T14:36:00Z,64.27,32.11
2026-04-08T14:37:00Z,59.33,41.19
2026-04-08T14:38:00Z,60.10,42.03
2026-04-08T14:39:00Z,60.21,39.31
2026-04-08T14:40:00Z,54.03,44.01
2026-04-08T14:41:00Z,49.52,48.39
2026-04-08T14:42:00Z,58.95,42.45
2026-04-08T14:43:00Z,57.63,45.73
2026-04-08T14:44:00Z,58.43,44.14
2026-04-08T14:45:00Z,61.04,44.94
2026-04-08T14:46:00Z,60.79,44.73
2026-04-08T14:47:00Z,55.23,44.57
2026-04-08T14:48:00Z,56.76,46.71
2026-04-08T14:49:00Z,60.62,43.98
2026-04-08T14:50:00Z,66.92,36.55
2026-04-08T14:51:00Z,68.65,33.70
2026-04-08T14:52:00Z,67.41,34.74
2026-04-08T14:53:00Z,66.97,35.00
2026-04-08T14:54:00Z,66.69,35.00
2026-04-08T14:55:00Z,67.54,34.75
2026-04-08T14:56:00Z,67.95,34.00
2026-04-08T14:57:00Z,70.97,31.05
2026-04-08T14:58:00Z,73.07,28.17
2026-04-08T14:59:00Z,63.82,34.50
2026-04-08T15:00:00Z,66.00,36.00
2026-04-08T15:01:00Z,64.84,37.27
2026-04-08T15:02:00Z,63.22,36.59
2026-04-08T15:03:00Z,63.44,41.96
2026-04-08T15:04:00Z,61.76,37.04
2026-04-08T15:05:00Z,64.57,43.39
2026-04-08T15:06:00Z,67.58,34.02
2026-04-08T15:07:00Z,71.53,28.86
2026-04-08T15:08:00Z,80.67,20.11
2026-04-08T15:09:00Z,74.26,22.25
2026-04-08T15:10:00Z,79.56,19.26
2026-04-08T15:11:00Z,83.00,18.38
2026-04-08T15:12:00Z,83.49,17.41
2026-04-08T15:13:00Z,89.55,11.02
2026-04-08T15:14:00Z,90.56,13.26
2026-04-08T15:15:00Z,91.15,9.34
2026-04-08T15:16:00Z,88.18,12.07
2026-04-08T15:17:00Z,89.77,10.60
2026-04-08T15:18:00Z,90.93,9.06
2026-04-08T15:19:00Z,87.78,10.67
2026-04-08T15:20:00Z,86.00,14.89
2026-04-08T15:21:00Z,84.81,13.62
2026-04-08T15:22:00Z,78.43,22.84
2026-04-08T15:23:00Z,81.93,17.46
2026-04-08T15:24:00Z,79.51,18.54
2026-04-08T15:25:00Z,70.27,29.40
2026-04-08T15:26:00Z,69.18,30.33
2026-04-08T15:27:00Z,72.09,30.70
2026-04-08T15:28:00Z,76.70,28.44
2026-04-08T15:29:00Z,73.11,21.92
2026-04-08T15:30:00Z,80.56,17.18
2026-04-08T15:31:00Z,90.00,11.00
2026-04-08T15:32:00Z,90.29,7.50
2026-04-08T15:33:00Z,94.76,4.16
2026-04-08T15:34:00Z,95.37,4.24
2026-04-08T15:35:00Z,94.09,5.05
2026-04-08T15:36:00Z,94.97,6.10
2026-04-08T15:37:00Z,97.69,4.49
2026-04-08T15:38:00Z,97.21,3.72
2026-04-08T15:39:00Z,95.20,3.27
2026-04-08T15:40:00Z,94.02,5.66
2026-04-08T15:41:00Z,93.95,6.59
2026-04-08T15:42:00Z,95.62,4.00
2026-04-08T15:43:00Z,98.80,1.15
2026-04-08T15:44:00Z,99.00,1.15
2026-04-08T15:45:00Z,99.00,1.15
2026-04-08T15:47:00Z,99.00,1.15
2026-04-08T15:48:00Z,99.00,1.15
2026-04-08T15:49:00Z,99.00,1.15
2026-04-08T15:50:00Z,99.00,1.15
2026-04-08T15:51:00Z,99.00,1.15
