# event_ticker=KXATPCHALLENGERMATCH-26MAY14BOYLOK
# final_score=6-2 4-1 RET
# match_winner=Tristan Boyer
# fav_player=Tristan Boyer
# dog_player=Laurent Lokoli
# kalshi_date=2026-05-14
timestamp,Tristan Boyer,Laurent Lokoli
2026-05-14T03:06:00Z,59.00,
2026-05-14T03:29:00Z,59.00,
2026-05-14T03:55:00Z,59.00,
2026-05-14T04:05:00Z,59.00,43.00
2026-05-14T04:23:00Z,59.00,43.00
2026-05-14T04:50:00Z,57.00,43.00
2026-05-14T04:51:00Z,59.00,43.00
2026-05-14T05:04:00Z,59.00,43.00
2026-05-14T05:35:00Z,59.00,43.00
2026-05-14T05:39:00Z,59.00,43.00
2026-05-14T05:58:00Z,59.00,43.00
2026-05-14T06:32:00Z,59.00,43.00
2026-05-14T09:03:00Z,59.00,43.00
2026-05-14T09:04:00Z,59.00,43.00
2026-05-14T09:16:00Z,59.00,44.00
2026-05-14T09:46:00Z,58.49,44.00
2026-05-14T10:03:00Z,58.49,42.00
2026-05-14T10:18:00Z,59.00,42.00
2026-05-14T10:29:00Z,59.00,42.00
2026-05-14T10:41:00Z,59.00,42.00
2026-05-14T10:48:00Z,59.00,42.00
2026-05-14T10:51:00Z,59.00,42.00
2026-05-14T11:03:00Z,59.00,42.00
2026-05-14T11:33:00Z,59.00,42.00
2026-05-14T11:35:00Z,59.00,42.00
2026-05-14T11:46:00Z,59.00,42.00
2026-05-14T11:56:00Z,59.00,42.00
2026-05-14T11:59:00Z,59.00,42.00
2026-05-14T12:13:00Z,59.00,42.00
2026-05-14T12:14:00Z,59.00,42.00
2026-05-14T12:27:00Z,58.00,42.00
2026-05-14T12:31:00Z,58.00,43.00
2026-05-14T12:33:00Z,58.00,43.00
2026-05-14T12:39:00Z,58.00,43.00
2026-05-14T12:41:00Z,58.00,43.00
2026-05-14T12:45:00Z,58.00,43.00
2026-05-14T12:56:00Z,58.00,43.00
2026-05-14T12:57:00Z,58.00,43.00
2026-05-14T12:59:00Z,58.00,43.00
2026-05-14T13:06:00Z,58.00,43.00
2026-05-14T13:08:00Z,56.23,43.00
2026-05-14T13:09:00Z,58.00,43.00
2026-05-14T13:22:00Z,61.27,41.01
2026-05-14T13:28:00Z,59.00,41.01
2026-05-14T13:42:00Z,59.00,41.00
2026-05-14T13:43:00Z,59.00,41.41
2026-05-14T13:44:00Z,55.16,42.51
2026-05-14T13:45:00Z,56.87,48.00
2026-05-14T13:46:00Z,58.00,41.00
2026-05-14T13:50:00Z,64.69,39.60
2026-05-14T13:51:00Z,62.33,37.35
2026-05-14T13:52:00Z,58.38,42.96
2026-05-14T13:53:00Z,60.47,42.96
2026-05-14T13:54:00Z,62.00,40.00
2026-05-14T13:55:00Z,63.00,40.00
2026-05-14T13:56:00Z,64.00,36.21
2026-05-14T13:57:00Z,65.00,35.93
2026-05-14T13:58:00Z,65.46,34.39
2026-05-14T13:59:00Z,63.42,34.57
2026-05-14T14:00:00Z,64.73,34.57
2026-05-14T14:01:00Z,68.31,34.57
2026-05-14T14:02:00Z,73.51,26.82
2026-05-14T14:03:00Z,75.00,26.00
2026-05-14T14:04:00Z,75.29,25.00
2026-05-14T14:05:00Z,76.07,24.00
2026-05-14T14:06:00Z,78.00,24.00
2026-05-14T14:07:00Z,78.00,22.00
2026-05-14T14:08:00Z,79.00,24.00
2026-05-14T14:10:00Z,81.00,24.00
2026-05-14T14:11:00Z,83.91,6.03
2026-05-14T14:12:00Z,87.69,13.66
2026-05-14T14:13:00Z,82.01,17.72
2026-05-14T14:14:00Z,84.26,15.00
2026-05-14T14:15:00Z,84.85,16.95
2026-05-14T14:16:00Z,83.91,16.01
2026-05-14T14:17:00Z,81.94,18.00
2026-05-14T14:18:00Z,83.00,17.16
2026-05-14T14:19:00Z,84.00,17.27
2026-05-14T14:20:00Z,82.92,18.00
2026-05-14T14:21:00Z,83.23,17.00
2026-05-14T14:22:00Z,84.59,17.00
2026-05-14T14:23:00Z,84.97,17.00
2026-05-14T14:24:00Z,84.97,16.00
2026-05-14T14:25:00Z,85.78,15.00
2026-05-14T14:26:00Z,86.13,14.00
2026-05-14T14:27:00Z,84.60,15.66
2026-05-14T14:28:00Z,87.83,13.50
2026-05-14T14:29:00Z,88.00,13.11
2026-05-14T14:30:00Z,88.90,13.00
2026-05-14T14:31:00Z,86.00,13.05
2026-05-14T14:32:00Z,87.21,13.99
2026-05-14T14:33:00Z,89.00,11.91
2026-05-14T14:34:00Z,89.97,12.00
2026-05-14T14:35:00Z,91.75,9.00
2026-05-14T14:36:00Z,93.62,8.97
2026-05-14T14:37:00Z,94.50,7.51
2026-05-14T14:38:00Z,96.87,3.53
2026-05-14T14:39:00Z,97.02,3.59
2026-05-14T14:40:00Z,96.23,4.04
2026-05-14T14:41:00Z,97.00,4.04
2026-05-14T14:42:00Z,97.00,1.62
2026-05-14T14:43:00Z,98.00,2.50
2026-05-14T14:44:00Z,98.00,2.57
2026-05-14T14:45:00Z,97.35,2.61
2026-05-14T14:46:00Z,98.00,2.00
2026-05-14T14:47:00Z,98.00,2.97
2026-05-14T14:48:00Z,97.00,2.81
2026-05-14T14:49:00Z,98.81,3.00
2026-05-14T14:50:00Z,98.06,2.00
2026-05-14T14:51:00Z,99.00,1.00
2026-05-14T14:52:00Z,99.00,1.00
