# event_ticker=KXATPMATCH-25OCT02ZHODEJ
# final_score=6-7(1) 6-2 7-6(3)
# score_resolution=6-7 6-2 7-6
# match_winner=Jesper de Jong
# fav_player=Jesper De Jong
# dog_player=Yi Zhou
# kalshi_date=2025-10-02
timestamp,Jesper De Jong,Yi Zhou
2025-10-01T20:07:00Z,,45.00
2025-10-01T20:27:00Z,,36.00
2025-10-01T21:02:00Z,66.00,36.00
2025-10-01T21:05:00Z,66.00,36.00
2025-10-01T21:07:00Z,66.00,35.23
2025-10-01T21:08:00Z,66.00,36.00
2025-10-01T21:14:00Z,66.00,36.00
2025-10-01T21:19:00Z,66.00,35.00
2025-10-01T21:22:00Z,66.00,35.00
2025-10-01T21:29:00Z,66.00,35.00
2025-10-01T21:37:00Z,66.00,35.00
2025-10-01T21:56:00Z,66.00,35.00
2025-10-01T21:57:00Z,66.00,35.00
2025-10-01T22:17:00Z,66.00,35.00
2025-10-01T22:25:00Z,66.00,35.00
2025-10-01T22:32:00Z,66.00,35.00
2025-10-01T22:40:00Z,66.00,35.00
2025-10-01T22:55:00Z,66.00,36.00
2025-10-01T22:59:00Z,66.00,36.00
2025-10-01T23:25:00Z,66.00,35.00
2025-10-02T01:12:00Z,66.00,35.00
2025-10-02T01:44:00Z,66.00,35.00
2025-10-02T01:52:00Z,66.00,35.00
2025-10-02T02:04:00Z,66.00,35.00
2025-10-02T02:34:00Z,66.00,35.00
2025-10-02T02:38:00Z,66.00,36.00
2025-10-02T02:54:00Z,66.00,34.80
2025-10-02T03:03:00Z,66.00,34.80
2025-10-02T03:05:00Z,66.00,34.80
2025-10-02T03:11:00Z,66.00,36.00
2025-10-02T03:14:00Z,66.00,36.00
2025-10-02T03:15:00Z,66.00,36.00
2025-10-02T03:17:00Z,66.00,36.00
2025-10-02T03:30:00Z,66.00,36.00
2025-10-02T03:34:00Z,66.00,36.00
2025-10-02T03:40:00Z,66.00,36.00
2025-10-02T03:50:00Z,66.00,36.00
2025-10-02T04:29:00Z,65.50,36.00
2025-10-02T04:31:00Z,65.00,36.00
2025-10-02T04:34:00Z,65.00,36.00
2025-10-02T04:36:00Z,65.00,36.00
2025-10-02T04:49:00Z,65.00,36.00
2025-10-02T04:56:00Z,65.00,36.00
2025-10-02T05:04:00Z,65.00,36.00
2025-10-02T05:13:00Z,65.00,36.00
2025-10-02T05:24:00Z,65.00,36.00
2025-10-02T05:27:00Z,65.00,36.00
2025-10-02T05:31:00Z,65.00,36.00
2025-10-02T05:33:00Z,65.00,36.00
2025-10-02T05:34:00Z,65.00,36.00
2025-10-02T05:37:00Z,65.00,36.00
2025-10-02T05:43:00Z,65.00,37.00
2025-10-02T05:44:00Z,66.55,37.00
2025-10-02T05:45:00Z,67.10,35.00
2025-10-02T05:46:00Z,67.10,35.00
2025-10-02T05:49:00Z,67.00,35.00
2025-10-02T05:50:00Z,67.00,35.00
2025-10-02T05:51:00Z,67.00,35.00
2025-10-02T05:52:00Z,67.00,35.00
2025-10-02T05:53:00Z,67.00,35.00
2025-10-02T05:58:00Z,67.00,35.00
2025-10-02T06:01:00Z,67.00,35.00
2025-10-02T06:02:00Z,67.00,35.00
2025-10-02T06:04:00Z,67.00,35.00
2025-10-02T06:10:00Z,67.00,35.00
2025-10-02T06:11:00Z,67.00,35.00
2025-10-02T06:12:00Z,70.10,35.00
2025-10-02T06:13:00Z,68.00,35.00
2025-10-02T06:14:00Z,68.00,35.00
2025-10-02T06:18:00Z,68.00,35.00
2025-10-02T06:25:00Z,68.00,35.00
2025-10-02T06:26:00Z,68.00,35.00
2025-10-02T06:28:00Z,68.00,35.00
2025-10-02T06:29:00Z,67.00,35.00
2025-10-02T06:31:00Z,65.00,35.00
2025-10-02T06:32:00Z,67.00,35.00
2025-10-02T06:33:00Z,67.00,35.00
2025-10-02T06:35:00Z,67.00,35.00
2025-10-02T06:36:00Z,67.00,35.00
2025-10-02T06:37:00Z,67.00,35.00
2025-10-02T06:39:00Z,67.00,35.00
2025-10-02T06:41:00Z,67.00,34.00
2025-10-02T06:42:00Z,67.00,34.00
2025-10-02T06:43:00Z,67.00,34.00
2025-10-02T06:44:00Z,67.00,34.00
2025-10-02T06:46:00Z,66.00,36.22
2025-10-02T06:47:00Z,67.17,33.00
2025-10-02T06:48:00Z,66.50,33.00
2025-10-02T06:49:00Z,69.00,30.00
2025-10-02T06:50:00Z,70.92,26.20
2025-10-02T06:51:00Z,71.14,26.87
2025-10-02T06:52:00Z,71.47,27.17
2025-10-02T06:53:00Z,68.66,29.56
2025-10-02T06:54:00Z,68.00,30.72
2025-10-02T06:55:00Z,69.00,30.92
2025-10-02T06:56:00Z,68.04,33.58
2025-10-02T06:57:00Z,67.00,35.00
2025-10-02T06:58:00Z,66.03,35.00
2025-10-02T06:59:00Z,66.91,35.10
2025-10-02T07:00:00Z,68.00,34.97
2025-10-02T09:01:00Z,53.77,37.74
2025-10-02T09:02:00Z,56.38,45.56
2025-10-02T09:03:00Z,56.00,47.45
2025-10-02T09:04:00Z,53.94,45.97
2025-10-02T09:05:00Z,49.81,50.69
2025-10-02T09:06:00Z,49.53,51.50
2025-10-02T09:07:00Z,51.51,51.26
2025-10-02T09:08:00Z,51.48,51.26
2025-10-02T09:09:00Z,55.71,46.30
2025-10-02T09:10:00Z,60.00,47.19
2025-10-02T09:11:00Z,53.98,47.37
2025-10-02T09:12:00Z,48.76,56.90
2025-10-02T09:13:00Z,49.59,53.91
2025-10-02T09:14:00Z,47.00,54.41
2025-10-02T09:15:00Z,52.02,48.86
2025-10-02T09:16:00Z,56.64,46.89
2025-10-02T09:17:00Z,45.44,53.09
2025-10-02T09:18:00Z,45.78,55.62
2025-10-02T09:19:00Z,45.96,55.00
2025-10-02T09:20:00Z,45.96,52.46
2025-10-02T09:21:00Z,60.35,47.79
2025-10-02T09:22:00Z,53.68,49.04
2025-10-02T09:23:00Z,40.12,55.33
2025-10-02T09:24:00Z,33.53,70.53
2025-10-02T09:25:00Z,56.09,72.50
2025-10-02T09:26:00Z,57.20,57.05
2025-10-02T09:27:00Z,66.10,39.81
2025-10-02T09:28:00Z,94.80,5.13
2025-10-02T09:29:00Z,98.62,2.89
2025-10-02T09:30:00Z,99.00,1.00
2025-10-02T09:31:00Z,99.00,1.00
