# event_ticker=KXATPCHALLENGERMATCH-26APR07FERSAC
# final_score=4-6 6-3 6-3
# match_winner=Arthur Fery
# fav_player=Arthur Fery
# dog_player=Vitaliy Sachko
# kalshi_date=2026-04-07
timestamp,Arthur Fery,Vitaliy Sachko
2026-04-07T00:01:00Z,43.00,
2026-04-07T00:23:00Z,43.00,59.00
2026-04-07T01:01:00Z,43.00,59.00
2026-04-07T01:02:00Z,43.00,59.00
2026-04-07T01:06:00Z,42.00,59.00
2026-04-07T01:13:00Z,42.00,59.00
2026-04-07T03:51:00Z,42.00,59.00
2026-04-07T04:10:00Z,42.00,59.00
2026-04-07T04:35:00Z,42.00,59.00
2026-04-07T04:56:00Z,42.80,59.00
2026-04-07T04:57:00Z,42.80,59.00
2026-04-07T05:08:00Z,42.80,59.00
2026-04-07T05:39:00Z,42.00,59.00
2026-04-07T06:22:00Z,42.00,59.00
2026-04-07T08:20:00Z,42.00,59.00
2026-04-07T08:27:00Z,42.00,59.00
2026-04-07T11:06:00Z,42.00,58.00
2026-04-07T11:13:00Z,42.00,57.00
2026-04-07T11:15:00Z,45.71,57.00
2026-04-07T11:20:00Z,45.00,57.00
2026-04-07T11:26:00Z,45.00,57.63
2026-04-07T11:29:00Z,46.69,57.63
2026-04-07T11:30:00Z,43.56,57.63
2026-04-07T11:31:00Z,36.23,64.13
2026-04-07T11:32:00Z,31.99,69.35
2026-04-07T11:33:00Z,31.99,69.00
2026-04-07T11:34:00Z,29.00,70.00
2026-04-07T11:35:00Z,28.00,70.00
2026-04-07T11:36:00Z,27.00,72.00
2026-04-07T11:38:00Z,26.33,75.00
2026-04-07T11:39:00Z,27.03,75.00
2026-04-07T11:40:00Z,34.89,71.81
2026-04-07T11:41:00Z,29.98,70.14
2026-04-07T11:42:00Z,29.98,70.00
2026-04-07T11:43:00Z,29.98,70.06
2026-04-07T11:44:00Z,29.98,72.79
2026-04-07T11:45:00Z,25.27,74.57
2026-04-07T11:46:00Z,27.00,74.00
