# event_ticker=KXATPCHALLENGERMATCH-26APR07FERSAC
# final_score=4-6 6-3 6-3
# match_winner=Arthur Fery
# fav_player=Arthur Fery
# dog_player=Vitaliy Sachko
# kalshi_date=2026-04-07
timestamp,Arthur Fery,Vitaliy Sachko
2026-04-07T11:47:00Z,26.73,73.00
2026-04-07T11:48:00Z,26.73,72.00
2026-04-07T11:50:00Z,27.48,71.89
2026-04-07T11:51:00Z,27.48,71.00
2026-04-07T11:52:00Z,27.48,72.00
2026-04-07T11:53:00Z,27.48,76.20
2026-04-07T11:55:00Z,27.48,75.00
2026-04-07T11:56:00Z,20.96,75.00
2026-04-07T11:57:00Z,23.75,75.00
2026-04-07T11:58:00Z,23.75,74.00
2026-04-07T11:59:00Z,23.75,74.00
2026-04-07T12:00:00Z,25.94,74.23
2026-04-07T12:01:00Z,25.94,75.12
2026-04-07T12:02:00Z,25.94,78.00
2026-04-07T12:03:00Z,25.94,78.01
2026-04-07T12:04:00Z,23.00,76.00
2026-04-07T12:05:00Z,25.00,76.00
2026-04-07T12:07:00Z,23.78,77.00
2026-04-07T12:08:00Z,21.00,77.10
2026-04-07T12:09:00Z,21.00,80.72
2026-04-07T12:10:00Z,18.00,81.14
2026-04-07T12:12:00Z,19.00,81.14
2026-04-07T12:13:00Z,19.00,81.14
2026-04-07T12:14:00Z,19.00,82.00
2026-04-07T12:15:00Z,17.18,84.93
2026-04-07T12:16:00Z,13.70,85.97
2026-04-07T12:17:00Z,8.50,89.00
2026-04-07T12:18:00Z,8.00,89.00
2026-04-07T12:19:00Z,9.55,90.92
2026-04-07T12:20:00Z,7.00,92.84
2026-04-07T12:21:00Z,9.00,90.00
2026-04-07T12:22:00Z,11.30,86.55
2026-04-07T12:23:00Z,9.00,90.00
2026-04-07T12:24:00Z,8.55,91.00
2026-04-07T12:25:00Z,8.00,92.98
2026-04-07T12:26:00Z,9.85,90.79
2026-04-07T12:27:00Z,11.09,90.72
2026-04-07T12:28:00Z,10.00,90.90
2026-04-07T12:29:00Z,11.61,88.00
2026-04-07T12:30:00Z,11.00,89.00
2026-04-07T12:31:00Z,11.00,90.47
2026-04-07T12:32:00Z,12.84,90.00
2026-04-07T12:33:00Z,10.00,89.16
2026-04-07T12:34:00Z,6.66,93.00
2026-04-07T12:35:00Z,8.89,91.81
2026-04-07T12:36:00Z,9.07,91.00
2026-04-07T12:37:00Z,10.83,89.43
2026-04-07T12:38:00Z,10.83,91.00
2026-04-07T12:39:00Z,13.09,88.11
2026-04-07T12:40:00Z,12.30,87.54
2026-04-07T12:41:00Z,19.86,82.00
2026-04-07T12:42:00Z,17.31,85.95
2026-04-07T12:43:00Z,22.52,79.10
2026-04-07T12:44:00Z,24.36,74.01
2026-04-07T12:45:00Z,22.77,76.82
2026-04-07T12:46:00Z,20.62,82.04
2026-04-07T12:47:00Z,17.61,82.43
2026-04-07T12:48:00Z,26.08,73.09
2026-04-07T12:49:00Z,26.08,72.00
2026-04-07T12:50:00Z,31.12,71.95
2026-04-07T12:51:00Z,41.95,60.19
2026-04-07T12:52:00Z,46.70,55.10
2026-04-07T12:53:00Z,39.08,60.95
2026-04-07T12:54:00Z,49.39,53.25
2026-04-07T12:55:00Z,46.92,51.64
2026-04-07T12:56:00Z,49.13,53.01
2026-04-07T12:57:00Z,51.25,50.12
2026-04-07T12:58:00Z,50.76,51.00
2026-04-07T12:59:00Z,49.74,51.00
2026-04-07T13:00:00Z,49.53,51.00
2026-04-07T13:01:00Z,49.04,51.91
2026-04-07T13:02:00Z,49.00,52.39
2026-04-07T13:03:00Z,48.61,54.13
2026-04-07T13:04:00Z,53.40,48.38
2026-04-07T13:05:00Z,48.16,53.80
2026-04-07T13:06:00Z,42.99,58.84
2026-04-07T13:07:00Z,46.03,56.90
2026-04-07T13:08:00Z,50.91,51.51
2026-04-07T13:09:00Z,52.81,46.56
2026-04-07T13:10:00Z,57.87,42.03
2026-04-07T13:11:00Z,55.02,48.05
2026-04-07T13:12:00Z,52.92,51.78
2026-04-07T13:13:00Z,44.47,56.74
2026-04-07T13:14:00Z,43.36,58.65
2026-04-07T13:15:00Z,46.26,54.15
2026-04-07T13:16:00Z,47.53,56.68
2026-04-07T13:17:00Z,44.97,54.94
2026-04-07T13:18:00Z,44.64,55.85
2026-04-07T13:19:00Z,44.55,59.27
2026-04-07T13:20:00Z,46.09,55.06
2026-04-07T13:21:00Z,55.11,48.57
2026-04-07T13:22:00Z,61.55,42.33
2026-04-07T13:23:00Z,72.50,28.34
2026-04-07T13:24:00Z,78.07,23.66
2026-04-07T13:25:00Z,78.09,24.10
2026-04-07T13:26:00Z,78.89,19.87
2026-04-07T13:27:00Z,87.03,12.71
2026-04-07T13:28:00Z,87.34,14.16
2026-04-07T13:29:00Z,84.18,16.13
2026-04-07T13:30:00Z,80.85,19.44
2026-04-07T13:31:00Z,82.00,20.00
2026-04-07T13:32:00Z,79.78,22.61
2026-04-07T13:33:00Z,67.87,33.91
2026-04-07T13:34:00Z,70.17,33.12
2026-04-07T13:35:00Z,60.65,40.97
2026-04-07T13:36:00Z,74.82,27.43
2026-04-07T13:37:00Z,84.50,16.97
2026-04-07T13:38:00Z,72.38,31.16
2026-04-07T13:39:00Z,72.32,26.21
2026-04-07T13:40:00Z,90.28,15.71
2026-04-07T13:41:00Z,92.16,8.81
2026-04-07T13:42:00Z,95.82,4.10
2026-04-07T13:43:00Z,98.15,2.04
2026-04-07T13:44:00Z,96.09,3.35
2026-04-07T13:45:00Z,98.83,3.82
2026-04-07T13:46:00Z,99.00,3.82
2026-04-07T13:47:00Z,99.00,3.82
2026-04-07T13:48:00Z,99.00,3.82
