# event_ticker=KXATPCHALLENGERMATCH-26MAR16GOMMAR
# final_score=3-6 7-6(2) 7-6(3)
# score_resolution=6-3 6-7 6-7
# match_winner=Dan Martin
# fav_player=Federico Agustin Gomez
# dog_player=Dan Martin
# kalshi_date=2026-03-16
timestamp,Federico Agustin Gomez,Dan Martin
2026-03-16T11:41:00Z,,17.00
2026-03-16T11:42:00Z,84.21,17.00
2026-03-16T14:12:00Z,83.00,17.00
2026-03-16T15:19:00Z,83.00,17.00
2026-03-16T15:38:00Z,83.00,17.00
2026-03-16T16:03:00Z,83.00,17.00
2026-03-16T16:41:00Z,83.00,17.00
2026-03-16T17:02:00Z,84.00,17.00
2026-03-16T17:05:00Z,84.00,17.00
2026-03-16T18:26:00Z,84.00,17.00
2026-03-16T18:39:00Z,84.00,17.00
2026-03-16T19:44:00Z,83.00,17.00
2026-03-16T20:06:00Z,84.00,17.00
2026-03-16T20:16:00Z,84.00,17.00
2026-03-16T20:19:00Z,84.00,17.00
2026-03-16T20:29:00Z,84.00,17.00
2026-03-16T21:04:00Z,84.00,17.00
2026-03-16T21:17:00Z,84.00,17.00
2026-03-16T21:23:00Z,84.00,17.00
2026-03-16T21:24:00Z,84.00,17.00
2026-03-16T21:31:00Z,84.00,17.00
2026-03-16T21:42:00Z,84.00,17.00
2026-03-16T21:48:00Z,84.00,17.00
2026-03-16T21:59:00Z,84.00,17.00
2026-03-16T22:02:00Z,84.00,17.00
2026-03-16T22:04:00Z,84.00,17.00
2026-03-16T22:07:00Z,84.00,17.00
2026-03-16T22:08:00Z,84.00,17.00
2026-03-16T22:09:00Z,84.00,17.00
2026-03-16T22:10:00Z,83.00,17.00
2026-03-16T22:12:00Z,83.00,17.14
2026-03-16T22:13:00Z,83.00,16.35
2026-03-16T22:14:00Z,85.00,18.21
2026-03-16T22:15:00Z,85.00,15.41
2026-03-16T22:16:00Z,85.00,13.15
2026-03-16T22:17:00Z,85.00,17.16
2026-03-16T22:18:00Z,83.00,17.95
2026-03-16T22:19:00Z,83.00,18.47
2026-03-16T22:20:00Z,84.00,16.40
2026-03-16T22:21:00Z,84.00,17.00
2026-03-16T22:22:00Z,84.00,16.87
2026-03-16T22:23:00Z,86.95,12.26
2026-03-16T22:24:00Z,86.95,14.34
2026-03-16T22:25:00Z,83.00,16.98
2026-03-16T22:26:00Z,82.00,19.11
2026-03-16T22:27:00Z,82.00,18.55
2026-03-16T22:28:00Z,82.00,19.00
2026-03-16T22:29:00Z,82.00,18.00
2026-03-16T22:30:00Z,83.00,19.00
2026-03-16T22:31:00Z,83.00,19.00
2026-03-16T22:32:00Z,82.00,19.28
2026-03-16T22:33:00Z,82.00,20.00
2026-03-16T22:35:00Z,80.00,21.57
2026-03-16T22:36:00Z,80.00,22.29
2026-03-16T22:37:00Z,77.12,22.31
2026-03-16T22:38:00Z,78.10,20.66
2026-03-16T22:39:00Z,81.00,21.00
2026-03-16T22:40:00Z,83.01,16.32
2026-03-16T22:41:00Z,91.19,10.73
2026-03-16T22:42:00Z,92.00,8.29
2026-03-16T22:43:00Z,92.00,9.33
2026-03-16T22:44:00Z,92.00,7.02
2026-03-16T22:45:00Z,93.66,8.82
2026-03-16T22:47:00Z,94.00,8.00
2026-03-16T22:48:00Z,93.00,8.00
2026-03-16T22:49:00Z,94.38,6.23
2026-03-16T22:50:00Z,94.38,7.00
2026-03-16T22:51:00Z,94.38,7.16
2026-03-16T22:52:00Z,91.80,8.57
2026-03-16T22:53:00Z,89.02,11.84
2026-03-16T22:54:00Z,88.00,11.77
2026-03-16T22:55:00Z,92.99,8.90
2026-03-16T22:56:00Z,92.99,9.00
2026-03-16T22:57:00Z,92.99,10.26
2026-03-16T22:58:00Z,92.00,9.85
2026-03-16T22:59:00Z,91.00,8.00
2026-03-16T23:00:00Z,91.00,9.05
2026-03-16T23:01:00Z,93.00,8.60
2026-03-16T23:02:00Z,93.00,8.28
2026-03-16T23:03:00Z,92.00,10.86
2026-03-16T23:04:00Z,92.00,10.30
2026-03-16T23:05:00Z,92.00,10.96
2026-03-16T23:06:00Z,89.00,10.96
2026-03-16T23:07:00Z,91.33,10.86
2026-03-16T23:08:00Z,92.00,8.68
2026-03-16T23:10:00Z,89.00,12.17
2026-03-16T23:11:00Z,89.00,11.63
2026-03-16T23:12:00Z,89.00,10.82
2026-03-16T23:13:00Z,89.03,11.53
2026-03-16T23:14:00Z,91.70,10.23
2026-03-16T23:15:00Z,89.00,12.80
2026-03-16T23:16:00Z,87.00,12.96
2026-03-16T23:17:00Z,88.11,14.75
2026-03-16T23:18:00Z,86.39,11.91
2026-03-16T23:19:00Z,85.00,16.40
2026-03-16T23:20:00Z,80.69,17.22
2026-03-16T23:21:00Z,83.67,17.05
2026-03-16T23:22:00Z,89.24,11.68
2026-03-16T23:23:00Z,91.99,12.00
2026-03-16T23:24:00Z,91.53,9.99
2026-03-16T23:25:00Z,87.66,14.02
2026-03-16T23:26:00Z,87.66,14.34
2026-03-16T23:27:00Z,87.00,15.00
2026-03-16T23:28:00Z,84.36,17.46
2026-03-16T23:29:00Z,88.00,11.11
2026-03-16T23:30:00Z,89.12,11.00
2026-03-16T23:31:00Z,82.20,17.05
2026-03-16T23:32:00Z,74.70,26.22
2026-03-16T23:33:00Z,70.00,28.69
2026-03-16T23:34:00Z,65.04,33.78
2026-03-16T23:35:00Z,67.88,33.84
2026-03-16T23:36:00Z,67.58,32.98
2026-03-16T23:37:00Z,69.00,32.88
2026-03-16T23:38:00Z,66.16,37.36
2026-03-16T23:39:00Z,59.69,42.54
2026-03-16T23:40:00Z,70.26,33.01
2026-03-16T23:41:00Z,73.20,27.73
2026-03-16T23:42:00Z,71.70,28.20
2026-03-16T23:43:00Z,71.57,26.23
2026-03-16T23:44:00Z,75.88,25.11
2026-03-16T23:45:00Z,73.17,27.76
2026-03-16T23:46:00Z,72.25,27.02
2026-03-16T23:47:00Z,74.22,25.00
2026-03-16T23:48:00Z,74.05,26.96
2026-03-16T23:49:00Z,73.77,26.23
2026-03-16T23:50:00Z,77.66,24.61
2026-03-16T23:51:00Z,73.36,26.00
2026-03-16T23:52:00Z,69.43,29.35
2026-03-16T23:53:00Z,68.17,32.40
2026-03-16T23:54:00Z,73.99,27.15
2026-03-16T23:55:00Z,74.98,26.59
2026-03-16T23:56:00Z,75.69,27.00
2026-03-16T23:57:00Z,72.00,24.68
2026-03-16T23:58:00Z,70.52,32.52
2026-03-16T23:59:00Z,70.84,32.22
2026-03-17T00:00:00Z,73.89,27.94
2026-03-17T00:01:00Z,73.14,27.96
2026-03-17T00:02:00Z,72.72,28.48
2026-03-17T00:03:00Z,77.46,21.99
2026-03-17T00:04:00Z,80.36,19.71
2026-03-17T00:05:00Z,80.89,22.20
2026-03-17T00:06:00Z,79.42,22.67
2026-03-17T00:07:00Z,74.83,26.18
2026-03-17T00:08:00Z,72.76,29.64
2026-03-17T00:09:00Z,69.12,30.83
2026-03-17T00:10:00Z,68.49,31.67
2026-03-17T00:11:00Z,68.97,36.05
2026-03-17T00:12:00Z,68.37,32.85
2026-03-17T00:13:00Z,73.57,27.93
2026-03-17T00:14:00Z,73.12,31.80
2026-03-17T00:15:00Z,72.86,32.17
2026-03-17T00:16:00Z,64.76,35.83
2026-03-17T00:17:00Z,58.09,41.75
2026-03-17T00:18:00Z,64.46,38.26
2026-03-17T00:19:00Z,69.66,30.93
2026-03-17T00:20:00Z,69.95,30.84
2026-03-17T00:21:00Z,67.08,35.71
2026-03-17T00:22:00Z,58.76,40.79
2026-03-17T00:23:00Z,63.59,36.27
2026-03-17T00:24:00Z,51.96,44.98
2026-03-17T00:25:00Z,53.47,47.10
2026-03-17T00:26:00Z,66.37,38.48
2026-03-17T00:27:00Z,50.22,50.52
2026-03-17T00:28:00Z,22.58,75.42
2026-03-17T00:29:00Z,5.36,94.05
2026-03-17T00:30:00Z,1.00,99.00
2026-03-17T00:31:00Z,1.00,99.00
2026-03-17T00:32:00Z,1.00,99.00
