# event_ticker=KXATPCHALLENGERMATCH-26APR14DENFAR
# final_score=6-7(1) 6-2 6-4
# score_resolution=6-7 6-2 6-4
# match_winner=Jaime Faria
# fav_player=Jaime Faria
# dog_player=Guy Den Ouden
# kalshi_date=2026-04-14
timestamp,Jaime Faria,Guy Den Ouden
2026-04-14T02:43:00Z,67.00,
2026-04-14T03:42:00Z,66.00,
2026-04-14T03:47:00Z,66.00,
2026-04-14T05:45:00Z,66.00,
2026-04-14T06:01:00Z,67.17,
2026-04-14T06:02:00Z,68.00,
2026-04-14T06:09:00Z,68.00,32.00
2026-04-14T06:19:00Z,68.00,32.00
2026-04-14T06:24:00Z,68.00,32.00
2026-04-14T06:29:00Z,68.00,32.00
2026-04-14T07:16:00Z,68.00,32.00
2026-04-14T09:27:00Z,68.00,32.00
2026-04-14T11:18:00Z,68.00,32.00
2026-04-14T11:30:00Z,68.00,32.00
2026-04-14T11:51:00Z,68.00,32.00
2026-04-14T12:07:00Z,68.00,32.00
2026-04-14T12:11:00Z,68.00,32.00
2026-04-14T12:15:00Z,68.00,32.00
2026-04-14T12:50:00Z,68.00,32.00
2026-04-14T13:13:00Z,68.00,32.00
2026-04-14T13:18:00Z,68.00,32.00
2026-04-14T13:20:00Z,68.00,32.00
2026-04-14T13:21:00Z,68.00,33.00
2026-04-14T13:38:00Z,69.00,33.00
2026-04-14T13:55:00Z,69.00,33.00
2026-04-14T13:56:00Z,69.00,32.00
2026-04-14T14:05:00Z,68.00,32.00
2026-04-14T14:08:00Z,68.00,32.00
2026-04-14T14:19:00Z,68.00,33.00
2026-04-14T14:20:00Z,68.00,33.00
2026-04-14T14:24:00Z,69.00,33.00
2026-04-14T14:26:00Z,67.47,33.00
2026-04-14T14:27:00Z,65.95,34.49
2026-04-14T14:28:00Z,63.00,34.49
2026-04-14T14:30:00Z,60.03,40.00
2026-04-14T14:31:00Z,62.00,40.00
2026-04-14T14:32:00Z,63.95,37.00
2026-04-14T14:33:00Z,66.00,32.74
2026-04-14T14:34:00Z,67.01,29.00
2026-04-14T14:35:00Z,68.00,31.00
2026-04-14T14:36:00Z,64.11,36.65
2026-04-14T14:37:00Z,62.00,36.65
2026-04-14T14:38:00Z,62.29,37.00
2026-04-14T14:39:00Z,63.00,37.00
2026-04-14T14:40:00Z,60.00,41.93
2026-04-14T14:41:00Z,52.76,50.20
2026-04-14T14:42:00Z,42.37,55.79
2026-04-14T14:43:00Z,42.04,57.23
2026-04-14T14:44:00Z,42.17,57.07
2026-04-14T14:45:00Z,44.41,58.93
2026-04-14T14:46:00Z,41.00,58.93
2026-04-14T14:47:00Z,41.00,59.86
2026-04-14T14:48:00Z,42.18,57.00
2026-04-14T14:49:00Z,41.98,60.03
2026-04-14T14:50:00Z,43.98,61.00
2026-04-14T14:51:00Z,48.99,56.00
2026-04-14T14:52:00Z,53.75,48.60
2026-04-14T14:53:00Z,53.87,49.14
2026-04-14T14:54:00Z,44.98,53.02
2026-04-14T14:55:00Z,45.07,56.45
2026-04-14T14:56:00Z,40.00,60.38
2026-04-14T14:57:00Z,39.96,61.00
2026-04-14T14:58:00Z,43.76,59.50
2026-04-14T14:59:00Z,42.55,57.76
2026-04-14T15:00:00Z,41.00,59.63
2026-04-14T15:01:00Z,42.04,56.89
2026-04-14T15:02:00Z,45.08,54.70
2026-04-14T15:03:00Z,51.94,48.28
2026-04-14T15:04:00Z,60.00,41.35
2026-04-14T15:05:00Z,60.11,37.00
2026-04-14T15:06:00Z,65.79,34.00
2026-04-14T15:07:00Z,67.24,33.07
2026-04-14T15:08:00Z,63.00,33.11
2026-04-14T15:09:00Z,71.73,35.64
2026-04-14T15:10:00Z,71.73,26.00
2026-04-14T15:11:00Z,81.76,17.96
2026-04-14T15:12:00Z,82.01,17.41
2026-04-14T15:13:00Z,77.60,20.70
2026-04-14T15:14:00Z,74.22,20.70
2026-04-14T15:15:00Z,78.28,21.41
2026-04-14T15:16:00Z,68.99,33.60
2026-04-14T15:17:00Z,60.49,45.37
2026-04-14T15:18:00Z,50.13,50.64
2026-04-14T15:19:00Z,49.90,52.04
2026-04-14T15:20:00Z,42.48,57.91
2026-04-14T15:21:00Z,37.94,60.57
